Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
2,14:16,1,10,CAR 11,0,7,Jaret Patterson right guard for 5 yards (tackle by Derrick Brown and Shaq Thompson),,
2,13:34,2,5,CAR 6,6,7,"Taylor Heinicke pass complete short middle to Cam Sims for 6 yards, touchdown",,
2,13:29,,,CAR 15,7,7,Joey Slye kicks extra point good,,
2,13:29,,,WAS 35,7,7,"Joey Slye kicks off 65 yards, touchback.",,
2,13:29,1,10,CAR 25,7,7,Cam Newton right tackle for 3 yards (tackle by Cole Holcomb and James Smith-Williams),,
2,12:51,2,7,CAR 28,7,7,Cam Newton pass complete short right to D.J. Moore for 11 yards (tackle by Kamren Curl),,
2,12:18,1,10,CAR 39,7,7,Cam Newton right guard for 4 yards (tackle by Landon Collins and Matthew Ioannidis),,
2,11:40,2,6,CAR 43,7,7,Cam Newton pass complete short left to Christian McCaffrey for 2 yards (tackle by Jonathan Allen),,
2,10:55,3,4,CAR 45,7,7,Cam Newton pass incomplete short middle intended for D.J. Moore (defended by Danny Johnson),,
2,10:48,4,4,CAR 45,7,7,Lac Edwards punts 32 yards out of bounds,,
2,10:41,1,10,WAS 23,7,7,Jaret Patterson left tackle for 2 yards (tackle by DaQuan Jones and Shaq Thompson),,
2,10:03,2,8,WAS 25,7,7,Taylor Heinicke sacked by Marquis Haynes for -8 yards,,
2,9:14,3,21,WAS 12,7,7,Taylor Heinicke pass complete short middle to J.D. McKissic for 4 yards (tackle by Jeremy Chinn),,
2,8:35,4,12,WAS 21,7,7,"Tress Way punts 49 yards, fair catch by Alex Erickson at CAR-30",,
2,8:25,1,10,CAR 30,7,7,"Christian McCaffrey up the middle for no gain (tackle by Casey Toohill and Bobby McCain). Penalty on Michael Jordan: Offensive Holding, 10 yards (accepted) (no play)",,
2,7:55,1,20,CAR 20,7,7,Christian McCaffrey up the middle for 9 yards (tackle by Bobby McCain),,
2,7:13,2,11,CAR 29,7,7,Cam Newton pass complete deep right to Tommy Tremble for 19 yards (tackle by William Jackson),,
2,6:47,1,10,CAR 48,7,7,Cam Newton pass complete short left to Brandon Zylstra for 7 yards (tackle by Landon Collins),,
2,5:51,2,3,WAS 45,7,7,"Christian McCaffrey left tackle for 6 yards (tackle by Kamren Curl). Penalty on Kamren Curl: Face Mask (15 Yards), 15 yards (accepted)",,
2,6:01,1,10,WAS 24,7,13,"Cam Newton left tackle for 24 yards, touchdown",,
2,5:52,,,WAS 15,7,14,Zane Gonzalez kicks extra point good,,
2,5:52,,,CAR 35,7,14,"Zane Gonzalez kicks off 60 yards, returned by DeAndre Carter for 23 yards. DeAndre Carter fumbles (forced by Julian Stanford), recovered by Troy Apke at WAS-29 (tackle by Julian Stanford)",,
2,5:44,1,10,WAS 29,7,14,J.D. McKissic left tackle for 11 yards (tackle by Jeremy Chinn),,
2,5:05,1,10,WAS 40,7,14,Jaret Patterson left guard for 1 yard (tackle by Bravvion Roy and Marquis Haynes),,
2,4:22,2,9,WAS 41,7,14,J.D. McKissic left tackle for 8 yards (tackle by Haason Reddick),,
2,3:57,3,1,WAS 49,7,14,J.D. McKissic up the middle for 3 yards (tackle by Jermaine Carter and Bravvion Roy),,
2,3:18,1,10,CAR 48,7,14,Taylor Heinicke pass complete short right to Dax Milne for 5 yards (tackle by Stephon Gilmore),,
2,2:41,2,5,CAR 43,7,14,Jaret Patterson left end for 4 yards (tackle by Jeremy Chinn and A.J. Bouye),,
2,2:00,3,1,CAR 39,7,14,Jaret Patterson up the middle for no gain (tackle by Jeremy Chinn),,
2,1:18,4,1,CAR 39,7,14,"Penalty on Wes Schweitzer: False Start, 4 yards (accepted) (no play)",,
2,1:07,,,,,,Timeout #2 by Carolina Panthers,,
2,1:07,4,5,CAR 43,7,14,Taylor Heinicke pass complete short left to DeAndre Carter for 18 yards (tackle by Donte Jackson),,
2,1:01,,,,,,Timeout #1 by Washington Football Team,,
2,1:01,1,10,CAR 25,7,14,Taylor Heinicke pass incomplete short left intended for J.D. McKissic,,
2,0:58,2,10,CAR 25,7,14,J.D. McKissic up the middle for 1 yard (tackle by Derrick Brown),,
2,0:21,3,9,CAR 24,7,14,Taylor Heinicke pass complete short middle to Adam Humphries for 12 yards (tackle by Myles Hartsfield and A.J. Bouye),,
2,0:14,,,,,,Timeout #2 by Washington Football Team,,
2,0:14,1,10,CAR 12,13,14,"Taylor Heinicke pass complete short middle to Terry McLaurin for 12 yards, touchdown. Penalty on Jeremy Chinn: Defensive Pass Interference, 15 yards (declined)",,
2,0:09,,,CAR 15,14,14,Joey Slye kicks extra point good,,
2,0:09,,,WAS 35,14,14,"Joey Slye kicks off 65 yards, touchback.",,
2,0:09,1,10,CAR 25,14,14,Cam Newton kneels for -1 yards,,
Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,14,14,"Zane Gonzalez kicks off 61 yards, returned by DeAndre Carter for 30 yards (tackle by Kamal Martin)",,
3,14:54,1,10,WAS 34,14,14,Taylor Heinicke pass complete short right to Terry McLaurin for 7 yards (tackle by A.J. Bouye),,
3,14:18,2,3,WAS 41,14,14,Antonio Gibson right tackle for 4 yards (tackle by Donte Jackson),,
3,13:44,1,10,WAS 45,14,14,Taylor Heinicke pass incomplete deep left intended for Terry McLaurin (defended by Donte Jackson),,
3,13:35,2,10,WAS 45,14,14,Antonio Gibson up the middle for 5 yards (tackle by Haason Reddick),,
3,12:54,3,5,WAS 50,14,14,Taylor Heinicke pass complete short middle to Cam Sims for 13 yards (tackle by A.J. Bouye),,
3,12:15,1,10,CAR 37,14,14,Antonio Gibson left end for 11 yards (tackle by Jeremy Chinn and Donte Jackson),,
3,11:38,1,10,CAR 26,14,14,Antonio Gibson left tackle for 20 yards (tackle by Jeremy Chinn and Donte Jackson),,
3,10:45,,,,,,Timeout #1 by Washington Football Team,,
3,10:45,1,6,CAR 6,14,14,Antonio Gibson left end for 2 yards (tackle by Morgan Fox),,
3,10:06,2,4,CAR 4,14,14,Antonio Gibson left tackle for no gain (tackle by Jeremy Chinn),,
3,9:27,3,4,CAR 4,20,14,"Taylor Heinicke pass complete short left to DeAndre Carter for 4 yards, touchdown",,
3,9:21,,,CAR 15,21,14,Joey Slye kicks extra point good,,
3,9:21,,,WAS 35,21,14,"Joey Slye kicks off 61 yards, returned by Ameer Abdullah for 21 yards (tackle by David Mayo)",,
3,9:15,1,10,CAR 25,21,14,Christian McCaffrey left tackle for 2 yards (tackle by Casey Toohill and Jonathan Allen),,
3,8:26,2,8,CAR 27,21,14,Christian McCaffrey left end for 4 yards (tackle by Casey Toohill),,
3,7:48,3,4,CAR 31,21,14,Cam Newton pass complete short middle to Christian McCaffrey for 9 yards (tackle by Cole Holcomb),,
3,7:12,1,10,CAR 40,21,14,Christian McCaffrey up the middle for no gain (tackle by Jonathan Allen),,
3,6:29,2,10,CAR 40,21,14,Cam Newton pass incomplete short left intended for Terrace Marshall,,
3,6:25,3,10,CAR 40,21,14,Cam Newton pass incomplete short middle intended for D.J. Moore (defended by Cole Holcomb),,
3,6:15,4,10,CAR 40,21,14,"Penalty on Khaleke Hudson: Defensive Offside, 5 yards (accepted) (no play)",,
3,6:15,4,5,CAR 45,21,14,"Lac Edwards punts 55 yards, touchback.",,
3,6:05,1,10,WAS 20,21,14,Antonio Gibson left guard for 11 yards (tackle by Haason Reddick and Jermaine Carter),,
3,5:34,1,10,WAS 31,21,14,Taylor Heinicke pass complete short right to Terry McLaurin for 15 yards (tackle by A.J. Bouye),,
3,4:54,1,10,WAS 46,21,14,Antonio Gibson up the middle for 9 yards (tackle by Myles Hartsfield),,
3,4:09,2,2,CAR 46,21,14,"Penalty on Brandon Scherff: False Start, 5 yards (accepted) (no play)",,
3,4:03,2,7,WAS 49,21,14,J.D. McKissic left tackle for 4 yards (tackle by Morgan Fox),,
3,3:21,3,2,CAR 46,21,14,Taylor Heinicke scrambles up the middle for 9 yards (tackle by Jermaine Carter),,
3,2:35,1,10,CAR 37,21,14,Antonio Gibson left tackle for 4 yards (tackle by Haason Reddick),,
3,1:56,2,6,CAR 33,21,14,Taylor Heinicke sacked by Haason Reddick for -10 yards,,
3,1:08,3,16,CAR 43,21,14,"Penalty on WAS: Delay of Game, 5 yards (accepted) (no play)",,
3,0:59,3,21,CAR 48,21,14,Taylor Heinicke pass complete short right to John Bates for 10 yards (tackle by Shaq Thompson and C.J. Henderson),,
3,0:08,4,11,CAR 38,21,14,"Penalty on WAS: Delay of Game, 5 yards (accepted) (no play)",,
Quarter,Time,Down,ToGo,Location,WAS,CAR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,16,CAR 43,21,14,"Tress Way punts 34 yards, fair catch by Alex Erickson at CAR-9",,
4,14:53,1,10,CAR 9,21,14,Cam Newton pass complete short right to Robbie Anderson for 4 yards (tackle by Kamren Curl),,
4,14:14,2,6,CAR 13,21,14,Cam Newton right end for 3 yards (tackle by Kamren Curl),,
4,13:32,3,3,CAR 16,21,14,Cam Newton scrambles up the middle for 6 yards (tackle by Cole Holcomb and Daron Payne),,
4,12:47,1,10,CAR 22,21,14,"Cam Newton pass complete short right to D.J. Moore for 10 yards (tackle by Cole Holcomb and Kamren Curl). Penalty on Daron Payne: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,12:18,1,10,CAR 47,21,14,Cam Newton right end for 10 yards (tackle by William Jackson),,
4,11:27,1,10,WAS 43,21,14,"Cam Newton pass complete short left to Tommy Tremble for 16 yards (tackle by Bobby McCain) WAS challenged the backward pass ruling, and the play was upheld.",,
4,10:50,1,10,WAS 27,21,20,"Cam Newton pass complete deep right to Christian McCaffrey for 27 yards, touchdown",,
4,10:44,,,WAS 15,21,21,Zane Gonzalez kicks extra point good,,
4,10:44,,,CAR 35,21,21,"Zane Gonzalez kicks off 65 yards, touchback.",,
4,10:44,1,10,WAS 25,21,21,Antonio Gibson right guard for 2 yards (tackle by Jermaine Carter),,
4,9:04,2,8,WAS 27,21,21,"Taylor Heinicke right end for 8 yards (tackle by Juston Burris). Penalty on Juston Burris: Unnecessary Roughness / Defense, 15 yards (accepted)",,
4,9:45,1,10,CAR 49,21,21,Antonio Gibson up the middle for -2 yards (tackle by Morgan Fox),,
4,9:05,2,12,WAS 48,21,21,Taylor Heinicke sacked by Brian Burns for -9 yards,,
4,8:13,3,21,WAS 39,21,21,Taylor Heinicke pass complete short right to Adam Humphries for 18 yards (tackle by Jeremy Chinn and Brian Burns),,
4,7:25,4,3,CAR 43,21,21,Taylor Heinicke pass complete short left to John Bates for 6 yards (tackle by Donte Jackson),,
4,6:42,1,10,CAR 37,21,21,"Taylor Heinicke aborted snap, recovered by Taylor Heinicke at CAR-38 and returned for -1 yards",,
4,5:58,2,12,CAR 39,21,21,Taylor Heinicke left end for 14 yards (tackle by Stephon Gilmore),,
4,5:14,1,10,CAR 25,21,21,Antonio Gibson up the middle for 3 yards (tackle by Yetur Gross-Matos),,
4,4:31,2,7,CAR 22,21,21,Taylor Heinicke pass incomplete deep right intended for DeAndre Carter,,
4,4:24,3,7,CAR 22,21,21,Taylor Heinicke pass incomplete deep left intended for Terry McLaurin,,
4,4:18,4,7,CAR 22,21,21,"Penalty on Donte Jackson: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
4,4:18,4,2,CAR 17,24,21,Joey Slye 36 yard field goal good,,
4,4:13,,,WAS 35,24,21,"Joey Slye kicks off 65 yards, touchback.",,
4,4:13,1,10,CAR 25,24,21,"Christian McCaffrey right tackle for no gain (tackle by Kamren Curl). Penalty on Taylor Moton: Offensive Holding, 10 yards (accepted) (no play)",,
4,4:06,1,20,CAR 15,24,21,Cam Newton pass complete short right to Robbie Anderson for 7 yards (tackle by Cole Holcomb and William Jackson),,
4,3:32,2,13,CAR 22,24,21,Cam Newton pass complete short right to D.J. Moore for 6 yards (tackle by Kamren Curl),,
4,3:27,3,8,CAR 27,24,21,Cam Newton pass complete short right to Christian McCaffrey for 4 yards (tackle by Cole Holcomb),,
4,3:05,,,,,,Timeout #1 by Carolina Panthers,,
4,3:05,4,3,CAR 32,24,21,Cam Newton pass complete short left to Christian McCaffrey for 2 yards (tackle by Kamren Curl),,
4,2:53,1,10,CAR 34,24,21,"Antonio Gibson for no gain (tackle by Derrick Brown). Penalty on Derrick Brown: Defensive Offside, 5 yards (accepted) (no play)",,
4,2:49,1,5,CAR 29,24,21,Jaret Patterson left tackle for 11 yards (tackle by Jeremy Chinn),,
4,2:30,,,,,,Timeout #2 by Carolina Panthers,,
4,2:30,1,10,CAR 18,24,21,Jaret Patterson up the middle for no gain (tackle by Jeremy Chinn),,
4,2:26,,,,,,Timeout #3 by Carolina Panthers,,
4,2:26,2,10,CAR 18,24,21,Antonio Gibson left guard for no gain (tackle by DaQuan Jones and Shaq Thompson),,
4,2:00,3,10,CAR 18,24,21,Antonio Gibson left tackle for 7 yards (tackle by Stephon Gilmore),,
4,1:54,4,3,CAR 11,27,21,Joey Slye 29 yard field goal good,,
4,1:50,,,WAS 35,27,21,"Joey Slye kicks off 65 yards, touchback.",,
4,1:50,1,10,CAR 25,27,21,Cam Newton pass complete short left to Christian McCaffrey for 8 yards (tackle by Landon Collins and Kendall Fuller),,
4,1:31,2,2,CAR 33,27,21,"Cam Newton pass complete short left to Robbie Anderson for 11 yards Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,1:26,1,10,CAR 44,27,21,Cam Newton pass incomplete short middle intended for Robbie Anderson,,
4,1:21,2,10,CAR 44,27,21,Cam Newton pass complete short right to Ian Thomas for 7 yards (tackle by Danny Johnson),,
4,1:16,3,2,WAS 48,27,21,Cam Newton pass incomplete short left intended for Brandon Zylstra (defended by William Jackson),,
4,1:11,4,3,WAS 49,27,21,Cam Newton sacked by and James Smith-Williams for -3 yards and Daron Payne for -3 yards,,
4,1:05,1,10,CAR 48,27,21,Taylor Heinicke kneels for -1 yards,,
4,0:40,2,11,CAR 49,27,21,Taylor Heinicke kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
