Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
2,11:32,1,10,IND 20,7,7,Peyton Manning pass incomplete deep left intended for Reggie Wayne (defended by Jason David),0.280,-0.270
2,11:26,2,10,IND 20,7,7,Joseph Addai up the middle for 3 yards (tackle by Scott Fujita and Mark Simoneau),-0.270,-0.560
2,10:42,3,7,IND 23,7,7,Peyton Manning pass incomplete deep middle intended for Anthony Gonzalez,-0.560,-1.830
2,10:37,4,7,IND 23,7,7,"Hunter Smith punts 59 yards, returned by Lance Moore for 30 yards (tackle by Rob Morris)",-1.830,-2.130
2,10:21,1,10,NOR 48,7,7,Deuce McAllister left end for 6 yards (tackle by Robert Mathis),2.130,2.390
2,9:49,2,4,IND 46,7,7,Drew Brees pass incomplete short right intended for Marques Colston (defended by Bob Sanders),2.390,1.680
2,9:45,3,4,IND 46,7,7,Aaron Stecker left end for 13 yards (tackle by Antoine Bethea and Darrell Reid),1.680,3.380
2,9:05,1,10,IND 33,7,7,Drew Brees pass complete short right to Marques Colston for 3 yards (tackle by Bob Sanders),3.380,3.240
2,8:29,2,7,IND 30,7,7,Reggie Bush up the middle for 7 yards (tackle by Gary Brackett),3.240,4.040
2,7:51,1,10,IND 23,7,7,Drew Brees pass complete short right to Devery Henderson for 5 yards (tackle by Kelvin Hayden),4.040,4.210
2,7:17,2,5,IND 18,7,7,Deuce McAllister up the middle for 2 yards (tackle by Rob Morris),4.210,3.850
2,6:33,3,3,IND 16,7,7,Drew Brees pass incomplete short right intended for Reggie Bush,3.850,2.480
2,6:30,4,3,IND 16,10,7,Olindo Mare 34 yard field goal good,2.480,3.000
2,,,,NOR 30,10,7,"Olindo Mare kicks off 70 yards, touchback",0.000,0.280
2,6:26,1,10,IND 20,10,7,Joseph Addai left tackle for 5 yards (tackle by Scott Fujita and Hollis Thomas),0.280,0.410
2,5:56,2,5,IND 25,10,7,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Jason David),0.410,1.070
2,5:24,1,10,IND 32,10,7,Joseph Addai up the middle for 2 yards (tackle by Mark Simoneau),1.070,0.800
2,4:51,2,8,IND 34,10,7,Peyton Manning pass incomplete short middle intended for Reggie Wayne (defended by Scott Fujita),0.800,0.100
2,4:46,,,,10,7,Timeout #1 by Indianapolis Colts,0.000,0.100
2,4:46,3,8,IND 34,10,7,"Penalty on Ryan Lilja: False Start, 5 yards (no play)",0.100,-0.560
2,4:46,3,13,IND 29,10,7,Peyton Manning pass incomplete deep left intended for Reggie Wayne (defended by Roman Harper),-0.560,-1.440
2,4:37,4,13,IND 29,10,7,Hunter Smith punts 31 yards,-1.440,-1.600
2,4:31,1,10,NOR 40,10,7,"Penalty on Mike Karney: False Start, 5 yards (no play)",1.600,1.270
2,4:31,1,15,NOR 35,10,7,Reggie Bush left end for 3 yards (tackle by Rob Morris),1.270,0.780
2,3:55,2,12,NOR 38,10,7,"Drew Brees pass complete short left to Eric Johnson for 7 yards (tackle by Marlin Jackson). Eric Johnson fumbles (forced by Marlin Jackson), recovered by Eric Johnson at NOR-45",0.780,1.030
2,3:05,3,5,NOR 45,10,7,Drew Brees pass complete short right to Reggie Bush for -5 yards (tackle by Freddie Keiaho),1.030,-0.720
2,2:32,4,10,NOR 40,10,7,"Steve Weatherford punts 45 yards, fair catch by T.J. Rushing",-0.720,0.220
2,2:24,1,10,IND 15,10,7,Peyton Manning pass complete short right to Joseph Addai for 14 yards (tackle by Josh Bullocks),-0.220,0.870
2,2:00,1,10,IND 29,10,7,Peyton Manning pass incomplete short middle intended for Dallas Clark,0.870,0.330
2,1:55,2,10,IND 29,10,7,Peyton Manning pass complete deep middle to Dallas Clark for 39 yards (tackle by Scott Fujita),0.330,3.450
2,1:33,,,,10,7,Timeout #1 by New Orleans Saints,0.000,3.450
2,1:33,1,10,NOR 32,10,7,Joseph Addai right end for 12 yards (tackle by Will Smith),3.450,4.240
2,1:12,1,10,NOR 20,10,7,Peyton Manning pass incomplete short right intended for Dallas Clark,4.240,3.690
2,1:07,2,10,NOR 20,10,7,Joseph Addai up the middle for 5 yards (tackle by Charles Grant),3.690,3.700
2,0:52,,,,10,7,Timeout #2 by New Orleans Saints,0.000,3.700
2,0:52,3,5,NOR 15,10,7,Peyton Manning pass incomplete short right intended for Marvin Harrison,3.700,2.490
2,0:49,4,5,NOR 15,10,10,Adam Vinatieri 33 yard field goal good,2.490,3.000
2,,,,IND 30,10,10,"Adam Vinatieri kicks off 69 yards, returned by Lance Moore for 30 yards (tackle by Tyjuan Hagler)",0.000,1.000
2,0:38,1,10,NOR 31,10,10,Drew Brees pass complete short middle to Marques Colston for 13 yards (tackle by Gary Brackett),1.000,1.860
2,0:29,,,,10,10,Timeout #3 by New Orleans Saints,0.000,1.860
2,0:29,1,10,NOR 44,10,10,"Drew Brees pass incomplete short left intended for Jamar Nesbit. Penalty on Jamar Nesbit: Illegal Touch Pass, 5 yards (no play)",1.860,1.530
2,0:24,1,15,NOR 39,10,10,Reggie Bush up the middle for 3 yards (tackle by Keyunta Dawson and Marlin Jackson),1.530,1.050
Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 30,10,10,"Adam Vinatieri kicks off 45 yards, returned by Josh Cooper for 8 yards (tackle by Keyunta Dawson)",0.000,1.140
3,14:58,1,10,NOR 33,10,10,Deuce McAllister left end for 6 yards (tackle by Gary Brackett and Bob Sanders),1.140,1.400
3,14:22,2,4,NOR 39,10,10,Deuce McAllister left tackle for 1 yard (tackle by Freddie Keiaho and Gary Brackett),1.400,0.830
3,14:02,3,3,NOR 40,10,10,Drew Brees pass incomplete short right intended for Billy Miller (defended by Josh Thomas),0.830,-0.720
3,14:00,4,3,NOR 40,10,10,Steve Weatherford punts 31 yards,-0.720,-0.870
3,13:52,1,10,IND 29,10,10,Joseph Addai right guard for 1 yard (tackle by Antwan Lake),0.870,0.460
3,13:15,2,9,IND 30,10,10,Peyton Manning pass complete short middle to Joseph Addai for 9 yards (tackle by Scott Fujita),0.460,1.530
3,12:54,1,10,IND 39,10,10,Dallas Clark left end for 14 yards (tackle by Mark Simoneau),1.530,2.460
3,12:11,1,10,NOR 47,10,10,Peyton Manning pass complete short right to Joseph Addai for 2 yards (tackle by Charles Grant),2.460,2.180
3,11:30,2,8,NOR 45,10,10,Joseph Addai right end for 1 yard (tackle by Charles Grant and Roman Harper),2.180,1.620
3,10:44,3,7,NOR 44,10,10,Peyton Manning pass complete deep right to Marvin Harrison for 42 yards (tackle by Roman Harper),1.620,6.740
3,9:55,1,2,NOR 2,10,10,Peyton Manning pass incomplete short middle intended for Dallas Clark,6.740,5.720
3,9:49,2,2,NOR 2,10,16,"Joseph Addai right tackle for 2 yards, touchdown",5.720,7.000
3,,,,NOR 2,10,17,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,10,17,"Adam Vinatieri kicks off 70 yards, touchback",0.000,0.280
3,9:45,1,10,NOR 20,10,17,Drew Brees pass incomplete deep left intended for Devery Henderson (defended by Dante Hughes),0.280,-0.270
3,9:39,2,10,NOR 20,10,17,Reggie Bush left tackle for -2 yards (tackle by Edward Johnson),-0.270,-1.330
3,9:04,3,12,NOR 18,10,17,"Penalty on Jammal Brown: False Start, 5 yards (no play)",-1.330,-2.190
3,8:53,3,17,NOR 13,10,17,Reggie Bush up the middle for 8 yards (tackle by Antoine Bethea and Bob Sanders),-2.190,-1.960
3,8:17,4,9,NOR 21,10,17,"Steve Weatherford punts 61 yards, returned by T.J. Rushing for 13 yards (tackle by Jay Bellamy)",-1.960,-1.000
3,8:05,1,10,IND 31,10,17,Peyton Manning pass complete deep middle to Ben Utecht for 19 yards (tackle by Roman Harper),1.000,2.260
3,7:33,1,10,,10,17,Joseph Addai left end for 7 yards (tackle by Mark Simoneau and Josh Bullocks),2.260,2.660
3,7:01,2,3,NOR 43,10,17,Joseph Addai right tackle for 15 yards (tackle by Scott Fujita),2.660,3.710
3,6:16,1,10,NOR 28,10,23,"Peyton Manning pass complete deep left to Reggie Wayne for 28 yards, touchdown",3.710,7.000
3,,,,NOR 2,10,24,Adam Vinatieri kicks extra point good,0.000,0.000
3,,,,IND 30,10,24,"Adam Vinatieri kicks off 73 yards, returned by Lance Moore for 18 yards (tackle by Luke Lawton)",0.000,-0.220
3,6:06,1,10,NOR 15,10,24,Drew Brees pass incomplete short left intended for Reggie Bush,-0.220,-0.710
3,6:03,2,10,NOR 15,10,24,Deuce McAllister up the middle for 12 yards (tackle by Bob Sanders),-0.710,0.740
3,5:31,1,10,NOR 27,10,24,Drew Brees pass complete short middle to Marques Colston for 6 yards (tackle by Freddie Keiaho),0.740,1.010
3,4:48,2,4,NOR 33,10,24,Drew Brees pass complete short middle to David Patten for 5 yards (tackle by Edward Johnson),1.010,1.470
3,4:11,1,10,NOR 38,10,24,Devery Henderson right end for 5 yards (tackle by Marlin Jackson),1.470,1.600
3,3:35,2,5,NOR 43,10,24,Drew Brees pass complete short middle to Deuce McAllister for 4 yards (tackle by Bob Sanders),1.600,1.420
3,2:48,3,1,NOR 47,10,24,Reggie Bush right end for 2 yards (tackle by Rob Morris),1.420,2.190
3,2:11,1,10,NOR 49,10,24,Drew Brees pass complete short right to Deuce McAllister for 3 yards (tackle by Edward Johnson),2.190,2.050
3,1:36,2,7,IND 48,10,24,Deuce McAllister right end for -2 yards (tackle by Rob Morris),2.050,1.090
3,0:57,3,9,,10,24,"Penalty on Jon Stinchcomb: False Start, 5 yards (no play)",1.090,0.430
3,0:40,3,14,NOR 45,10,24,Drew Brees pass incomplete short middle intended for Marques Colston is intercepted by Freddie Keiaho at IND-42 and returned for 11 yards (tackle by Reggie Bush),0.430,-2.460
3,0:30,1,10,NOR 47,10,24,Peyton Manning pass complete deep left to Reggie Wayne for 31 yards (tackle by Josh Bullocks),2.460,4.510
Quarter,Time,Down,ToGo,Location,NOR,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 16,10,24,Joseph Addai right end for 1 yard (tackle by Hollis Thomas),4.510,4.050
4,14:25,2,9,NOR 15,10,24,Peyton Manning pass incomplete short left intended for Reggie Wayne,4.050,3.220
4,14:20,3,9,NOR 15,10,24,Peyton Manning pass incomplete short left intended for Reggie Wayne. Penalty on Tony Ugoh: Offensive Holding (Declined),3.220,2.440
4,14:16,4,9,NOR 15,10,27,Adam Vinatieri 33 yard field goal good,2.440,3.000
4,,,,IND 30,10,27,"Adam Vinatieri kicks off 70 yards, touchback",0.000,0.280
4,14:12,1,10,NOR 20,10,27,Drew Brees pass complete short right to Eric Johnson for 5 yards (tackle by Gary Brackett),0.280,0.410
4,13:53,2,5,NOR 25,10,27,Drew Brees pass incomplete short middle intended for Eric Johnson,0.410,-0.300
4,13:49,3,5,NOR 25,10,27,Drew Brees up the middle for 4 yards (tackle by Freddie Keiaho and Robert Mathis),-0.300,-1.440
4,13:02,4,1,NOR 29,10,27,"Steve Weatherford punts 53 yards, returned by T.J. Rushing for 16 yards (tackle by Usama Young)",-1.440,-1.200
4,12:50,1,10,IND 34,10,27,Joseph Addai right tackle for 3 yards (tackle by Will Smith),1.200,1.060
4,12:19,2,7,IND 37,10,27,Joseph Addai right end for 5 yards (tackle by Charles Grant and Mark Simoneau),1.060,1.030
4,11:37,3,2,IND 42,10,27,Peyton Manning pass complete short left to Reggie Wayne for 7 yards (tackle by Jason David),1.030,2.190
4,10:57,1,10,IND 49,10,27,Joseph Addai up the middle for 6 yards (tackle by Roman Harper and Mark Simoneau),2.190,2.460
4,10:11,2,4,NOR 45,10,33,"Peyton Manning pass complete deep left to Reggie Wayne for 45 yards, touchdown",2.460,7.000
4,,,,NOR 2,10,34,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,10,34,"Adam Vinatieri kicks off 70 yards, touchback",0.000,0.280
4,10:05,1,10,NOR 20,10,34,Drew Brees pass incomplete short left intended for Reggie Bush,0.280,-0.270
4,10:01,2,10,NOR 20,10,34,Drew Brees pass complete short left to Aaron Stecker for 11 yards (tackle by Dante Hughes). Penalty on Darrell Reid: Defensive Offside (Declined),-0.270,1.000
4,9:41,1,10,NOR 31,10,34,Drew Brees pass complete short middle to Eric Johnson for 7 yards (tackle by Marlin Jackson),1.000,1.410
4,9:19,2,3,NOR 38,10,34,Drew Brees pass complete short right to Eric Johnson for 8 yards (tackle by Kelvin Hayden),1.410,1.990
4,8:52,1,10,NOR 46,10,34,Drew Brees pass complete short middle to Eric Johnson for 9 yards (tackle by Matt Giordano),1.990,2.670
4,8:27,2,1,IND 45,10,34,"Penalty on Josh Thomas: Neutral Zone Infraction, 5 yards (no play)",2.670,2.920
4,8:10,1,10,IND 40,10,34,"Drew Brees sacked by Robert Mathis for -6 yards. Drew Brees fumbles (forced by Robert Mathis), recovered by Robert Mathis at IND-44 (tackle by Jon Stinchcomb)",2.920,-1.930
,,,,,,,"NOR challenged the fumble ruling, and the play was upheld.",,
4,8:05,1,10,IND 45,10,34,Joseph Addai left end for 3 yards (tackle by Hollis Thomas),1.930,1.790
4,7:59,,,,10,34,Timeout #2 by New Orleans Saints,0.000,1.790
4,7:59,2,7,IND 48,10,34,Kenton Keith left tackle for 13 yards (tackle by Scott Fujita and Roman Harper),1.790,2.980
4,7:11,1,10,NOR 39,10,34,"Penalty on Peyton Manning: Delay of Game, 5 yards (no play)",2.980,2.650
4,6:49,1,15,NOR 44,10,34,Kenton Keith left end for 5 yards (tackle by Scott Shanle),2.650,2.440
4,6:15,2,10,NOR 39,10,34,Peyton Manning pass complete short middle to Kenton Keith for -2 yards (tackle by Mark Simoneau),2.440,1.490
4,5:25,3,12,NOR 41,10,34,Peyton Manning pass complete short middle to Marvin Harrison for 6 yards (tackle by Jason Craft),1.490,0.970
4,4:33,4,6,NOR 35,10,34,"Penalty on Hunter Smith: Delay of Game, 5 yards (no play)",0.970,0.590
4,4:33,4,11,NOR 40,10,34,"Hunter Smith punts 28 yards, fair catch by Lance Moore",0.590,0.350
4,4:26,1,10,NOR 12,10,34,Drew Brees pass complete short right to Marques Colston for 5 yards (tackle by Kelvin Hayden),-0.350,-0.230
4,4:04,2,5,NOR 17,10,34,Drew Brees pass complete short right to Reggie Bush for 2 yards (tackle by Kelvin Hayden),-0.230,-0.600
4,3:39,3,3,NOR 19,10,34,Reggie Bush up the middle for -2 yards (tackle by Raheem Brock),-0.600,-2.320
4,3:13,4,5,NOR 17,10,34,Drew Brees pass complete short right to Eric Johnson for 8 yards (tackle by Gary Brackett). Penalty on Robert Mathis: Defensive Offside (Declined),-2.320,0.610
4,3:07,1,10,NOR 25,10,34,Drew Brees pass complete short middle to Marques Colston for 10 yards (tackle by Marlin Jackson),0.610,1.270
4,2:46,1,10,NOR 35,10,34,Reggie Bush up the middle for 9 yards (tackle by Gary Brackett),1.270,1.940
4,2:22,2,1,NOR 44,10,34,Drew Brees pass incomplete short left intended for Devery Henderson,1.940,1.220
4,2:13,3,1,NOR 44,10,34,Reggie Bush up the middle for 2 yards (tackle by Gary Brackett),1.220,1.990
4,2:00,1,10,NOR 46,10,34,Drew Brees pass complete short right to Reggie Bush for 7 yards (tackle by Marlin Jackson),1.990,2.400
4,1:36,2,3,IND 47,10,34,Drew Brees pass complete short right to David Patten for 13 yards (tackle by Marlin Jackson),2.400,3.310
4,1:16,1,10,IND 34,10,34,Drew Brees pass incomplete deep right intended for David Patten,3.310,2.770
4,1:11,2,10,IND 34,10,40,"Drew Brees pass incomplete deep right intended for David Patten is intercepted by Matt Giordano at IND-17 and returned for 83 yards, touchdown",2.770,-7.000
4,,,,NOR 2,10,41,Adam Vinatieri kicks extra point good,0.000,0.000
4,,,,IND 30,,,"Adam Vinatieri kicks off 40 yards, returned by Billy Miller for 8 yards",,
4,0:51,1,10,NOR 38,10,41,"Aaron Stecker right tackle for 3 yards (tackle by Marlin Jackson). Aaron Stecker fumbles (forced by Marlin Jackson), recovered by Eric Johnson at NOR-41. Penalty on Bob Sanders: Defensive 12 On-field, 5 yards (no play)",1.470,2.200
4,0:46,1,5,NOR 43,10,41,Drew Brees pass complete deep left to Devery Henderson for 23 yards (tackle by Gary Brackett),2.200,3.310
4,0:22,1,10,IND 34,10,41,Drew Brees pass complete short left to Aaron Stecker for 9 yards (tackle by Marlin Jackson),3.310,3.990
4,0:08,,,,10,41,Timeout #3 by New Orleans Saints,0.000,3.990
4,0:08,2,1,IND 25,10,41,Aaron Stecker up the middle for 8 yards (tackle by Robert Mathis),3.990,3.380
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
