Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
1,0:02,1,10,HOU 37,7,7,Deshaun Watson pass incomplete short right intended for Duke Johnson,1.400,0.860
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,10,HOU 37,7,7,Duke Johnson up the middle for 2 yards (tackle by Ja'Whaun Bentley and Byron Cowart),0.860,0.430
2,14:18,3,8,HOU 39,7,7,"Deshaun Watson pass complete short middle to Will Fuller for 17 yards (tackle by Kyle Dugger). Penalty on Tytus Howard: Offensive Holding, 10 yards (no play)",0.430,-0.890
2,13:50,3,18,HOU 29,7,7,Deshaun Watson pass incomplete short middle intended for Keke Coutee (defended by Adrian Phillips),-0.890,-1.440
2,13:45,4,18,HOU 29,7,7,"Bryan Anger punts 42 yards, fair catch by Gunner Olszewski at NE-29",-1.440,-0.870
2,13:37,1,10,NWE 29,7,7,Cam Newton pass incomplete short left intended for Ryan Izzo,0.870,0.330
2,13:32,2,10,NWE 29,7,7,Damiere Byrd left end for 11 yards (tackle by Justin Reid and P.J. Hall),0.330,1.600
2,12:58,1,10,NWE 40,7,7,Damien Harris right guard for 3 yards (tackle by Ross Blacklock and Zach Cunningham),1.600,1.460
2,12:15,2,7,NWE 43,7,7,Rex Burkhead left end for 4 yards (tackle by Jacob Martin),1.460,1.290
2,11:33,3,3,NWE 47,7,7,Cam Newton up the middle for 5 yards (tackle by Eric Murray),1.290,2.390
2,10:54,1,10,HOU 48,7,7,Cam Newton pass complete short left to Jakobi Meyers for 20 yards (tackle by Lonnie Johnson),2.390,3.710
2,10:24,1,10,HOU 28,7,7,Rex Burkhead up the middle for 3 yards (tackle by Whitney Mercilus and Zach Cunningham),3.710,3.570
2,9:48,2,7,HOU 25,7,7,"Cam Newton pass complete short right to Rex Burkhead for 7 yards (tackle by Lonnie Johnson). Penalty on Damiere Byrd: Offensive Pass Interference, 10 yards (no play)",3.570,2.220
2,9:22,2,17,HOU 35,7,7,Cam Newton pass incomplete short middle intended for James White (defended by J.J. Watt),2.220,1.550
2,9:18,3,17,HOU 35,7,7,Cam Newton pass complete short right to James White for 9 yards (tackle by A.J. Moore),1.550,1.740
2,8:36,4,8,HOU 26,10,7,Nick Folk 45 yard field goal good,1.740,3.000
2,8:32,,,NWE 35,10,7,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
2,8:32,1,10,HOU 25,10,7,"Deshaun Watson pass complete short left to Keke Coutee for 4 yards (tackle by Ja'Whaun Bentley). Penalty on Isaiah Mack: Illegal Use of Hands, 5 yards (no play)",0.610,0.940
2,8:13,1,10,HOU 30,10,7,Deshaun Watson up the middle for 8 yards (tackle by Ja'Whaun Bentley and Isaiah Mack),0.940,1.470
2,7:26,2,2,HOU 38,10,7,Deshaun Watson pass complete short left to Jordan Akins for 6 yards (tackle by Byron Cowart),1.470,1.860
2,6:46,1,10,HOU 44,10,7,C.J. Prosise left tackle for -1 yards (tackle by Adrian Phillips),1.860,1.180
2,6:09,2,11,HOU 43,10,7,Deshaun Watson right end for 7 yards (tackle by John Simon),1.180,1.420
2,5:28,3,4,HOU 50,10,7,Deshaun Watson pass complete deep right to Jordan Akins for 25 yards (tackle by Kyle Dugger),1.420,3.910
2,4:47,1,10,NWE 25,10,7,Deshaun Watson pass complete short left to Brandin Cooks for 21 yards (tackle by Terrence Brooks),3.910,6.280
2,4:02,1,4,NWE 4,10,7,Deshaun Watson pass incomplete short right intended for Brandin Cooks,6.280,5.340
2,3:58,2,4,NWE 4,10,13,"Deshaun Watson up the middle for 4 yards, touchdown. Penalty on J.C. Jackson: Defensive Holding (Declined)",5.340,7.000
2,3:54,,,NWE 15,10,14,Ka'imi Fairbairn kicks extra point good,0.000,0.000
2,3:54,,,HOU 35,10,14,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
2,3:54,1,10,NWE 25,10,14,Cam Newton pass incomplete deep right intended for Damiere Byrd,0.610,0.060
2,3:51,2,10,NWE 25,10,14,James White left guard for 3 yards (tackle by Brandon Dunn),0.060,-0.230
2,3:13,3,7,NWE 28,10,14,Cam Newton pass complete short right to James White for no gain (tackle by Tyrell Adams),-0.230,-1.500
2,2:30,4,7,NWE 28,10,14,"Jake Bailey punts 59 yards, returned by Keke Coutee for 7 yards (tackle by Cody Davis)",-1.500,-0.280
2,2:20,1,10,HOU 20,10,14,Deshaun Watson pass incomplete deep right intended for Pharaoh Brown (defended by John Simon),0.280,-0.270
2,2:15,2,10,HOU 20,10,14,"Deshaun Watson right end for 11 yards (tackle by Lawrence Guy). Penalty on Kyle Dugger: Illegal Contact, 5 yards",-0.270,1.330
2,2:00,1,10,HOU 36,10,14,"Penalty on Max Scharping: False Start, 5 yards (no play)",1.330,1.000
2,2:00,1,15,HOU 31,10,14,Deshaun Watson pass complete short left to Pharaoh Brown for 18 yards (tackle by Stephon Gilmore and Terez Hall),1.000,2.190
2,1:28,1,10,HOU 49,10,14,Deshaun Watson pass complete short right to Will Fuller for 9 yards (tackle by Stephon Gilmore),2.190,2.860
2,1:20,2,1,NWE 42,10,14,Deshaun Watson pass complete short left to Jordan Akins for 24 yards (tackle by Joejuan Williams),2.860,4.370
2,1:13,1,10,NWE 18,10,14,Deshaun Watson pass complete short right to Duke Johnson for 4 yards (tackle by Jonathan Jones),4.370,4.430
2,1:03,,,,,,Timeout #1 by Houston Texans,,
2,1:03,2,6,NWE 14,10,14,"Deshaun Watson pass complete short left to Brandin Cooks for 14 yards. Penalty on Tytus Howard: Ineligible Downfield Pass, 5 yards (no play)",4.430,3.670
2,0:54,2,11,NWE 19,10,14,Deshaun Watson pass complete short middle to Brandin Cooks for 14 yards (tackle by Jason McCourty and Joejuan Williams),3.670,6.060
2,0:30,1,5,NWE 5,10,14,"Deshaun Watson pass incomplete short middle. Penalty on Roderick Johnson: Ineligible Downfield Pass, 5 yards (no play)",6.060,4.910
2,0:23,1,10,NWE 10,10,14,Deshaun Watson pass complete short left to Keke Coutee for 4 yards (tackle by Jonathan Jones),4.910,4.950
2,0:16,,,,,,Timeout #2 by Houston Texans,,
2,0:16,2,6,NWE 6,10,20,"Deshaun Watson pass complete short right to Keke Coutee for 6 yards, touchdown",4.950,7.000
2,0:10,,,NWE 15,10,21,"Ka'imi Fairbairn kicks extra point good. Penalty on Justin Bethel: Defensive Offside, 5 yards",0.000,0.000
2,0:10,,,HOU 40,10,21,"Ka'imi Fairbairn kicks off 60 yards, touchback.",0.000,0.610
2,0:10,1,10,NWE 25,10,21,Cam Newton kneels for -1 yards,0.610,-0.070
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,HOU 35,10,21,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
3,15:00,1,10,NWE 25,10,21,"Damien Harris left end for 1 yard (tackle by P.J. Hall). Penalty on N'Keal Harry: Offensive Holding, 10 yards (no play)",0.610,-0.410
3,14:39,1,20,NWE 15,10,21,Cam Newton pass complete short left to N'Keal Harry for 6 yards (tackle by Zach Cunningham),-0.410,-0.480
3,14:01,2,14,NWE 21,10,21,Cam Newton pass complete short right to N'Keal Harry for 13 yards,-0.480,0.560
3,13:21,3,1,NWE 34,10,21,Rex Burkhead left end for -1 yards (tackle by Bradley Roby and Justin Reid),0.560,-1.180
3,12:42,4,2,NWE 33,10,21,"Jake Bailey punts 39 yards, fair catch by Keke Coutee at HOU-28",-1.180,-0.810
3,12:36,1,10,HOU 28,10,21,Duke Johnson up the middle for 3 yards (tackle by Terez Hall and Kyle Dugger),0.810,0.670
3,11:57,2,7,HOU 31,10,21,Deshaun Watson pass incomplete short right intended for Will Fuller,0.670,-0.030
3,11:52,3,7,HOU 31,10,21,Deshaun Watson up the middle for 3 yards (tackle by Josh Uche),-0.030,-1.110
3,11:05,4,4,HOU 34,10,21,"Bryan Anger punts 38 yards, returned by Gunner Olszewski for no gain (tackle by Keion Crossen). Penalty on Justin Bethel: Offensive Holding, 10 yards",-1.110,-0.040
3,10:57,1,10,NWE 18,10,21,Cam Newton pass incomplete short middle intended for Jordan Thomas (defended by Carlos Watkins),0.040,-0.490
3,10:53,2,10,NWE 18,10,21,James White right tackle for no gain (tackle by J.J. Watt),-0.490,-1.170
3,10:13,3,10,NWE 18,10,21,Cam Newton pass complete deep middle to Damiere Byrd for 30 yards (tackle by A.J. Moore). Penalty on Vernon Hargreaves: Illegal Contact (Declined),-1.170,2.130
3,9:42,1,10,NWE 48,10,21,Cam Newton pass incomplete short middle intended for Damien Harris,2.130,1.580
3,9:36,2,10,NWE 48,10,21,James White right end for 8 yards (tackle by Zach Cunningham and Tyrell Adams),1.580,1.950
3,8:59,3,2,HOU 44,10,21,Cam Newton pass complete short left to James White for 2 yards (tackle by Tyrell Adams),1.950,2.790
3,8:21,1,10,HOU 42,16,21,"Cam Newton pass complete deep middle to Damiere Byrd for 42 yards, touchdown",2.790,7.000
3,8:14,,,HOU 15,17,21,Nick Folk kicks extra point good,0.000,0.000
3,8:14,,,NWE 35,17,21,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
3,8:14,1,10,HOU 25,17,21,Deshaun Watson pass complete short left to Duke Johnson for 7 yards (tackle by Lawrence Guy),0.610,1.010
3,7:42,2,3,HOU 32,17,21,"Duke Johnson up the middle for 3 yards (tackle by Ja'Whaun Bentley). Penalty on Pharaoh Brown: Offensive Holding, 10 yards (no play)",1.010,-0.340
3,7:19,2,13,HOU 22,17,21,Deshaun Watson left end for 3 yards (tackle by Adrian Phillips),-0.340,-0.620
3,6:33,3,10,HOU 25,17,21,Deshaun Watson pass complete short left to Will Fuller for 13 yards (tackle by J.C. Jackson),-0.620,1.470
3,5:47,1,10,HOU 38,17,21,Deshaun Watson pass complete deep right to Will Fuller for 22 yards (tackle by Jonathan Jones),1.470,2.920
3,5:15,1,10,NWE 40,17,21,Deshaun Watson pass incomplete deep middle intended for Will Fuller,2.920,2.370
3,5:08,2,10,NWE 40,17,21,Deshaun Watson pass complete short left to Duke Johnson for 9 yards (tackle by Jonathan Jones),2.370,2.870
3,4:31,3,1,NWE 31,17,21,Deshaun Watson pass complete short right to Jordan Akins for 6 yards (tackle by Kyle Dugger),2.870,3.910
3,3:49,1,10,NWE 25,17,21,Duke Johnson left end for 3 yards (tackle by Chase Winovich and Stephon Gilmore),3.910,3.770
3,3:05,2,7,NWE 22,17,21,Deshaun Watson pass complete short right to Pharaoh Brown for 4 yards (tackle by Jonathan Jones),3.770,3.660
3,2:13,3,3,NWE 18,17,21,Deshaun Watson pass incomplete deep middle intended for Keke Coutee,3.660,2.350
3,2:07,4,3,NWE 18,17,24,Ka'imi Fairbairn 36 yard field goal good,2.350,3.000
3,2:04,,,HOU 35,17,24,"Ka'imi Fairbairn kicks off 69 yards, muffed catch by Gunner Olszewski returned by Gunner Olszewski for 12 yards (tackle by Nate Hall)",0.000,-0.060
3,1:59,1,10,NWE 17,17,24,Damien Harris up the middle for -2 yards (tackle by J.J. Watt),-0.060,-0.850
3,1:38,2,12,NWE 15,17,24,Cam Newton pass complete short middle to Donte Moncrief for 15 yards (tackle by Vernon Hargreaves),-0.850,0.940
3,1:04,1,10,NWE 30,17,24,Damien Harris left end for -3 yards (tackle by Justin Reid),0.940,-0.010
3,0:22,2,13,NWE 27,17,24,Cam Newton pass complete deep right to Damiere Byrd for 19 yards,-0.010,1.990
Quarter,Time,Down,ToGo,Location,NWE,HOU,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NWE 46,17,24,Cam Newton sacked by Jonathan Greenard for -7 yards,1.990,0.510
4,14:21,2,17,NWE 39,17,24,Cam Newton pass complete short middle to James White for 9 yards (tackle by Vernon Hargreaves and Tyrell Adams),0.510,1.030
4,13:34,3,8,NWE 48,17,24,Cam Newton pass complete short right to Damiere Byrd for 8 yards (tackle by Vernon Hargreaves),1.030,2.650
4,13:10,1,10,HOU 44,17,24,"James White up the middle for 8 yards (tackle by Tyrell Adams). Penalty on Joe Thuney: Offensive Holding, 10 yards (no play)",2.650,1.990
4,12:42,1,20,NWE 46,17,24,Cam Newton pass complete short right to N'Keal Harry for 12 yards (tackle by Tyrell Adams),1.990,2.380
4,11:56,2,8,HOU 42,17,24,Cam Newton pass incomplete short left intended for James White,2.380,1.690
4,11:52,3,8,HOU 42,17,24,Cam Newton pass complete deep left to Damiere Byrd for 16 yards (tackle by Eric Murray and Bradley Roby),1.690,3.840
4,11:14,1,10,HOU 26,17,24,Damien Harris right end for 9 yards (tackle by Justin Reid),3.840,4.640
4,10:38,2,1,HOU 17,17,24,Cam Newton up the middle for 2 yards (tackle by Ross Blacklock),4.640,4.580
4,9:51,1,10,HOU 15,17,24,Cam Newton sacked by Justin Reid for -9 yards,4.580,2.810
4,9:10,2,19,HOU 24,17,24,James White left guard for 2 yards (tackle by Jacob Martin and A.J. Moore),2.810,2.410
4,8:31,3,17,HOU 22,17,24,Cam Newton pass complete short left to Jakobi Meyers for 4 yards (tackle by Eric Murray),2.410,2.250
4,7:42,4,13,HOU 18,20,24,Nick Folk 36 yard field goal good,2.250,3.000
4,7:39,,,NWE 35,20,24,"Jake Bailey kicks off 65 yards, touchback.",0.000,0.610
4,7:39,1,10,HOU 25,20,24,Deshaun Watson pass complete short right to C.J. Prosise for 4 yards (tackle by Stephon Gilmore),0.610,0.600
4,7:04,2,6,HOU 29,20,24,C.J. Prosise up the middle for 2 yards (tackle by Byron Cowart and Lawrence Guy),0.600,0.170
4,6:19,3,4,HOU 31,20,24,Deshaun Watson pass complete short middle to Will Fuller for 14 yards (tackle by Devin McCourty),0.170,1.930
4,5:45,1,10,HOU 45,20,24,Deshaun Watson pass complete short left to Will Fuller for 20 yards (tackle by Devin McCourty),1.930,3.250
4,5:01,1,10,NWE 35,20,24,C.J. Prosise up the middle for 3 yards (tackle by Byron Cowart),3.250,3.110
4,4:25,2,7,NWE 32,20,24,Deshaun Watson pass complete short left to C.J. Prosise for 4 yards (tackle by Stephon Gilmore),3.110,2.940
4,4:18,3,3,NWE 28,20,24,Deshaun Watson pass incomplete deep left intended for Jordan Akins,2.940,1.680
4,4:14,4,3,NWE 28,20,27,Ka'imi Fairbairn 46 yard field goal good,1.680,3.000
4,4:11,,,HOU 35,20,27,"Ka'imi Fairbairn kicks off 65 yards, touchback.",0.000,0.610
4,4:11,1,10,NWE 25,20,27,Cam Newton pass complete short middle to Damien Harris for 11 yards (tackle by Zach Cunningham),0.610,1.330
4,3:32,1,10,NWE 36,20,27,Cam Newton pass incomplete short left intended for N'Keal Harry,1.330,0.790
4,3:26,2,10,NWE 36,20,27,Cam Newton pass incomplete short right intended for James White (defended by J.J. Watt),0.790,0.100
4,3:20,3,10,NWE 36,20,27,Cam Newton pass complete short right to Jakobi Meyers for 14 yards (tackle by Justin Reid),0.100,2.260
4,2:38,1,10,NWE 50,20,27,Cam Newton pass complete short left to N'Keal Harry for 4 yards (tackle by Lonnie Johnson),2.260,2.250
4,2:01,2,6,HOU 46,20,27,Cam Newton pass complete short middle to N'Keal Harry for 6 yards (tackle by Bradley Roby),2.250,2.920
4,1:56,1,10,HOU 40,20,27,Cam Newton pass complete short left to James White for 10 yards (tackle by Lonnie Johnson),2.920,3.580
4,1:32,,,,,,Timeout #1 by Houston Texans,,
4,1:32,1,10,HOU 30,20,27,Cam Newton pass incomplete short middle intended for N'Keal Harry,3.580,3.030
4,1:28,2,10,HOU 30,20,27,James White left tackle for 6 yards (tackle by Eric Murray),3.030,3.140
4,1:20,,,,,,Timeout #1 by New England Patriots,,
4,1:20,3,4,HOU 24,20,27,Cam Newton pass incomplete short middle intended for N'Keal Harry (defended by J.J. Watt),3.140,1.940
4,1:18,,,,,,Timeout #2 by Houston Texans,,
4,1:18,4,4,HOU 24,20,27,Cam Newton pass incomplete short middle,1.940,-0.610
4,1:11,1,10,HOU 25,20,27,Duke Johnson left guard for 3 yards (tackle by Ja'Whaun Bentley),0.610,0.470
4,0:27,2,7,HOU 28,20,27,Duke Johnson right tackle for 1 yard (tackle by Lawrence Guy),0.470,-0.100
4,0:23,,,,,,Timeout #2 by New England Patriots,,
4,0:23,3,6,HOU 29,20,27,Duke Johnson right tackle for 1 yard (tackle by Ja'Whaun Bentley and Lawrence Guy),-0.100,-1.370
4,0:19,,,,,,Timeout #3 by New England Patriots,,
4,0:19,4,5,HOU 30,20,27,"Bryan Anger punts 44 yards, returned by Gunner Olszewski for 3 yards (tackle by A.J. Moore)",-1.370,-0.870
4,0:09,1,10,NWE 29,20,27,Cam Newton pass complete short right to Ryan Izzo for 9 yards (tackle by Phillip Gaines),0.870,1.540
4,0:04,2,1,NWE 38,20,27,Cam Newton pass complete deep right to Ryan Izzo for 50 yards (tackle by Lonnie Johnson),1.540,4.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
