Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
2,0:05,2,10,TEN 29,,,Timeout #3 by Indianapolis Colts,3.100,2.810
2,0:05,3,7,TEN 26,10,21,Mike Vanderjagt 44 yard field goal good,2.810,3.000
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 30,10,21,"Joe Nedney kicks off 66 yards, returned by Troy Walters for 24 yards (tackle by Aric Morris). Troy Walters fumbles (forced by Rocky Boiman), recovered by Rob Morris at IND-28",0.000,0.810
3,15:00,1,10,IND 28,10,21,Peyton Manning pass incomplete intended for Qadry Ismail is intercepted by Lance Schulters at TEN-41,0.810,-1.660
3,14:42,1,10,TEN 41,10,21,Eddie George middle for 2 yards (tackle by Dwight Freeney),1.660,1.390
3,14:09,2,8,TEN 43,10,21,"Steve McNair pass complete to Derrick Mason for 4 yards (tackle by Dwight Freeney). Derrick Mason fumbles (forced by Dwight Freeney), recovered by David Gibson at TEN-47 (tackle by Tom Ackerman)",1.390,-2.460
3,13:58,1,10,TEN 47,10,21,"Penalty on Peyton Manning: False Start, 5 yards (no play)",2.460,2.130
3,13:58,1,15,IND 48,10,21,Edgerrin James right end for 5 yards (tackle by Randall Godfrey),2.130,1.910
3,13:33,2,10,TEN 47,10,21,Peyton Manning left end for 5 yards (tackle by Donald Mitchell),1.910,1.880
3,12:51,3,5,TEN 42,10,21,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Samari Rolle),1.880,0.460
,,,,,,,"IND challenged the ruling, and the original play was overturned.",,
3,12:48,4,5,TEN 42,10,21,"Hunter Smith punts 42 yards, touchback",0.460,-0.280
3,12:39,1,10,TEN 20,10,21,Steve McNair pass complete to Derrick Mason for 9 yards (tackle by Walt Harris),0.280,0.950
3,12:00,2,1,TEN 29,10,21,"Penalty on Fred Miller: False Start, 4 yards (no play)",0.950,0.410
3,11:33,2,5,TEN 25,10,21,Eddie George right end for 4 yards (tackle by Mike Peterson and Rob Morris),0.410,0.230
3,10:52,3,1,TEN 29,10,21,Eddie George middle for no gain (tackle by Brad Scioli),0.230,-1.440
3,10:11,4,1,TEN 29,10,21,"Craig Hentrich punts 49 yards, returned by Troy Walters for no gain",-1.440,-0.410
3,9:58,1,10,IND 22,10,21,"Edgerrin James right tackle for no gain (tackle by Keith Bulluck). Penalty on Marcus Pollard: Illegal Motion, 5 yards (no play)",0.410,-0.120
3,9:29,1,15,IND 17,10,21,Edgerrin James middle for 7 yards (tackle by Randall Godfrey),-0.120,0.140
3,8:51,2,8,IND 24,10,21,Edgerrin James right end for 6 yards (tackle by Donald Mitchell and Carlos Hall),0.140,0.230
3,8:20,3,2,IND 30,10,21,Edgerrin James right tackle for 2 yards (tackle by Robaire Smith and Carlos Hall),0.230,1.070
3,7:46,1,10,IND 32,10,21,Peyton Manning pass complete to Reggie Wayne for 13 yards (tackle by Donald Mitchell),1.070,1.930
3,7:14,1,10,IND 45,10,21,"Edgerrin James right tackle for no gain (tackle by Peter Sirmon). Penalty on Peter Sirmon: Face Mask (5 Yards), 5 yards",1.930,2.660
3,7:14,1,5,,10,21,Edgerrin James middle for 6 yards (tackle by Albert Haynesworth),2.660,2.650
3,6:15,1,10,TEN 44,10,21,Edgerrin James middle for 1 yard (tackle by Randall Godfrey and Donald Mitchell),2.650,2.250
3,5:40,2,9,TEN 43,10,21,Peyton Manning pass complete to Qadry Ismail for 15 yards (tackle by Andre Dyson),2.250,3.710
3,5:24,1,10,TEN 28,10,21,Peyton Manning pass incomplete intended for Marvin Harrison,3.710,3.170
3,5:20,2,10,TEN 28,10,21,Peyton Manning pass incomplete intended for Marvin Harrison (defended by Samari Rolle),3.170,2.480
3,5:13,3,10,TEN 28,10,21,Peyton Manning pass incomplete intended for Marvin Harrison is intercepted by Tank Williams at TEN-0,2.480,-0.280
3,5:05,1,10,TEN 20,10,21,Steve McNair pass complete to Frank Wycheck for 8 yards (tackle by Mike Peterson),0.280,0.810
3,4:23,2,2,TEN 28,10,21,Eddie George left tackle for 11 yards (tackle by Raheem Brock),0.810,1.530
3,3:40,1,10,TEN 39,10,21,Steve McNair pass complete to Eddie George for 2 yards (tackle by Marcus Washington),1.530,1.260
3,2:56,2,8,TEN 41,10,21,Eddie George right tackle for no gain (tackle by Rob Morris),1.260,0.560
3,2:19,3,8,TEN 41,10,21,Steve McNair pass complete to Drew Bennett for 29 yards,0.560,3.580
3,1:44,1,10,IND 30,10,21,Eddie George right tackle for 3 yards (tackle by Larry Tripplett),3.580,3.440
3,1:02,2,7,IND 27,10,21,Steve McNair middle for 18 yards (tackle by Brad Scioli and Jason Doering),3.440,5.140
3,0:12,1,9,IND 9,10,21,Robert Holcombe left tackle for 5 yards (tackle by David Gibson),5.140,5.340
Quarter,Time,Down,ToGo,Location,IND,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,IND 4,10,21,Eddie George middle for -5 yards (tackle by Rob Morris),5.340,3.360
4,14:18,3,9,IND 9,10,21,"Steve McNair sacked by Dwight Freeney for -8 yards. Steve McNair fumbles (forced by Dwight Freeney), ball out of bounds at IND-17",3.360,2.310
4,13:54,4,17,IND 17,10,24,Joe Nedney 35 yard field goal good,2.310,3.000
4,13:54,,,TEN 30,10,24,"Joe Nedney kicks off 57 yards, returned by Joe Walker for 9 yards (tackle by Justin McCareins)",0.000,0.410
4,13:51,1,10,IND 22,10,24,Peyton Manning pass complete to Reggie Wayne for 12 yards,0.410,1.200
4,13:25,1,10,IND 34,10,24,"Edgerrin James left end for 5 yards (tackle by Tank Williams). Penalty on Marcus Pollard: Offensive Holding, 10 yards",1.200,0.870
4,13:06,1,15,IND 29,10,24,Peyton Manning pass incomplete intended for Marvin Harrison,0.870,-0.020
4,13:06,2,15,IND 29,10,24,Peyton Manning pass complete to Edgerrin James for 6 yards (tackle by Peter Sirmon),-0.020,0.100
4,12:34,3,9,IND 35,10,24,Peyton Manning pass complete to Qadry Ismail for 12 yards (tackle by Andre Dyson),0.100,2.060
4,11:55,1,10,IND 47,10,24,Peyton Manning pass complete to Marvin Harrison for 2 yards (tackle by Donald Mitchell),2.060,1.790
4,11:37,2,8,IND 49,10,24,Peyton Manning pass complete to Edgerrin James for 7 yards (tackle by Peter Sirmon),1.790,2.020
4,11:09,3,1,TEN 44,10,24,James Mungro right end for 2 yards (tackle by Peter Sirmon and Andre Dyson),2.020,2.790
4,10:33,1,10,TEN 42,10,24,Peyton Manning pass complete to Reggie Wayne for 12 yards (tackle by Andre Dyson),2.790,3.580
4,10:06,1,10,TEN 30,10,24,James Mungro left end for 4 yards (tackle by Peter Sirmon),3.580,3.570
4,9:30,2,6,TEN 26,10,24,Peyton Manning pass complete to Marvin Harrison for 10 yards (tackle by Samari Rolle),3.570,4.510
4,8:48,1,10,TEN 16,10,24,"Peyton Manning sacked for 3 yards. Peyton Manning fumbles, recovered by Peyton Manning at TEN-16",4.510,3.900
4,8:00,2,10,TEN 16,10,24,Peyton Manning pass complete to James Mungro for 10 yards (tackle by Peter Sirmon and Keith Bulluck),3.900,5.830
4,7:31,1,6,TEN 6,10,24,James Mungro left tackle for 3 yards (tackle by Peter Sirmon and Keith Bulluck),5.830,5.530
4,6:45,2,3,TEN 3,10,24,Peyton Manning pass incomplete intended for Joe Davenport,5.530,4.720
4,6:41,3,3,TEN 3,16,24,"James Mungro middle for 3 yards, touchdown",4.720,7.000
4,6:41,,,TEN 3,17,24,Mike Vanderjagt kicks extra point good,0.000,0.000
4,6:41,,,IND 30,17,24,"Mike Vanderjagt kicks off 55 yards, returned by John Simon for 21 yards (tackle by Sam Sword)",0.000,1.330
4,6:36,1,10,TEN 36,17,24,Steve McNair left end for 7 yards (tackle by Mike Peterson and Marcus Washington),1.330,1.740
4,5:40,2,3,TEN 43,17,24,Steve McNair pass incomplete intended for Frank Wycheck,1.740,1.030
4,5:35,3,3,TEN 43,17,24,Steve McNair pass complete to Drew Bennett for 17 yards (tackle by Brad Scioli),1.030,2.920
4,4:44,1,10,IND 40,17,24,Steve McNair pass incomplete intended for Eddie George,2.920,2.370
4,4:41,2,10,IND 40,17,24,Steve McNair pass complete to Robert Holcombe for 8 yards (tackle by Rob Morris),2.370,2.740
4,3:58,3,2,IND 32,17,24,Steve McNair left end for 16 yards,2.740,4.510
4,3:15,1,10,IND 16,17,24,Eddie George right tackle for 3 yards (tackle by Mike Peterson and Raheem Brock),4.510,4.390
4,3:04,1,10,IND 16,,,Timeout #1 by Indianapolis Colts,4.510,4.390
4,3:04,2,7,IND 13,17,24,Eddie George middle for 2 yards (tackle by David Gibson and Raheem Brock),4.390,3.940
4,2:57,2,7,IND 13,,,Timeout #2 by Indianapolis Colts,4.390,3.940
4,2:57,3,5,IND 11,17,24,Robert Holcombe right tackle for no gain (tackle by Mike Peterson),3.940,2.750
4,2:57,4,5,IND 11,17,27,Joe Nedney 29 yard field goal good,2.750,3.000
4,2:57,,,TEN 30,17,27,"Joe Nedney kicks off 68 yards, returned by Joe Walker for 13 yards (tackle by Rocky Boiman)",0.000,-0.220
4,2:46,1,10,IND 15,17,27,Peyton Manning pass complete to James Mungro for 6 yards (tackle by Keith Bulluck),-0.220,0.210
4,2:22,2,4,IND 21,17,27,Peyton Manning pass incomplete intended for Reggie Wayne,0.210,-0.630
4,2:17,3,4,IND 21,17,27,Peyton Manning pass complete to Marvin Harrison for 5 yards (tackle by Donald Mitchell),-0.630,0.670
4,2:00,1,10,IND 26,17,27,Peyton Manning pass complete to Reggie Wayne for 17 yards (tackle by Rich Coady),0.670,1.800
4,1:42,1,10,IND 43,17,27,Peyton Manning middle for 5 yards (tackle by Juqua Parker),1.800,1.930
4,1:29,2,5,IND 48,17,27,Peyton Manning pass incomplete intended for Reggie Wayne,1.930,1.220
4,1:26,3,5,IND 48,17,27,Peyton Manning pass incomplete intended for Qadry Ismail (defended by Donald Mitchell),1.220,-0.190
4,1:22,4,5,IND 48,17,27,Peyton Manning pass complete to Marvin Harrison for 10 yards,-0.190,2.790
4,1:17,1,10,TEN 42,17,27,Peyton Manning pass complete to Marcus Pollard for 7 yards (tackle by Peter Sirmon),2.790,3.190
4,1:00,2,3,TEN 35,17,27,Peyton Manning pass complete to Marvin Harrison for 1 yard (tackle by Donald Mitchell),3.190,2.610
4,0:40,3,2,TEN 34,17,27,Peyton Manning pass complete to Qadry Ismail for 3 yards (tackle by Donald Mitchell),2.610,3.510
4,0:22,1,10,TEN 31,17,27,"Peyton Manning pass incomplete. Penalty on TEN: Defensive 12 On-field, 5 yards, Penalty on Frank Chamberlin: Defensive Offside (Declined) (no play)",3.510,4.240
4,0:22,1,10,TEN 31,,,Timeout #1 by Tennessee Titans,3.510,4.240
4,0:22,1,5,TEN 26,17,27,Mike Vanderjagt 44 yard field goal no good,4.240,-1.200
4,0:17,1,10,TEN 34,17,27,Steve McNair kneels for -1 yards,1.200,0.520
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
