Quarter,Time,Tm,Detail,IND,TEN
1.0,10:32,Titans,John Simon 42 yard pass from Steve McNair (Joe Nedney kick),0,7
2.0,13:38,Titans,Eddie George 7 yard rush (Joe Nedney kick),0,14
,10:46,Colts,Marcus Pollard 16 yard pass from Peyton Manning (Mike Vanderjagt kick),7,14
,4:05,Titans,Eddie George 1 yard rush (Joe Nedney kick),7,21
,0:00,Colts,Mike Vanderjagt 44 yard field goal,10,21
4.0,13:51,Titans,Joe Nedney 35 yard field goal,10,24
,6:36,Colts,James Mungro 3 yard rush (Mike Vanderjagt kick),17,24
,2:46,Titans,Joe Nedney 29 yard field goal,17,27
