Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
2,11:11,3,7,ARI 39,3,7,Matt Ryan pass complete short right to Tony Gonzalez for 8 yards (tackle by Yeremiah Bell),1.950,3.510
2,10:30,1,10,ARI 31,3,7,Matt Ryan pass incomplete short left intended for Tony Gonzalez (defended by Daryl Washington),3.510,2.970
2,10:26,2,10,ARI 31,3,7,"Jacquizz Rodgers up the middle for 3 yards (tackle by Matt Shaughnessy). Penalty on John Abraham: Defensive Offside, 5 yards (no play)",2.970,3.640
2,9:59,2,5,ARI 26,3,7,Matt Ryan pass incomplete short middle intended for Chase Coffman,3.640,2.940
2,9:54,3,5,ARI 26,3,7,Matt Ryan pass complete short left to Harry Douglas for 7 yards (tackle by Daryl Washington),2.940,4.310
2,9:12,1,10,ARI 19,3,7,Jacquizz Rodgers up the middle for 6 yards (tackle by Karlos Dansby),4.310,4.720
2,8:28,2,4,ARI 13,3,7,Steven Jackson up the middle for no gain (tackle by Calais Campbell),4.720,3.960
2,7:47,3,4,ARI 13,3,7,Matt Ryan pass incomplete short right intended for Darius Johnson (defended by Karlos Dansby),3.960,2.640
2,7:47,4,4,ARI 13,6,7,Matt Bryant 30 yard field goal good,2.640,3.000
2,7:47,,,ATL 35,6,7,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
2,7:38,1,10,ARI 20,6,13,"Andre Ellington up the middle for 80 yards, touchdown",0.280,7.000
2,7:38,,,ATL 2,6,14,Jay Feely kicks extra point good,0.000,0.000
2,7:38,,,ARI 35,6,14,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
2,7:25,1,10,ATL 20,6,14,Matt Ryan pass complete short right to Levine Toilolo for 7 yards (tackle by Patrick Peterson),0.280,0.680
2,6:44,2,3,ATL 27,6,14,Steven Jackson up the middle for 2 yards (tackle by Calais Campbell),0.680,0.230
2,6:03,3,1,ATL 29,6,14,Steven Jackson up the middle for no gain (tackle by Karlos Dansby),0.230,-1.440
2,5:23,4,1,ATL 29,6,14,"Matthew Bosher punts 52 yards, returned by Patrick Peterson for 3 yards (tackle by Antone Smith)",-1.440,-0.410
2,5:14,1,10,ARI 22,6,14,Andre Ellington up the middle for 3 yards (tackle by Joplo Bartu),0.410,0.270
2,4:36,2,7,ARI 25,6,14,"Carson Palmer pass incomplete deep left intended for Larry Fitzgerald. Penalty on Desmond Trufant: Defensive Holding, 5 yards (no play)",0.270,0.940
2,4:30,1,10,ARI 30,6,14,"Carson Palmer pass complete short middle to Larry Fitzgerald for 20 yards (tackle by Desmond Trufant and Jonathan Massaquoi). Penalty on Desmond Trufant: Face Mask (15 Yards), 15 yards",0.940,3.250
2,4:03,1,10,ATL 35,6,14,Stepfan Taylor right end for 3 yards (tackle by Akeem Dent),3.250,3.110
2,3:23,2,7,ATL 32,6,14,Stepfan Taylor left tackle for 15 yards (tackle by Desmond Trufant),3.110,4.440
2,2:34,1,10,ATL 17,6,14,Stepfan Taylor up the middle for 2 yards (tackle by Corey Peters),4.440,4.150
2,2:00,2,8,ATL 15,6,20,"Carson Palmer pass complete short middle to Michael Floyd for 15 yards, touchdown",4.150,7.000
2,2:00,,,ATL 2,6,21,Jay Feely kicks extra point good,0.000,0.000
2,2:00,,,ARI 35,6,21,"Jay Feely kicks off 71 yards, returned by Jacquizz Rodgers for 27 yards (tackle by Justin Bethel)",0.000,-0.340
2,1:52,1,10,ATL 21,6,21,Matt Ryan pass complete short right to Steven Jackson for -2 yards (tackle by Darnell Dockett),0.340,-0.530
2,1:10,2,12,ATL 19,6,21,Matt Ryan pass incomplete short middle intended for Harry Douglas,-0.530,-1.220
2,1:06,3,12,ATL 19,6,21,Matt Ryan pass incomplete short left intended for Harry Douglas,-1.220,-2.140
2,1:02,4,12,ATL 19,6,21,"Matthew Bosher punts 57 yards, fair catch by Patrick Peterson",-2.140,-0.540
2,0:55,1,10,ARI 24,6,21,Carson Palmer sacked by Corey Peters for -9 yards,0.540,0.540
2,0:47,1,10,ARI 24,6,21,Timeout #1 by Atlanta Falcons,0.540,-1.350
2,0:47,2,19,ARI 15,6,21,Andre Ellington left end for 3 yards (tackle by Paul Worrilow),-1.350,-1.350
2,0:41,2,19,ARI 15,6,21,Timeout #2 by Atlanta Falcons,-1.350,-1.640
2,0:41,3,16,ARI 18,6,21,Andre Ellington up the middle for 12 yards (tackle by Thomas DeCoud),-1.640,-1.640
2,0:36,3,16,ARI 18,6,21,Timeout #3 by Atlanta Falcons,-1.640,-1.370
2,0:35,4,4,ARI 30,6,21,"Dave Zastudil punts 57 yards, returned by Robert McClain for 14 yards (tackle by Mike Leach)",-1.370,-0.740
2,0:25,1,10,ATL 27,6,21,Matt Ryan pass complete short right to Harry Douglas for 15 yards (tackle by Yeremiah Bell),0.740,1.730
2,0:25,1,10,ATL 42,6,21,Matt Ryan spiked the ball,1.730,1.190
2,0:05,2,10,ATL 42,6,21,Matt Ryan sacked by John Abraham for -10 yards,1.190,-0.820
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,6,21,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,ARI 20,6,21,Andre Ellington up the middle for 9 yards (tackle by Paul Worrilow),0.280,0.950
3,14:25,2,1,ARI 29,6,21,Andre Ellington up the middle for 2 yards (tackle by Osi Umenyiora),0.950,1.000
3,13:46,1,10,ARI 31,6,21,Carson Palmer pass complete short middle to Michael Floyd for 5 yards (tackle by Asante Samuel),1.000,1.140
3,13:09,2,5,ARI 36,6,21,Stepfan Taylor up the middle for 3 yards (tackle by Joplo Bartu),1.140,0.830
3,12:27,3,2,ARI 39,6,21,Carson Palmer pass complete short left to Andre Ellington for 6 yards (tackle by Paul Worrilow),0.830,1.930
3,11:47,1,10,ARI 45,6,21,Carson Palmer sacked by Joplo Bartu and Peria Jerry for -9 yards,1.930,0.170
3,11:10,2,19,ARI 36,6,21,Stepfan Taylor up the middle for 9 yards (tackle by William Moore),0.170,0.700
3,10:28,3,10,ARI 45,6,21,Carson Palmer pass incomplete deep middle intended for Michael Floyd,0.700,-0.390
3,10:22,4,10,ARI 45,6,21,"Dave Zastudil punts 55 yards, touchback",-0.390,-0.280
3,10:12,1,10,ATL 20,6,21,Matt Ryan pass complete short left to Patrick DiMarco for 2 yards (tackle by Tyrann Mathieu),0.280,0.000
3,9:37,2,8,ATL 22,6,21,Steven Jackson up the middle for no gain (tackle by Darnell Dockett),0.000,-0.690
3,8:58,3,8,ATL 22,6,21,Matt Ryan pass incomplete short left intended for Chase Coffman is intercepted by Daryl Washington at ATL-30 and returned for 8 yards (tackle by Steven Jackson),-0.690,-4.110
3,8:50,1,10,ATL 22,6,21,Andre Ellington up the middle for 2 yards (tackle by Corey Peters),4.110,3.830
3,8:12,2,8,ATL 20,6,21,"Andre Ellington up the middle for -9 yards (tackle by Jonathan Babineaux). Andre Ellington fumbles (forced by Jonathan Babineaux), recovered by Andre Ellington at ATL-29",3.830,1.950
3,7:29,3,17,ATL 29,6,21,Carson Palmer pass complete short middle to Andre Roberts for 8 yards (tackle by Desmond Trufant),1.950,2.060
3,7:11,4,9,ATL 21,6,24,Jay Feely 39 yard field goal good,2.060,3.000
3,7:11,,,ARI 35,6,24,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
3,7:07,1,10,ATL 20,6,24,Steven Jackson right tackle for no gain (tackle by John Abraham),0.280,-0.270
3,6:30,2,10,ATL 20,6,24,"Matt Ryan pass incomplete deep left intended for Drew Davis. Penalty on Justin Blalock: Offensive Holding, 10 yards (no play)",-0.270,-1.510
3,6:23,2,20,ATL 10,6,24,Matt Ryan pass complete short middle to Harry Douglas for 9 yards (tackle by Karlos Dansby),-1.510,-1.140
3,5:39,3,11,ATL 19,6,24,Matt Ryan pass complete short left to Drew Davis for 15 yards (tackle by Jerraud Powers),-1.140,1.200
3,5:03,1,10,ATL 34,6,24,"Penalty on Jeremy Trueblood: False Start, 5 yards (no play)",1.200,0.870
3,4:38,1,15,ATL 29,6,24,Matt Ryan pass complete short middle to Patrick DiMarco for 11 yards (tackle by Matt Shaughnessy),0.870,1.470
3,3:57,2,4,ATL 40,6,24,Matt Ryan pass incomplete deep middle intended for Tony Gonzalez (defended by Daryl Washington),1.470,0.760
3,3:51,3,4,ATL 40,6,24,Matt Ryan pass complete short left to Harry Douglas for 9 yards (tackle by Karlos Dansby),0.760,2.190
3,3:23,1,10,ATL 49,6,24,Matt Ryan pass complete short right to Levine Toilolo for 2 yards (tackle by Patrick Peterson),2.190,1.920
3,2:49,2,8,ARI 49,6,24,Steven Jackson up the middle for 4 yards (tackle by Marcus Benard),1.920,1.750
3,2:12,3,4,ARI 45,6,24,Matt Ryan pass complete short right to Harry Douglas for 12 yards,1.750,3.380
3,1:44,1,10,ARI 33,6,24,Matt Ryan pass complete short middle to Steven Jackson for 3 yards (tackle by Daryl Washington),3.380,3.240
3,1:08,2,7,ARI 30,6,24,Matt Ryan sacked by Frostee Rucker for -10 yards,3.240,1.220
3,0:28,3,17,ARI 40,6,24,Matt Ryan pass incomplete deep right intended for Darius Johnson is intercepted by Rashad Johnson at ARI-12 and returned for 11 yards (tackle by Harry Douglas),1.220,-0.480
3,0:18,1,10,ARI 23,6,24,Carson Palmer pass complete deep left to Larry Fitzgerald for 17 yards (tackle by Desmond Trufant),0.480,1.600
Quarter,Time,Down,ToGo,Location,ATL,ARI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,ARI 40,6,24,Stepfan Taylor up the middle for 2 yards (tackle by Joplo Bartu),1.600,1.320
4,14:23,2,8,ARI 42,6,24,Carson Palmer pass complete short right to Andre Ellington for 2 yards (tackle by William Moore),1.320,0.890
4,13:40,3,6,ARI 44,6,24,Carson Palmer pass incomplete short left intended for Larry Fitzgerald (defended by Robert Alford),0.890,-0.460
4,13:34,4,6,ARI 44,6,24,Dave Zastudil punts 55 yards. Penalty on Robert Alford: Offensive Holding,-0.460,0.380
4,13:26,1,10,ATL 1,6,24,Penalty on Tony Gonzalez: False Start (no play),-0.380,-0.380
4,13:26,1,10,ATL 1,6,24,Matt Ryan pass incomplete short middle intended for Steven Jackson (defended by Calais Campbell),-0.380,-0.780
4,13:23,2,10,ATL 1,6,24,Matt Ryan pass complete short left to Darius Johnson for 14 yards (tackle by Jerraud Powers). Penalty on Jerraud Powers: Defensive Holding (Declined),-0.780,-0.220
4,12:57,1,10,ATL 15,6,24,"Matt Ryan pass incomplete short middle intended for Harry Douglas. Penalty on Daryl Washington: Defensive Pass Interference, 13 yards (no play)",-0.220,0.810
4,12:52,1,10,ATL 28,6,24,Matt Ryan pass incomplete short left intended for Jacquizz Rodgers,0.810,0.260
4,12:46,2,10,ATL 28,6,24,"Penalty on Lamar Holmes: False Start, 5 yards (no play)",0.260,-0.410
4,12:46,2,15,ATL 23,6,24,Matt Ryan pass complete short right to Jacquizz Rodgers for 6 yards (tackle by Darnell Dockett),-0.410,-0.300
4,12:08,3,9,ATL 29,6,24,Matt Ryan pass incomplete deep left intended for Drew Davis is intercepted by Tyrann Mathieu at ATL-47 and returned for 7 yards (tackle by Drew Davis),-0.300,-2.920
4,12:00,1,10,ATL 40,6,24,Andre Ellington up the middle for 7 yards (tackle by William Moore),2.920,3.320
4,11:22,2,3,ATL 33,6,24,Carson Palmer pass incomplete deep middle intended for Larry Fitzgerald (defended by Desmond Trufant),3.320,2.610
4,11:15,3,3,ATL 33,6,24,Andre Ellington left end for 19 yards (tackle by Jonathan Massaquoi),2.610,4.650
4,10:40,1,10,ATL 14,6,24,Stepfan Taylor right end for 5 yards (tackle by Joplo Bartu),4.650,4.900
4,9:59,2,5,ATL 9,6,24,Stepfan Taylor left end for -4 yards (tackle by Jonathan Babineaux),4.900,3.260
4,9:16,3,9,ATL 13,6,24,Carson Palmer sacked by Jonathan Babineaux for -7 yards,3.260,2.120
4,8:44,4,16,ATL 20,6,27,Jay Feely 38 yard field goal good,2.120,3.000
4,8:44,,,ARI 35,6,27,"Jay Feely kicks off 65 yards, touchback",0.000,-0.280
4,8:40,1,10,ATL 20,6,27,"Penalty on Darnell Dockett: Neutral Zone Infraction, 5 yards (no play)",0.280,1.010
4,8:40,1,5,ATL 25,6,27,Matt Ryan pass incomplete short left intended for Drew Davis,1.010,0.410
4,8:36,2,5,ATL 25,6,27,Matt Ryan pass incomplete short middle intended for Darius Johnson,0.410,-0.300
4,8:30,3,5,ATL 25,6,27,Matt Ryan pass complete deep left to Harry Douglas for 25 yards (tackle by Tyrann Mathieu),-0.300,2.260
4,7:59,1,10,,6,27,Matt Ryan pass incomplete short middle intended for Jacquizz Rodgers (defended by Calais Campbell),2.260,1.710
4,7:54,2,10,,6,27,Matt Ryan pass incomplete short left intended for Tony Gonzalez (defended by Rashad Johnson),1.710,1.030
4,7:49,3,10,,6,27,Matt Ryan pass incomplete short left intended for Harry Douglas,1.030,-0.060
4,7:45,4,10,,6,27,Matt Ryan left end for 13 yards (tackle by Jerraud Powers),-0.060,3.120
4,7:12,1,10,ARI 37,6,27,Matt Ryan pass complete short left to Darius Johnson for 11 yards (tackle by Tyrann Mathieu),3.120,3.840
4,6:37,1,10,ARI 26,6,27,Matt Ryan pass complete short left to Harry Douglas for 13 yards (tackle by Tyrann Mathieu),3.840,4.710
4,6:11,1,10,ARI 13,6,27,Matt Ryan pass complete short middle to Harry Douglas for 8 yards (tackle by Daryl Washington),4.710,5.540
4,5:41,2,2,ARI 5,6,27,Matt Ryan pass incomplete short left intended for Harry Douglas (defended by Tyrann Mathieu),5.540,5.540
4,5:37,2,2,ARI 5,6,27,Timeout #1 by Arizona Cardinals,5.540,4.780
4,5:37,3,2,ARI 5,6,27,Matt Ryan pass incomplete short right intended for Darius Johnson,4.780,3.030
4,5:31,4,2,ARI 5,6,27,"Matt Ryan pass incomplete short middle intended for Levine Toilolo. Penalty on Tyrann Mathieu: Defensive Pass Interference, 4 yards (no play)",3.030,3.030
4,5:27,4,2,ARI 5,6,27,Timeout #2 by Arizona Cardinals,3.030,6.970
4,5:27,1,1,ARI 1,6,27,Matt Ryan pass complete short right to Levine Toilolo for -3 yards (tackle by Karlos Dansby),6.970,5.340
4,4:43,2,4,ARI 4,12,27,"Matt Ryan pass complete short left to Drew Davis for 4 yards, touchdown",5.340,7.000
4,4:43,,,ARI 2,13,27,Matt Bryant kicks extra point good,0.000,0.000
4,4:43,,,ATL 35,13,27,Matthew Bosher kicks onside 13 yards,0.000,2.130
4,4:37,1,10,ATL 48,13,27,"Penalty on Lamar Holmes: False Start, 5 yards (no play)",2.130,1.800
4,4:37,1,15,ATL 43,13,27,Matt Ryan pass complete short left to Darius Johnson for 4 yards (tackle by Marcus Benard),1.800,1.450
4,4:10,2,11,ATL 47,13,27,Matt Ryan pass complete short left to Darius Johnson for 11 yards,1.450,2.790
,,,,,,,"ATL challenged the incomplete pass ruling, and the original play was overturned.",,
4,4:03,1,10,ARI 42,13,27,Matt Ryan sacked by Calais Campbell for -8 yards,2.790,1.160
4,3:38,2,18,,13,27,Matt Ryan pass complete short middle to Jacquizz Rodgers for 4 yards (tackle by Karlos Dansby),1.160,1.030
4,3:14,3,14,ARI 46,13,27,Matt Ryan pass incomplete short left intended for Darius Johnson,1.030,0.200
4,3:08,4,14,ARI 46,13,27,"Penalty on Justin Blalock: False Start, 5 yards (no play)",0.200,-0.130
4,3:08,4,19,ATL 49,13,27,Matt Ryan pass incomplete deep left intended for Harry Douglas is intercepted by Rashad Johnson at ARI-23 and returned for 18 yards,-0.130,-1.660
4,2:58,1,10,ARI 41,13,27,Stepfan Taylor up the middle for 2 yards (tackle by Jonathan Babineaux),1.660,1.660
4,2:53,1,10,ARI 41,13,27,Timeout #1 by Atlanta Falcons,1.660,1.390
4,2:53,2,8,ARI 43,13,27,"Stepfan Taylor up the middle for 2 yards (tackle by Jonathan Babineaux). Penalty on Peria Jerry: Defensive Holding, 5 yards",1.390,2.130
4,2:49,1,10,ARI 48,13,27,Stepfan Taylor left end for 2 yards (tackle by Paul Worrilow),2.130,2.130
4,2:44,1,10,ARI 48,13,27,Timeout #2 by Atlanta Falcons,2.130,1.850
4,2:44,2,8,,13,27,Carson Palmer pass complete short middle to Rob Housler for 14 yards (tackle by Paul Worrilow),1.850,3.180
4,2:00,1,10,ATL 36,13,27,Stepfan Taylor right end for -2 yards (tackle by Akeem Dent),3.180,3.180
4,1:54,1,10,ATL 36,13,27,Timeout #3 by Atlanta Falcons,3.180,2.370
4,1:54,2,12,ATL 38,13,27,Stepfan Taylor up the middle for 1 yard (tackle by Cliff Matthews),2.370,1.820
4,1:14,3,11,ATL 37,13,27,Stepfan Taylor up the middle for no gain (tackle by Akeem Dent),1.820,0.790
4,0:27,4,11,ATL 37,13,27,"Penalty on Carson Palmer: Delay of Game, 5 yards (no play)",0.790,0.460
4,0:27,4,16,ATL 42,13,27,"Dave Zastudil punts 14 yards, out of bounds",0.460,-0.810
4,0:20,1,10,ATL 28,13,27,Matt Ryan pass incomplete short middle intended for Harry Douglas,0.810,0.260
4,0:16,2,10,ATL 28,13,27,"Matt Ryan pass complete short middle to Harry Douglas for 6 yards, lateral to Jacquizz Rodgers for 1 yard (tackle by Javier Arenas)",0.260,0.370
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
