#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,8:57,CIN 2,14,8:07,91,Field Goal
2,2,14:42,CIN 33,3,1:28,8,Punt
3,2,11:25,CIN 43,1,0:10,17,Fumble
4,2,8:53,CIN 33,6,1:29,67,Touchdown
5,2,6:06,CIN 11,5,2:24,89,Touchdown
6,2,1:52,CIN 20,4,1:40,4,Punt
7,3,15:00,BAL 45,3,1:10,45,Touchdown
8,3,11:57,BAL 27,2,0:47,27,Touchdown
9,3,10:20,BAL 47,9,4:02,34,Field Goal
10,3,1:47,CIN 30,3,1:24,30,Fumble
11,3,0:15,CIN 30,2,0:32,-3,Interception
12,4,11:58,CIN 39,9,5:55,61,Touchdown
13,4,1:57,BAL 40,3,1:05,3,Punt
