Quarter,Time,Down,ToGo,Location,GNB,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,GNB 45,7,0,Cedric Benson left end for 1 yard (tackle by Cassius Vaughn),1.930,1.520
2,14:32,2,9,GNB 46,7,0,Aaron Rodgers pass complete short middle to Randall Cobb for 18 yards (tackle by Antoine Bethea and Josh Gordy),1.520,3.180
2,14:02,1,10,IND 36,7,0,Cedric Benson up the middle for 3 yards (tackle by Jerrell Freeman),3.180,3.040
2,13:34,2,7,IND 33,7,0,"Aaron Rodgers pass complete short middle to Cedric Benson for 3 yards (tackle by Moise Fokou). Penalty on Cory Redding: Unnecessary Roughness, 15 yards, Penalty on Justin Hickman: Illegal Use of Hands (Declined)",3.040,4.580
2,13:09,1,10,IND 15,7,0,Aaron Rodgers pass incomplete short middle intended for Jermichael Finley (defended by Tom Zbikowski),4.580,0.000
2,13:04,,,,7,0,Timeout #1 by Indianapolis Colts,0.000,3.950
2,13:04,2,10,IND 15,7,0,Alex Green up the middle for 9 yards (tackle by Tom Zbikowski),3.950,4.900
2,12:31,3,1,IND 6,13,0,"Aaron Rodgers pass complete short right to James Jones for 6 yards, touchdown",4.900,7.000
2,12:31,,,IND 2,14,0,Mason Crosby kicks extra point good,0.000,0.000
2,12:25,,,,14,0,"Penalty on IND: Unsportsmanlike Conduct, 15 yards (no play)",0.000,0.000
2,12:25,,,,14,0,"Mason Crosby kicks off 50 yards, touchback",0.000,0.280
2,12:25,1,10,IND 20,14,0,"Penalty on Winston Justice: False Start, 5 yards (no play)",0.280,-0.310
2,12:25,1,15,IND 15,14,0,Andrew Luck pass complete short left to Donnie Avery for 10 yards (tackle by Sam Shields),-0.310,0.410
2,11:54,2,5,IND 25,14,0,Donald Brown right end for no gain (tackle by Sam Shields),0.410,-0.300
2,11:31,3,5,IND 25,14,0,"Andrew Luck sacked by Nick Perry for -8 yards. Penalty on Nick Perry: Unnecessary Roughness, 15 yards",-0.300,1.070
2,11:23,1,10,IND 32,14,0,Donald Brown up the middle for 3 yards (tackle by Ryan Pickett),1.070,0.930
2,10:50,2,7,IND 35,14,0,"Andrew Luck sacked by Clay Matthews for -8 yards. Andrew Luck fumbles (forced by Clay Matthews), ball out of bounds at IND-30",0.930,-0.430
2,10:41,3,12,IND 30,14,0,Andrew Luck pass incomplete deep left intended for Reggie Wayne (defended by Charles Woodson),-0.430,-1.370
2,10:37,4,12,IND 30,14,0,"Pat McAfee punts 47 yards, returned by Randall Cobb for 9 yards (tackle by Moise Fokou)",-1.370,-1.070
2,10:20,1,10,GNB 32,14,0,Alex Green left tackle for 1 yard (tackle by Dwight Freeney),1.070,0.660
2,9:49,2,9,GNB 33,14,0,Aaron Rodgers pass incomplete short right intended for Donald Driver,0.660,-0.030
2,9:42,3,9,GNB 33,14,0,Aaron Rodgers pass incomplete short left intended for Jordy Nelson,-0.030,-1.180
2,9:38,4,9,GNB 33,14,0,"Tim Masthay punts 36 yards, fair catch by T.Y. Hilton",-1.180,-1.000
2,9:30,1,10,IND 31,14,0,Andrew Luck pass complete deep right to Reggie Wayne for 29 yards (tackle by Morgan Burnett),1.000,2.920
2,9:00,1,10,GNB 40,14,0,Vick Ballard up the middle for no gain (tackle by A.J. Hawk),2.920,2.370
2,8:23,2,10,GNB 40,14,0,Andrew Luck pass complete short left to Vick Ballard for 4 yards (tackle by Morgan Burnett),2.370,2.210
2,7:40,3,6,GNB 36,14,0,Andrew Luck pass complete deep left to Reggie Wayne for 30 yards (tackle by Morgan Burnett). Penalty on Charles Woodson: Defensive Pass Interference (Declined),2.210,5.830
2,7:15,1,6,GNB 6,14,0,Andrew Luck pass incomplete short right intended for Reggie Wayne,5.830,4.950
2,7:11,2,6,GNB 6,14,0,T.Y. Hilton left end for no gain (tackle by Morgan Burnett),4.950,4.040
2,6:30,3,6,GNB 6,14,0,Andrew Luck pass incomplete short middle intended for Nathan Palmer (defended by Erik Walden),4.040,2.990
2,6:25,4,6,GNB 6,14,3,Adam Vinatieri 24 yard field goal good,2.990,3.000
2,6:21,,,IND 35,14,3,"Pat McAfee kicks off 66 yards, returned by Randall Cobb for 35 yards (tackle by Mario Harvey)",0.000,1.200
2,6:15,1,10,GNB 34,14,3,"Aaron Rodgers pass incomplete deep left intended for Jordy Nelson (defended by Cassius Vaughn). Penalty on Cassius Vaughn: Defensive Pass Interference, 30 yards (no play)",1.200,3.180
2,6:07,1,10,IND 36,14,3,Aaron Rodgers pass complete short right to Tom Crabtree for 6 yards (tackle by Moise Fokou),3.180,3.450
2,5:39,2,4,IND 30,14,3,Alex Green up the middle for 3 yards (tackle by Moise Fokou),3.450,3.140
2,4:54,3,1,IND 27,14,3,"Aaron Rodgers pass complete short right to Jordy Nelson for 16 yards (tackle by Antoine Bethea). Penalty on Jermichael Finley: Illegal Motion, 4 yards (no play)",3.140,2.610
2,4:27,3,5,IND 31,20,3,"Aaron Rodgers pass complete short middle to Randall Cobb for 31 yards, touchdown",2.610,7.000
2,4:27,,,IND 2,21,3,Mason Crosby kicks extra point good,0.000,0.000
2,4:21,,,GNB 35,21,3,"Mason Crosby kicks off 74 yards, touchback",0.000,0.280
2,4:21,1,10,IND 20,21,3,Donald Brown left end for 9 yards (tackle by Nick Perry),0.280,0.950
2,3:57,2,1,IND 29,21,3,Donald Brown right end for 3 yards (tackle by Casey Hayward and Charles Woodson),0.950,1.070
2,3:28,1,10,IND 32,21,3,Andrew Luck sacked by D.J. Smith for 0 yards,1.070,0.530
2,2:49,2,10,IND 32,21,3,Andrew Luck pass complete short right to Donnie Avery for 8 yards (tackle by Sam Shields),0.530,0.890
2,2:08,3,2,IND 40,21,3,Andrew Luck pass complete short right to Coby Fleener for 18 yards (tackle by Tramon Williams),0.890,2.790
2,2:00,1,10,GNB 42,21,3,Andrew Luck pass complete short left to Donald Brown for 5 yards (tackle by D.J. Smith),2.790,2.920
2,1:40,2,5,GNB 37,21,3,Andrew Luck pass complete short left to Reggie Wayne for 11 yards,2.920,3.840
2,1:35,1,10,GNB 26,21,3,Andrew Luck pass incomplete short middle intended for Coby Fleener,3.840,3.300
2,1:32,2,10,GNB 26,21,3,Andrew Luck sacked by Mike Neal for -9 yards,3.300,0.000
2,1:26,,,,21,3,Timeout #1 by Green Bay Packers,0.000,1.420
2,1:26,3,19,GNB 35,21,3,Andrew Luck pass incomplete short left intended for Donnie Avery (defended by Sam Shields),1.420,0.970
2,1:22,4,19,GNB 35,21,3,Adam Vinatieri 53 yard field goal no good,0.970,-1.800
2,1:17,1,10,GNB 43,21,3,Aaron Rodgers pass complete short right to John Kuhn for 6 yards (tackle by Jerrell Freeman),1.800,2.060
2,1:12,2,4,GNB 49,21,3,Aaron Rodgers pass incomplete short right intended for Jordy Nelson,2.060,1.350
2,1:07,3,4,GNB 49,21,3,Aaron Rodgers pass incomplete short right intended for Jermichael Finley (defended by Sergio Brown),1.350,-0.130
2,1:04,4,4,GNB 49,21,3,"Tim Masthay punts 36 yards, fair catch by T.Y. Hilton",-0.130,0.220
2,0:56,1,10,IND 15,21,3,Andrew Luck pass complete short left to Coby Fleener for 8 yards (tackle by Tramon Williams),-0.220,0.480
2,0:50,2,2,IND 23,21,3,Andrew Luck pass incomplete deep right intended for Reggie Wayne,0.480,-0.390
2,0:46,3,2,IND 23,21,3,"Andrew Luck pass incomplete short left intended for Coby Fleener (defended by Charles Woodson). Penalty on Charles Woodson: Defensive Holding, 5 yards (no play)",-0.390,0.810
2,0:42,1,10,IND 28,21,3,Andrew Luck pass incomplete deep right intended for T.Y. Hilton,0.810,0.260
2,0:36,2,10,IND 28,21,3,Andrew Luck for 9 yards,0.260,0.760
2,0:29,3,1,IND 37,21,3,Andrew Luck pass incomplete short right intended for T.Y. Hilton (defended by Tramon Williams),0.760,-0.910
2,0:25,4,1,IND 37,21,3,"Pat McAfee punts 45 yards, returned by Randall Cobb for -1 yards (tackle by Sergio Brown)",-0.910,0.060
2,0:16,1,10,GNB 17,21,3,John Kuhn up the middle for 7 yards (tackle by Moise Fokou and Jerrell Freeman),-0.060,0.480
Quarter,Time,Down,ToGo,Location,GNB,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,21,3,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
3,15:00,1,10,GNB 20,21,3,"Aaron Rodgers pass incomplete. Penalty on Tom Crabtree: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,14:51,1,20,GNB 10,21,3,Aaron Rodgers up the middle for 12 yards (tackle by Tom Zbikowski),-0.760,0.000
3,14:11,2,8,GNB 22,21,3,Aaron Rodgers pass complete short right to Jermichael Finley for 6 yards (tackle by Jerraud Powers),0.000,0.100
3,13:24,3,2,GNB 28,21,3,Aaron Rodgers pass incomplete short right intended for James Jones is intercepted by Jerraud Powers at GNB-39,0.100,-2.980
3,13:19,1,10,GNB 39,21,3,Andrew Luck pass complete deep left to Reggie Wayne for 18 yards (tackle by Tramon Williams),2.980,4.170
3,12:43,1,10,GNB 21,21,3,Andrew Luck pass incomplete deep right intended for Donnie Avery,4.170,3.630
3,12:37,2,10,GNB 21,21,3,Vick Ballard left end for 7 yards (tackle by C.J. Wilson),3.630,4.020
3,11:52,3,3,GNB 14,21,3,Andrew Luck for 6 yards,4.020,5.370
3,11:11,1,8,GNB 8,21,9,"Andrew Luck pass complete short right to Dwayne Allen for 8 yards, touchdown",5.370,7.000
3,11:11,,,GNB 2,21,10,Adam Vinatieri kicks extra point good,0.000,0.000
3,11:06,,,IND 35,21,10,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
3,11:06,1,10,GNB 20,21,10,Aaron Rodgers pass incomplete short left intended for James Jones,0.280,-0.270
3,11:03,2,10,GNB 20,21,10,Aaron Rodgers sacked by Cory Redding for -5 yards,-0.270,-1.860
3,10:28,3,15,GNB 15,21,10,"Aaron Rodgers pass incomplete short left intended for Jermichael Finley. Penalty on Aaron Rodgers: Illegal Forward Pass, 5 yards",-1.860,-2.490
3,10:16,4,18,GNB 12,21,10,"Tim Masthay punts 58 yards, fair catch by T.Y. Hilton",-2.490,-0.940
3,10:08,1,10,IND 30,21,10,Donald Brown right tackle for 9 yards (tackle by D.J. Smith and A.J. Hawk),0.940,1.610
3,9:47,2,1,IND 39,21,10,Donald Brown right tackle for 11 yards (tackle by Morgan Burnett),1.610,2.260
3,9:13,1,10,,21,10,Andrew Luck pass complete short right to Dwayne Allen for 8 yards (tackle by Clay Matthews),2.260,2.790
3,8:38,2,2,GNB 42,21,10,Donald Brown for 10 yards,2.790,3.450
3,8:01,1,10,GNB 32,21,10,Andrew Luck pass incomplete deep left intended for Reggie Wayne,3.450,2.900
3,7:56,2,10,GNB 32,21,10,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Tramon Williams),2.900,2.210
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the original play was overturned.",,
3,7:50,3,10,GNB 32,21,10,Andrew Luck pass incomplete short middle intended for Reggie Wayne (defended by D.J. Smith),2.210,1.240
3,7:45,4,10,GNB 32,21,13,Adam Vinatieri 50 yard field goal good. Penalty on Jerron McMillian: Defensive Offside (Declined),1.240,3.000
3,7:42,,,IND 35,21,13,"Pat McAfee kicks off 74 yards, returned by Randall Cobb for 26 yards (tackle by Jerry Hughes)",0.000,-0.060
3,7:37,1,10,GNB 17,21,13,Alex Green left end for 1 yard (tackle by Tom Zbikowski and Jerrell Freeman),-0.060,-0.420
3,6:59,2,9,GNB 18,21,13,Aaron Rodgers pass complete short left to D.J. Williams for 8 yards (tackle by Cassius Vaughn and Jerrell Freeman),-0.420,-0.120
3,6:26,3,1,GNB 26,21,13,"Aaron Rodgers pass complete short right to Alex Green for 8 yards (tackle by Antoine Bethea). Penalty on Antoine Bethea: Horse Collar Tackle, 15 yards",-0.120,2.190
3,5:59,1,10,GNB 49,21,13,Alex Green left tackle for 1 yard (tackle by Drake Nevis and Kavell Conner),2.190,1.780
3,5:22,2,9,,21,13,Aaron Rodgers pass complete short left to D.J. Williams for 12 yards (tackle by Sergio Brown),1.780,3.050
3,4:46,1,10,IND 38,21,13,Aaron Rodgers pass incomplete short left intended for James Jones,3.050,2.510
3,4:41,2,10,IND 38,21,13,Alex Green left end for -4 yards (tackle by Kavell Conner),2.510,0.000
3,3:57,,,,21,13,Timeout #1 by Green Bay Packers,0.000,1.290
3,3:57,3,14,IND 42,21,13,Aaron Rodgers pass complete short left to James Jones for 8 yards (tackle by Cassius Vaughn),1.290,1.070
3,3:22,4,6,IND 34,21,13,Mason Crosby 52 yard field goal no good,1.070,-1.730
3,3:17,1,10,IND 42,21,13,"Penalty on Jerel Worthy: Encroachment, 5 yards (no play)",1.730,2.460
3,3:17,1,5,IND 47,21,13,Vick Ballard right end for no gain (tackle by Charles Woodson),2.460,1.860
3,2:39,2,5,IND 47,21,13,Andrew Luck pass complete short right to Dwayne Allen for 11 yards (tackle by Morgan Burnett),1.860,2.790
3,1:59,1,10,GNB 42,21,13,"Andrew Luck pass incomplete deep right intended for Donnie Avery. Penalty on Sam Shields: Defensive Pass Interference, 25 yards (no play)",2.790,4.440
3,1:53,1,10,GNB 17,21,13,Andrew Luck pass complete short left to Dwayne Allen for 11 yards (tackle by D.J. Smith),4.440,5.830
3,1:14,1,6,GNB 6,21,13,Vick Ballard up the middle for 3 yards (tackle by Nick Perry),5.830,5.530
3,0:28,2,3,GNB 3,21,13,Andrew Luck pass incomplete short middle intended for Dwayne Allen,5.530,4.720
3,0:23,3,3,GNB 3,21,19,"Andrew Luck up the middle for 3 yards, touchdown",4.720,7.000
3,0:23,,,,21,19,"Two Point Attempt: Andrew Luck pass incomplete intended for Reggie Wayne, conversion fails",0.000,-1.000
3,0:18,,,IND 35,21,19,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
3,0:18,1,10,GNB 20,21,19,"Aaron Rodgers pass incomplete short left intended for Randall Cobb. Penalty on Cassius Vaughn: Defensive Holding, 5 yards (no play)",0.280,0.610
3,0:15,1,10,GNB 25,21,19,Alex Green up the middle for -2 yards (tackle by Justin Hickman),0.610,-0.210
Quarter,Time,Down,ToGo,Location,GNB,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,12,GNB 23,21,19,Aaron Rodgers pass incomplete deep middle intended for D.J. Williams,-0.210,-0.890
4,14:57,3,12,GNB 23,21,19,Aaron Rodgers sacked by Dwight Freeney for -4 yards,-0.890,-2.140
4,14:37,4,16,GNB 19,21,19,"Tim Masthay punts 43 yards, returned by T.Y. Hilton for 7 yards (tackle by Robert Francois)",-2.140,-1.930
4,14:26,1,10,IND 45,21,19,Donald Brown left tackle for 6 yards (tackle by C.J. Wilson),1.930,2.190
4,13:47,2,4,GNB 49,21,19,Andrew Luck pass incomplete deep left intended for Donnie Avery,2.190,0.000
4,13:40,,,,21,19,Timeout #1 by Indianapolis Colts,0.000,1.490
4,13:40,3,4,GNB 49,21,19,"Andrew Luck pass complete short right to T.Y. Hilton for 8 yards (tackle by Jerron McMillian). Penalty on Jerel Worthy: Defensive Offside (Offsetting), Penalty on T.Y. Hilton: Illegal Touch Pass (Offsetting) (no play)",1.490,1.490
4,13:15,3,4,GNB 49,21,19,Andrew Luck pass incomplete deep left intended for Reggie Wayne is intercepted by Casey Hayward at GNB-29,1.490,-0.870
4,13:08,1,10,GNB 29,21,19,Aaron Rodgers up the middle for 19 yards (tackle by Antoine Bethea),0.870,2.130
4,12:32,1,10,GNB 48,21,19,Aaron Rodgers sacked by Robert Mathis for -6 yards,2.130,0.770
4,12:13,2,16,GNB 42,21,19,Aaron Rodgers pass incomplete short left intended for D.J. Williams,0.770,0.100
4,12:09,3,16,GNB 42,21,19,Aaron Rodgers right end for 9 yards (tackle by Jerraud Powers),0.100,0.000
4,11:36,4,7,IND 49,21,19,"Tim Masthay punts 34 yards, fair catch by T.Y. Hilton",0.000,0.220
4,11:27,1,10,IND 15,21,19,Andrew Luck pass complete deep middle to Reggie Wayne for 26 yards (tackle by Tramon Williams),-0.220,1.660
4,10:49,1,10,IND 41,21,19,"Donald Brown left end for 9 yards (tackle by A.J. Hawk). Penalty on Sam Shields: Face Mask (15 Yards), 15 yards",1.660,3.250
4,10:24,1,10,GNB 35,21,19,Donald Brown right end for -2 yards (tackle by Tramon Williams),3.250,2.430
4,9:54,2,12,GNB 37,21,19,Andrew Luck pass complete deep left to T.Y. Hilton for 26 yards (tackle by Charles Woodson),2.430,4.840
4,9:02,1,10,GNB 11,21,19,Donald Brown up the middle for 1 yard (tackle by Erik Walden),4.840,4.320
4,8:16,2,9,GNB 10,21,19,Andrew Luck pass incomplete short middle intended for T.Y. Hilton,4.320,3.300
4,8:12,3,9,GNB 10,21,19,Andrew Luck pass incomplete short middle intended for Coby Fleener,3.300,2.760
4,8:08,4,9,GNB 10,21,22,Adam Vinatieri 28 yard field goal good,2.760,3.000
4,8:04,,,IND 35,21,22,"Pat McAfee kicks off 73 yards, returned by Randall Cobb for 34 yards (tackle by Jerry Hughes)",0.000,0.670
4,7:58,1,10,GNB 26,21,22,Aaron Rodgers pass complete short right to James Jones for 24 yards (tackle by Kavell Conner),0.670,2.260
4,7:28,1,10,,21,22,Alex Green right end for 5 yards (tackle by Antoine Bethea),2.260,2.390
4,6:53,2,5,IND 45,21,22,Aaron Rodgers sacked by Moise Fokou for -6 yards,2.390,0.890
4,6:22,3,11,GNB 49,21,22,Aaron Rodgers sacked by Cory Redding for -7 yards,0.890,-0.590
4,5:56,4,18,GNB 42,21,22,"Tim Masthay punts 52 yards, fair catch by T.Y. Hilton",-0.590,0.380
4,5:47,1,10,IND 6,21,22,Andrew Luck pass incomplete short right intended for Coby Fleener,-0.380,-0.780
4,5:42,2,10,IND 6,21,22,Donald Brown up the middle for 1 yard (tackle by A.J. Hawk),-0.780,-1.300
4,5:03,3,9,IND 7,21,22,Andrew Luck pass incomplete short left intended for T.Y. Hilton,-1.300,-2.490
4,4:58,4,9,IND 7,21,22,"Pat McAfee punts 45 yards, returned by Randall Cobb for 3 yards (tackle by Sergio Brown)",-2.490,-2.320
4,4:44,1,10,IND 49,21,22,Alex Green up the middle for 41 yards (tackle by Jerraud Powers),2.320,5.370
4,4:34,1,8,IND 8,27,22,"Aaron Rodgers pass complete short middle to James Jones for 8 yards, touchdown",5.370,7.000
4,4:34,,,,27,22,"Two Point Attempt: Aaron Rodgers pass incomplete intended for James Jones, conversion fails",0.000,-1.000
4,4:30,,,GNB 35,27,22,"Mason Crosby kicks off 74 yards, touchback",0.000,0.280
4,4:30,1,10,IND 20,27,22,Andrew Luck pass complete short right to Coby Fleener for 6 yards (tackle by D.J. Smith),0.280,0.540
4,4:30,2,4,IND 26,27,22,"Penalty on Winston Justice: False Start, 5 yards (no play)",0.540,-0.130
4,4:06,2,9,IND 21,27,22,Andrew Luck pass incomplete short middle intended for Reggie Wayne (defended by Charles Woodson),-0.130,-0.820
4,4:03,3,9,IND 21,27,22,Andrew Luck pass complete short middle to Reggie Wayne for 15 yards (tackle by Morgan Burnett),-0.820,1.330
4,3:33,1,10,IND 36,27,22,Andrew Luck pass complete short left to Coby Fleener for 7 yards (tackle by Charles Woodson),1.330,1.740
4,3:08,2,3,IND 43,27,22,Andrew Luck pass complete short right to Reggie Wayne for 12 yards (tackle by Tramon Williams),1.740,2.590
4,2:31,1,10,GNB 45,27,22,Andrew Luck pass incomplete short left intended for T.Y. Hilton (defended by Tramon Williams),2.590,2.040
4,2:25,2,10,GNB 45,27,22,Donald Brown up the middle for -2 yards (tackle by D.J. Smith),2.040,1.090
4,2:00,3,12,GNB 47,27,22,Andrew Luck pass complete short right to Reggie Wayne for 15 yards (tackle by Charles Woodson),1.090,0.000
4,1:48,,,,27,22,Timeout #2 by Indianapolis Colts,0.000,3.450
4,1:48,1,10,GNB 32,27,22,Andrew Luck pass complete deep middle to Reggie Wayne for 18 yards (tackle by Morgan Burnett),3.450,4.650
4,1:26,1,10,GNB 14,27,22,Andrew Luck pass incomplete short right intended for Coby Fleener (defended by Nick Perry),4.650,4.000
4,1:22,2,10,GNB 14,27,22,Andrew Luck pass complete short right to Donald Brown for 3 yards (tackle by Casey Hayward),4.000,3.620
4,0:47,3,7,GNB 11,27,22,Andrew Luck up the middle for 7 yards (tackle by D.J. Smith),3.620,0.000
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
4,0:39,,,,27,22,Timeout #3 by Indianapolis Colts,0.000,6.280
4,0:39,1,4,GNB 4,27,28,"Andrew Luck pass complete short left to Reggie Wayne for 4 yards, touchdown",6.280,7.000
4,0:39,,,,27,30,"Two Point Attempt: Donald Brown left guard, conversion succeeds",0.000,1.000
4,0:35,,,IND 35,27,30,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
4,0:35,1,10,GNB 20,27,30,Aaron Rodgers pass complete short middle to Randall Cobb for 7 yards (tackle by Jerrell Freeman and Cory Redding),0.280,0.000
4,0:30,,,,27,30,Timeout #2 by Green Bay Packers,0.000,0.680
4,0:30,2,3,GNB 27,27,30,Aaron Rodgers pass complete deep right to Randall Cobb for 26 yards,0.680,2.460
4,0:25,1,10,IND 47,27,30,Aaron Rodgers pass complete short right to Donald Driver for 14 yards (tackle by Jerrell Freeman),2.460,3.380
4,0:09,1,10,IND 33,27,30,Aaron Rodgers spiked the ball,3.380,0.000
4,0:08,,,,27,30,Timeout #3 by Green Bay Packers,0.000,2.840
4,0:08,2,10,IND 33,27,30,Mason Crosby 51 yard field goal no good,2.840,-1.660
4,0:03,1,10,IND 41,27,30,Andrew Luck kneels for -1 yards,1.660,0.990
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
