Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
3,9:18,3,7,NYJ 28,14,17,Joe Flacco pass complete short left to Elijah Moore for 10 yards (tackle by Grant Delpit),-0.230,1.470
3,8:38,1,10,NYJ 38,14,17,Joe Flacco pass incomplete short right intended for Jeremy Ruckert,1.470,0.920
3,8:33,2,10,NYJ 38,14,17,Joe Flacco pass incomplete short right intended for Garrett Wilson (defended by Martin Emerson),0.920,0.230
3,8:28,3,10,NYJ 38,14,17,Joe Flacco pass complete short right to Tyler Conklin for 13 yards (tackle by Martin Emerson),0.230,2.320
3,7:52,1,10,CLE 49,14,17,Michael Carter right guard for 2 yards (tackle by Jeremiah Owusu-Koramoah),2.320,2.050
3,7:10,2,8,CLE 47,14,17,Elijah Moore left end for -6 yards (tackle by Jeremiah Owusu-Koramoah),2.050,0.560
3,6:20,3,14,NYJ 47,14,17,Joe Flacco pass incomplete short right intended for Corey Davis,0.560,-0.260
3,6:10,4,14,NYJ 47,14,17,Braden Mann punts 48 yards out of bounds,-0.260,0.380
3,6:01,1,10,CLE 5,14,17,Jacoby Brissett pass complete short left to David Njoku for 15 yards (tackle by Kwon Alexander),-0.380,0.280
3,5:31,1,10,CLE 20,14,17,Nick Chubb left tackle for no gain (tackle by Jermaine Johnson and Micheal Clemons),0.280,-0.270
3,4:48,2,10,CLE 20,14,17,Jacoby Brissett pass incomplete short left intended for David Njoku,-0.270,-0.960
3,4:44,3,10,CLE 20,14,17,Jacoby Brissett pass complete short left to Amari Cooper for 7 yards (tackle by D.J. Reed),-0.960,-1.570
3,4:10,4,3,CLE 27,14,17,Corey Bojorquez punts 63 yards out of bounds,-1.570,0.380
3,4:04,1,10,NYJ 10,14,17,Michael Carter left guard for 4 yards (tackle by Tommy Togiai),-0.380,-0.460
3,3:31,2,6,NYJ 14,14,17,Joe Flacco pass complete short right to Michael Carter for 8 yards (tackle by John Johnson),-0.460,0.410
3,2:48,1,10,NYJ 22,14,17,"Joe Flacco pass complete short left to Corey Davis for no gain (tackle by Grant Delpit). Penalty on Connor McGovern: Ineligible Downfield Pass, 5 yards (accepted) (no play)",0.410,-0.120
3,2:25,1,15,NYJ 17,14,17,Breece Hall left end for 4 yards (tackle by Greg Newsome),-0.120,-0.270
3,1:46,2,11,NYJ 21,14,17,Joe Flacco pass complete deep left to Garrett Wilson for 31 yards (tackle by Grant Delpit),-0.270,2.390
3,1:13,1,10,CLE 48,14,17,Joe Flacco pass complete short middle to Garrett Wilson for 14 yards (tackle by Denzel Ward),2.390,3.310
3,0:00,1,10,CLE 34,14,17,Michael Carter right guard for 4 yards (tackle by Tommy Togiai) (no play),3.310,2.980
3,0:17,1,15,CLE 39,14,17,Breece Hall left end for 10 yards (tackle by Chase Winovich),2.980,3.450
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CLE 29,14,17,"Michael Carter left tackle for no gain (tackle by Alex Wright). Penalty on George Fant: Offensive Holding, 10 yards (accepted) (no play)",3.450,2.090
4,14:34,2,15,CLE 39,14,17,Joe Flacco pass incomplete short middle intended for Elijah Moore,2.090,1.420
4,14:29,3,15,CLE 39,14,17,Joe Flacco pass incomplete short middle intended for Tyler Conklin (defended by Alex Wright),1.420,0.660
4,14:24,4,15,CLE 39,17,17,Greg Zuerlein 57 yard field goal good,0.660,3.000
4,14:19,,,NYJ 35,17,17,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,14:19,1,10,CLE 25,17,17,Jacoby Brissett scrambles left end for 4 yards (tackle by Jordan Whitehead),0.610,0.470
4,13:38,2,7,CLE 28,17,17,"Penalty on David Njoku: False Start, 5 yards (accepted) (no play)",0.470,-0.070
4,13:41,2,11,CLE 24,17,17,Nick Chubb left tackle for 9 yards (tackle by C.J. Mosley),-0.070,0.430
4,12:59,3,2,CLE 33,17,17,Jacoby Brissett pass complete short right to Amari Cooper for 5 yards (tackle by Sauce Gardner),0.430,1.470
4,12:23,1,10,CLE 38,17,17,Nick Chubb left guard for 22 yards (tackle by Lamarcus Joyner and Jordan Whitehead),1.470,2.920
4,11:43,1,10,NYJ 40,17,17,Nick Chubb right tackle for 3 yards (tackle by Solomon Thomas and Jermaine Johnson),2.920,2.780
4,11:22,2,7,NYJ 37,17,17,Jacoby Brissett pass complete short left to Nick Chubb for 15 yards (tackle by Jordan Whitehead),2.780,4.110
4,10:41,1,10,NYJ 22,17,17,Kareem Hunt right guard for 10 yards (tackle by Lamarcus Joyner and C.J. Mosley),4.110,4.780
4,10:00,1,10,NYJ 12,17,17,Kareem Hunt left tackle for no gain (tackle by D.J. Reed),4.780,4.100
4,9:33,2,10,NYJ 12,17,17,"Jacoby Brissett pass incomplete short middle intended for Kareem Hunt. Penalty on Quincy Williams: Defensive Pass Interference, 5 yards (accepted) (no play)",4.100,5.600
4,9:29,1,7,NYJ 7,17,23,"Nick Chubb right tackle for 7 yards, touchdown",5.600,7.000
4,9:21,,,NYJ 15,17,24,Cade York kicks extra point good,0.000,0.000
4,9:21,,,CLE 35,17,24,"Cade York kicks off 60 yards, returned by Braxton Berrios for 27 yards (tackle by Cade York)",0.000,1.070
4,9:17,1,10,NYJ 32,17,24,Joe Flacco pass complete short right to Tyler Conklin for 1 yard (tackle by Anthony Walker),1.070,0.660
4,8:35,2,9,NYJ 33,17,24,Joe Flacco pass complete short left to Garrett Wilson for 5 yards (tackle by Greg Newsome),0.660,0.630
4,7:53,3,4,NYJ 38,17,24,Joe Flacco pass incomplete short right intended for Garrett Wilson,0.630,-0.850
4,7:51,4,4,NYJ 38,17,24,"Braden Mann punts 44 yards, returned by Demetric Felton for 13 yards (tackle by Ashtyn Davis and Kenny Yeboah)",-0.850,-1.000
4,7:37,1,10,CLE 31,17,24,Jacoby Brissett pass complete short left to Amari Cooper for 11 yards,1.000,1.730
4,7:22,1,10,CLE 42,17,24,Kareem Hunt right guard for 13 yards (tackle by Kwon Alexander),1.730,2.590
4,6:49,1,10,NYJ 45,17,24,Kareem Hunt right guard for 11 yards (tackle by Sheldon Rankins and Jordan Whitehead),2.590,3.310
4,6:05,1,10,NYJ 34,17,24,Kareem Hunt left tackle for -5 yards (tackle by Kwon Alexander),3.310,2.090
4,5:39,2,15,NYJ 39,17,24,Nick Chubb left tackle for -3 yards (tackle by C.J. Mosley),2.090,1.030
4,4:58,,,,,,Timeout #1 by Cleveland Browns,,
4,4:58,3,18,NYJ 42,17,24,Jacoby Brissett sacked by and Quinnen Williams for -8 yards and Carl Lawson for -8 yards,1.030,-0.060
4,4:15,4,26,NYJ 50,17,24,Corey Bojorquez punts 42 yards out of bounds,-0.060,0.380
4,4:07,1,10,NYJ 8,17,24,Joe Flacco pass complete short right to Michael Carter for -1 yards (tackle by Anthony Walker),-0.380,-0.850
4,3:27,2,11,NYJ 7,17,24,"Joe Flacco pass complete short right to Tyler Conklin for 4 yards. Tyler Conklin fumbles (forced by Jeremiah Owusu-Koramoah), recovered by Max Mitchell at NYJ-10 (tackle by Jeremiah Owusu-Koramoah)",-0.850,-1.190
4,2:46,3,8,NYJ 10,17,24,Joe Flacco pass incomplete deep left intended for Corey Davis,-1.190,-2.490
4,2:41,4,8,NYJ 10,17,24,"Braden Mann punts 47 yards, returned by Demetric Felton for no gain. Penalty on Marcell Harris: Unnecessary Roughness / Offense, 15 yards (accepted) (tackle by Justin Hardee)",-2.490,-2.790
4,2:30,1,10,NYJ 42,17,24,Kareem Hunt left guard for no gain (tackle by C.J. Mosley),2.790,2.240
4,2:27,,,,,,Timeout #1 by New York Jets,,
4,2:27,2,10,NYJ 42,17,24,Kareem Hunt left tackle for 3 yards (tackle by Quincy Williams),2.240,1.950
4,2:22,,,,,,Timeout #2 by New York Jets,,
4,2:22,3,7,NYJ 39,17,24,Jacoby Brissett pass complete short left to Kareem Hunt for 11 yards (tackle by Jordan Whitehead),1.950,3.710
4,2:15,1,10,NYJ 28,17,24,Kareem Hunt right guard for 4 yards (tackle by Jacob Martin and Solomon Thomas),3.710,3.710
4,2:09,,,,,,Timeout #3 by New York Jets,,
4,2:09,2,6,NYJ 24,17,24,Kareem Hunt left tackle for 12 yards (tackle by D.J. Reed and Nathan Shepherd),3.710,4.780
4,2:02,1,10,NYJ 12,17,30,"Nick Chubb left tackle for 12 yards, touchdown",4.780,7.000
4,1:55,,,NYJ 15,17,30,Cade York kicks extra point no good,0.000,-1.000
4,1:55,,,CLE 35,17,30,"Cade York kicks off 65 yards, touchback.",0.000,0.610
4,1:55,1,10,NYJ 25,17,30,Joe Flacco pass complete short right to Tyler Conklin for 9 yards (tackle by Greg Newsome),0.610,1.280
4,1:32,2,1,NYJ 34,23,30,"Joe Flacco pass complete deep right to Corey Davis for 66 yards, touchdown",1.280,7.000
4,1:22,,,CLE 15,24,30,Greg Zuerlein kicks extra point good,0.000,0.000
4,1:22,,,,,,Timeout #2 by Cleveland Browns,,
4,1:22,,,NYJ 35,24,30,"Braden Mann kicks onside 12 yards, recovered by Justin Hardee",0.000,-2.060
4,1:20,1,10,NYJ 47,24,30,Joe Flacco pass incomplete short left intended for Tyler Conklin,2.060,1.520
4,1:17,2,10,NYJ 47,24,30,Joe Flacco pass complete short left to Michael Carter for 12 yards (tackle by Jeremiah Owusu-Koramoah),1.520,2.850
4,1:10,1,10,CLE 41,24,30,"Penalty on Jordan Elliott: Neutral Zone Infraction, 5 yards (accepted) (no play)",2.850,3.580
4,1:10,1,5,CLE 36,24,30,Joe Flacco pass complete short right to Tyler Conklin for 4 yards (tackle by Martin Emerson),3.580,3.520
4,1:04,2,1,CLE 32,24,30,Joe Flacco pass complete short right to Michael Carter for 5 yards (tackle by Denzel Ward),3.520,3.780
4,1:00,1,10,CLE 27,24,30,Joe Flacco pass incomplete short middle intended for Ty Johnson (defended by Anthony Walker),3.780,3.230
4,0:55,2,10,CLE 27,24,30,Joe Flacco pass complete short middle to Garrett Wilson for 12 yards (tackle by Grant Delpit),3.230,4.580
4,0:36,1,10,CLE 15,24,30,Joe Flacco pass incomplete short left intended for Elijah Moore,4.580,3.950
4,0:30,2,10,CLE 15,24,30,Joe Flacco pass incomplete short right,3.950,3.100
4,0:25,3,10,CLE 15,30,30,"Joe Flacco pass complete short middle to Garrett Wilson for 15 yards, touchdown",3.100,7.000
4,0:22,,,CLE 15,31,30,Greg Zuerlein kicks extra point good,0.000,0.000
4,0:22,,,NYJ 35,31,30,"Greg Zuerlein kicks off 65 yards, touchback.",0.000,0.610
4,0:22,1,10,CLE 25,31,30,Jacoby Brissett scrambles left end for 21 yards (tackle by Michael Carter),0.610,1.990
4,0:13,1,10,CLE 46,31,30,Jacoby Brissett pass deep left intended for Amari Cooper is intercepted by Ashtyn Davis at NYJ-36 and returned for 14 yards,1.990,-2.260
4,0:06,1,10,CLE 50,31,30,Joe Flacco kneels for -1 yards,2.260,1.580
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
