Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
2,10:44,3,6,CLE 13,7,10,Brandon Weeden pass incomplete deep right intended for Greg Little,-0.950,-2.490
2,10:39,4,6,CLE 13,7,10,"Reggie Hodges punts 50 yards, returned by Javier Arenas for 5 yards (tackle by James-Michael Johnson)",-2.490,-1.730
2,10:27,1,10,KAN 42,7,10,Peyton Hillis left tackle for 4 yards (tackle by D'Qwell Jackson),1.730,1.730
2,9:54,2,6,KAN 46,7,10,"Penalty on Branden Albert: False Start, 5 yards (no play)",1.730,1.050
2,9:29,2,11,KAN 41,7,10,Peyton Hillis left tackle for 3 yards (tackle by Ishmaa'ily Kitchen),1.050,0.760
2,8:45,3,8,KAN 44,7,10,Brady Quinn pass incomplete short right intended for Dexter McCluster,0.760,-0.460
2,8:40,4,8,KAN 44,7,10,Dustin Colquitt punts 42 yards,-0.460,0.280
2,8:28,1,10,CLE 14,7,10,Brandon Weeden pass incomplete short right intended for Greg Little,-0.280,-0.750
2,8:20,2,10,CLE 14,7,10,Josh Cribbs up the middle for 3 yards (tackle by Dontari Poe),-0.750,-1.040
2,7:39,3,7,CLE 17,7,10,Brandon Weeden pass complete short left to Greg Little for 11 yards (tackle by Javier Arenas),-1.040,0.810
2,7:11,1,10,CLE 28,7,10,Montario Hardesty left end for 3 yards (tackle by Javier Arenas),0.810,0.670
2,6:33,2,7,CLE 31,7,10,Brandon Weeden sacked by Tyson Jackson for -6 yards,0.670,-0.820
2,5:58,3,13,CLE 25,7,10,"Brandon Weeden pass complete short right to Greg Little for 7 yards (tackle by Brandon Flowers). Penalty on Brandon Flowers: Horse Collar Tackle, 15 yards",-0.820,2.060
2,5:31,1,10,CLE 47,7,10,Brandon Weeden pass incomplete short left intended for Trent Richardson,2.060,1.520
2,5:26,2,10,CLE 47,7,10,"Trent Richardson left tackle for 3 yards (tackle by Shaun Smith). Penalty on Greg Little: Illegal Block Above the Waist, 10 yards",1.520,0.000
2,4:55,,,,7,10,Timeout #1 by Cleveland Browns,0.000,0.570
2,4:55,2,17,CLE 40,7,10,Brandon Weeden pass complete short middle to Trent Richardson for 9 yards (tackle by Justin Houston),0.570,1.090
2,4:16,3,8,CLE 49,7,10,Brandon Weeden pass incomplete short middle intended for Jordan Cameron (defended by Tyson Jackson),1.090,-0.130
2,4:11,4,8,CLE 49,7,10,"Reggie Hodges punts 30 yards, fair catch by Javier Arenas",-0.130,-0.340
2,4:03,1,10,KAN 21,7,10,Brady Quinn pass complete short right to Terrance Copper for 17 yards (tackle by Joe Haden),0.340,1.470
2,3:26,1,10,KAN 38,7,10,Brady Quinn sacked by Frostee Rucker for -3 yards,1.470,0.520
2,2:52,2,13,KAN 35,7,10,Jamaal Charles right guard for 5 yards (tackle by Frostee Rucker and D'Qwell Jackson),0.520,0.500
2,2:09,3,8,KAN 40,7,10,Brady Quinn pass incomplete deep right intended for Jonathan Baldwin,0.500,-0.720
2,2:04,4,8,KAN 40,7,10,"Dustin Colquitt punts 57 yards, out of bounds",-0.720,0.380
2,1:57,1,10,CLE 3,7,10,Trent Richardson left guard for 2 yards (tackle by Shaun Smith and Ropati Pitoitua),-0.380,0.000
2,1:52,,,,7,10,Timeout #1 by Kansas City Chiefs,0.000,-0.630
2,1:52,2,8,CLE 5,7,10,Brandon Weeden pass complete short left to Josh Gordon for 18 yards (tackle by Tysyn Hartman and Derrick O. Johnson),-0.630,0.480
2,1:16,1,10,CLE 23,7,10,Brandon Weeden sacked by Tamba Hali for -8 yards,0.480,-1.280
2,0:35,2,18,CLE 15,7,10,Trent Richardson right guard for 3 yards (tackle by Dontari Poe and Justin Houston),-1.280,0.000
2,0:29,,,,7,10,Timeout #2 by Kansas City Chiefs,0.000,-1.560
2,0:29,3,15,CLE 18,7,10,Trent Richardson right guard for 3 yards (tackle by Tyson Jackson),-1.560,0.000
2,0:24,,,,7,10,Timeout #3 by Kansas City Chiefs,0.000,-1.960
2,0:23,4,12,CLE 21,7,10,"Reggie Hodges punts 33 yards, returned by Javier Arenas for no gain",-1.960,-1.990
2,0:15,1,10,KAN 46,7,10,Shaun Draughn right guard for no gain (tackle by Billy Winn),1.990,1.450
Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,KAN 35,7,10,"Ryan Succop kicks off 48 yards, out of bounds",0.000,1.600
3,15:00,1,10,CLE 40,7,10,Travis Benjamin left end for 15 yards (tackle by Brandon Flowers),1.600,2.590
3,14:30,1,10,KAN 45,7,10,Brandon Weeden pass complete short left to Josh Gordon for 11 yards (tackle by Javier Arenas),2.590,3.310
3,13:54,1,10,KAN 34,7,10,Brandon Weeden pass incomplete short left intended for Ben Watson (defended by Eric Berry),3.310,2.770
3,13:47,2,10,KAN 34,7,10,Brandon Weeden pass complete short right to Greg Little for 17 yards (tackle by Tamba Hali and Ropati Pitoitua),2.770,4.440
3,13:10,1,10,KAN 17,7,10,Trent Richardson right guard for 4 yards (tackle by Tysyn Hartman and Ropati Pitoitua),4.440,4.500
3,12:37,2,6,KAN 13,7,10,Josh Cribbs left end for 12 yards (tackle by Cory Greenwood),4.500,6.970
,,,,,,,"CLE challenged the runner broke the plane ruling, and the play was upheld.",,
3,12:28,1,1,KAN 1,7,16,"Trent Richardson up the middle for 1 yard, touchdown",6.970,7.000
3,12:28,,,KAN 2,7,17,Phil Dawson kicks extra point good,0.000,0.000
3,12:28,,,CLE 35,7,17,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
3,12:28,1,10,KAN 20,7,17,Brady Quinn sacked by Kaluka Maiava and D'Qwell Jackson for -1 yards,0.280,-0.460
3,11:55,2,11,KAN 19,7,17,Brady Quinn right guard for 4 yards (tackle by Frostee Rucker and Ahtyba Rubin),-0.460,-0.560
3,11:15,3,7,KAN 23,7,17,Brady Quinn pass incomplete short left intended for Jonathan Baldwin is intercepted by Tashaun Gipson at KAN-36 and returned for 23 yards (tackle by Jonathan Baldwin),-0.560,-4.710
3,11:05,1,10,KAN 13,7,17,Brandon Weeden pass complete short middle to Josh Gordon for 11 yards (tackle by Javier Arenas and Brandon Siler),4.710,6.740
3,10:25,1,2,KAN 2,7,17,Brandon Weeden pass incomplete short middle intended for Greg Little,6.740,5.720
3,10:20,2,2,KAN 2,7,17,Trent Richardson left guard for -2 yards (tackle by Tysyn Hartman),5.720,4.490
3,9:36,3,4,KAN 4,7,17,"Brandon Weeden pass complete short right to Ben Watson for 4 yards. Penalty on Ben Watson: Illegal Shift, 5 yards (no play)",4.490,3.360
3,9:30,3,9,KAN 9,7,17,"Brandon Weeden pass complete short right to Trent Richardson for 9 yards. Penalty on Trent Richardson: Offensive Pass Interference, 10 yards (no play)",3.360,2.490
3,9:25,3,19,KAN 19,7,17,Brandon Weeden pass complete short right to Ben Watson for 13 yards (tackle by Javier Arenas),2.490,2.990
3,8:45,4,6,KAN 6,7,20,Phil Dawson 24 yard field goal good,2.990,3.000
3,8:42,,,CLE 35,7,20,"Phil Dawson kicks off 70 yards, returned by Shaun Draughn for 20 yards (tackle by L.J. Fort)",0.000,-0.220
3,8:39,1,10,KAN 15,7,20,Jamaal Charles right guard for 4 yards (tackle by Frostee Rucker),-0.220,-0.110
3,8:10,2,6,KAN 19,7,20,Jamaal Charles left end for 12 yards (tackle by Usama Young),-0.110,1.000
3,7:38,1,10,KAN 31,7,20,Jamaal Charles right guard for -1 yards (tackle by Phil Taylor),1.000,0.320
3,7:06,2,11,KAN 30,7,20,Jamaal Charles right tackle for 2 yards (tackle by D'Qwell Jackson),0.320,-0.100
3,6:26,3,9,KAN 32,7,20,Brady Quinn pass complete short middle to Dexter McCluster for 8 yards (tackle by Dimitri Patterson and Craig Robertson),-0.100,-0.720
3,5:54,4,1,KAN 40,7,20,"Dustin Colquitt punts 54 yards, returned by Josh Cribbs for 12 yards (tackle by Terrance Copper)",-0.720,-0.040
3,5:42,1,10,CLE 18,7,20,Montario Hardesty right guard for 8 yards (tackle by Dontari Poe),0.040,0.680
3,5:07,2,2,CLE 26,7,20,Montario Hardesty left guard for 1 yard (tackle by Brandon Siler),0.680,-0.020
3,4:31,3,1,CLE 27,7,20,Brandon Weeden pass complete short right to Ben Watson for 7 yards (tackle by Eric Berry),-0.020,1.200
3,3:55,1,10,CLE 34,7,20,Montario Hardesty right guard for 25 yards (tackle by Javier Arenas),1.200,2.850
3,3:13,1,10,KAN 41,7,20,Brandon Weeden pass incomplete short left intended for Montario Hardesty,2.850,2.310
3,3:07,2,10,KAN 41,7,20,"Penalty on Shawn Lauvao: False Start, 5 yards (no play)",2.310,1.630
3,3:07,2,15,KAN 46,7,20,Brandon Weeden pass complete short left to Josh Gordon for 4 yards (tackle by Javier Arenas),1.630,1.490
3,2:26,3,11,KAN 42,7,20,Brandon Weeden pass complete short right to Ben Watson for 23 yards (tackle by Brandon Flowers),1.490,4.310
3,1:38,1,10,KAN 19,7,20,Brandon Weeden pass incomplete deep middle intended for Josh Gordon (defended by Tysyn Hartman),4.310,3.750
3,1:31,2,10,KAN 19,7,20,Montario Hardesty right guard for 1 yard (tackle by Tyson Jackson),3.750,3.140
3,0:49,3,9,KAN 18,7,20,Greg Little left end for 17 yards (tackle by Derrick O. Johnson),3.140,6.970
Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,1,KAN 1,7,20,"Montario Hardesty right guard for no gain (tackle by Derrick O. Johnson). Montario Hardesty fumbles (forced by Derrick O. Johnson), recovered by Montario Hardesty at KAN-1",6.970,5.910
4,14:21,2,1,KAN 1,7,26,"Trent Richardson right guard for 1 yard, touchdown",5.910,7.000
4,14:21,,,KAN 2,7,27,Phil Dawson kicks extra point good,0.000,0.000
4,14:17,,,CLE 35,7,27,"Phil Dawson kicks off 54 yards, returned by Josh Bellamy for 9 yards (tackle by Raymond Ventrone)",0.000,0.280
4,14:14,1,10,KAN 20,7,27,Brady Quinn pass complete short right to Terrance Copper for 8 yards (tackle by Craig Robertson),0.280,0.810
4,14:14,2,2,KAN 28,7,27,Jamaal Charles right tackle for 3 yards (tackle by Billy Winn),0.810,1.000
4,13:22,1,10,KAN 31,7,27,Brady Quinn sacked by John Hughes for -8 yards,1.000,-0.620
4,12:50,2,18,KAN 23,7,27,Brady Quinn pass complete short middle to Tony Moeaki for 10 yards (tackle by D'Qwell Jackson),-0.620,0.040
4,12:12,3,8,KAN 33,7,27,Brady Quinn pass incomplete short middle intended for Jamaal Charles,0.040,-1.180
4,12:12,4,8,KAN 33,7,27,"Dustin Colquitt punts 40 yards, returned by Josh Cribbs for 38 yards (tackle by Brandon Siler)",-1.180,-3.250
4,11:54,1,10,KAN 35,7,27,Trent Richardson left end for 6 yards (tackle by Brandon Siler),3.250,3.510
4,11:15,2,4,KAN 29,7,27,Trent Richardson left guard for 8 yards (tackle by Tysyn Hartman and Eric Berry),3.510,4.170
4,10:33,1,10,KAN 21,7,27,Trent Richardson left end for -6 yards (tackle by Derrick O. Johnson),4.170,2.820
4,9:55,2,16,KAN 27,7,27,Brandon Weeden pass incomplete short left intended for Josh Gordon,2.820,2.150
4,9:49,3,16,KAN 27,7,27,Brandon Weeden pass complete short middle to Jordan Cameron for 10 yards (tackle by Eric Berry),2.150,2.340
4,9:08,4,6,KAN 17,7,30,Phil Dawson 34 yard field goal good,2.340,3.000
4,9:04,,,CLE 35,7,30,"Phil Dawson kicks off 62 yards, returned by Josh Bellamy for 22 yards (tackle by James-Michael Johnson)",0.000,0.610
4,8:58,1,10,KAN 25,7,30,"Brady Quinn pass complete short left to Jamaal Charles for no gain. Penalty on Juqua Parker: Roughing the Passer, 15 yards (no play)",0.610,1.600
4,8:38,1,10,KAN 40,7,30,Jamaal Charles left tackle for 13 yards (tackle by T.J. Ward),1.600,2.460
4,8:15,1,10,CLE 47,7,30,Jamaal Charles right tackle for 4 yards (tackle by Craig Robertson and T.J. Ward),2.460,0.000
4,7:50,,,,7,30,Timeout #1 by Kansas City Chiefs,0.000,2.450
4,7:50,2,6,CLE 43,7,30,Brady Quinn pass complete short right to Jamar Newsome for 25 yards (tackle by Tashaun Gipson),2.450,4.370
4,7:16,1,10,CLE 18,7,30,Brady Quinn pass incomplete deep left intended for Jamar Newsome,4.370,3.800
4,7:11,2,10,CLE 18,7,30,Brady Quinn pass incomplete deep right intended for Jamar Newsome,3.800,3.050
4,7:11,3,10,CLE 18,7,30,"Penalty on KAN: Offensive 12 On-field, 5 yards (no play)",3.050,2.480
4,7:06,3,15,CLE 23,7,30,Brady Quinn pass complete short left to Terrance Copper for 7 yards (tackle by Buster Skrine),2.480,2.380
4,6:27,4,8,CLE 16,7,30,Brady Quinn sacked by Juqua Parker for -8 yards,2.380,-0.540
4,6:20,1,10,CLE 24,7,30,Trent Richardson left tackle for 6 yards (tackle by Tamba Hali and Ropati Pitoitua),0.540,0.810
4,5:35,2,4,CLE 30,7,30,Trent Richardson right guard for no gain (tackle by Ropati Pitoitua),0.810,0.100
4,4:53,3,4,CLE 30,7,30,Brandon Weeden pass complete short right to Josh Gordon for 3 yards (tackle by Jalil Brown),0.100,-1.180
4,4:10,4,1,CLE 33,7,30,"Reggie Hodges punts 53 yards, muffed catch by Javier Arenas, recovered by Javier Arenas and returned for no gain",-1.180,0.280
4,3:58,1,10,KAN 14,7,30,Brady Quinn pass incomplete deep right intended for Jamar Newsome,-0.280,-0.750
4,3:53,2,10,KAN 14,7,30,Brady Quinn pass incomplete short left intended for Shaun Draughn,-0.750,-1.400
4,3:48,3,10,KAN 14,7,30,Brady Quinn sacked by Jabaal Sheard for -9 yards,-1.400,-2.490
4,3:18,4,19,KAN 5,7,30,"Dustin Colquitt punts 54 yards, returned by Josh Cribbs for 1 yard (tackle by Josh Bellamy)",-2.490,-1.730
4,3:07,1,10,CLE 42,7,30,Montario Hardesty left guard for 3 yards (tackle by Eric Berry),1.730,1.590
4,2:23,2,7,CLE 45,7,30,Montario Hardesty right guard for 8 yards (tackle by Andy Studebaker),1.590,2.460
4,2:00,1,10,KAN 47,7,30,Montario Hardesty left tackle for -1 yards (tackle by Ropati Pitoitua),2.460,1.780
4,1:15,2,11,KAN 48,7,30,Colt McCoy kneels for -1 yards,1.780,0.960
4,0:33,3,12,KAN 49,7,30,Colt McCoy kneels for -1 yards,0.960,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
