Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss and deferred, Chiefs to receive the opening kickoff.",,
1,15:00,,,CLE 35,0,0,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
1,15:00,1,10,KAN 20,6,0,"Jamaal Charles right guard for 80 yards, touchdown",0.280,7.000
1,15:00,,,CLE 2,7,0,Ryan Succop kicks extra point good,0.000,0.000
1,14:48,,,KAN 35,7,0,"Ryan Succop kicks off 54 yards, returned by Josh Cribbs for 15 yards (tackle by Josh Bellamy)",0.000,0.670
1,14:45,1,10,CLE 26,7,0,Brandon Weeden left guard for 15 yards,0.670,1.660
1,14:09,1,10,CLE 41,7,0,Trent Richardson right guard for 4 yards (tackle by Derrick O. Johnson and Ropati Pitoitua),1.660,1.660
1,13:34,2,6,CLE 45,7,0,Brandon Weeden sacked by Tamba Hali for -5 yards,1.660,0.300
1,12:58,3,11,CLE 40,7,0,"Penalty on Alex Mack: False Start, 5 yards (no play)",0.300,-0.360
1,12:49,3,16,CLE 35,7,0,Brandon Weeden pass complete short left to Josh Gordon for 6 yards (tackle by Jalil Brown),-0.360,-0.650
1,12:13,4,10,CLE 41,7,0,"Reggie Hodges punts 38 yards, out of bounds",-0.650,-0.340
1,12:05,1,10,KAN 21,7,0,Jamaal Charles left tackle for 5 yards (tackle by Usama Young),0.340,0.480
1,11:34,2,5,KAN 26,7,0,Jamaal Charles right tackle for -3 yards (tackle by Ahtyba Rubin),0.480,-0.630
1,10:51,3,8,KAN 23,7,0,Brady Quinn pass complete short middle to Dwayne Bowe for 23 yards (tackle by D'Qwell Jackson and Craig Robertson),-0.630,1.990
1,10:51,1,10,KAN 46,7,0,Peyton Hillis left guard for 3 yards (tackle by James-Michael Johnson and John Hughes),1.990,1.860
1,9:36,2,7,KAN 49,7,0,Brady Quinn pass complete deep right to Dwayne Bowe for 47 yards (tackle by Joe Haden),1.860,6.280
1,8:46,1,4,CLE 4,7,0,Peyton Hillis right tackle for 1 yard (tackle by Billy Winn and James-Michael Johnson),6.280,5.530
1,8:07,2,3,CLE 3,7,0,Brady Quinn pass incomplete short middle intended for Steve Maneri,5.530,4.720
1,8:02,3,3,CLE 3,7,0,Brady Quinn pass incomplete short middle intended for Tony Moeaki (defended by T.J. Ward),4.720,3.040
1,8:02,4,3,CLE 3,7,0,"Penalty on Russ Hochstein: False Start, 5 yards (no play)",3.040,2.950
1,7:57,4,8,CLE 8,7,0,Ryan Succop 27 yard field goal no good,2.950,-0.280
1,7:53,1,10,CLE 20,7,0,Trent Richardson left guard for 4 yards (tackle by Brandon Flowers and Ropati Pitoitua),0.280,0.270
1,7:15,2,6,CLE 24,7,0,Brandon Weeden pass complete short right to Josh Gordon for 15 yards (tackle by Brandon Flowers),0.270,1.530
1,6:55,1,10,CLE 39,7,0,Trent Richardson left guard for 7 yards (tackle by Ropati Pitoitua and Tysyn Hartman),1.530,1.930
1,6:16,2,3,CLE 46,7,0,Brandon Weeden pass complete short middle to Greg Little for 34 yards (tackle by Tysyn Hartman),1.930,4.240
1,5:55,1,10,KAN 20,7,0,Trent Richardson right guard for no gain (tackle by Derrick O. Johnson),4.240,3.690
1,5:20,2,10,KAN 20,7,0,Brandon Weeden pass incomplete short left intended for Mohamed Massaquoi (defended by Tamba Hali),3.690,3.010
1,5:16,3,10,KAN 20,7,0,Brandon Weeden pass complete short right to Josh Gordon for 18 yards (tackle by Javier Arenas),3.010,6.740
1,4:43,1,2,KAN 2,7,0,Trent Richardson right tackle for -2 yards (tackle by Derrick O. Johnson),6.740,5.340
1,4:06,2,4,KAN 4,7,0,Brandon Weeden pass incomplete short right intended for Ben Watson,5.340,4.490
1,4:00,3,4,KAN 4,7,0,Brandon Weeden pass incomplete short right intended for Josh Gordon (defended by Brandon Flowers),4.490,3.030
1,3:56,4,4,KAN 4,7,3,Phil Dawson 23 yard field goal good,3.030,3.000
1,3:53,,,CLE 35,7,3,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
1,3:53,1,10,KAN 20,7,3,Jamaal Charles right guard for 3 yards (tackle by Frostee Rucker),0.280,0.140
1,3:19,2,7,KAN 23,7,3,Jamaal Charles left guard for 11 yards (tackle by Frostee Rucker),0.140,1.200
1,2:38,1,10,KAN 34,7,3,Jamaal Charles right guard for 1 yard (tackle by Frostee Rucker and Jabaal Sheard),1.200,0.790
1,2:00,2,9,KAN 35,7,3,Jamaal Charles right guard for 5 yards (tackle by D'Qwell Jackson),0.790,0.760
1,1:18,3,4,KAN 40,7,3,"Brady Quinn right guard for -3 yards (tackle by Jabaal Sheard). Penalty on Juqua Parker: Defensive Offside, 5 yards (no play)",0.760,1.930
1,0:55,1,10,KAN 45,7,3,Jamaal Charles right tackle for 1 yard (tackle by Kaluka Maiava),1.930,1.520
1,0:15,2,9,KAN 46,7,3,Brady Quinn pass incomplete short right intended for Jamar Newsome,1.520,0.830
1,0:10,3,9,KAN 46,7,3,Brady Quinn pass complete short right to Peyton Hillis for 6 yards (tackle by Craig Robertson and Tashaun Gipson),0.830,0.070
Quarter,Time,Down,ToGo,Location,KAN,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,3,CLE 48,7,9,"Dustin Colquitt punts 41 yards, returned by Travis Benjamin for 93 yards, touchdown",0.070,-7.000
2,,,,KAN 2,7,10,Phil Dawson kicks extra point good,0.000,0.000
2,14:40,,,CLE 35,7,10,"Phil Dawson kicks off 65 yards, touchback",0.000,0.280
2,14:40,1,10,KAN 20,7,10,Jamaal Charles left tackle for 5 yards (tackle by T.J. Ward),0.280,0.410
2,14:07,2,5,KAN 25,7,10,Jamaal Charles left end for 15 yards (tackle by T.J. Ward and Jabaal Sheard),0.410,1.600
2,13:27,1,10,KAN 40,7,10,Peyton Hillis left tackle for no gain (tackle by John Hughes),1.600,1.050
2,13:27,2,10,KAN 40,7,10,"Penalty on KAN: Offensive 12 On-field, 5 yards (no play)",1.050,0.380
2,12:45,2,15,KAN 35,7,10,Dexter McCluster right end for no gain (tackle by Joe Haden and Jabaal Sheard),0.380,-0.300
2,12:02,3,15,KAN 35,7,10,Brady Quinn pass complete short right to Shaun Draughn for 8 yards (tackle by Joe Haden),-0.300,-0.520
2,11:34,4,7,KAN 43,7,10,"Dustin Colquitt punts 48 yards, fair catch by Josh Cribbs",-0.520,0.380
2,11:27,1,10,CLE 9,7,10,Brandon Weeden pass incomplete short left intended for Josh Gordon,-0.380,-0.780
2,11:24,2,10,CLE 9,7,10,Montario Hardesty left tackle for 4 yards (tackle by Dontari Poe),-0.780,-0.950
