Quarter,Time,Tm,Detail,KAN,CLE
1.0,14:48,Chiefs,Jamaal Charles 80 yard rush (Ryan Succop kick),7,0
,3:53,Browns,Phil Dawson 23 yard field goal,7,3
2.0,14:40,Browns,Travis Benjamin 93 yard punt return (Phil Dawson kick),7,10
3.0,12:28,Browns,Trent Richardson 1 yard rush (Phil Dawson kick),7,17
,8:42,Browns,Phil Dawson 24 yard field goal,7,20
4.0,14:17,Browns,Trent Richardson 1 yard rush (Phil Dawson kick),7,27
,9:04,Browns,Phil Dawson 34 yard field goal,7,30
