Quarter,Time,Tm,Detail,WAS,DAL
1.0,10:02,Cowboys,Ezekiel Elliott 16 yard rush (Brett Maher kick),0,7
2.0,7:04,Redskins,Vernon Davis 53 yard pass from Colt McCoy (Dustin Hopkins kick),7,7
,1:28,Cowboys,Brett Maher 28 yard field goal,7,10
3.0,9:02,Redskins,Trey Quinn 10 yard pass from Colt McCoy (Dustin Hopkins kick failed),13,10
,6:47,Cowboys,Amari Cooper 40 yard pass from Dak Prescott (Brett Maher kick),13,17
,2:10,Cowboys,Amari Cooper 90 yard pass from Dak Prescott (Brett Maher kick),13,24
4.0,14:11,Cowboys,Dak Prescott 5 yard rush (Brett Maher kick),13,31
,11:43,Redskins,Kapri Bibbs 1 yard rush (Dustin Hopkins kick),20,31
,1:13,Redskins,Dustin Hopkins 31 yard field goal,23,31
