Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Tyler Boyd,CIN,11,6,68,0,4,47,7.8,21,3.5,8.8,2,3.0,0,0.0,1,35.4
Auden Tate,CIN,10,6,88,0,3,53,8.8,35,5.8,8.5,1,6.0,0,0.0,1,49.2
Giovani Bernard,CIN,2,2,7,0,,-1,-0.5,8,4.0,-0.5,0,,0,0.0,0,81.2
John Ross,CIN,6,2,22,0,1,18,9.0,4,2.0,12.0,1,2.0,1,16.7,0,45.1
Joe Mixon,CIN,2,2,34,1,2,-3,-1.5,37,18.5,-1.5,0,,0,0.0,0,158.3
Tyler Eifert,CIN,1,1,18,0,1,17,17.0,1,1.0,17.0,0,,0,0.0,0,118.7
Alex Erickson,CIN,1,1,13,0,1,6,6.0,7,7.0,6.0,0,,0,0.0,0,118.7
C.J. Uzomah,CIN,1,0,0,0,,0,,0,,13.0,0,,0,0.0,0,39.6
Player,Tm,Tgt,Rec,Yds,TD,1D,YBC,YBC/R,YAC,YAC/R,ADOT,BrkTkl,Rec/Br,Drop,Drop%,Int,Rat
Cole Beasley,BUF,10,8,48,0,2,26,3.3,22,2.8,3.8,0,,0,0.0,1,47.1
John Brown,BUF,5,4,51,0,3,51,12.8,0,0.0,11.4,0,,0,0.0,0,109.2
Dawson Knox,BUF,4,3,67,1,3,29,9.7,38,12.7,12.3,2,1.5,1,25.0,0,156.2
Zay Jones,BUF,3,2,33,0,2,20,10.0,13,6.5,20.0,0,,0,0.0,0,103.5
Frank Gore,BUF,2,2,13,0,1,-3,-1.5,16,8.0,-1.5,0,,0,0.0,0,93.7
T.J. Yeldon,BUF,3,2,19,0,1,1,0.5,18,9.0,1.3,1,2.0,0,0.0,0,84.0
Isaiah McKenzie,BUF,1,1,9,0,0,-5,-5.0,14,14.0,-5.0,0,,0,0.0,0,104.2
Tommy Sweeney,BUF,3,1,3,0,,2,2.0,1,1.0,14.0,0,,0,0.0,0,42.4
Lee Smith,BUF,1,0,0,0,,0,,0,,10.0,0,,1,100.0,0,39.6
Robert Foster,BUF,1,0,0,0,,0,,0,,40.0,0,,0,0.0,0,39.6
