Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Joe Mixon,CIN,15,60,0,3,24,1.6,36,2.4,1,15.0
Giovani Bernard,CIN,3,5,0,,0,0.0,5,1.7,0,
Andy Dalton,CIN,1,1,1,1,1,1.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Frank Gore,BUF,14,76,1,5,39,2.8,37,2.6,1,14.0
Josh Allen,BUF,9,46,0,3,11,1.2,35,3.9,1,9.0
T.J. Yeldon,BUF,8,30,0,1,9,1.1,21,2.6,0,
Isaiah McKenzie,BUF,3,10,0,1,6,2.0,4,1.3,0,
John Brown,BUF,1,4,0,0,2,2.0,2,2.0,0,
Dawson Knox,BUF,1,9,0,1,6,6.0,3,3.0,0,
