Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Falcons,-15.0,-9.75,-10.06,1.44,2.34,-11.85,-19.85,6.36,0.0,6.79,-1.51,1.26,1.41,3.37,2.26
Panthers,15.0,11.85,19.85,-6.36,0.0,9.75,10.06,-1.44,-2.34,-6.79,-1.26,1.51,-3.37,-1.41,-2.26
