Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
1,8:16,1,10,CAR 29,3,0,Marion Barber right tackle for 10 yards (tackle by Charles Godfrey and Darius Butler),3.640,4.310
1,7:38,1,10,CAR 19,3,0,Marion Barber right guard for 2 yards (tackle by Sione Fua and James Anderson),4.310,4.030
1,7:01,2,8,CAR 17,3,0,Matt Forte left tackle for 10 yards (tackle by Captain Munnerlyn and Sherrod Martin),4.030,5.600
1,6:17,1,7,CAR 7,3,0,Matt Forte right tackle for 3 yards (tackle by Dan Connor),5.600,5.340
1,5:41,2,4,CAR 4,3,0,Matt Forte right end for no gain (tackle by Charles Godfrey),5.340,4.490
1,4:59,3,4,CAR 4,3,0,Jay Cutler right guard for 2 yards (tackle by Charles Godfrey),4.490,3.250
1,4:23,4,2,CAR 2,3,3,Robbie Gould 20 yard field goal good,3.250,3.000
1,,,,CHI 35,3,3,"Robbie Gould kicks off 72 yards, returned by Mike Goodson for 32 yards (tackle by Craig Steltz). Penalty on Jerome Felton: Illegal Block Above the Waist, 7 yards",0.000,-0.380
1,4:13,1,10,CAR 7,3,3,DeAngelo Williams left tackle for 2 yards (tackle by Matt Toeaina),-0.380,-0.630
1,3:36,2,8,CAR 9,3,3,Cam Newton pass incomplete short right intended for Jerome Felton,-0.630,-1.190
1,3:30,3,8,CAR 9,3,9,"Cam Newton pass incomplete short middle intended for Legedu Naanee is intercepted by D.J. Moore at CAR-20 and returned for 20 yards, touchdown",-1.190,-7.000
1,,,,CAR 2,3,10,Robbie Gould kicks extra point good,0.000,0.000
1,,,,CHI 35,3,10,"Robbie Gould kicks off 65 yards, touchback",0.000,0.280
1,3:20,1,10,CAR 20,3,10,Cam Newton pass complete short right to Legedu Naanee for 7 yards (tackle by Charles Tillman),0.280,0.680
1,2:52,2,3,CAR 27,3,10,Cam Newton pass complete short left to Steve Smith for 2 yards (tackle by Major Wright),0.680,0.230
1,2:13,,,,3,10,Timeout #1 by Chicago Bears,0.000,0.230
1,2:13,3,1,CAR 29,3,10,Cam Newton right end for 14 yards (tackle by Brandon Meriweather),0.230,1.800
1,1:46,1,10,CAR 43,3,10,Jonathan Stewart left guard for 3 yards (tackle by Amobi Okoye),1.800,1.660
1,1:03,2,7,CAR 46,3,10,Cam Newton pass complete deep left to Steve Smith for 53 yards (tackle by Brandon Meriweather),1.660,6.970
1,0:14,1,1,CHI 1,3,10,Cam Newton right guard for no gain (tackle by Amobi Okoye),6.970,5.910
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,1,CHI 1,9,10,"Cam Newton right end for 1 yard, touchdown",5.910,7.000
2,,,,CHI 2,10,10,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,10,10,"Olindo Mare kicks off 74 yards, returned by Devin Hester for 73 yards (tackle by Olindo Mare)",0.000,3.180
2,14:44,1,10,CAR 36,10,10,Matt Forte right end for 4 yards (tackle by Dan Connor),3.180,3.180
2,14:07,2,6,CAR 32,10,10,Jay Cutler pass complete short left to Roy E. Williams for 15 yards (tackle by Captain Munnerlyn),3.180,4.440
2,13:30,1,10,CAR 17,10,16,"Matt Forte left end for 17 yards, touchdown",4.440,7.000
2,,,,CAR 2,10,17,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 35,10,17,"Robbie Gould kicks off 62 yards, returned by Mike Goodson for 17 yards (tackle by D.J. Moore)",0.000,0.280
2,13:17,1,10,CAR 20,10,17,Cam Newton pass incomplete short left intended for Legedu Naanee (defended by Charles Tillman),0.280,-0.270
2,13:10,2,10,CAR 20,10,17,DeAngelo Williams right guard for 2 yards (tackle by Israel Idonije),-0.270,-0.690
2,12:25,3,8,CAR 22,10,17,Cam Newton pass complete short left to Brandon LaFell for 3 yards (tackle by D.J. Moore),-0.690,-1.700
2,11:50,4,5,CAR 25,10,23,"Jason Baker punts 44 yards, returned by Devin Hester for 69 yards, touchdown. Penalty on Devin Hester: Unsportsmanlike Conduct, 15 yards",-1.700,-7.000
2,,,,CAR 2,10,24,Robbie Gould kicks extra point good,0.000,0.000
2,,,,CHI 20,10,24,"Robbie Gould kicks off 70 yards, returned by Mike Goodson for 26 yards (tackle by Brian Iwuh)",0.000,1.330
2,11:25,1,10,CAR 36,10,24,Cam Newton pass complete deep right to Steve Smith for 26 yards (tackle by Brandon Meriweather),1.330,3.050
2,10:52,1,10,CHI 38,10,24,DeAngelo Williams right guard for 4 yards (tackle by Lance Briggs and Julius Peppers),3.050,3.050
2,10:15,2,6,CHI 34,10,24,Cam Newton left tackle for 13 yards (tackle by Tim Jennings),3.050,4.170
2,9:41,1,10,CHI 21,10,24,"Cam Newton for no gain. Cam Newton fumbles, recovered by Cam Newton at CHI-24",4.170,3.220
2,9:03,2,13,CHI 24,10,24,Cam Newton pass complete short middle to Jeremy Shockey for 15 yards (tackle by Major Wright and Brandon Meriweather),3.220,5.140
2,8:17,1,9,CHI 9,10,24,"Penalty on Cam Newton: Delay of Game, 5 yards (no play)",5.140,4.440
2,7:52,1,14,CHI 14,10,24,Cam Newton pass complete short left to Steve Smith for 9 yards (tackle by Brian Urlacher),4.440,5.150
2,7:18,2,5,CHI 5,10,24,Jonathan Stewart right guard for 3 yards (tackle by Brian Urlacher),5.150,4.950
2,6:34,3,2,CHI 2,16,24,"Cam Newton right guard for 2 yards, touchdown",4.950,7.000
2,,,,CHI 2,17,24,Olindo Mare kicks extra point good,0.000,0.000
2,,,,CAR 35,17,24,"Olindo Mare kicks off 72 yards, returned by Johnny Knox for 32 yards (tackle by Darius Butler)",0.000,0.610
2,6:25,1,10,CHI 25,17,24,Matt Forte right guard for 4 yards (tackle by James Anderson),0.610,0.600
2,5:50,2,6,CHI 29,17,24,Matt Forte right tackle for 5 yards (tackle by Ronald Fields),0.600,0.560
2,5:11,3,1,CHI 34,17,24,Jay Cutler pass complete short right to Dane Sanzenbacher for 16 yards (tackle by Charles Godfrey),0.560,2.260
2,4:36,1,10,,17,24,Jay Cutler sacked by Charles Johnson for -9 yards,2.260,0.500
2,3:59,2,19,CHI 41,17,24,"Jay Cutler pass complete short right to Matt Forte for 11 yards (tackle by Terrell McClain). Penalty on Roberto Garza: Ineligible Downfield Pass, 5 yards (no play)",0.500,-0.180
2,3:28,2,24,CHI 36,17,24,Jay Cutler pass incomplete deep right intended for Sam Hurd,-0.180,-0.820
2,3:22,3,24,CHI 36,17,24,Jay Cutler pass complete short middle to Matt Forte for 11 yards (tackle by Eric Norwood),-0.820,-0.260
2,2:43,4,13,CHI 47,17,24,"Adam Podlesh punts 35 yards, returned by Armanti Edwards for 6 yards (tackle by Nick Roach)",-0.260,-0.540
2,2:32,1,10,CAR 24,17,24,Cam Newton pass complete short middle to Steve Smith for 26 yards (tackle by Brandon Meriweather),0.540,2.260
2,2:00,1,10,,17,24,Cam Newton pass incomplete short left intended for DeAngelo Williams,2.260,1.710
2,1:54,2,10,,17,24,Cam Newton pass complete short left to Jonathan Stewart for 20 yards (tackle by Brian Urlacher),1.710,3.580
2,1:15,1,10,CHI 30,17,24,Cam Newton pass incomplete short right intended for Brandon LaFell (defended by Charles Tillman),3.580,3.030
2,1:09,2,10,CHI 30,17,24,Cam Newton pass complete short left to Jonathan Stewart for 2 yards (tackle by Lance Briggs),3.030,2.610
2,0:58,,,,17,24,Timeout #1 by Carolina Panthers,0.000,2.610
2,0:58,3,8,CHI 28,17,24,Cam Newton pass complete short left to Greg Olsen for 7 yards (tackle by Charles Tillman and Lance Briggs),2.610,2.210
2,0:11,,,,17,24,Timeout #2 by Carolina Panthers,0.000,0.000
2,0:11,,,,17,24,Timeout #2 by Chicago Bears,0.000,2.210
2,0:11,4,1,CHI 21,20,24,Olindo Mare 39 yard field goal good,2.210,3.000
2,,,,CAR 35,20,24,"Olindo Mare kicks off 42 yards, returned by Kahlil Bell for 20 yards (tackle by Eric Norwood)",0.000,1.270
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,20,24,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,CHI 20,20,24,Matt Forte left guard for 3 yards (tackle by James Anderson),0.280,0.140
3,14:25,2,7,CHI 23,20,24,Matt Forte left end for 5 yards (tackle by Greg Hardy),0.140,0.100
3,13:49,3,2,CHI 28,20,24,Jay Cutler pass complete short right to Johnny Knox for 22 yards (tackle by Sherrod Martin),0.100,2.260
3,13:19,1,10,,20,24,"Jay Cutler pass incomplete short left intended for Matt Forte. Penalty on Dan Connor: Defensive Holding, 5 yards (no play)",2.260,2.590
3,13:14,1,10,CAR 45,20,24,Matt Forte left guard for 3 yards (tackle by Ronald Fields),2.590,2.450
3,12:33,2,7,CAR 42,20,24,Jay Cutler pass complete short right to Matt Forte for 4 yards (tackle by Omar Gaither),2.450,2.280
3,11:45,3,3,CAR 38,20,24,Jay Cutler pass incomplete short right intended for Dane Sanzenbacher,2.280,0.720
3,11:41,4,3,CAR 38,20,24,"Adam Podlesh punts 30 yards, fair catch by Armanti Edwards",0.720,0.380
3,11:34,1,10,CAR 8,20,24,DeAngelo Williams left end for 20 yards (tackle by Nick Roach),-0.380,0.810
3,11:06,1,10,CAR 28,20,24,DeAngelo Williams right guard for 9 yards (tackle by Brian Urlacher),0.810,1.480
3,10:25,2,1,CAR 37,20,24,Jonathan Stewart right end for 16 yards (tackle by Lance Briggs),1.480,2.460
3,9:53,1,10,CHI 47,20,24,Jonathan Stewart right tackle for 4 yards (tackle by Lance Briggs),2.460,2.450
3,9:10,2,6,CHI 43,20,24,"Penalty on Nick Reed: Neutral Zone Infraction, 5 yards (no play)",2.450,3.130
3,8:46,2,1,CHI 38,20,24,DeAngelo Williams right end for 4 yards (tackle by Nick Reed),3.130,3.310
3,8:04,1,10,CHI 34,20,24,Jonathan Stewart right guard for 4 yards (tackle by Anthony Adams),3.310,3.310
3,7:20,2,6,CHI 30,20,24,Cam Newton pass complete short left to Legedu Naanee for 8 yards (tackle by Lance Briggs),3.310,4.110
3,6:40,1,10,CHI 22,20,24,"Cam Newton pass complete deep right to Jeremy Shockey for 22 yards. Penalty on Jeremy Shockey: Offensive Pass Interference, 10 yards (no play)",4.110,3.450
3,6:31,1,20,CHI 32,20,24,Cam Newton right guard for 3 yards (tackle by Brian Urlacher),3.450,2.620
3,5:47,2,17,CHI 29,20,24,Cam Newton pass complete short right to Brandon LaFell for 13 yards (tackle by D.J. Moore),2.620,3.740
3,5:12,3,4,CHI 16,20,24,Cam Newton pass incomplete deep right intended for Steve Smith,3.740,2.450
3,5:05,4,4,CHI 16,20,24,"Olindo Mare 34 yard field goal no good, blocked by Julius Peppers, recovered by Nick Roach",2.450,-0.480
3,5:00,1,10,CHI 23,20,24,Matt Forte left guard for 2 yards (tackle by Darius Butler),0.480,0.200
3,4:21,2,8,CHI 25,20,24,Jay Cutler pass incomplete short middle intended for Matt Forte (defended by James Anderson),0.200,-0.490
3,4:15,3,8,CHI 25,20,24,Jay Cutler pass complete deep middle to Johnny Knox for 16 yards (tackle by Thomas Williams),-0.490,1.660
3,3:36,1,10,CHI 41,20,24,Matt Forte left tackle for 2 yards (tackle by James Anderson),1.660,1.390
3,2:54,2,8,CHI 43,20,24,Jay Cutler pass incomplete short right intended for Sam Hurd (defended by Captain Munnerlyn),1.390,0.700
3,2:49,,,,20,24,Timeout #1 by Chicago Bears,0.000,0.700
3,2:49,3,8,CHI 43,20,24,Jay Cutler pass incomplete deep right intended for Devin Hester (defended by Sherrod Martin),0.700,-0.520
3,2:42,4,8,CHI 43,20,24,"Adam Podlesh punts 51 yards, returned by Armanti Edwards for 1 yard (tackle by Craig Steltz)",-0.520,0.380
3,2:31,1,10,CAR 7,20,24,Cam Newton pass complete deep left to Jeremy Shockey for 26 yards (tackle by Charles Tillman),-0.380,1.140
3,2:01,1,10,CAR 33,20,24,"Cam Newton pass complete short right to Brandon LaFell for 5 yards (tackle by Charles Tillman). Penalty on Charles Tillman: Face Mask (15 Yards), 15 yards",1.140,2.460
3,1:32,1,10,CHI 47,20,24,Cam Newton pass complete deep right to Steve Smith for 22 yards (tackle by Brandon Meriweather),2.460,3.910
3,0:50,1,10,CHI 25,20,24,Jonathan Stewart right end for 5 yards (tackle by Brian Urlacher),3.910,4.040
3,0:07,2,5,CHI 20,20,24,Cam Newton pass incomplete short middle intended for Jeremy Shockey,4.040,3.340
3,0:03,3,5,CHI 20,20,24,Cam Newton pass incomplete deep left intended for Legedu Naanee,3.340,2.170
Quarter,Time,Down,ToGo,Location,CAR,CHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,5,CHI 20,23,24,Olindo Mare 38 yard field goal good,2.170,3.000
4,,,,CAR 35,23,24,"Olindo Mare kicks off 65 yards, touchback",0.000,0.280
4,14:55,1,10,CHI 20,23,24,Matt Forte right guard for no gain (tackle by Omar Gaither),0.280,-0.270
4,14:17,2,10,CHI 20,23,24,Jay Cutler pass incomplete deep middle intended for Johnny Knox is intercepted by Charles Godfrey at CHI-38 and returned for 9 yards (tackle by Johnny Knox),-0.270,-3.640
4,14:07,1,10,CHI 29,23,24,Cam Newton pass incomplete deep left intended for Steve Smith,3.640,3.100
4,14:02,2,10,CHI 29,23,24,"DeAngelo Williams right guard for 8 yards (tackle by Amobi Okoye). Penalty on Travelle Wharton: Illegal Formation, 5 yards (no play)",3.100,2.420
4,13:38,2,15,CHI 34,23,24,Cam Newton pass incomplete short right intended for Greg Olsen,2.420,1.750
4,13:33,3,15,CHI 34,23,24,Cam Newton pass incomplete deep left intended for Jeremy Shockey,1.750,1.060
4,13:28,4,15,CHI 34,23,24,Olindo Mare 52 yard field goal no good,1.060,-1.730
4,13:23,1,10,CHI 42,23,24,Matt Forte right end for 5 yards (tackle by Dan Connor),1.730,1.860
4,13:00,2,5,CHI 47,23,24,Matt Forte right end for 4 yards (tackle by Charles Godfrey),1.860,1.690
4,12:25,,,,23,24,Timeout #2 by Chicago Bears,0.000,1.690
4,12:25,3,1,CAR 49,23,24,Jay Cutler pass complete short left to Matt Forte for no gain,1.690,0.000
4,12:02,4,1,CAR 49,23,24,Matt Forte left guard for 4 yards (tackle by Omar Gaither),0.000,2.590
4,11:29,1,10,CAR 45,23,24,Matt Forte right tackle for 6 yards (tackle by Omar Gaither),2.590,2.850
4,10:57,2,4,CAR 39,23,24,Matt Forte right end for 12 yards (tackle by Dan Connor),2.850,3.780
4,10:14,1,10,CAR 27,23,24,Marion Barber right guard for 2 yards (tackle by Greg Hardy),3.780,3.500
4,9:36,2,8,CAR 25,23,24,Jay Cutler pass complete short left to Johnny Knox for 10 yards (tackle by Captain Munnerlyn),3.500,4.580
4,8:56,1,10,CAR 15,23,24,Matt Forte left tackle for 3 yards (tackle by Dan Connor),4.580,4.450
4,8:18,2,7,CAR 12,23,24,Matt Forte right end for -2 yards (tackle by Greg Hardy),4.450,3.240
4,7:35,3,9,CAR 14,23,24,Jay Cutler pass complete short middle to Matt Forte for 8 yards (tackle by Thomas Williams),3.240,3.020
4,6:45,,,,23,24,Timeout #3 by Chicago Bears,0.000,3.020
4,6:45,4,1,CAR 6,23,27,Robbie Gould 24 yard field goal good,3.020,3.000
4,,,,CHI 35,23,27,"Robbie Gould kicks off 68 yards, returned by Jordan Pugh for 23 yards (tackle by Craig Steltz)",0.000,0.280
4,6:35,1,10,CAR 20,23,27,DeAngelo Williams left guard for 2 yards (tackle by Anthony Adams),0.280,0.000
4,5:57,2,8,CAR 22,23,27,Cam Newton pass incomplete short right intended for Jeremy Shockey,0.000,-0.690
4,5:53,3,8,CAR 22,23,27,Cam Newton pass complete short left to Legedu Naanee for 3 yards (tackle by Lance Briggs),-0.690,-1.700
4,5:13,4,5,CAR 25,23,27,Jason Baker punts 35 yards,-1.700,-1.600
4,5:06,1,10,CHI 40,23,27,Matt Forte left tackle for 20 yards (tackle by Captain Munnerlyn),1.600,2.920
4,4:21,1,10,CAR 40,23,27,Matt Forte right end for 4 yards (tackle by Dan Connor),2.920,2.910
4,3:37,2,6,CAR 36,23,27,Jay Cutler pass incomplete short right intended for Kellen Davis,2.910,2.210
4,3:31,3,6,CAR 36,23,27,Jay Cutler pass incomplete short left intended for Devin Hester,2.210,0.880
4,3:26,4,6,CAR 36,23,27,"Penalty on Patrick Mannelly: False Start, 5 yards (no play)",0.880,0.530
4,3:26,4,11,CAR 41,23,27,"Adam Podlesh punts 41 yards, touchback",0.530,-0.280
4,3:18,1,10,CAR 20,23,27,Cam Newton pass incomplete deep right intended for Greg Olsen,0.280,-0.270
4,3:14,2,10,CAR 20,23,27,Cam Newton pass complete deep right to Greg Olsen for 23 yards (tackle by Major Wright),-0.270,1.800
4,2:44,1,10,CAR 43,23,27,Cam Newton pass incomplete deep left intended for Legedu Naanee (defended by Tim Jennings),1.800,1.250
4,2:38,2,10,CAR 43,23,27,Cam Newton pass complete short right to Jonathan Stewart for -2 yards (tackle by Lance Briggs and Amobi Okoye),1.250,0.300
4,2:05,3,12,CAR 41,23,27,Cam Newton left end for 2 yards (tackle by Julius Peppers),0.300,-0.520
4,1:55,4,10,CAR 43,23,27,Cam Newton pass incomplete deep right intended for Legedu Naanee,-0.520,-2.720
4,1:48,1,10,CAR 43,23,27,Matt Forte right end for 40 yards (tackle by Sherrod Martin),2.720,6.510
4,1:32,,,,23,27,Timeout #1 by Carolina Panthers,0.000,6.510
4,1:32,1,3,CAR 3,23,27,Marion Barber left guard for no gain (tackle by Dan Connor and Sherrod Martin),6.510,5.530
4,1:28,,,,23,27,Timeout #2 by Carolina Panthers,0.000,5.530
4,1:28,2,3,CAR 3,23,33,"Marion Barber left tackle for 3 yards, touchdown",5.530,7.000
4,,,,CAR 2,23,34,Robbie Gould kicks extra point good,0.000,0.000
4,,,,CHI 35,23,34,"Robbie Gould kicks off 70 yards, returned by Jordan Pugh for 28 yards",0.000,0.480
4,1:17,1,10,CAR 23,23,34,Cam Newton pass complete short middle to Greg Olsen for 11 yards (tackle by Brian Urlacher),0.480,1.200
4,0:51,1,10,CAR 34,23,34,Cam Newton pass complete short right to Greg Olsen for 6 yards (tackle by Charles Tillman),1.200,1.470
4,0:46,2,4,CAR 40,23,34,Cam Newton pass complete deep left to Brandon LaFell for 21 yards (tackle by Charles Tillman),1.470,2.980
4,0:37,,,,23,34,Timeout #3 by Carolina Panthers,0.000,2.980
4,0:37,1,10,CHI 39,23,34,Cam Newton pass complete deep middle to Steve Smith for 27 yards (tackle by Brian Urlacher),2.980,4.780
4,0:19,1,10,CHI 12,23,34,Cam Newton spiked the ball,4.780,4.100
4,0:18,2,10,CHI 12,23,34,Cam Newton pass incomplete short middle intended for Legedu Naanee (defended by Brandon Meriweather),4.100,3.120
4,0:14,3,10,CHI 12,23,34,Cam Newton pass complete short left to Legedu Naanee for 9 yards (tackle by Tim Jennings),3.120,3.060
4,0:04,4,1,CHI 3,29,34,"Cam Newton pass complete short left to Greg Olsen for 3 yards, touchdown",3.060,7.000
4,,,,,29,34,"Two Point Attempt: Cam Newton pass incomplete intended for Legedu Naanee, conversion fails",1.000,-1.000
4,,,,CAR 35,29,34,"Olindo Mare kicks off 52 yards, returned by Devin Hester for no gain",0.000,1.270
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
