Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
1,1:14,3,3,BUF 45,0,7,Mark Sanchez pass complete short left to Santonio Holmes for 9 yards (tackle by Leodis McKelvin),1.820,3.180
1,0:38,1,10,BUF 36,0,7,Tim Tebow right tackle for 3 yards (tackle by Spencer Johnson and Jairus Byrd),3.180,3.040
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,7,BUF 33,0,13,"Mark Sanchez pass complete deep left to Stephen Hill for 33 yards, touchdown",3.040,7.000
2,15:00,,,BUF 2,0,14,Nick Folk kicks extra point good,0.000,0.000
2,14:53,,,NYJ 35,0,14,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
2,14:53,1,10,BUF 20,0,14,Fred Jackson left end for 2 yards (tackle by Muhammad Wilkerson and David Harris),0.280,0.000
2,14:12,2,8,BUF 22,0,14,"Penalty on Andy Levitre: False Start, 5 yards (no play)",0.000,-0.790
2,13:55,2,13,BUF 17,0,14,Ryan Fitzpatrick pass incomplete deep right intended for Donald Jones,-0.790,-1.510
2,13:49,3,13,BUF 17,0,14,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 12 yards (tackle by Darrelle Revis),-1.510,-1.440
2,13:49,4,1,BUF 29,0,14,"Penalty on Brian Moorman: Delay of Game, 5 yards (no play)",-1.440,-1.770
2,12:56,4,6,BUF 24,0,20,"Brian Moorman punts 44 yards, returned by Jeremy Kerley for 68 yards, touchdown",-1.770,-7.000
2,,,,BUF 2,0,21,Nick Folk kicks extra point good,0.000,0.000
2,12:40,,,NYJ 35,0,21,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
2,12:40,1,10,BUF 20,0,21,Fred Jackson left guard for 3 yards (tackle by David Harris),0.280,0.140
2,12:01,2,7,BUF 23,0,21,Ryan Fitzpatrick pass complete short right to Steve Johnson for 7 yards (tackle by Darrelle Revis),0.140,0.940
2,11:17,1,10,BUF 30,0,21,Fred Jackson right tackle for 7 yards (tackle by Calvin Pace and LaRon Landry),0.940,1.340
2,10:48,2,3,BUF 37,0,21,C.J. Spiller up the middle for no gain (tackle by Quinton Coples),1.340,0.630
2,10:07,3,3,BUF 37,0,21,Ryan Fitzpatrick pass complete short right to Steve Johnson for 7 yards (tackle by Darrelle Revis),0.630,1.860
2,9:23,1,10,BUF 44,0,21,Ryan Fitzpatrick pass incomplete deep right intended for Donald Jones,1.860,1.320
2,9:17,2,10,BUF 44,6,21,"C.J. Spiller left tackle for 56 yards, touchdown",1.320,7.000
2,9:17,,,NYJ 2,7,21,Rian Lindell kicks extra point good,0.000,0.000
2,9:06,,,BUF 35,7,21,"John Potter kicks off 65 yards, touchback",0.000,0.280
2,9:06,1,10,NYJ 20,7,21,Shonn Greene up the middle for 2 yards (tackle by Kyle Williams),0.280,0.000
2,8:32,2,8,NYJ 22,7,21,Mark Sanchez pass complete short left to Santonio Holmes for 17 yards (tackle by Kelvin Sheppard),0.000,1.530
2,8:06,1,10,NYJ 39,7,21,Shonn Greene right tackle for 4 yards (tackle by Kelvin Sheppard and Arthur Moats),1.530,1.530
2,8:06,2,6,NYJ 43,7,21,Shonn Greene right tackle for 4 yards (tackle by Arthur Moats),1.530,0.000
2,6:42,,,,7,21,Timeout #1 by New York Jets,0.000,1.360
2,6:42,3,2,NYJ 47,7,21,Mark Sanchez pass complete short left to Stephen Hill for 5 yards (tackle by Terrence McGee),1.360,2.390
2,6:01,1,10,BUF 48,7,21,Mark Sanchez pass incomplete deep middle intended for Santonio Holmes,2.390,1.850
2,5:56,2,10,BUF 48,7,21,"Shonn Greene right guard for 5 yards (tackle by Bryan Scott). Shonn Greene fumbles (forced by Bryan Scott), recovered by Shonn Greene at BUF-43",1.850,1.820
2,5:08,3,5,BUF 43,7,21,Mark Sanchez pass complete short right to Santonio Holmes for 17 yards,1.820,3.840
2,4:49,1,10,BUF 26,7,21,Shonn Greene up the middle for 1 yard (tackle by Spencer Johnson and Nick Barnett),3.840,3.430
2,4:15,2,9,BUF 25,7,21,Mark Sanchez pass incomplete short right intended for Shonn Greene,3.430,2.740
2,4:10,3,9,BUF 25,7,21,Mark Sanchez pass complete short right to Jeff Cumberland for 9 yards (tackle by Kelvin Sheppard),2.740,4.510
2,4:10,1,10,BUF 16,7,21,Shonn Greene up the middle for 4 yards (tackle by Nick Barnett),4.510,4.570
2,2:47,2,6,BUF 12,7,21,Tim Tebow left tackle for no gain (tackle by Kyle Williams and Nick Barnett),4.570,3.730
2,2:06,3,6,BUF 12,7,21,Mark Sanchez pass complete short right to Jeremy Kerley for 5 yards,3.730,0.000
,,,,,,,"NYJ challenged the first down ruling, and the play was upheld.",,
2,2:00,,,,7,21,Timeout #3 by New York Jets,0.000,3.010
2,2:00,4,1,BUF 7,7,24,Nick Folk 25 yard field goal good,3.010,3.000
2,1:57,,,NYJ 35,7,24,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
2,1:57,1,10,BUF 20,7,24,"Ryan Fitzpatrick pass complete deep left to C.J. Spiller for 10 yards (tackle by LaRon Landry). C.J. Spiller fumbles (forced by LaRon Landry), recovered by Yeremiah Bell at NYJ-30 and returned for 8 yards, lateral to LaRon Landry for 9 yards. , recovered by LaRon Landry and returned for 9 yards",0.280,-2.060
,,,,,,,"Replay Assistant challenged the incomplete pass ruling, and the play was upheld.",,
2,1:36,1,10,NYJ 47,7,24,Mark Sanchez pass complete short middle to Bilal Powell for 16 yards (tackle by George Wilson),2.060,3.120
2,1:11,1,10,BUF 37,7,24,Mark Sanchez pass complete short right to Chaz Schilens for 8 yards (tackle by Aaron Williams),3.120,3.650
2,0:54,2,2,BUF 29,7,24,Bilal Powell up the middle for 6 yards (tackle by Kyle Williams),3.650,4.040
2,0:36,1,10,BUF 23,7,24,Mark Sanchez pass complete short right to Jeremy Kerley for 7 yards (tackle by Leodis McKelvin),4.040,4.560
2,0:21,2,3,BUF 16,7,24,Mark Sanchez spiked the ball,4.560,3.850
2,0:21,3,3,BUF 16,7,24,"Penalty on Mark Sanchez: Delay of Game, 5 yards (no play)",3.850,3.070
2,0:19,3,8,BUF 21,7,24,Mark Sanchez pass incomplete deep left intended for Santonio Holmes,3.070,2.060
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,0:19,4,8,BUF 21,7,27,Nick Folk 39 yard field goal good,2.060,3.000
2,0:12,,,NYJ 35,7,27,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
2,0:12,1,10,BUF 20,7,27,Ryan Fitzpatrick kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,7,27,"Nick Folk kicks off 68 yards, returned by Leodis McKelvin for 23 yards (tackle by Nick Bellore)",0.000,0.280
3,14:52,1,10,BUF 20,7,27,C.J. Spiller up the middle for 8 yards (tackle by Bart Scott),0.280,0.810
3,14:24,2,2,BUF 28,7,27,C.J. Spiller right end for 8 yards (tackle by LaRon Landry),0.810,1.330
3,14:24,1,10,BUF 36,7,33,"Ryan Fitzpatrick pass incomplete short left intended for David Nelson is intercepted by Antonio Cromartie at BUF-40 and returned for 40 yards, touchdown",1.330,-7.000
3,,,,BUF 2,7,34,Nick Folk kicks extra point good,0.000,0.000
3,13:41,,,NYJ 35,7,34,"Nick Folk kicks off 65 yards, touchback",0.000,0.280
3,13:41,1,10,BUF 20,7,34,"Tashard Choice left end for no gain. Penalty on Cordy Glenn: Offensive Holding, 10 yards (no play)",0.280,-0.760
3,13:20,1,20,BUF 10,7,34,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson,-0.760,-1.510
3,13:16,2,20,BUF 10,7,34,C.J. Spiller left tackle for 6 yards (tackle by David Harris and Yeremiah Bell),-1.510,-1.690
3,12:33,3,14,BUF 16,7,34,Ryan Fitzpatrick pass complete short left to C.J. Spiller for -5 yards (tackle by Ellis Lankster),-1.690,-2.490
3,12:33,4,19,BUF 11,7,34,"Brian Moorman punts 37 yards, out of bounds",-2.490,-2.390
3,11:48,1,10,BUF 48,7,34,Mark Sanchez pass complete deep left to Stephen Hill for 27 yards (tackle by George Wilson and Jairus Byrd),2.390,4.170
3,11:05,1,10,BUF 21,7,34,Shonn Greene right tackle for 3 yards (tackle by Kelvin Sheppard),4.170,4.040
3,10:23,2,7,BUF 18,7,34,Shonn Greene up the middle for 1 yard (tackle by Nick Barnett),4.040,3.460
3,9:45,3,6,BUF 17,7,40,"Mark Sanchez pass complete short right to Stephen Hill for 17 yards, touchdown",3.460,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,9:45,,,BUF 2,7,41,Nick Folk kicks extra point good,0.000,0.000
3,9:38,,,NYJ 35,7,41,"Nick Folk kicks off 64 yards, returned by Leodis McKelvin for 22 yards (tackle by Josh Bush)",0.000,0.480
3,9:32,1,10,BUF 23,7,41,C.J. Spiller up the middle for 5 yards (tackle by Bart Scott),0.480,0.610
3,9:00,2,5,BUF 28,7,41,C.J. Spiller left end for 5 yards (tackle by Antonio Cromartie),0.610,1.140
3,8:26,1,10,BUF 33,7,41,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson (defended by Darrelle Revis),1.140,0.590
3,8:20,2,10,BUF 33,7,41,Ryan Fitzpatrick pass complete short right to Donald Jones for 6 yards (tackle by Darrelle Revis and Antonio Cromartie),0.590,0.700
3,7:33,3,4,BUF 39,7,41,Ryan Fitzpatrick pass incomplete short left intended for David Nelson (defended by LaRon Landry),0.700,2.190
3,6:52,1,10,BUF 49,7,41,C.J. Spiller up the middle for 49 yards (tackle by Antonio Cromartie),2.190,6.740
3,6:03,1,2,NYJ 2,7,41,Tashard Choice right tackle for 1 yard (tackle by Calvin Pace and Bart Scott),6.740,5.910
3,6:03,2,1,NYJ 1,7,41,Tashard Choice up the middle for no gain (tackle by Calvin Pace),5.910,5.170
3,4:52,3,1,NYJ 1,7,41,"Tashard Choice up the middle for 1 yard. Penalty on BUF: False Start, 4 yards (no play)",5.170,4.260
3,4:30,3,5,NYJ 5,13,41,"Ryan Fitzpatrick pass complete short left to Scott Chandler for 5 yards, touchdown",4.260,7.000
3,4:30,,,NYJ 2,14,41,Rian Lindell kicks extra point good,0.000,0.000
3,4:26,,,BUF 35,14,41,"John Potter kicks off 65 yards, touchback",0.000,0.280
3,4:26,1,10,NYJ 20,14,41,Shonn Greene left end for -1 yards (tackle by Chris Kelsay),0.280,-0.460
3,3:48,2,11,NYJ 19,14,41,Mark Sanchez pass complete short middle to Jeff Cumberland for 13 yards (tackle by Da'Norris Searcy),-0.460,1.070
3,3:11,1,10,NYJ 32,14,41,Shonn Greene left end for 6 yards (tackle by Jairus Byrd),1.070,1.340
3,2:32,2,4,NYJ 38,14,41,Shonn Greene up the middle for 3 yards (tackle by Nick Barnett),1.340,0.000
3,1:50,,,,14,41,Timeout #1 by New York Jets,0.000,1.030
3,1:50,3,1,NYJ 41,14,41,Shonn Greene up the middle for 3 yards (tackle by Spencer Johnson),1.030,1.860
3,1:11,1,10,NYJ 44,14,41,Tim Tebow left tackle for 3 yards (tackle by Kelvin Sheppard),1.860,1.720
3,0:34,2,7,NYJ 47,14,41,Shonn Greene right guard for 4 yards (tackle by Kelvin Sheppard and Arthur Moats),1.720,1.550
Quarter,Time,Down,ToGo,Location,BUF,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,3,BUF 49,14,41,"Mark Sanchez up the middle for 3 yards (tackle by Chris Kelsay). Mark Sanchez fumbles (forced by Chris Kelsay), recovered by Chaz Schilens at BUF-41. Penalty on Nick Mangold: Offensive Holding, 10 yards (no play)",1.550,0.230
4,14:26,3,13,NYJ 41,14,41,Mark Sanchez pass incomplete short right intended for Santonio Holmes,0.230,-0.650
4,14:20,4,13,NYJ 41,14,41,Robert Malone punts 55 yards,-0.650,0.380
4,14:11,1,10,BUF 4,14,41,Ryan Fitzpatrick pass incomplete short left intended for David Nelson,-0.380,-0.780
4,14:07,2,10,BUF 4,14,41,C.J. Spiller right end for 4 yards (tackle by Bart Scott and Antonio Cromartie),-0.780,0.000
4,13:43,,,,14,41,Timeout #2 by New York Jets,0.000,-0.950
4,13:43,3,6,BUF 8,14,41,Ryan Fitzpatrick pass complete deep middle to David Nelson for 21 yards (tackle by David Harris),-0.950,0.870
4,12:54,1,10,BUF 29,14,41,Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson (defended by Darrelle Revis),0.870,0.330
4,12:51,2,10,BUF 29,14,41,"C.J. Spiller right end for no gain. Penalty on Andy Levitre: Offensive Holding (Offsetting), Penalty on LaRon Landry: Personal Foul (Offsetting) (no play)",0.330,0.330
4,12:24,2,10,BUF 29,14,41,Ryan Fitzpatrick pass incomplete deep right intended for Steve Johnson,0.330,-0.360
4,12:05,3,10,BUF 29,14,41,Ryan Fitzpatrick pass complete short middle to Donald Jones for 11 yards (tackle by Ellis Lankster),-0.360,1.600
4,11:22,1,10,BUF 40,14,41,C.J. Spiller up the middle for 2 yards (tackle by Kenrick Ellis),1.600,1.320
4,10:46,2,8,BUF 42,14,41,Ryan Fitzpatrick pass complete short right to Scott Chandler for 8 yards (tackle by Yeremiah Bell),1.320,0.000
4,10:21,,,,14,41,Timeout #1 by Buffalo Bills,0.000,2.260
4,10:21,1,10,,14,41,C.J. Spiller left guard for 6 yards (tackle by Marcus Dixon and Mike DeVito),2.260,2.520
4,9:45,2,4,NYJ 44,14,41,C.J. Spiller right guard for 14 yards (tackle by Darrelle Revis),2.520,3.580
4,9:04,1,10,NYJ 30,14,41,"Ryan Fitzpatrick pass complete short left to Donald Jones for 12 yards (tackle by Yeremiah Bell). Penalty on Quinton Coples: Roughing the Passer, 9 yards",3.580,5.140
4,8:39,1,9,NYJ 9,14,41,C.J. Spiller left end for 3 yards (tackle by Mike DeVito),5.140,4.950
4,8:02,2,6,NYJ 6,20,41,"Ryan Fitzpatrick pass complete short left to Donald Jones for 6 yards, touchdown",4.950,7.000
4,8:02,,,NYJ 2,21,41,Rian Lindell kicks extra point good,0.000,0.000
4,7:57,,,BUF 35,21,41,"John Potter kicks off 65 yards, touchback",0.000,0.280
4,7:57,1,10,NYJ 20,21,41,Shonn Greene left end for no gain (tackle by Nick Barnett and Da'Norris Searcy),0.280,0.000
4,7:51,,,,21,41,Timeout #2 by Buffalo Bills,0.000,-0.270
4,7:51,2,10,NYJ 20,21,41,"Penalty on Brandon Moore: False Start, 5 yards (no play)",-0.270,-1.070
4,7:51,2,15,NYJ 15,21,41,Shonn Greene left tackle for 3 yards (tackle by Kelvin Sheppard and Stephon Gilmore),-1.070,0.000
4,7:46,,,,21,41,Timeout #3 by Buffalo Bills,0.000,-1.330
4,7:46,3,12,NYJ 18,21,41,Shonn Greene up the middle for 2 yards,-1.330,-2.030
4,7:04,4,10,NYJ 20,21,41,"Robert Malone punts 48 yards, returned by Leodis McKelvin for 27 yards (tackle by Tanner Purdum)",-2.030,-2.850
4,6:52,1,10,NYJ 41,21,41,Ryan Fitzpatrick pass complete short right to Scott Chandler for 12 yards (tackle by Ellis Lankster),2.850,3.640
4,6:22,1,10,NYJ 29,21,41,Ryan Fitzpatrick pass incomplete deep middle intended for Scott Chandler (defended by Yeremiah Bell),3.640,3.100
4,6:15,2,10,NYJ 29,21,41,Ryan Fitzpatrick pass incomplete short right intended for C.J. Spiller (defended by Isaiah Trufant),3.100,2.410
4,6:10,3,10,NYJ 29,21,41,Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson,2.410,1.500
4,6:06,4,10,NYJ 29,27,41,"Ryan Fitzpatrick pass complete short middle to Steve Johnson for 29 yards, touchdown",1.500,7.000
4,6:06,,,NYJ 2,28,41,Rian Lindell kicks extra point good,0.000,0.000
4,5:58,,,BUF 35,28,41,"John Potter kicks onside 14 yards, recovered by Tim Tebow",0.000,2.320
4,5:54,1,10,BUF 49,28,41,Shonn Greene up the middle for 3 yards,2.320,2.190
4,5:54,2,7,BUF 46,28,41,Mark Sanchez pass complete short middle to Santonio Holmes for 25 yards (tackle by Jairus Byrd),2.190,4.170
4,5:19,1,10,BUF 21,28,41,Shonn Greene up the middle for 2 yards (tackle by Arthur Moats),4.170,3.900
4,5:19,2,8,BUF 19,28,41,Shonn Greene left guard for 3 yards (tackle by Kelvin Sheppard),3.900,3.630
4,5:19,3,5,BUF 16,28,41,Shonn Greene right tackle for 14 yards (tackle by George Wilson),3.630,6.740
4,5:19,1,2,BUF 2,28,41,"Penalty on Tim Tebow: Delay of Game, 5 yards (no play)",6.740,5.600
4,2:06,1,7,BUF 7,28,41,Tim Tebow left end for 1 yard (tackle by Stephon Gilmore),5.600,4.950
4,2:00,2,6,BUF 6,28,41,"Shonn Greene right tackle for 5 yards (tackle by Aaron Williams). Shonn Greene fumbles (forced by Aaron Williams), recovered by Shonn Greene at BUF-1",4.950,5.170
4,1:54,3,1,BUF 1,28,47,"Shonn Greene up the middle for 1 yard, touchdown",5.170,7.000
4,1:54,,,BUF 2,28,48,Nick Folk kicks extra point good,0.000,0.000
4,1:17,,,NYJ 35,28,48,"Nick Folk kicks off 73 yards, returned by Leodis McKelvin for 26 yards (tackle by Isaiah Trufant)",0.000,0.040
4,1:11,1,10,BUF 18,28,48,Tashard Choice up the middle for 7 yards (tackle by David Harris),0.040,0.550
4,0:25,2,3,BUF 25,28,48,Tashard Choice left end for -5 yards (tackle by Bart Scott),0.550,-0.910
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
