Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Zaire Franklin,IND,0,4,4,100.0%,34,8.5,8.5,0,102.1,4.0,16,18,2,0,0,1.0,1,15,4,21.1%
Dallis Flowers,IND,0,6,4,66.7%,36,9.0,6.0,0,82.6,10.2,29,7,0,0,0,0.0,0,5,1,16.7%
Julius Brents,IND,0,5,3,60.0%,18,6.0,3.6,0,67.1,5.0,14,4,0,0,0,0.0,0,4,2,33.3%
Julian Blackmon,IND,0,3,3,100.0%,29,9.7,9.7,0,106.9,6.7,20,9,2,0,0,0.0,0,12,1,7.7%
Shaquille Leonard,IND,0,3,3,100.0%,36,12.0,12.0,0,116.7,-0.7,-2,38,2,0,0,0.0,0,6,2,25.0%
Rodney Thomas II,IND,0,2,2,100.0%,27,13.5,13.5,0,118.7,12.5,25,2,0,0,0,0.0,0,5,2,28.6%
Samson Ebukam,IND,0,1,1,100.0%,4,4.0,4.0,0,83.3,-2.0,-2,6,0,0,0,1.0,1,5,1,16.7%
Kenny Moore,IND,0,2,1,50.0%,6,6.0,3.0,0,56.2,12.0,3,3,4,0,0,0.0,0,4,0,0.0%
E.J. Speed,IND,0,3,1,33.3%,12,12.0,4.0,0,46.5,3.3,3,9,5,0,0,0.0,0,4,1,20.0%
Kwity Paye,IND,0,1,0,0.0%,,,0.0,,39.6,1.0,,,1,1,0,1.0,2,3,0,0.0%
Taven Bryan,IND,0,0,0,,,,,,,,,,0,0,0,1.0,1,2,0,0.0%
Tyquan Lewis,IND,0,0,0,,,,,,,,,,0,1,0,0.0,1,1,0,0.0%
Grant Stuard,IND,0,0,0,,,,,,,,,,1,0,0,0.0,0,1,0,0.0%
DeForest Buckner,IND,0,0,0,,,,,,,,,,0,0,0,0.0,0,2,1,33.3%
Player,Tm,Int,Tgt,Cmp,Cmp%,Yds,Yds/Cmp,Yds/Tgt,TD,Rat,DADOT,Air,YAC,Bltz,Hrry,QBKD,Sk,Prss,Comb,MTkl,MTkl%
Brandon Stephens,BAL,0,13,9,69.2%,69,7.7,5.3,0,81.9,8.1,35,34,0,0,0,0.0,0,11,0,0.0%
Patrick Queen,BAL,0,5,5,100.0%,44,8.8,8.8,1,142.9,5.0,25,19,4,0,0,0.0,0,12,1,7.7%
Kyle Hamilton,BAL,0,5,3,60.0%,11,3.7,2.2,0,64.6,5.0,-1,12,12,0,0,3.0,3,9,0,0.0%
Roquan Smith,BAL,0,4,2,50.0%,17,8.5,4.3,0,61.5,3.8,7,10,8,0,0,0.5,1,12,1,7.7%
Geno Stone,BAL,0,2,2,100.0%,41,20.5,20.5,0,118.7,19.5,39,2,3,1,0,0.0,1,7,0,0.0%
Daryl Worley,BAL,0,3,2,66.7%,15,7.5,5.0,0,78.5,5.3,9,6,0,0,0,0.0,0,7,0,0.0%
Ronald Darby,BAL,0,6,2,33.3%,19,9.5,3.2,0,43.1,18.3,17,2,0,0,0,0.0,0,2,0,0.0%
Jeremiah Moon,BAL,0,1,1,100.0%,2,2.0,2.0,0,79.2,2.0,2,0,2,0,0,0.0,0,5,0,0.0%
Rock Ya-Sin,BAL,0,1,1,100.0%,9,9.0,9.0,0,104.2,0.0,0,9,0,0,0,0.0,0,1,0,0.0%
Jadeveon Clowney,BAL,0,0,0,,,,,,,,,,4,0,1,0.5,2,3,0,0.0%
Michael Pierce,BAL,0,0,0,,,,,,,,,,0,1,0,0.0,1,5,0,0.0%
Tavius Robinson,BAL,0,1,0,0.0%,,,0.0,,39.6,8.0,,,0,0,0,0.0,0,3,0,0.0%
Jordan Stout,BAL,0,1,0,0.0%,,,0.0,,39.6,-2.0,,,0,0,0,0.0,0,0,0,
Malik Harrison,BAL,0,0,0,,,,,,,,,,1,0,0,0.0,0,0,1,100.0%
