Week,Day,Date,Time,Winner/tie,Unnamed: 5,Loser/tie,Unnamed: 7,PtsW,PtsL,YdsW,TOW,YdsL,TOL,url,Home,Away,File
Week1,Thu,2013-09-05,9:13PM,Denver Broncos,,Baltimore Ravens,boxscore,49,27,510,2,393,2,https://www.pro-football-reference.com/boxscores/201309050den.htm,DEN,BAL,2013_Week1_DEN_vs_BAL
Week1,Sun,2013-09-08,1:02PM,New England Patriots,@,Buffalo Bills,boxscore,23,21,431,3,286,2,https://www.pro-football-reference.com/boxscores/201309080buf.htm,BUF,NE,2013_Week1_BUF_vs_NE
Week1,Sun,2013-09-08,1:02PM,Chicago Bears,,Cincinnati Bengals,boxscore,24,21,323,1,340,3,https://www.pro-football-reference.com/boxscores/201309080chi.htm,CHI,CIN,2013_Week1_CHI_vs_CIN
Week1,Sun,2013-09-08,1:02PM,Miami Dolphins,@,Cleveland Browns,boxscore,23,10,275,1,291,3,https://www.pro-football-reference.com/boxscores/201309080cle.htm,CLE,MIA,2013_Week1_CLE_vs_MIA
Week1,Sun,2013-09-08,1:02PM,Indianapolis Colts,,Oakland Raiders,boxscore,21,17,274,0,372,2,https://www.pro-football-reference.com/boxscores/201309080clt.htm,IND,LVR,2013_Week1_IND_vs_LVR
Week1,Sun,2013-09-08,1:02PM,Detroit Lions,,Minnesota Vikings,boxscore,34,24,469,2,330,4,https://www.pro-football-reference.com/boxscores/201309080det.htm,DET,MIN,2013_Week1_DET_vs_MIN
Week1,Sun,2013-09-08,1:02PM,Tennessee Titans,@,Pittsburgh Steelers,boxscore,16,9,229,0,194,2,https://www.pro-football-reference.com/boxscores/201309080pit.htm,PIT,TEN,2013_Week1_PIT_vs_TEN
Week1,Sun,2013-09-08,1:03PM,New Orleans Saints,,Atlanta Falcons,boxscore,23,17,419,1,367,2,https://www.pro-football-reference.com/boxscores/201309080nor.htm,NO,ATL,2013_Week1_NO_vs_ATL
Week1,Sun,2013-09-08,1:03PM,Kansas City Chiefs,@,Jacksonville Jaguars,boxscore,28,2,292,0,178,2,https://www.pro-football-reference.com/boxscores/201309080jax.htm,JAX,KC,2013_Week1_JAX_vs_KC
Week1,Sun,2013-09-08,1:03PM,New York Jets,,Tampa Bay Buccaneers,boxscore,18,17,304,2,250,2,https://www.pro-football-reference.com/boxscores/201309080nyj.htm,NYJ,TB,2013_Week1_NYJ_vs_TB
Week1,Sun,2013-09-08,1:04PM,Seattle Seahawks,@,Carolina Panthers,boxscore,12,7,370,1,253,2,https://www.pro-football-reference.com/boxscores/201309080car.htm,CAR,SEA,2013_Week1_CAR_vs_SEA
Week1,Sun,2013-09-08,4:23PM,St. Louis Rams,,Arizona Cardinals,boxscore,27,24,366,2,390,2,https://www.pro-football-reference.com/boxscores/201309080ram.htm,LAR,ARI,2013_Week1_LAR_vs_ARI
Week1,Sun,2013-09-08,4:26PM,San Francisco 49ers,,Green Bay Packers,boxscore,34,28,494,0,385,2,https://www.pro-football-reference.com/boxscores/201309080sfo.htm,SF,GB,2013_Week1_SF_vs_GB
Week1,Sun,2013-09-08,8:30PM,Dallas Cowboys,,New York Giants,boxscore,36,31,331,1,478,6,https://www.pro-football-reference.com/boxscores/201309080dal.htm,DAL,NYG,2013_Week1_DAL_vs_NYG
Week1,Mon,2013-09-09,7:10PM,Philadelphia Eagles,@,Washington Redskins,boxscore,33,27,443,2,382,3,https://www.pro-football-reference.com/boxscores/201309090was.htm,WAS,PHI,2013_Week1_WAS_vs_PHI
Week1,Mon,2013-09-09,10:25PM,Houston Texans,@,San Diego Chargers,boxscore,31,28,449,1,263,1,https://www.pro-football-reference.com/boxscores/201309090sdg.htm,LAC,HOU,2013_Week1_LAC_vs_HOU
