Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Mike Davis,CAR,16,89,0,3,21,1.3,68,4.3,5,3.2
Curtis Samuel,CAR,4,28,0,1,8,2.0,20,5.0,1,4.0
Teddy Bridgewater,CAR,3,3,0,0,1,0.3,2,0.7,1,3.0
Trenton Cannon,CAR,2,-1,0,,-3,-1.5,2,1.0,0,
Robbie Chosen,CAR,1,3,0,0,1,1.0,2,2.0,0,
Alex Armah,CAR,1,2,0,1,0,0.0,2,2.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Todd Gurley,ATL,14,121,1,6,34,2.4,87,6.2,3,4.7
Brian Hill,ATL,6,39,0,3,11,1.8,28,4.7,2,3.0
Ito Smith,ATL,2,6,0,,3,1.5,3,1.5,0,
Matt Ryan,ATL,1,-1,0,0,-1,-1.0,0,0.0,0,
Keith Smith,ATL,1,1,0,1,0,0.0,1,1.0,0,
