Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,KAN 30,0,0,"Ryan Succop kicks off 63 yards, returned by Josh Cribbs for 18 yards (tackle by Justin Rogers)",0.000,0.610
1,14:55,1,10,CLE 25,0,0,Jerome Harrison right tackle for 9 yards (tackle by Brandon Carr),0.610,1.280
1,14:21,2,1,CLE 34,0,0,Jerome Harrison right tackle for 3 yards (tackle by Tyson Jackson),1.280,1.400
1,13:41,1,10,CLE 37,0,0,Brady Quinn pass incomplete short left intended for Michael Gaines,1.400,0.860
1,13:37,2,10,CLE 37,0,0,Brady Quinn pass complete short right to Chansi Stuckey for 11 yards (tackle by Brandon Flowers),0.860,2.130
1,13:37,1,10,CLE 48,0,0,Brady Quinn middle for 3 yards (tackle by Ron Edwards),2.130,1.990
1,12:58,2,7,KAN 49,0,0,Jerome Harrison middle for 7 yards (tackle by Mike Brown and Corey Mays),1.990,2.790
1,12:20,1,10,KAN 42,0,0,Brady Quinn pass complete short left to Jerome Harrison for 8 yards,2.790,3.320
1,11:47,2,2,KAN 34,0,0,Chris Jennings middle for 5 yards (tackle by Wallace Gilberry),3.320,3.640
1,11:29,1,10,KAN 29,0,0,Chris Jennings right end for no gain (tackle by Mike Vrabel),3.640,3.100
1,10:50,2,10,KAN 29,0,0,Brady Quinn pass incomplete deep right intended for Mohamed Massaquoi,3.100,2.410
1,10:30,3,10,KAN 29,0,0,Brady Quinn pass incomplete deep right intended for Mohamed Massaquoi,2.410,1.500
1,10:18,4,10,KAN 29,3,0,Phil Dawson 47 yard field goal good,1.500,3.000
1,,,,CLE 30,3,0,"Phil Dawson kicks off 55 yards, returned by Mark Bradley for 13 yards (tackle by Brandon McDonald)",0.000,0.810
1,10:08,1,10,KAN 28,3,0,Jamaal Charles right end for 2 yards (tackle by Jason Trusnik),0.810,0.530
1,9:34,2,8,KAN 30,3,0,Jamaal Charles left guard for -1 yards (tackle by Corey Williams),0.530,-0.300
1,9:14,3,9,KAN 29,3,0,Matt Cassel pass complete short left to Dwayne Bowe for 10 yards (tackle by Mike Adams),-0.300,1.530
1,8:43,1,10,KAN 39,3,0,Matt Cassel pass complete short right to Jamaal Charles for 8 yards (tackle by Eric Wright),1.530,2.070
1,8:11,2,2,KAN 47,3,0,Matt Cassel pass complete short right to Brad Cottam for 17 yards (tackle by Mike Adams),2.070,3.180
1,7:49,1,10,CLE 36,3,0,"Tim Castille middle for 1 yard (tackle by Corey Williams and David Bowens). Tim Castille fumbles (forced by Corey Williams), recovered by Matt Roth at CLE-35 and returned for 7 yards (tackle by Wade Smith)",3.180,-1.730
,,,,,,,"KAN challenged the fumble ruling, and the play was upheld.",,
1,7:41,1,10,CLE 42,3,0,Jerome Harrison middle for 4 yards (tackle by Demorrio Williams),1.730,1.730
1,7:10,2,6,CLE 46,3,0,Josh Cribbs middle for 2 yards (tackle by Jovan Belcher),1.730,1.290
1,6:28,3,4,CLE 48,3,0,Brady Quinn pass incomplete deep left intended for Brian Robiskie is intercepted by Brandon Carr at KAN-20 and returned for 31 yards,1.290,-2.320
1,6:10,1,10,CLE 49,3,0,"Matt Cassel pass incomplete short left intended for Tim Castille. Penalty on Andy Alleman: Ineligible Downfield Pas, 5 yards (no play)",2.320,1.990
1,6:05,1,15,KAN 46,3,0,Matt Cassel for 5 yards (tackle by Eric Wright),1.990,1.780
1,5:44,2,10,CLE 49,3,0,Matt Cassel pass complete deep left to Chris Chambers for 31 yards (tackle by Brandon McDonald),1.780,4.370
1,5:06,1,10,CLE 18,3,0,Jamaal Charles right end for 6 yards (tackle by Eric Wright and Kaluka Maiava),4.370,4.810
1,4:25,2,4,CLE 12,3,0,Matt Cassel pass incomplete short left intended for Jamaal Charles,4.810,4.030
1,4:20,3,4,CLE 12,3,0,Matt Cassel pass incomplete short middle intended for Dwayne Bowe,4.030,2.710
1,4:15,4,4,CLE 12,3,3,Ryan Succop 30 yard field goal good,2.710,3.000
1,,,,KAN 30,9,3,"Ryan Succop kicks off 70 yards, returned by Josh Cribbs for 100 yards, touchdown",0.000,7.000
1,,,,KAN 2,10,3,Phil Dawson kicks extra point good,0.000,0.000
1,,,,CLE 30,10,3,"Phil Dawson kicks off 70 yards, returned by Mark Bradley for 20 yards (tackle by Gerard Lawson)",0.000,0.280
1,3:50,1,10,KAN 20,10,3,Jamaal Charles middle for 1 yard (tackle by Kenyon Coleman),0.280,-0.130
1,3:20,2,9,KAN 21,10,3,Matt Cassel pass complete short middle to Leonard Pope for 12 yards (tackle by Jason Trusnik),-0.130,1.140
1,2:47,1,10,KAN 33,10,3,"Matt Cassel pass incomplete short right intended for Jamaal Charles. Penalty on Matt Cassel: Intentional Grounding, 14 yards",1.140,-1.360
1,2:41,2,24,KAN 19,10,3,Matt Cassel pass complete short left to Mike Cox for 8 yards (tackle by David Bowens and Kamerion Wimbley),-1.360,-0.890
1,2:18,3,16,KAN 27,10,3,Matt Cassel pass incomplete deep right intended for Dwayne Bowe,-0.890,-1.570
1,2:12,4,16,KAN 27,10,3,"Dustin Colquitt punts 30 yards, returned by Gerard Lawson for 4 yards (tackle by Thomas Gafford)",-1.570,-2.060
1,2:04,1,10,CLE 47,10,3,Jerome Harrison right end for 3 yards (tackle by Mike Brown),2.060,1.920
1,1:48,2,7,,10,3,Jerome Harrison middle for 4 yards (tackle by Tamba Hali),1.920,1.750
1,1:05,3,3,KAN 46,10,3,Brady Quinn pass complete short right to Chansi Stuckey for 4 yards (tackle by Travis Daniels),1.750,2.790
1,0:38,1,10,KAN 42,10,3,Jerome Harrison left tackle for 7 yards (tackle by DaJuan Morgan),2.790,3.190
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,3,KAN 35,10,3,Jerome Harrison middle for 14 yards (tackle by Mike Brown),3.190,4.170
2,14:33,1,10,KAN 21,10,3,Jerome Harrison middle for 4 yards (tackle by Demorrio Williams and Tyson Jackson),4.170,4.200
2,13:57,2,6,KAN 17,10,3,Chris Jennings middle for 3 yards (tackle by Demorrio Williams),4.200,4.020
2,13:14,3,3,KAN 14,10,3,Chris Jennings middle for 1 yard (tackle by Mike Vrabel),4.020,2.690
2,12:36,4,2,KAN 13,13,3,Phil Dawson 30 yard field goal good,2.690,3.000
2,,,,CLE 30,13,3,"Phil Dawson kicks off 61 yards, returned by Mark Bradley for 19 yards (tackle by Brandon McDonald)",0.000,0.810
2,12:26,1,10,KAN 28,13,3,Jamaal Charles right tackle for 4 yards (tackle by Corey Williams),0.810,0.800
2,11:53,2,6,KAN 32,13,3,Jamaal Charles right guard for 6 yards (tackle by David Bowens and Matt Roth),0.800,1.470
2,11:28,1,10,KAN 38,13,3,Jamaal Charles left guard for 7 yards (tackle by Jason Trusnik),1.470,1.870
2,11:02,2,3,KAN 45,13,3,Jamaal Charles middle for 7 yards (tackle by Abram Elam),1.870,2.390
2,10:34,1,10,CLE 48,13,3,Matt Cassel pass complete deep left to Chris Chambers for 39 yards (tackle by Eric Wright),2.390,5.140
2,10:09,1,9,CLE 9,13,9,"Matt Cassel pass complete short left to Chris Chambers for 9 yards, touchdown",5.140,7.000
2,,,,CLE 2,13,10,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,13,10,"Ryan Succop kicks off 73 yards, returned by Josh Cribbs for 31 yards (tackle by Jovan Belcher)",0.000,0.810
2,9:58,1,10,CLE 28,13,10,Jerome Harrison left guard for 7 yards (tackle by Demorrio Williams),0.810,1.210
2,9:27,2,3,CLE 35,13,10,Jerome Harrison middle for 7 yards (tackle by DaJuan Morgan),1.210,1.730
2,8:52,1,10,CLE 42,13,10,Josh Cribbs for 4 yards (tackle by Demorrio Williams),1.730,1.730
2,8:22,2,6,CLE 46,13,10,Chris Jennings right tackle for 2 yards (tackle by Corey Mays),1.730,1.290
2,7:37,3,4,CLE 48,13,10,Brady Quinn pass complete short middle to Mohamed Massaquoi for 3 yards (tackle by Brandon Carr),1.290,0.000
2,6:54,4,1,KAN 49,13,10,"Reggie Hodges punts 34 yards, fair catch by Mark Bradley",0.000,0.220
2,6:46,1,10,KAN 15,13,10,Jamaal Charles right tackle for 4 yards (tackle by Matt Roth),-0.220,-0.110
2,6:15,2,6,KAN 19,13,10,Matt Cassel pass complete deep right to Brad Cottam for 24 yards (tackle by Brandon McDonald),-0.110,1.800
2,5:32,1,10,KAN 43,13,10,Matt Cassel pass complete short left to Chris Chambers for 5 yards (tackle by Kamerion Wimbley and Eric Wright),1.800,1.930
2,4:56,2,5,KAN 48,13,10,Matt Cassel left guard for 5 yards (tackle by Kamerion Wimbley),1.930,2.460
2,4:19,1,10,CLE 47,13,16,"Jamaal Charles left end for 47 yards, touchdown",2.460,7.000
2,,,,,13,16,"Penalty on Corey Williams: Encroachment, 5 yards",0.000,0.000
2,,,,CLE 2,13,17,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 35,13,17,"Ryan Succop kicks off 60 yards, returned by Josh Cribbs for 17 yards (tackle by Andy Studebaker). Penalty on Arnold Harrison: Offensive Holding, 10 yards",0.000,-0.350
2,4:04,1,10,CLE 12,13,17,Jerome Harrison left tackle for 4 yards (tackle by Demorrio Williams),-0.350,-0.370
2,3:27,2,6,CLE 16,13,17,Brady Quinn pass incomplete (defended by Ron Edwards),-0.370,-0.950
2,3:21,3,6,CLE 16,13,17,Brady Quinn pass complete short left to Jerome Harrison for 4 yards (tackle by Tamba Hali),-0.950,-2.030
2,2:49,4,2,CLE 20,13,23,"Reggie Hodges for no gain. Reggie Hodges fumbles, recovered by Andy Studebaker at CLE--1, touchdown. Penalty on CLE: Illegal Motion (Declined)",-2.030,-7.000
2,,,,CLE 2,13,24,Ryan Succop kicks extra point good,0.000,0.000
2,,,,KAN 30,19,24,"Ryan Succop kicks off 73 yards, returned by Josh Cribbs for 103 yards, touchdown",0.000,7.000
2,,,,KAN 2,20,24,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,20,24,"Phil Dawson kicks off 60 yards, returned by Mark Bradley for 24 yards (tackle by Brian Robiskie)",0.000,1.200
2,2:23,1,10,KAN 34,20,24,Jamaal Charles left end for 6 yards (tackle by Mike Adams),1.200,1.470
2,1:59,2,4,KAN 40,20,24,Jamaal Charles right guard for 5 yards (tackle by Hank Poteat),1.470,1.930
2,1:34,1,10,KAN 45,20,24,Matt Cassel pass complete short right to Dwayne Bowe for 8 yards (tackle by Abram Elam),1.930,2.460
2,1:15,2,2,CLE 47,20,24,"Jamaal Charles for no gain. Penalty on David Bowens: Illegal Use of Hands (Offsetting), Penalty on Mark Bradley: Offensive Holding (Offsetting) (no play)",2.460,2.460
2,1:15,2,2,CLE 47,20,24,Matt Cassel pass complete short left to Jamaal Charles for 8 yards (tackle by Eric Wright),2.460,2.980
2,1:05,1,10,CLE 39,20,24,Matt Cassel pass incomplete short middle intended for Leonard Pope,2.980,2.440
2,1:01,2,10,CLE 39,20,24,Matt Cassel sacked by Matt Roth for -8 yards,2.440,0.700
2,0:51,,,,20,24,Timeout #2 by Kansas City Chiefs,0.000,0.700
2,0:51,3,18,CLE 47,20,24,Matt Cassel pass complete short right to Leonard Pope for 7 yards (tackle by Mike Adams),0.700,0.590
2,0:35,,,,20,24,Timeout #3 by Kansas City Chiefs,0.000,0.590
2,0:34,4,11,CLE 40,20,24,Dustin Colquitt punts 21 yards,0.590,-0.150
2,0:26,1,10,CLE 19,20,24,Brady Quinn kneels for -1 yards,0.150,-0.560
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 30,20,24,"Phil Dawson kicks off 51 yards, returned by Mark Bradley for 10 yards (tackle by Brian Robiskie)",0.000,0.870
3,14:55,1,10,KAN 29,20,24,Jamaal Charles middle for 4 yards (tackle by Kenyon Coleman),0.870,0.870
3,14:22,2,6,KAN 33,20,24,Matt Cassel pass incomplete (defended by Corey Williams),0.870,0.170
3,14:16,3,6,KAN 33,20,24,Matt Cassel pass incomplete short left intended for Mark Bradley,0.170,-1.180
3,14:11,4,6,KAN 33,20,24,"Dustin Colquitt punts 55 yards, returned by Josh Cribbs for 6 yards (tackle by Jovan Belcher)",-1.180,-0.040
3,13:59,1,10,CLE 18,20,24,Jerome Harrison left tackle for 11 yards (tackle by DaJuan Morgan),0.040,0.870
3,13:27,1,10,CLE 29,26,24,"Jerome Harrison middle for 71 yards, touchdown",0.870,7.000
3,,,,KAN 2,27,24,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,27,24,"Phil Dawson kicks off 64 yards, returned by Mark Bradley for 20 yards (tackle by Ramzee Robinson)",0.000,0.670
3,13:09,1,10,KAN 26,27,24,Jamaal Charles right tackle for -1 yards (tackle by Kenyon Coleman),0.670,-0.010
3,12:34,2,11,KAN 25,27,24,Jamaal Charles left tackle for 9 yards (tackle by Eric Wright),-0.010,0.500
3,12:11,,,,27,24,Timeout #1 by Cleveland Browns,0.000,0.500
3,12:11,3,2,KAN 34,27,24,Matt Cassel pass incomplete short left intended for Jake O'Connell,0.500,-1.110
3,12:07,4,2,KAN 34,27,24,"Dustin Colquitt punts 59 yards, returned by Josh Cribbs for 12 yards (tackle by Mike Richardson)",-1.110,-0.150
3,11:54,1,10,CLE 19,27,24,Jerome Harrison middle for 1 yard (tackle by Tyson Jackson),0.150,-0.200
3,11:21,2,9,CLE 20,27,24,Brady Quinn pass complete short right to Chansi Stuckey for 8 yards (tackle by Brandon Flowers),-0.200,0.100
3,10:47,3,1,CLE 28,27,24,Jerome Harrison left end for 17 yards (tackle by DaJuan Morgan),0.100,1.930
3,10:16,1,10,CLE 45,27,24,Brady Quinn pass incomplete deep middle intended for Mohamed Massaquoi is intercepted by Brandon Flowers at KAN-6,1.930,0.380
3,10:07,1,10,KAN 6,27,24,Tim Castille middle for 2 yards (tackle by Ahtyba Rubin),-0.380,-0.630
3,9:29,2,8,KAN 8,27,24,Matt Cassel pass incomplete short left intended for Jake O'Connell,-0.630,-1.190
3,9:24,3,8,KAN 8,27,24,Matt Cassel pass incomplete short right intended for Dwayne Bowe,-1.190,-2.490
3,9:19,4,8,KAN 8,27,24,"Dustin Colquitt punts 56 yards, returned by Josh Cribbs for 16 yards (tackle by Thomas Gafford)",-2.490,-2.390
3,9:08,1,10,KAN 48,27,24,Jerome Harrison left tackle for 1 yard (tackle by Tamba Hali),2.390,1.980
3,8:29,2,9,KAN 47,27,24,Brady Quinn pass complete short right to Josh Cribbs for 3 yards (tackle by Demorrio Williams),1.980,1.690
3,7:54,3,6,KAN 44,27,24,Josh Cribbs left end for 2 yards (tackle by Wallace Gilberry),1.690,0.460
3,7:18,4,4,KAN 42,27,24,"Reggie Hodges punts 32 yards, fair catch by Mark Bradley",0.460,0.370
3,7:09,1,10,KAN 11,27,24,Jamaal Charles left tackle for 8 yards (tackle by David Bowens),-0.370,0.170
3,6:43,2,2,KAN 19,27,24,Jamaal Charles middle for 5 yards (tackle by Ahtyba Rubin),0.170,0.540
3,6:13,1,10,KAN 24,27,24,Matt Cassel pass incomplete short right intended for Dwayne Bowe,0.540,0.000
3,6:09,2,10,KAN 24,27,24,Matt Cassel pass complete short right to Leonard Pope for 4 yards (tackle by Abram Elam),0.000,-0.160
3,5:36,3,6,KAN 28,27,24,Matt Cassel pass incomplete deep middle intended for Mark Bradley,-0.160,-1.500
3,5:31,4,6,KAN 28,27,24,"Dustin Colquitt punts 53 yards, returned by Josh Cribbs for 2 yards (tackle by Mike Richardson)",-1.500,-0.340
3,5:18,1,10,CLE 21,27,24,Jerome Harrison left tackle for 6 yards (tackle by Demorrio Williams),0.340,0.610
3,4:34,2,4,CLE 27,27,24,Brady Quinn pass incomplete short left intended for Jerome Harrison,0.610,-0.100
3,4:28,3,4,CLE 27,27,24,Brady Quinn pass complete short middle to Evan Moore for 7 yards (tackle by Derrick Johnson),-0.100,1.200
3,3:53,1,10,CLE 34,27,24,Jerome Harrison right tackle for 9 yards (tackle by Mike Brown),1.200,1.870
3,3:15,2,1,CLE 43,27,24,Jerome Harrison middle for 3 yards (tackle by Wallace Gilberry),1.870,1.990
3,2:34,1,10,CLE 46,27,24,Chris Jennings middle for 2 yards (tackle by Wallace Gilberry),1.990,1.720
3,1:49,2,8,CLE 48,27,24,Brady Quinn pass complete short left to Chansi Stuckey for 8 yards (tackle by Brandon Carr),1.720,2.650
3,1:14,1,10,KAN 44,27,24,Jerome Harrison middle for 4 yards (tackle by Demorrio Williams),2.650,2.650
3,0:31,2,6,KAN 40,27,24,Brady Quinn pass complete short left to Chansi Stuckey for 10 yards (tackle by Mike Vrabel),2.650,3.580
Quarter,Time,Down,ToGo,Location,CLE,KAN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,KAN 30,27,24,Jerome Harrison middle for 4 yards (tackle by Ron Edwards),3.580,3.570
4,14:25,2,6,KAN 26,27,24,Jerome Harrison middle for 5 yards (tackle by Demorrio Williams),3.570,3.530
4,13:41,3,1,KAN 21,27,24,Jerome Harrison middle for no gain (tackle by Dion Gales),3.530,2.210
4,12:58,4,1,KAN 21,27,24,Brady Quinn middle for 13 yards (tackle by Brandon Flowers),2.210,5.370
4,12:14,1,8,KAN 8,33,24,"Jerome Harrison middle for 8 yards, touchdown",5.370,7.000
4,,,,KAN 2,34,24,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,34,24,"Phil Dawson kicks off 67 yards, returned by Jamaal Charles for 24 yards (tackle by Blake Costanzo). Jamaal Charles fumbles (forced by Blake Costanzo), ball out of bounds at KAN-27",0.000,0.740
4,12:04,1,10,KAN 27,34,24,Jamaal Charles right tackle for -1 yards (tackle by Eric Wright),0.740,0.060
4,11:31,2,11,KAN 26,34,24,Matt Cassel pass complete short right to Brad Cottam for 16 yards (tackle by Brandon McDonald),0.060,1.730
4,11:12,1,10,KAN 42,34,24,Jamaal Charles right tackle for -1 yards (tackle by Kenyon Coleman),1.730,1.050
4,10:35,2,11,KAN 41,34,24,Jamaal Charles middle for 9 yards (tackle by Kamerion Wimbley),1.050,1.550
4,10:11,3,2,,34,24,Jamaal Charles right tackle for 5 yards (tackle by David Bowens),1.550,2.590
4,9:38,1,10,CLE 45,34,24,Javarris Williams middle for 1 yard (tackle by David Bowens),2.590,2.180
4,9:09,2,9,CLE 44,34,24,Matt Cassel pass complete deep left to Chris Chambers for 30 yards,2.180,4.650
4,8:54,1,10,CLE 14,34,24,Jamaal Charles right tackle for 5 yards (tackle by Kenyon Coleman),4.650,4.900
4,8:22,2,5,CLE 9,34,24,Matt Cassel pass incomplete short middle intended for Brad Cottam (defended by Kaluka Maiava),4.900,4.050
4,8:17,3,5,CLE 9,34,24,Matt Cassel pass incomplete short middle intended for Terrance Copper,4.050,2.880
4,8:12,4,5,CLE 9,34,27,Ryan Succop 27 yard field goal good,2.880,3.000
4,,,,KAN 30,34,27,"Ryan Succop kicks off 46 yards. Penalty on Andy Studebaker: Unnecessary Roughness, 15 yards",0.000,1.530
4,8:06,1,10,CLE 39,34,27,Jerome Harrison middle for 14 yards (tackle by DaJuan Morgan),1.530,2.460
4,7:21,1,10,KAN 47,34,27,Jerome Harrison middle for 6 yards (tackle by DaJuan Morgan),2.460,2.720
4,6:38,2,4,KAN 41,34,27,Jerome Harrison left end for 5 yards (tackle by Demorrio Williams),2.720,3.180
4,5:53,1,10,KAN 36,34,27,Jerome Harrison middle for 2 yards (tackle by Corey Mays),3.180,2.910
4,5:08,2,8,KAN 34,34,27,Chris Jennings left end for 5 yards (tackle by DaJuan Morgan),2.910,2.870
4,4:44,3,3,KAN 29,34,27,"Penalty on Eric Steinbach: False Start, 5 yards (no play)",2.870,2.210
4,4:40,3,8,KAN 34,34,27,Josh Cribbs pass incomplete deep left intended for Chansi Stuckey (defended by Brandon Carr),2.210,1.060
4,4:31,4,8,KAN 34,34,27,Phil Dawson 52 yard field goal no good,1.060,-1.730
4,4:26,1,10,KAN 42,34,27,Matt Cassel pass complete deep middle to Dwayne Bowe for 23 yards (tackle by Abram Elam),1.730,3.250
,,,,,,,"CLE challenged the pass completion ruling, and the play was upheld.",,
4,3:55,1,10,CLE 35,34,27,Matt Cassel pass complete short right to Brad Cottam for 5 yards (tackle by Matt Roth),3.250,3.380
4,3:43,2,5,CLE 30,34,27,Jamaal Charles middle for 3 yards (tackle by David Bowens),3.380,3.070
4,3:11,3,2,CLE 27,34,27,Jamaal Charles left end for 11 yards (tackle by Mike Adams),3.070,4.510
4,3:05,1,10,CLE 16,34,27,Matt Cassel pass incomplete short middle intended for Dwayne Bowe,4.510,3.900
4,3:00,2,10,CLE 16,34,27,Matt Cassel pass incomplete deep middle intended for Leonard Pope (defended by Jason Trusnik),3.900,3.080
4,2:56,3,10,CLE 16,34,27,Jamaal Charles left end for 4 yards (tackle by Kaluka Maiava),3.080,2.660
4,2:26,4,6,CLE 12,34,33,"Matt Cassel pass complete short middle to Mark Bradley for 12 yards, touchdown",2.660,7.000
4,,,,CLE 2,34,34,Ryan Succop kicks extra point good,0.000,0.000
4,,,,KAN 30,34,34,"Ryan Succop kicks off 49 yards, returned by Gerard Lawson for 9 yards (tackle by Travis Daniels)",0.000,0.940
4,2:14,1,10,CLE 30,34,34,Jerome Harrison middle for 5 yards (tackle by Tyson Jackson),0.940,1.070
4,2:00,2,5,CLE 35,34,34,Jerome Harrison left end for 4 yards (tackle by Wallace Gilberry),1.070,0.890
4,1:19,3,1,CLE 39,34,34,Brady Quinn right end for 24 yards (tackle by Demorrio Williams),0.890,3.120
4,1:13,1,10,KAN 37,34,34,Jerome Harrison middle for 3 yards (tackle by Demorrio Williams),3.120,2.980
4,1:01,,,,34,34,Timeout #1 by Kansas City Chiefs,0.000,2.980
4,1:01,2,7,KAN 34,34,34,Jerome Harrison left end for 6 yards (tackle by DaJuan Morgan),2.980,3.070
4,0:52,,,,34,34,Timeout #2 by Kansas City Chiefs,0.000,3.070
4,0:52,3,1,KAN 28,40,34,"Jerome Harrison right end for 28 yards, touchdown",3.070,7.000
4,,,,KAN 2,41,34,Phil Dawson kicks extra point good,0.000,0.000
4,,,,CLE 30,41,34,"Phil Dawson kicks off 68 yards, returned by Mark Bradley for 17 yards (tackle by Alex Hall)",0.000,0.150
4,0:37,1,10,KAN 19,41,34,Matt Cassel pass complete deep middle to Mark Bradley for 33 yards (tackle by Mike Furrey),0.150,2.390
4,0:28,,,,41,34,Timeout #3 by Kansas City Chiefs,0.000,2.390
4,0:28,1,10,CLE 48,41,34,Matt Cassel pass complete short middle to Mark Bradley for 7 yards (tackle by Mike Adams),2.390,2.790
4,0:11,2,3,CLE 41,41,34,Matt Cassel spiked the ball,2.790,2.080
