#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,15:00,CLE 25,12,4:47,46,Field Goal
2,1,7:41,CLE 42,3,1:31,6,Interception
3,1,4:12,,0,0:16,0,Touchdown
4,1,2:04,CLE 47,9,4:32,40,Field Goal
5,2,10:04,CLE 28,5,3:18,23,Punt
6,2,4:10,CLE 12,4,1:26,-12,Fumble
7,2,2:44,,0,0:13,0,Touchdown
8,2,0:26,CLE 19,1,0:26,-1,End of Half
9,3,13:59,CLE 18,2,0:43,82,Touchdown
10,3,11:54,CLE 19,4,1:47,26,Interception
11,3,9:08,KAN 48,3,1:59,6,Punt
12,3,5:18,CLE 21,14,8:09,79,Touchdown
13,4,8:08,CLE 39,7,3:42,27,Missed FG
14,4,2:20,CLE 30,6,1:36,70,Touchdown
