Quarter,Time,Down,ToGo,Location,ATL,BUF,Detail,EPB,EPA
2,12:07,2,10,BUF 30,2,14,"Matt Ryan pass complete short right to Cordarrelle Patterson for no gain (tackle by Taron Johnson). Penalty on Jalen Mayfield: Ineligible Downfield Pass, 5 yards (declined) . Penalty on Ed Oliver: Roughing the Passer, 15 yards (accepted) (no play)",,
2,11:39,1,10,BUF 15,2,14,Cordarrelle Patterson left end for 9 yards (tackle by Ed Oliver and Matt Milano),,
2,11:00,2,1,BUF 6,2,14,Cordarrelle Patterson left end for -4 yards (tackle by A.J. Epenesa),,
2,10:17,3,5,BUF 10,2,14,Matt Ryan pass incomplete short left,,
2,10:14,4,5,BUF 10,5,14,Younghoe Koo 28 yard field goal good,,
2,10:08,,,ATL 35,5,14,"Younghoe Koo kicks off 65 yards, returned by Marquez Stevenson for 23 yards (tackle by Mykal Walker)",,
2,10:00,1,10,BUF 23,5,14,Devin Singletary right guard for 3 yards (tackle by Nick Thurman and Mike Pennel),,
2,9:26,2,7,BUF 26,5,14,Josh Allen pass incomplete deep right intended for Dawson Knox,,
2,9:20,3,7,BUF 26,5,14,Josh Allen pass complete short right to Stefon Diggs for 13 yards (tackle by Mykal Walker),,
2,8:38,1,10,BUF 39,5,14,Josh Allen pass incomplete short right,,
2,8:31,2,10,BUF 39,5,14,Devin Singletary up the middle for 20 yards (tackle by Duron Harmon and Deion Jones),,
2,7:52,1,10,ATL 41,5,14,Devin Singletary right end for 1 yard (tackle by AJ Terrell),,
2,7:15,2,9,ATL 40,5,14,Josh Allen scrambles right tackle for 16 yards (tackle by AJ Terrell),,
2,6:31,1,10,ATL 24,5,14,Josh Allen right tackle for 6 yards (tackle by Shawn Williams and Anthony Rush),,
2,5:46,2,4,ATL 18,5,14,Devin Singletary left end for 6 yards (tackle by Foyesade Oluokun),,
2,5:00,1,10,ATL 12,5,14,Stefon Diggs sacked by AJ Terrell for -2 yards,,
2,4:14,2,12,ATL 14,5,14,Devin Singletary left tackle for 4 yards (tackle by Steven Means),,
2,3:32,3,8,ATL 10,5,14,Josh Allen pass short right (defended by Foyesade Oluokun) intended for Cole Beasley is intercepted by Duron Harmon in end zone and returned for no gain,,
2,3:20,1,10,ATL 20,5,14,Matt Ryan pass complete deep left to Kyle Pitts for 61 yards (tackle by Levi Wallace),,
2,2:49,1,10,BUF 19,5,14,Mike Davis left tackle for 8 yards (tackle by Micah Hyde and Harrison Phillips),,
2,2:19,2,2,BUF 11,5,14,Mike Davis up the middle for 6 yards (tackle by Dane Jackson and Taron Johnson),,
2,2:00,1,5,BUF 5,5,14,Mike Davis left guard for 4 yards (tackle by Jerry Hughes and Micah Hyde),,
2,1:52,,,,,,Timeout #1 by Buffalo Bills,,
2,1:52,2,1,BUF 1,11,14,"Mike Davis up the middle for 1 yard, touchdown",,
2,1:48,,,BUF 15,12,14,Younghoe Koo kicks extra point good,,
2,1:48,,,ATL 35,12,14,"Younghoe Koo kicks off 66 yards, returned by Marquez Stevenson for 26 yards (tackle by Daren Bates)",,
2,1:40,1,10,BUF 25,12,14,Zack Moss right guard for 12 yards (tackle by Steven Means and Dante Fowler),,
2,1:15,1,10,BUF 37,12,14,Josh Allen pass deep right intended for Cole Beasley is intercepted by AJ Terrell at ATL-37 and returned for 7 yards (tackle by Gabriel Davis),,
2,1:06,1,10,ATL 44,12,14,Qadree Ollison right tackle for 11 yards (tackle by Tremaine Edmunds and Dane Jackson),,
2,0:40,1,10,BUF 45,12,14,Matt Ryan sacked by Mario Addison for -5 yards,,
2,0:33,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:33,2,15,BUF 50,12,14,"Matt Ryan pass incomplete short left intended for Olamide Zaccheaus (defended by Taron Johnson). Penalty on Jerry Hughes: Defensive Offside, 5 yards (accepted) (no play)",,
2,0:29,2,10,BUF 45,12,14,Matt Ryan pass incomplete deep left intended for Frank Darby (defended by Levi Wallace),,
2,0:23,3,10,BUF 45,12,14,Matt Ryan pass complete short middle to Mike Davis for 15 yards (tackle by Micah Hyde),,
2,0:13,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:13,1,10,BUF 30,12,14,Matt Ryan pass complete short right to Russell Gage for 24 yards (tackle by Matt Milano),,
2,0:06,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:06,,,,,,Timeout #0 by Buffalo Bills,,
2,0:06,1,6,BUF 6,12,14,Matt Ryan pass incomplete short right,,
2,0:02,,,,,,Timeout #0 by Buffalo Bills,,
2,0:02,2,6,BUF 6,15,14,Younghoe Koo 24 yard field goal good,,
Quarter,Time,Down,ToGo,Location,ATL,BUF,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 35,15,14,"Younghoe Koo kicks off 61 yards, returned by Marquez Stevenson for 25 yards (tackle by Shawn Williams)",,
3,14:53,1,10,BUF 27,15,14,Josh Allen pass incomplete short right intended for Isaiah McKenzie,,
3,14:49,2,10,BUF 29,15,14,Devin Singletary up the middle for 3 yards (tackle by Anthony Rush),,
3,14:16,3,7,BUF 32,15,14,Josh Allen pass short left (defended by Mykal Walker) intended for Stefon Diggs is intercepted by Foyesade Oluokun at BUF-43 and returned for 18 yards (tackle by Dion Dawkins),,
3,14:01,1,10,BUF 25,15,14,Cordarrelle Patterson left end for -3 yards (tackle by Gregory Rousseau and Ed Oliver),,
3,13:23,,,,,,Timeout #1 by Atlanta Falcons,,
3,13:23,2,13,BUF 28,15,14,Matt Ryan sacked by Ed Oliver for -4 yards,,
3,12:47,3,17,BUF 32,15,14,Matt Ryan pass incomplete short right intended for Mike Davis,,
3,12:40,4,17,BUF 32,15,14,"Penalty on ATL: Delay of Game, 5 yards (accepted) (no play)",,
3,12:40,4,22,BUF 37,15,14,"Thomas Morstead punts 37 yards, touchback.",,
3,12:32,1,10,BUF 20,15,14,Devin Singletary up the middle for 5 yards (tackle by Mike Pennel and Grady Jarrett),,
3,12:01,2,5,BUF 25,15,14,Devin Singletary left end for 20 yards (tackle by Kendall Sheffield and Foyesade Oluokun),,
3,11:13,1,10,BUF 45,15,14,Josh Allen scrambles right end for 9 yards (tackle by Kendall Sheffield),,
3,10:53,2,1,ATL 46,15,14,Devin Singletary right tackle for 5 yards (tackle by Duron Harmon),,
3,10:13,1,10,ATL 41,15,14,Devin Singletary left tackle for -2 yards (tackle by Dante Fowler and Grady Jarrett),,
3,9:31,2,12,ATL 43,15,14,Josh Allen pass complete short right to Cole Beasley for 9 yards (tackle by Foyesade Oluokun and Kendall Sheffield),,
3,8:53,3,3,ATL 34,15,14,Josh Allen scrambles right end for 14 yards (tackle by Kendall Sheffield),,
3,8:03,1,10,ATL 20,15,14,Devin Singletary left tackle for 4 yards (tackle by Ta'Quon Graham),,
3,7:23,2,6,ATL 16,15,14,Josh Allen right tackle for 7 yards (tackle by Duron Harmon),,
3,6:38,1,9,ATL 9,15,14,Devin Singletary right guard for 3 yards (tackle by Foyesade Oluokun and Shawn Williams),,
3,6:02,2,6,ATL 6,15,20,"Devin Singletary up the middle for 6 yards, touchdown",,
3,5:56,,,ATL 2,15,22,Two Point Attempt: Josh Allen pass complete to to Cole Beasley for no gain,,
3,5:56,,,BUF 35,15,22,"Tyler Bass kicks off 64 yards, returned by Cordarrelle Patterson for 23 yards (tackle by Siran Neal)",,
3,5:51,1,10,ATL 24,15,22,Mike Davis right guard for 7 yards (tackle by Dane Jackson),,
3,5:10,2,3,ATL 31,15,22,Matt Ryan pass complete short right to Parker Hesse for 4 yards (tackle by Taron Johnson and Tremaine Edmunds),,
3,4:30,1,10,ATL 35,15,22,Cordarrelle Patterson right end for 5 yards (tackle by Eli Ankou and Harrison Phillips),,
3,3:54,2,5,ATL 40,15,22,"Matt Ryan right end for 1 yard Matt Ryan pass complete short middle to Cordarrelle Patterson for no gain (tackle by Mario Addison and Matt Milano). Penalty on Matt Ryan: Illegal Forward Pass, 5 yards (accepted)",,
3,3:16,3,9,ATL 36,15,22,Matt Ryan pass incomplete short right intended for Olamide Zaccheaus (defended by Matt Milano),,
3,3:15,4,9,ATL 36,15,22,"Thomas Morstead punts 48 yards, returned by Marquez Stevenson for 19 yards (tackle by Keith Smith)",,
3,3:04,1,10,BUF 35,15,22,Josh Allen pass complete short left to Stefon Diggs for 15 yards (tackle by Brandon Copeland and Anthony Rush),,
3,2:23,1,10,BUF 50,15,22,Josh Allen pass incomplete deep right intended for Stefon Diggs,,
3,2:11,2,10,BUF 50,15,22,Zack Moss left end for 11 yards (tackle by Shawn Williams and Foyesade Oluokun),,
3,1:29,1,10,ATL 39,15,22,Josh Allen up the middle for 5 yards (tackle by Steven Means and Ta'Quon Graham),,
3,0:54,2,5,ATL 34,15,22,Zack Moss right guard for 5 yards (tackle by Foyesade Oluokun and Steven Means),,
3,0:07,1,10,ATL 29,15,22,"Josh Allen scrambles right end for no gain (tackle by Steven Means). Penalty on Gabriel Davis: Illegal Shift, 5 yards (accepted) (no play)",,
Quarter,Time,Down,ToGo,Location,ATL,BUF,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,15,ATL 34,15,22,Devin Singletary right guard for 4 yards (tackle by Shawn Williams and Grady Jarrett),,
4,14:28,2,11,ATL 30,15,22,Devin Singletary right guard for 2 yards (tackle by Deion Jones and Foyesade Oluokun),,
4,13:45,3,9,ATL 28,15,22,Josh Allen pass complete short right to Stefon Diggs for 8 yards (tackle by AJ Terrell),,
4,13:00,4,1,ATL 20,15,22,Josh Allen right guard for 2 yards (tackle by Foyesade Oluokun),,
4,12:20,1,10,ATL 18,15,22,Devin Singletary up the middle for 2 yards (tackle by Deion Jones and Shawn Williams),,
4,11:39,2,8,ATL 16,15,22,Josh Allen right guard for 12 yards (tackle by Duron Harmon and Anthony Rush),,
4,10:51,1,4,ATL 4,15,28,"Devin Singletary left guard for 4 yards, touchdown",,
4,10:46,,,ATL 15,15,29,Tyler Bass kicks extra point good,,
4,10:46,,,BUF 35,15,29,"Tyler Bass kicks off 65 yards, touchback.",,
4,10:46,1,10,ATL 25,15,29,"Matt Ryan sacked by Harrison Phillips for -5 yards. Penalty on Jalen Mayfield: Offensive Holding, 10 yards (declined)",,
4,10:16,2,15,ATL 20,15,29,Matt Ryan pass complete short left to Olamide Zaccheaus for 8 yards (tackle by Levi Wallace),,
4,9:41,3,7,ATL 28,15,29,"Matt Ryan pass incomplete short middle intended for Russell Gage. Penalty on Jordan Poyer: Defensive Pass Interference, 7 yards (accepted) (no play)",,
4,9:37,1,10,ATL 35,15,29,Cordarrelle Patterson left tackle for 2 yards (tackle by Eli Ankou),,
4,8:59,2,8,ATL 37,15,29,Matt Ryan pass complete short middle to Russell Gage for 15 yards (tackle by Dane Jackson),,
4,8:29,1,10,BUF 48,15,29,Cordarrelle Patterson left guard for 13 yards (tackle by Micah Hyde),,
4,7:53,1,10,BUF 35,15,29,"Matt Ryan pass complete short middle to Parker Hesse for 17 yards (tackle by Tremaine Edmunds and Micah Hyde). Penalty on Taron Johnson: Defensive Holding, 5 yards (declined)",,
4,7:15,1,10,BUF 18,15,29,Matt Ryan pass complete short right to Russell Gage for 11 yards (tackle by Dane Jackson),,
4,6:55,1,7,BUF 7,15,29,Cordarrelle Patterson up the middle for no gain (tackle by Jordan Poyer),,
4,6:14,2,7,BUF 7,15,29,"Matt Ryan scrambles right tackle for 6 yards. Penalty on Matt Ryan: Taunting / Offense, 15 yards (accepted) Replay Assistant challenged the runner broke the plane ruling, and the original play was overturned. Matt Ryan scrambles for 6 yards (tackle by Jordan Poyer). Penalty on Matt Ryan: Taunting / Offense, 15 yards (accepted)",,
4,5:58,3,16,BUF 16,15,29,Matt Ryan pass incomplete deep left intended for Russell Gage,,
4,5:52,4,16,BUF 16,15,29,Matt Ryan pass incomplete deep right,,
4,5:42,1,10,BUF 16,15,29,Devin Singletary left tackle for 4 yards (tackle by Deion Jones),,
4,4:59,2,6,BUF 20,15,29,Devin Singletary left tackle for 6 yards (tackle by Shawn Williams),,
4,4:11,1,10,BUF 26,15,29,Devin Singletary right tackle for 5 yards (tackle by Deion Jones and AJ Terrell),,
4,4:07,,,,,,Timeout #2 by Atlanta Falcons,,
4,4:07,2,5,BUF 31,15,29,"Josh Allen pass complete short left to Stefon Diggs for 2 yards (tackle by Shawn Williams and Steven Means). Penalty on Dawson Knox: Illegal Crackback, 15 yards (offset) . Penalty on Shawn Williams: Unnecessary Roughness / Defense, 15 yards (offset) (no play)",,
4,4:00,2,5,BUF 31,15,29,Devin Singletary left guard for 4 yards (tackle by Foyesade Oluokun),,
4,3:21,3,1,BUF 35,15,29,Josh Allen up the middle for 2 yards (tackle by Grady Jarrett),,
4,3:16,,,,,,Timeout #3 by Atlanta Falcons,,
4,3:16,1,10,BUF 37,15,29,Zack Moss left end for 3 yards (tackle by Steven Means and Darren Hall),,
4,2:32,2,7,BUF 40,15,29,Zack Moss right end for 8 yards (tackle by Grady Jarrett),,
4,2:00,1,10,BUF 48,15,29,Josh Allen kneels for -1 yards,,
4,1:19,2,11,BUF 47,15,29,Josh Allen kneels for -1 yards,,
4,0:38,3,12,BUF 46,15,29,Josh Allen kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
