Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
2,9:15,3,6,DET 45,0,21,Jon Kitna pass complete short right to Shaun McDonald for 6 yards (tackle by Brent Grimes),0.960,2.320
2,8:34,1,10,ATL 49,0,21,Kevin Smith left tackle for 8 yards (tackle by Lawyer Milloy),2.320,2.860
2,7:59,2,2,ATL 41,0,21,Kevin Smith up the middle for 4 yards (tackle by Jonathan Babineaux),2.860,3.120
2,7:19,1,10,ATL 37,0,21,"Jon Kitna pass incomplete deep left intended for Calvin Johnson. Penalty on Calvin Johnson: Illegal Touch Pass, 5 yards (no play)",3.120,2.790
2,7:12,1,15,ATL 42,0,21,Jon Kitna pass complete short middle to Daniel Campbell for 21 yards (tackle by Erik Coleman),2.790,4.170
2,7:02,1,10,ATL 21,0,21,Jon Kitna pass incomplete deep right intended for Calvin Johnson,4.170,3.630
2,6:26,,,,0,21,Timeout #2 by Detroit Lions,0.000,3.630
2,6:26,2,10,ATL 21,0,21,Jon Kitna pass complete short middle to Roy E. Williams for 13 yards (tackle by Erik Coleman),3.630,5.370
2,5:44,1,8,ATL 8,0,21,Rudi Johnson right end for -1 yards (tackle by Brent Grimes and Curtis Lofton),5.370,4.380
2,5:02,2,9,ATL 9,0,21,Jon Kitna pass incomplete short left intended for Michael Gaines,4.380,3.360
2,4:54,3,9,ATL 9,0,21,"Jon Kitna pass incomplete short middle intended for Roy E. Williams. Penalty on Chris Houston: Illegal Contact, 5 yards (no play)",3.360,6.280
2,4:49,,,,0,21,Timeout #3 by Detroit Lions,0.000,6.280
2,4:49,1,4,ATL 4,0,21,Kevin Smith left tackle for 1 yard (tackle by Lawyer Milloy and Curtis Lofton),6.280,5.530
2,4:10,2,3,ATL 3,6,21,"Kevin Smith up the middle for 3 yards, touchdown",5.530,7.000
2,,,,ATL 2,7,21,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,,,"Jason Hanson kicks off 66 yards, returned by Jerious Norwood for 34 yards",,
2,3:57,1,10,ATL 38,7,21,Michael Turner up the middle for no gain (tackle by Chartric Darby),1.470,0.920
2,3:13,2,10,ATL 38,7,21,Matt Ryan pass incomplete short right intended for Michael Jenkins (defended by Dwight Smith),0.920,0.230
2,3:09,3,10,ATL 38,7,21,Matt Ryan sacked by Dewayne White for -5 yards,0.230,-1.180
2,2:45,4,15,ATL 33,7,21,"Michael Koenen punts 36 yards, fair catch by Mike Furrey",-1.180,-1.000
2,2:38,1,10,DET 31,7,21,Jon Kitna pass complete short right to Shaun McDonald for 11 yards (tackle by Michael Boley),1.000,1.730
2,2:17,1,10,DET 42,7,21,"Jon Kitna pass complete short right to Roy E. Williams for 5 yards (tackle by Erik Coleman). Penalty on Roy E. Williams: Offensive Pass Interference, 10 yards (no play)",1.730,1.070
2,2:00,1,20,DET 32,7,21,Jon Kitna pass complete short right to Shaun McDonald for 4 yards (tackle by Michael Boley),1.070,0.380
2,1:55,2,16,DET 36,7,21,Jon Kitna pass complete short right to Kevin Smith for 5 yards (tackle by Keith Brooking),0.380,0.370
2,1:47,3,11,DET 41,7,21,Jon Kitna pass incomplete short left intended for Calvin Johnson,0.370,-0.650
2,1:41,4,11,DET 41,7,21,"Nick Harris punts 43 yards, returned by Adam Jennings for -4 yards (tackle by Kalvin Pearson)",-0.650,0.350
2,1:32,1,10,ATL 12,7,21,Jerious Norwood left tackle for 4 yards (tackle by Cory Redding),-0.350,-0.370
2,1:13,2,6,ATL 16,7,21,Matt Ryan pass incomplete short middle intended for Jerious Norwood,-0.370,-0.950
2,1:07,3,6,ATL 16,7,21,Matt Ryan pass incomplete short left intended for Jerious Norwood (defended by Paris Lenon),-0.950,-2.390
2,1:03,4,6,ATL 16,7,21,"Michael Koenen punts 51 yards, fair catch by Mike Furrey",-2.390,-1.140
2,0:55,1,10,DET 33,7,21,Jon Kitna pass complete short left to Kevin Smith for 8 yards (tackle by Erik Coleman),1.140,1.670
2,0:46,2,2,DET 41,7,21,Jon Kitna pass complete short middle to Calvin Johnson for 38 yards (tackle by Brent Grimes),1.670,4.170
2,0:23,1,10,ATL 21,7,21,Jon Kitna spiked the ball,4.170,3.630
2,0:23,2,10,ATL 21,13,21,"Jon Kitna pass complete deep right to Roy E. Williams for 21 yards, touchdown",3.630,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
2,,,,ATL 2,14,21,Jason Hanson kicks extra point good,0.000,0.000
2,,,,DET 30,14,21,"Jason Hanson kicks off 46 yards, returned by Ben Wilkerson for 10 yards (tackle by Kalvin Pearson)",0.000,1.200
2,0:11,1,10,ATL 34,14,21,Matt Ryan kneels for -1 yards,1.200,0.520
Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,14,21,"Michael Koenen kicks off 71 yards, returned by Marcus Thomas for 27 yards (tackle by Coy Wire). Penalty on Adam Jennings: Low Block, 15 yards",0.000,1.660
3,14:55,1,10,DET 41,14,21,Kevin Smith left tackle for 6 yards (tackle by John Abraham),1.660,1.930
3,14:17,2,4,DET 47,14,21,Jon Kitna pass complete short right to Roy E. Williams for 13 yards (tackle by Brent Grimes),1.930,2.920
3,13:43,1,10,ATL 40,14,21,Kevin Smith up the middle for -4 yards (tackle by Michael Boley),2.920,1.830
3,13:05,2,14,ATL 44,14,21,Jon Kitna pass complete short left to Michael Gaines for 6 yards (tackle by Lawyer Milloy),1.830,1.950
3,12:24,3,8,ATL 38,14,21,Jon Kitna pass incomplete deep middle intended for Roy E. Williams is intercepted by Lawyer Milloy at ATL-13 and returned for 38 yards (tackle by Rudi Johnson),1.950,-2.320
3,12:10,1,10,DET 49,14,21,Michael Turner up the middle for 10 yards (tackle by Gerald Alexander),2.320,2.980
3,11:35,1,10,DET 39,14,21,Michael Turner up the middle for 1 yard (tackle by Dwight Smith),2.980,2.580
3,11:02,2,9,DET 38,14,21,Jerious Norwood up the middle for 3 yards (tackle by Jared DeVries),2.580,2.280
3,10:26,3,6,DET 35,14,21,Matt Ryan pass complete short middle to Jerious Norwood for 3 yards (tackle by Dwight Smith),2.280,1.290
3,9:50,4,3,DET 32,14,24,Jason Elam 50 yard field goal good,1.290,3.000
3,,,,ATL 30,14,24,"Michael Koenen kicks off 70 yards, touchback",0.000,0.280
3,9:45,1,10,DET 20,14,24,Kevin Smith right end for 1 yard (tackle by Curtis Lofton),0.280,-0.130
3,9:07,2,9,DET 21,14,24,Jon Kitna pass incomplete deep right intended for Calvin Johnson,-0.130,-0.820
3,9:02,3,9,DET 21,14,24,Jon Kitna up the middle for 8 yards,-0.820,-1.440
3,8:18,4,1,DET 29,14,24,"Nick Harris punts 44 yards, returned by Adam Jennings for 5 yards (tackle by Jordon Dizon)",-1.440,-1.070
3,8:06,1,10,ATL 32,14,24,"Penalty on Justin Blalock: False Start, 5 yards (no play)",1.070,0.740
3,8:06,1,15,ATL 27,14,24,Jerious Norwood right end for 13 yards (tackle by Travis Fisher),0.740,1.610
3,7:30,2,2,ATL 40,14,24,Michael Turner right end for 4 yards (tackle by Paris Lenon),1.610,1.860
3,6:54,1,10,ATL 44,14,24,Matt Ryan pass complete deep left to Roddy White for 46 yards (tackle by Leigh Bodden),1.860,4.910
3,6:40,1,10,DET 10,14,24,Michael Turner up the middle for no gain (tackle by Dwight Smith),4.910,4.190
3,6:02,2,10,DET 10,14,30,"Jerious Norwood left tackle for 10 yards, touchdown",4.190,7.000
3,,,,DET 2,14,31,Jason Elam kicks extra point good,0.000,0.000
3,,,,ATL 30,14,31,"Michael Koenen kicks off 65 yards, returned by Marcus Thomas for 20 yards (tackle by Stephen Nicholas)",0.000,0.610
3,5:50,1,10,DET 25,14,31,Jon Kitna pass complete short left to Kevin Smith for 12 yards (tackle by Chris Houston),0.610,1.400
3,5:13,1,10,DET 37,14,31,Kevin Smith right tackle for 7 yards (tackle by Jonathan Babineaux),1.400,1.800
3,4:38,2,3,DET 44,14,31,Kevin Smith left tackle for 10 yards (tackle by Lawyer Milloy),1.800,2.520
3,3:59,1,10,ATL 46,14,31,Jon Kitna pass incomplete short middle intended for Shaun McDonald,2.520,1.980
3,3:53,2,10,ATL 46,14,31,Rudi Johnson up the middle for 12 yards (tackle by Lawyer Milloy),1.980,3.310
3,3:13,1,10,ATL 34,14,31,Jon Kitna pass complete short middle to Mike Furrey for 12 yards (tackle by Michael Boley),3.310,4.110
3,2:32,1,10,ATL 22,14,31,Rudi Johnson right tackle for 3 yards (tackle by Kindal Moorehead),4.110,3.970
3,1:50,2,7,ATL 19,14,31,"Jon Kitna pass incomplete deep left intended for Calvin Johnson. Penalty on Chris Houston: Defensive Pass Interference, 18 yards, Penalty on Keith Brooking: Illegal Contact (Declined) (no play)",3.970,6.970
3,1:45,1,1,ATL 1,20,31,"Jon Kitna pass complete short right to Casey Fitzsimmons for 1 yard, touchdown",6.970,7.000
3,,,,ATL 2,21,31,Jason Hanson kicks extra point good,0.000,0.000
3,,,,DET 30,21,31,"Jason Hanson kicks off 70 yards, touchback",0.000,0.280
3,1:40,1,10,ATL 20,21,31,Matt Ryan pass complete short right to Justin Peelle for 13 yards (tackle by Paris Lenon),0.280,1.140
3,0:54,1,10,ATL 33,21,31,Michael Turner up the middle for 16 yards (tackle by Travis Fisher and Leigh Bodden),1.140,2.190
3,0:13,1,10,ATL 49,21,31,"Jerious Norwood left end for 7 yards (tackle by Leigh Bodden). Penalty on Justin Blalock: Illegal Block Above the Waist, 10 yards",2.190,1.990
Quarter,Time,Down,ToGo,Location,DET,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,13,ATL 46,21,31,Michael Turner up the middle for 11 yards (tackle by Dwight Smith and Paris Lenon),1.990,2.730
4,14:13,2,2,DET 43,21,31,Jerious Norwood left tackle for 4 yards (tackle by Ryan Nece),2.730,2.980
4,13:32,1,10,DET 39,21,31,Matt Ryan pass complete short right to Ben Hartsock for 17 yards (tackle by Daniel Bullocks),2.980,4.110
4,12:47,1,10,DET 22,21,31,Michael Turner left end for 15 yards (tackle by Dwight Smith),4.110,5.600
4,12:02,1,7,DET 7,21,31,"Michael Turner right end for 4 yards. Penalty on Roddy White: Offensive Holding, 10 yards",5.600,4.530
4,11:55,1,13,DET 13,21,31,Jerious Norwood up the middle for -1 yards (tackle by Chartric Darby),4.530,3.580
4,11:12,,,,21,31,Timeout #1 by Atlanta Falcons,0.000,3.580
4,11:12,2,14,DET 14,21,31,Matt Ryan pass incomplete short middle intended for Justin Peelle,3.580,3.000
4,11:05,3,14,DET 14,21,31,Harry Douglas left end for 7 yards (tackle by Cory Redding),3.000,2.970
4,10:27,4,7,DET 7,21,34,Jason Elam 25 yard field goal good,2.970,3.000
4,,,,ATL 30,21,34,"Michael Koenen kicks off 72 yards, returned by Marcus Thomas for 23 yards (tackle by Ovie Mughelli)",0.000,0.340
4,10:17,1,10,DET 21,21,34,Jon Kitna sacked by John Abraham for -7 yards,0.340,-1.250
4,9:43,2,17,DET 14,21,34,Jon Kitna pass complete short right to Calvin Johnson for 11 yards (tackle by Brent Grimes),-1.250,-0.360
4,9:03,3,6,DET 25,21,34,Jon Kitna pass complete short middle to Shaun McDonald for 8 yards (tackle by Chevis Jackson),-0.360,1.140
4,8:27,1,10,DET 33,21,34,Jon Kitna pass complete short middle to Calvin Johnson for 10 yards (tackle by Chevis Jackson),1.140,1.800
4,7:46,1,10,DET 43,21,34,Kevin Smith up the middle for -1 yards (tackle by Jonathan Babineaux),1.800,1.120
4,7:09,2,11,DET 42,21,34,"Jon Kitna for no gain. Jon Kitna fumbles, recovered by Jon Kitna at DET-34",1.120,-0.620
4,6:33,3,19,DET 34,21,34,Jon Kitna sacked by John Abraham for -1 yards,-0.620,-1.180
4,6:05,4,20,DET 33,21,34,"Nick Harris punts 41 yards, returned by Adam Jennings for 2 yards (tackle by Kalvin Pearson)",-1.180,-0.810
4,5:53,1,10,ATL 28,21,34,Michael Turner left end for no gain (tackle by Ernie Sims),0.810,0.260
4,5:04,2,10,ATL 28,21,34,Michael Turner up the middle for 17 yards (tackle by Gerald Alexander),0.260,1.930
4,4:17,1,10,ATL 45,21,34,Michael Turner up the middle for 1 yard (tackle by Jordon Dizon),1.930,1.520
4,3:34,2,9,ATL 46,21,34,Michael Turner up the middle for 6 yards (tackle by Ernie Sims and Dewayne White),1.520,1.620
4,2:52,3,3,DET 48,21,34,Jerious Norwood up the middle for 3 yards (tackle by Dwight Smith),1.620,2.590
4,2:24,,,,21,34,Timeout #1 by Detroit Lions,0.000,2.590
4,2:24,1,10,DET 45,21,34,Jerious Norwood up the middle for 13 yards (tackle by Gerald Alexander and Jordon Dizon),2.590,3.450
4,2:00,1,10,DET 32,21,34,Jerious Norwood left tackle for 4 yards (tackle by Jordon Dizon),3.450,3.440
4,1:51,,,,21,34,Timeout #2 by Detroit Lions,0.000,3.440
4,1:51,2,6,DET 28,21,34,Jerious Norwood up the middle for 14 yards (tackle by Cory Redding),3.440,4.650
4,1:41,,,,21,34,Timeout #3 by Detroit Lions,0.000,4.650
4,1:41,1,10,DET 14,21,34,Matt Ryan kneels for -1 yards,4.650,3.850
4,1:01,2,11,DET 15,21,34,Matt Ryan kneels for -1 yards,3.850,3.000
4,0:33,3,12,DET 16,21,34,Matt Ryan kneels for -1 yards,3.000,2.310
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
