Quarter,Time,Down,ToGo,Location,ATL,NYJ,Detail,EPB,EPA
2,6:05,1,10,NYJ 35,3,7,Mark Sanchez pass incomplete deep left intended for Dustin Keller is intercepted by Brent Grimes at ATL-45 and returned for -4 yards,1.270,-1.660
2,5:58,1,10,ATL 41,3,7,Jerious Norwood middle for 3 yards (tackle by Sione Pouha and Ropati Pitoitua),1.660,1.530
2,5:18,2,7,ATL 44,3,7,Matt Ryan pass complete short left to Jason Snelling for 1 yard (tackle by Jim Leonhard and David Harris),1.530,0.960
2,4:40,3,6,ATL 45,3,7,Matt Ryan pass complete short middle to Tony Gonzalez for 11 yards (tackle by Donald Strickland),0.960,2.650
2,4:05,1,10,NYJ 44,3,7,Jason Snelling left guard for 3 yards (tackle by Ropati Pitoitua and Bryan Thomas),2.650,2.520
2,3:30,2,7,NYJ 41,3,7,Matt Ryan pass incomplete deep right intended for Roddy White,2.520,1.820
2,3:22,3,7,NYJ 41,3,7,Matt Ryan pass incomplete short right intended for Marty Booker,1.820,0.530
2,3:18,4,7,NYJ 41,3,7,"Michael Koenen punts 41 yards, touchback",0.530,-0.280
2,3:10,1,10,NYJ 20,3,7,Thomas Jones left guard for 7 yards (tackle by Kroy Biermann and Mike Peterson),0.280,0.680
2,2:39,2,3,NYJ 27,3,7,Mark Sanchez pass complete short left to Jerricho Cotchery for 4 yards (tackle by Brent Grimes),0.680,1.000
2,2:12,1,10,NYJ 31,3,7,Thomas Jones right end for 3 yards (tackle by Chris Owens),1.000,0.870
2,2:00,2,7,NYJ 34,3,7,"Penalty on D'Brickashaw Ferguson: False Start, 5 yards (no play)",0.870,0.190
2,2:00,2,12,NYJ 29,3,7,Mark Sanchez pass complete short left to Brad Smith for 17 yards (tackle by Mike Peterson),0.190,1.990
2,1:52,1,10,NYJ 46,3,7,Danny Woodhead middle for 2 yards (tackle by Curtis Lofton),1.990,1.720
2,1:33,2,8,NYJ 48,3,7,Mark Sanchez pass complete short right to Jerricho Cotchery for 7 yards (tackle by Chevis Jackson),1.720,1.950
2,1:27,,,,3,7,Timeout #2 by New York Jets,0.000,1.950
2,1:27,3,1,ATL 45,3,7,Thomas Jones right tackle for 5 yards (tackle by Curtis Lofton and Chris Owens),1.950,2.920
2,1:03,1,10,ATL 40,3,7,Mark Sanchez pass complete short right to Danny Woodhead for 13 yards (tackle by Chris Owens),2.920,3.780
2,0:56,1,10,ATL 27,3,7,Mark Sanchez pass complete short right to Jerricho Cotchery for 4 yards (tackle by Chevis Jackson),3.780,3.770
2,0:32,2,6,ATL 23,3,7,Mark Sanchez pass complete short right to Dustin Keller for 10 yards (tackle by Erik Coleman),3.770,4.710
2,0:26,1,10,ATL 13,3,7,Mark Sanchez spiked the ball,4.710,4.050
2,0:16,2,10,ATL 13,3,7,Mark Sanchez sacked by John Abraham for -7 yards,4.050,2.540
2,0:03,,,,3,7,Timeout #3 by New York Jets,0.000,2.540
2,0:03,3,17,ATL 20,3,7,Jay Feely 38 yard field goal no good,2.540,0.740
Quarter,Time,Down,ToGo,Location,ATL,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,ATL 30,3,7,"Michael Koenen kicks off 61 yards, returned by Brad Smith for 39 yards (tackle by Brent Grimes)",0.000,2.130
3,14:50,1,10,NYJ 48,3,7,Thomas Jones right guard for 1 yard (tackle by Mike Peterson),2.130,1.720
3,14:11,2,9,NYJ 49,3,7,Mark Sanchez pass incomplete short left intended for Thomas Jones,1.720,1.020
3,14:03,3,9,NYJ 49,3,7,Mark Sanchez pass complete short middle to Danny Woodhead for 8 yards (tackle by Mike Peterson and Chevis Jackson),1.020,0.400
3,13:39,4,1,ATL 43,3,7,Mark Sanchez middle for 2 yards (tackle by Kroy Biermann),0.400,2.850
3,13:39,1,10,ATL 41,3,7,"Penalty on Matthew Mulligan: False Start, 5 yards (no play)",2.850,2.520
3,12:46,1,15,ATL 46,3,7,Thomas Jones right tackle for 4 yards (tackle by Erik Coleman and Curtis Lofton),2.520,2.170
3,12:12,2,11,ATL 42,3,7,Thomas Jones left tackle for no gain (tackle by Mike Peterson),2.170,1.490
3,11:35,3,11,ATL 42,3,7,"Mark Sanchez pass complete deep left to Braylon Edwards for 19 yards (tackle by Brent Grimes and Mike Peterson). Penalty on Thomas Jones: Unnecessary Roughness, 15 yards",1.490,3.050
3,10:45,1,10,ATL 38,3,7,Shonn Greene left end for 4 yards (tackle by Curtis Lofton),3.050,3.050
3,10:01,2,6,ATL 34,3,7,Mark Sanchez pass complete short right to Braylon Edwards for -1 yards (tackle by Chauncey Davis),3.050,2.210
3,9:22,3,7,ATL 35,3,7,"Mark Sanchez pass incomplete short right intended for Dustin Keller. Penalty on Mark Sanchez: Intentional Grounding, 10 yards",2.210,0.270
3,9:17,4,17,ATL 45,3,7,Steve Weatherford punts 22 yards,0.270,-0.480
3,9:06,1,10,ATL 23,3,7,Jerious Norwood right end for 4 yards (tackle by David Harris),0.480,0.470
3,8:28,2,6,ATL 27,3,7,Matt Ryan pass complete short left to Roddy White for 5 yards (tackle by Darrelle Revis),0.470,0.430
3,7:46,3,1,ATL 32,3,7,Jason Snelling left end for no gain (tackle by Mike DeVito and David Harris),0.430,-1.240
3,7:02,4,1,ATL 32,3,7,"Michael Koenen punts 33 yards, fair catch by Jerricho Cotchery",-1.240,-1.270
3,6:54,1,10,NYJ 35,3,7,Mark Sanchez pass complete short right to Braylon Edwards for 14 yards (tackle by Mike Peterson and Chris Owens),1.270,2.190
3,6:19,1,10,NYJ 49,3,7,Shonn Greene middle for 3 yards (tackle by Chauncey Davis),2.190,2.050
3,5:43,2,7,ATL 48,3,7,Brad Smith right end for 8 yards (tackle by Brent Grimes),2.050,2.920
3,5:06,1,10,ATL 40,3,7,Shonn Greene right guard for no gain (tackle by Kroy Biermann and Stephen Nicholas),2.920,2.370
3,4:30,2,10,ATL 40,3,7,Mark Sanchez pass incomplete short left intended for Shonn Greene,2.370,1.680
3,4:23,3,10,ATL 40,3,7,Mark Sanchez pass incomplete short right intended for Danny Woodhead. Penalty on Damien Woody: Offensive Holding (Declined),1.680,0.590
3,4:18,4,10,ATL 40,3,7,"Steve Weatherford punts 26 yards, fair catch by Eric Weems",0.590,0.280
3,4:10,1,10,ATL 14,3,7,Matt Ryan pass complete short right to Roddy White for 7 yards (tackle by Darrelle Revis),-0.280,0.280
3,3:47,2,3,ATL 21,3,7,Jerious Norwood right tackle for 6 yards (tackle by Bart Scott and Lito Sheppard),0.280,0.740
3,3:07,1,10,ATL 27,3,7,Jason Snelling left guard for 7 yards (tackle by Kerry Rhodes),0.740,1.140
3,2:25,2,3,ATL 34,3,7,Jerious Norwood left end for -5 yards (tackle by Kerry Rhodes),1.140,-0.230
3,1:50,3,8,ATL 29,3,7,"Penalty on Justin Peelle: False Start, 5 yards (no play)",-0.230,-0.890
3,1:36,3,13,ATL 24,3,7,Matt Ryan pass incomplete deep left intended for Roddy White,-0.890,-1.770
3,1:33,4,13,ATL 24,3,7,"Michael Koenen punts 31 yards, fair catch by Jerricho Cotchery",-1.770,-1.930
3,1:24,1,10,NYJ 45,3,7,Thomas Jones right tackle for 2 yards (tackle by Chauncey Davis and Curtis Lofton),1.930,1.650
3,0:46,2,8,NYJ 47,3,7,Mark Sanchez pass incomplete deep right intended for Braylon Edwards,1.650,0.960
3,0:38,3,8,NYJ 47,3,7,Mark Sanchez pass incomplete short right intended for Dustin Keller (defended by Mike Peterson),0.960,-0.260
3,0:34,4,8,NYJ 47,3,7,Steve Weatherford punts 38 yards,-0.260,0.220
3,0:26,1,10,ATL 15,3,7,Jason Snelling left tackle for 3 yards (tackle by Lito Sheppard),-0.220,-0.280
Quarter,Time,Down,ToGo,Location,ATL,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,7,ATL 18,3,7,"Matt Ryan pass complete short right to Roddy White for 21 yards (tackle by Jim Leonhard). Penalty on Sam Baker: Illegal Receiver Pass, 5 yards (no play)",-0.280,-0.920
4,14:31,2,12,ATL 13,3,7,Matt Ryan pass complete short left to Ovie Mughelli for 5 yards (tackle by Darrelle Revis and David Harris),-0.920,-1.000
4,13:51,3,7,ATL 18,3,7,Matt Ryan pass complete short right to Marty Booker for 8 yards (tackle by Lito Sheppard),-1.000,0.670
4,13:14,1,10,ATL 26,3,7,Jason Snelling right guard for 3 yards (tackle by Calvin Pace),0.670,0.540
4,12:33,2,7,ATL 29,3,7,Jerious Norwood right tackle for 3 yards (tackle by Marques Douglas and Bart Scott),0.540,0.230
4,11:51,3,4,ATL 32,3,7,Matt Ryan pass complete short right to Jerious Norwood for 38 yards (tackle by Donald Strickland),0.230,3.580
4,11:07,1,10,NYJ 30,3,7,Jerious Norwood right guard for no gain (tackle by Shaun Ellis and David Harris),3.580,3.030
4,10:29,2,10,NYJ 30,3,7,Matt Ryan pass incomplete short right intended for Jason Snelling,3.030,2.340
4,10:23,3,10,NYJ 30,3,7,Matt Ryan pass incomplete deep middle intended for Michael Jenkins (defended by Kerry Rhodes),2.340,1.410
4,10:15,4,10,NYJ 30,3,7,Matt Bryant 48 yard field goal no good,1.410,-1.470
4,10:10,1,10,NYJ 38,3,7,Thomas Jones left end for -1 yards (tackle by Stephen Nicholas),1.470,0.790
4,9:34,2,11,NYJ 37,3,7,Shonn Greene right tackle for 4 yards (tackle by Erik Coleman and Vance Walker),0.790,0.630
4,8:56,3,7,NYJ 41,3,7,Mark Sanchez pass complete short right to Dustin Keller for 13 yards (tackle by Chris Owens),0.630,2.520
4,8:07,1,10,ATL 46,3,7,Thomas Jones right tackle for 13 yards (tackle by Thomas DeCoud),2.520,3.380
4,7:23,1,10,ATL 33,3,7,Thomas Jones left guard for 3 yards (tackle by Brent Grimes and Thomas DeCoud),3.380,3.240
4,6:42,2,7,ATL 30,3,7,Mark Sanchez pass complete short left to Jerricho Cotchery for 8 yards (tackle by Kroy Biermann),3.240,4.110
4,6:10,1,10,ATL 22,3,7,Mark Sanchez pass incomplete short right intended for Wayne Hunter,4.110,3.560
4,6:03,2,10,ATL 22,3,7,Shonn Greene middle for 2 yards (tackle by Curtis Lofton and Mike Peterson),3.560,3.140
4,5:18,3,8,ATL 20,3,7,Mark Sanchez pass complete short right to Brad Smith for 1 yard (tackle by Chevis Jackson),3.140,2.180
4,4:33,4,7,ATL 19,3,7,"Jay Feely 37 yard field goal no good, blocked by Chauncey Davis, recovered by Kroy Biermann and returned for 37 yards",2.180,-0.740
4,4:27,1,10,ATL 27,3,7,Matt Ryan pass complete short right to Jason Snelling for 3 yards (tackle by Bart Scott),0.740,0.600
4,3:50,2,7,ATL 30,3,7,Matt Ryan pass complete short right to Ovie Mughelli for 2 yards (tackle by Kerry Rhodes),0.600,0.170
4,3:10,3,5,ATL 32,3,7,Matt Ryan pass complete short right to Jerious Norwood for 9 yards (tackle by David Harris),0.170,1.660
4,3:04,1,10,ATL 41,3,7,Matt Ryan pass incomplete short right intended for Roddy White,1.660,1.120
4,2:58,2,10,ATL 41,3,7,Matt Ryan pass complete short right to Jason Snelling for 1 yard (tackle by Bart Scott and Donald Strickland),1.120,0.560
4,2:15,3,9,ATL 42,3,7,"Matt Ryan pass complete deep right to Roddy White for 16 yards (tackle by Donald Strickland). Penalty on Donald Strickland: Face Mask (15 Yards), 15 yards",0.560,3.780
4,2:06,1,10,NYJ 27,3,7,Jason Snelling middle for 20 yards (tackle by Kerry Rhodes and Bryan Thomas),3.780,5.600
4,1:58,1,7,NYJ 7,3,7,Jason Snelling middle for 1 yard (tackle by Sione Pouha),5.600,4.950
4,1:53,,,,3,7,Timeout #1 by New York Jets,0.000,4.950
4,1:53,2,6,NYJ 6,3,7,Matt Ryan pass incomplete short right intended for Roddy White (defended by Jim Leonhard),4.950,4.040
4,1:47,3,6,NYJ 6,3,7,Matt Ryan pass incomplete short right intended for Tony Gonzalez (defended by Darrelle Revis),4.040,2.990
4,1:42,,,,3,7,Timeout #1 by Atlanta Falcons,0.000,2.990
4,1:42,4,6,NYJ 6,9,7,"Matt Ryan pass complete short right to Tony Gonzalez for 6 yards, touchdown",2.990,7.000
4,,,,NYJ 2,10,7,Matt Bryant kicks extra point good,0.000,0.000
4,,,,ATL 30,10,7,"Michael Koenen kicks off 62 yards, returned by Danny Woodhead for 16 yards (tackle by Spencer Adkins)",0.000,0.540
4,1:32,1,10,NYJ 24,10,7,"Mark Sanchez pass complete short left to Jerricho Cotchery for 8 yards (tackle by Coy Wire). Penalty on Brad Smith: Unnecessary Roughness, 15 yards",0.540,-1.080
4,1:22,2,17,NYJ 17,10,7,Mark Sanchez right tackle for 4 yards (tackle by Kroy Biermann and Jonathan Babineaux),-1.080,-1.090
4,1:13,,,,10,7,Timeout #2 by New York Jets,0.000,-1.090
4,1:13,3,13,NYJ 21,10,7,Mark Sanchez pass incomplete deep left intended for Braylon Edwards is intercepted by Brent Grimes at NYJ-43 and returned for 1 yard,-1.090,-2.790
4,1:05,1,10,NYJ 42,10,7,Matt Ryan kneels for -1 yards,2.790,2.110
4,0:35,2,11,NYJ 43,10,7,Matt Ryan kneels for -1 yards,2.110,1.290
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
