Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Eagles won the coin toss and deferred, Redskins to receive the opening kickoff.",,
1,15:00,,,PHI 30,0,0,"David Akers kicks onside 19 yards and returned for 25 yards. Penalty on Joe Mays: Illegal Touch Kick, 5 yards",0.000,4.310
1,14:55,1,10,PHI 19,0,0,Rock Cartwright middle for 2 yards (tackle by Juqua Parker),4.310,4.030
1,14:21,2,8,PHI 17,0,0,Jason Campbell pass complete short left to Santana Moss for 6 yards,4.030,4.430
1,13:57,3,2,PHI 11,0,0,Jason Campbell pass complete short right to Antwaan Randle El for 10 yards (tackle by Sean Jones),4.430,6.970
1,13:11,1,1,PHI 1,6,0,"Jason Campbell right end for 1 yard, touchdown",6.970,7.000
1,,,,PHI 2,7,0,Shaun Suisham kicks extra point good,0.000,0.000
1,,,,WAS 30,7,0,"Shaun Suisham kicks off 49 yards, returned by Victor Harris for no gain",0.000,0.340
1,13:05,1,10,PHI 21,7,0,Donovan McNabb pass complete short left to Jeremy Maclin for 11 yards,0.340,1.070
1,12:41,1,10,PHI 32,7,0,Donovan McNabb pass incomplete short right intended for Reggie Brown (defended by Jeremy Jarmon),1.070,0.530
1,12:34,2,10,PHI 32,7,0,LeSean McCoy left tackle for 19 yards (tackle by Reed Doughty),0.530,2.320
1,12:07,1,10,WAS 49,7,0,LeSean McCoy right tackle for 6 yards (tackle by Justin Tryon),2.320,2.590
1,11:28,2,4,WAS 43,7,0,Donovan McNabb pass complete short right to Brent Celek for 15 yards (tackle by London Fletcher). Penalty on Justin Tryon: Defensive 12 On-field (Declined),2.590,3.710
1,11:13,1,10,WAS 28,7,0,Leonard Weaver middle for 18 yards (tackle by LaRon Landry),3.710,4.910
1,10:30,1,10,WAS 10,7,0,Donovan McNabb pass complete short middle to Jason Avant for 5 yards (tackle by London Fletcher),4.910,5.150
1,9:51,2,5,WAS 5,7,0,Michael Vick middle for 4 yards (tackle by Jeremy Jarmon),5.150,5.170
1,9:09,3,1,WAS 1,7,0,Donovan McNabb pass incomplete short right intended for Alex Smith,5.170,3.550
1,9:03,4,1,WAS 1,7,0,"Donovan McNabb pass complete short middle to DeSean Jackson for 1 yard. Penalty on Brent Celek: Offensive Pass Interfere, 10 yards (no play)",3.550,2.700
1,8:59,4,11,WAS 11,7,3,David Akers 29 yard field goal good,2.700,3.000
1,,,,PHI 30,7,3,"David Akers kicks off 68 yards, returned by Devin Thomas for 27 yards (tackle by Quintin Mikell)",0.000,0.870
1,8:47,1,10,WAS 29,7,3,Rock Cartwright middle for 6 yards (tackle by Mike Patterson),0.870,1.140
1,8:14,2,4,WAS 35,7,3,Rock Cartwright right end for 6 yards (tackle by Will Witherspoon),1.140,1.660
1,7:37,1,10,WAS 41,7,3,Jason Campbell pass incomplete short left intended for Santana Moss,1.660,1.120
1,7:33,2,10,WAS 41,7,3,Jason Campbell pass complete short right to Fred Davis for 5 yards (tackle by Quintin Mikell),1.120,1.090
1,6:49,3,5,WAS 46,7,3,"Penalty on Edwin Williams: False Start, 5 yards (no play)",1.090,0.430
1,6:27,3,10,WAS 41,7,3,Jason Campbell pass incomplete short left intended for Fred Davis,0.430,-0.650
1,6:22,4,10,WAS 41,7,3,"Hunter Smith punts 39 yards, returned by DeSean Jackson for 29 yards (tackle by Kareem Moore)",-0.650,-2.190
1,6:05,1,10,PHI 49,7,3,Donovan McNabb pass complete short left to LeSean McCoy for 7 yards (tackle by Fred Smoot and London Fletcher),2.190,2.590
1,5:33,2,3,WAS 44,7,3,LeSean McCoy middle for 2 yards (tackle by Phillip Daniels),2.590,2.150
1,4:59,3,1,WAS 42,7,3,Michael Vick right end for no gain (tackle by London Fletcher),2.150,0.460
1,4:28,4,1,WAS 42,7,3,Leonard Weaver middle for 2 yards (tackle by Rocky McIntosh),0.460,2.920
1,3:43,1,10,WAS 40,7,3,Donovan McNabb pass incomplete,2.920,2.370
1,3:33,2,10,WAS 40,7,3,LeSean McCoy left end for 5 yards (tackle by Reed Doughty),2.370,2.340
1,2:55,3,5,WAS 35,7,9,"Donovan McNabb pass complete deep left to DeSean Jackson for 35 yards, touchdown",2.340,7.000
1,,,,WAS 2,7,10,David Akers kicks extra point good,0.000,0.000
1,,,,PHI 30,7,10,"David Akers kicks off 70 yards, touchback",0.000,0.280
1,2:48,1,10,WAS 20,7,10,Rock Cartwright middle for -1 yards (tackle by Juqua Parker),0.280,-0.460
1,2:13,2,11,WAS 19,7,10,Jason Campbell pass incomplete short right intended for Fred Davis,-0.460,-1.140
1,2:08,3,11,WAS 19,7,10,Jason Campbell pass complete short right to Rock Cartwright for 14 yards (tackle by Jason Babin),-1.140,1.140
1,1:27,1,10,WAS 33,7,10,Quinton Ganther left guard for 5 yards (tackle by Sean Jones and Jason Babin),1.140,1.270
1,0:48,2,5,WAS 38,7,10,Quinton Ganther left tackle for 10 yards (tackle by Sean Jones),1.270,2.130
1,0:07,1,10,WAS 48,7,10,Jason Campbell pass complete short right to Devin Thomas for 2 yards (tackle by Victor Harris),2.130,1.850
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,,7,10,Jason Campbell pass complete short right to Fred Davis for -1 yards (tackle by Juqua Parker and Chris Gocong),1.850,1.020
2,14:14,3,9,WAS 49,7,10,Jason Campbell pass complete short left to Devin Thomas for 12 yards (tackle by Quintin Demps),1.020,2.980
2,13:38,1,10,PHI 39,7,10,Rock Cartwright left end for 7 yards (tackle by Will Witherspoon),2.980,3.390
2,13:00,2,3,PHI 32,7,10,Rock Cartwright middle for 1 yard (tackle by Jeremiah Trotter),3.390,2.810
2,12:18,3,2,PHI 31,7,10,Jason Campbell pass complete deep right to Malcolm Kelly for 27 yards,2.810,6.280
2,11:52,1,4,PHI 4,7,10,Jason Campbell pass incomplete short middle intended for Fred Davis,6.280,5.340
2,11:46,2,4,PHI 4,13,10,"Jason Campbell pass complete short left to Santana Moss for 4 yards, touchdown",5.340,7.000
2,,,,PHI 2,14,10,Shaun Suisham kicks extra point good,0.000,0.000
2,,,,WAS 30,14,10,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
2,11:44,1,10,PHI 20,14,10,"Donovan McNabb pass incomplete deep left intended for Jeremy Maclin. Penalty on Winston Justice: Offensive Holding, 10 yards (no play)",0.280,-0.760
2,11:36,1,20,PHI 10,14,10,"Donovan McNabb pass complete short middle to LeSean McCoy for no gain. Penalty on Jamaal Jackson: Ineligible Downfield Pas, 5 yards (no play)",-0.760,-0.950
2,11:13,1,25,PHI 5,14,10,Donovan McNabb pass complete short right to Brent Celek for 9 yards (tackle by Reed Doughty),-0.950,-1.180
2,10:38,2,16,PHI 14,14,10,Donovan McNabb sacked by Andre Carter for -1 yards,-1.180,-2.190
2,10:04,3,17,PHI 13,14,10,Donovan McNabb pass incomplete short right intended for LeSean McCoy (defended by Phillip Daniels),-2.190,-2.490
2,9:59,4,17,PHI 13,14,10,"Saverio Rocca punts 42 yards. Penalty on Eldra Buckley: Unnecessary Roughness, 15 yards",-2.490,-2.920
2,9:50,1,10,PHI 40,14,10,Rock Cartwright left tackle for 1 yard (tackle by Will Witherspoon and Quintin Mikell),2.920,2.510
2,9:26,2,9,PHI 39,14,10,Jason Campbell pass incomplete short left intended for Antwaan Randle El (defended by Brodrick Bunkley),2.510,1.820
2,9:22,3,9,PHI 39,14,10,Jason Campbell pass incomplete short middle intended for Mike Sellers (defended by Quintin Demps),1.820,0.660
2,9:12,4,9,PHI 39,14,10,"Hunter Smith punts 28 yards, fair catch by DeSean Jackson",0.660,0.370
2,9:12,1,10,PHI 11,14,10,LeSean McCoy middle for 7 yards (tackle by London Fletcher),-0.370,0.000
2,8:47,2,3,PHI 18,14,10,LeSean McCoy left end for -1 yards (tackle by Kedric Golston),0.000,-0.720
2,8:08,3,4,PHI 17,14,10,Donovan McNabb pass complete short right to LeSean McCoy for 5 yards (tackle by Brian Orakpo),-0.720,0.410
2,7:30,1,10,PHI 22,14,10,Leonard Weaver right guard for 4 yards (tackle by Chris Wilson),0.410,0.410
2,6:58,2,6,PHI 26,14,10,Donovan McNabb pass complete deep middle to Jason Avant for 18 yards (tackle by LaRon Landry),0.410,1.860
2,6:18,1,10,PHI 44,14,10,Donovan McNabb pass complete short right to Jeremy Maclin for 7 yards (tackle by Rocky McIntosh),1.860,2.260
2,5:42,2,3,WAS 49,14,10,LeSean McCoy middle for no gain (tackle by London Fletcher),2.260,1.550
2,5:04,3,3,WAS 49,14,10,Donovan McNabb pass incomplete short middle intended for LeSean McCoy,1.550,0.000
2,5:00,4,3,WAS 49,14,10,"Saverio Rocca punts 36 yards, fair catch by Antwaan Randle El",0.000,0.320
2,4:52,1,10,WAS 13,14,10,Marcus Mason right tackle for 6 yards (tackle by Will Witherspoon),-0.320,0.030
2,4:18,2,4,WAS 19,14,10,"Marcus Mason left end for 15 yards (tackle by Sean Jones). Penalty on Mike Sellers: Offensive Holding, 9 yards (no play)",0.030,-1.000
2,3:51,2,13,WAS 10,14,10,Jason Campbell pass complete short left to Marcus Mason for 11 yards (tackle by Sheldon Brown and Sean Jones),-1.000,-0.470
2,3:11,3,2,WAS 21,14,10,Jason Campbell pass incomplete short right intended for Santana Moss is intercepted by Asante Samuel at WAS-21,-0.470,-4.170
2,3:04,1,10,WAS 21,14,10,LeSean McCoy middle for 8 yards (tackle by London Fletcher),4.170,4.950
2,2:27,2,2,WAS 13,14,10,LeSean McCoy left guard for 3 yards (tackle by London Fletcher),4.950,4.910
2,2:00,1,10,WAS 10,14,10,Donovan McNabb pass incomplete short right intended for Jeremy Maclin (defended by Fred Smoot),4.910,4.190
2,1:57,2,10,WAS 10,14,10,Donovan McNabb pass complete short middle to Jason Avant for 5 yards (tackle by London Fletcher),4.190,4.260
2,1:17,3,5,WAS 5,14,10,"Penalty on Winston Justice: False Start, 5 yards (no play)",4.260,3.130
2,1:15,3,10,WAS 10,14,10,Donovan McNabb pass complete short right to Jeremy Maclin for 4 yards (tackle by Justin Tryon),3.130,2.990
2,0:52,,,,14,10,Timeout #1 by Washington Redskins,0.000,2.990
2,0:52,4,6,WAS 6,14,13,David Akers 24 yard field goal good,2.990,3.000
2,,,,PHI 30,14,13,"David Akers kicks off 70 yards, returned by Devin Thomas for 35 yards (tackle by Sean Jones)",0.000,1.270
2,0:42,1,10,WAS 35,14,13,"Penalty on Levi Jones: False Start, 5 yards (no play)",1.270,0.940
2,0:41,1,15,WAS 30,14,13,Jason Campbell pass complete short left to Rock Cartwright for 10 yards (tackle by Tracy White),0.940,1.400
2,0:35,2,5,WAS 40,14,13,Jason Campbell pass complete short left to Devin Thomas for -3 yards (tackle by Sheldon Brown),1.400,0.300
2,0:28,,,,14,13,Timeout #2 by Washington Redskins,0.000,0.300
2,0:28,3,8,WAS 37,14,13,Jason Campbell pass incomplete short right intended for Devin Thomas is intercepted by Asante Samuel at WAS-45 and returned for 17 yards,0.300,-3.710
2,0:19,1,10,WAS 28,14,13,Donovan McNabb pass complete short right to LeSean McCoy for 5 yards (tackle by Reed Doughty),3.710,3.840
2,0:12,,,,14,13,Timeout #1 by Philadelphia Eagles,0.000,3.840
2,0:12,2,5,WAS 23,14,13,Donovan McNabb pass incomplete deep left intended for Alex Smith,3.840,3.140
2,0:07,,,,14,13,Timeout #3 by Washington Redskins,0.000,3.140
2,0:07,3,5,WAS 23,14,16,David Akers 41 yard field goal good,3.140,3.000
2,,,,PHI 30,14,16,David Akers kicks off 24 yards,0.000,1.990
2,0:00,1,10,WAS 46,14,16,Jason Campbell sacked by Trent Cole for -10 yards,1.990,0.100
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,WAS 30,14,16,"Shaun Suisham kicks off 70 yards, touchback",0.000,0.280
3,15:00,1,10,PHI 20,14,16,Donovan McNabb pass incomplete short left intended for Jeremy Maclin (defended by Brian Orakpo),0.280,-0.270
3,14:57,2,10,PHI 20,14,16,Donovan McNabb pass complete short right to Brent Celek for 6 yards (tackle by Brian Orakpo),-0.270,-0.160
3,14:20,3,4,PHI 26,14,16,Donovan McNabb pass complete short right to Brent Celek for 3 yards (tackle by Fred Smoot),-0.160,-1.440
3,13:40,4,1,PHI 29,14,16,"Saverio Rocca punts 52 yards, returned by Antwaan Randle El for 1 yard (tackle by Quintin Demps)",-1.440,-0.280
3,13:31,1,10,WAS 20,14,16,Rock Cartwright right tackle for no gain (tackle by Brodrick Bunkley),0.280,-0.270
3,12:51,2,10,WAS 20,14,16,Jason Campbell pass incomplete deep right intended for Santana Moss (defended by Quintin Mikell),-0.270,-0.960
3,12:44,3,10,WAS 20,14,16,Jason Campbell pass complete short right to Fred Davis for 29 yards (tackle by Tracy White),-0.960,2.190
3,12:06,1,10,WAS 49,14,16,Rock Cartwright left end for no gain (tackle by Mike Patterson),2.190,1.650
3,11:33,2,10,WAS 49,14,16,Rock Cartwright left end for 3 yards (tackle by Brodrick Bunkley),1.650,1.360
3,10:53,3,7,PHI 48,14,16,Jason Campbell pass complete deep left to Devin Thomas for 35 yards (tackle by Sheldon Brown),1.360,4.710
3,10:04,1,10,PHI 13,14,16,Rock Cartwright right end for 2 yards (tackle by Jeremiah Trotter),4.710,4.390
3,9:19,2,8,PHI 11,14,16,Jason Campbell middle for 1 yard (tackle by Mike Patterson),4.390,3.650
3,8:41,3,7,PHI 10,20,16,"Jason Campbell pass complete short right to Fred Davis for 10 yards, touchdown",3.650,7.000
3,,,,PHI 2,21,16,Shaun Suisham kicks extra point good,0.000,0.000
3,,,,WAS 30,21,16,"Shaun Suisham kicks off 70 yards, returned by Victor Harris for 21 yards (tackle by Kareem Moore)",0.000,0.340
3,8:29,1,10,PHI 21,21,16,LeSean McCoy middle for 1 yard (tackle by Brian Orakpo),0.340,-0.070
3,8:00,2,9,PHI 22,21,16,LeSean McCoy right end for 2 yards (tackle by London Fletcher),-0.070,-0.490
3,7:21,3,7,PHI 24,21,16,Donovan McNabb pass complete short left to DeSean Jackson for 6 yards (tackle by Justin Tryon),-0.490,-1.370
3,6:59,4,1,PHI 30,21,16,"Saverio Rocca punts 47 yards, fair catch by Santana Moss",-1.370,-0.480
3,6:51,1,10,WAS 23,21,16,Rock Cartwright middle for 1 yard (tackle by Juqua Parker),0.480,0.070
3,6:15,2,9,WAS 24,21,16,Rock Cartwright right end for 5 yards (tackle by Trent Cole and Mike Patterson),0.070,0.040
3,5:34,3,4,WAS 29,21,16,Jason Campbell pass complete short left to Santana Moss for 8 yards (tackle by Sheldon Brown),0.040,1.400
3,4:59,1,10,WAS 37,21,16,Quinton Ganther right end for 13 yards (tackle by Quintin Mikell),1.400,2.260
3,4:14,1,10,,21,16,Quinton Ganther left tackle for no gain (tackle by Brodrick Bunkley),2.260,1.710
3,3:27,2,10,,21,16,"Penalty on Santana Moss: False Start, 5 yards (no play)",1.710,1.040
3,3:07,2,15,WAS 45,21,16,Jason Campbell pass incomplete deep left intended for Santana Moss,1.040,0.370
3,3:03,3,15,WAS 45,21,16,Jason Campbell pass complete short right to Quinton Ganther for -4 yards (tackle by Tracy White),0.370,-0.650
3,2:34,4,19,WAS 41,21,16,"Hunter Smith punts 59 yards, touchback",-0.650,-0.280
3,2:25,1,10,PHI 20,21,16,Donovan McNabb pass complete short right to Leonard Weaver for 4 yards (tackle by Fred Smoot),0.280,0.270
3,1:48,2,6,PHI 24,21,16,Donovan McNabb pass incomplete short right intended for Brent Celek,0.270,-0.430
3,1:44,3,6,PHI 24,21,16,Donovan McNabb pass incomplete short middle intended for Brent Celek (defended by London Fletcher),-0.430,-1.770
3,1:38,4,6,PHI 24,21,16,"Saverio Rocca punts 40 yards, fair catch by Antwaan Randle El",-1.770,-1.330
3,1:31,1,10,WAS 36,21,16,Jason Campbell pass incomplete short right intended for Antwaan Randle El,1.330,0.790
3,1:26,2,10,WAS 36,21,16,Quinton Ganther middle for 4 yards (tackle by Will Witherspoon),0.790,0.630
3,0:47,3,6,WAS 40,21,16,"Penalty on Edwin Williams: False Start, 5 yards (no play)",0.630,-0.030
3,0:28,3,11,WAS 35,21,16,"Jason Campbell right end for 16 yards (tackle by Quintin Demps). Penalty on Stephon Heyer: Offensive Holding, 10 yards (no play)",-0.030,-1.350
Quarter,Time,Down,ToGo,Location,WAS,PHI,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,21,WAS 25,21,16,Jason Campbell pass complete short left to Santana Moss for 10 yards (tackle by Quintin Demps),-1.350,-1.040
4,14:31,4,11,WAS 35,21,16,"Hunter Smith punts 53 yards, returned by Jeremy Maclin for -2 yards (tackle by Byron Westbrook)",-1.040,0.380
4,14:22,1,10,PHI 10,21,16,Leonard Weaver middle for 3 yards (tackle by Phillip Daniels),-0.380,-0.560
4,13:44,2,7,PHI 13,21,16,Donovan McNabb pass incomplete deep middle intended for Brent Celek (defended by Kareem Moore),-0.560,-1.070
4,13:39,3,7,PHI 13,21,16,Donovan McNabb pass incomplete short middle intended for Reggie Brown is intercepted by Justin Tryon at PHI-26 and returned for 3 yards,-1.070,-4.040
4,13:32,1,10,PHI 23,21,16,Jason Campbell pass complete short left to Mike Sellers for 12 yards (tackle by Will Witherspoon),4.040,4.840
4,13:11,1,10,PHI 11,21,16,Marcus Mason middle for 2 yards (tackle by Mike Patterson),4.840,4.510
4,12:33,2,8,PHI 9,21,16,Marcus Mason left end for 2 yards (tackle by Antonio Dixon and Sheldon Brown),4.510,3.980
4,11:51,,,,21,16,Timeout #1 by Washington Redskins,0.000,3.980
4,11:51,3,6,PHI 7,21,16,Jason Campbell pass incomplete short right intended for Fred Davis,3.980,2.980
4,11:45,4,6,PHI 7,24,16,Shaun Suisham 25 yard field goal good,2.980,3.000
4,,,,WAS 30,24,16,"Shaun Suisham kicks off 64 yards, returned by Victor Harris for 29 yards (tackle by Quinton Ganther). Penalty on Dimitri Patterson: Offensive Holding, 10 yards",0.000,-0.380
4,11:37,1,10,PHI 10,24,16,Donovan McNabb pass incomplete deep middle intended for Jason Avant (defended by Justin Tryon),-0.380,-0.780
4,11:30,2,10,PHI 10,24,16,Donovan McNabb pass complete deep right to Jason Avant for 46 yards (tackle by Carlos Rogers),-0.780,2.650
4,10:58,1,10,WAS 44,24,16,Donovan McNabb pass complete deep middle to Jason Avant for 20 yards (tackle by LaRon Landry),2.650,3.970
