Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
2,4:30,3,18,NYJ 32,0,10,Sam Darnold pass complete short right to Le'Veon Bell for 12 yards (tackle by Minkah Fitzpatrick and T.J. Watt),-0.690,-0.460
2,3:53,4,6,NYJ 44,0,10,"Lac Edwards punts 43 yards, returned by Diontae Johnson for 11 yards (tackle by Lac Edwards). Penalty on Jordan Dangerfield: Offensive Holding, 10 yards",-0.460,0.280
2,3:42,1,10,PIT 14,0,10,Kerrith Whyte left tackle for 4 yards (tackle by Jamal Adams and Neville Hewitt),-0.280,-0.210
2,3:05,2,6,PIT 18,0,10,Mason Rudolph pass complete short left to James Washington for 13 yards (tackle by Blessuan Austin),-0.210,1.000
2,2:29,1,10,PIT 31,0,10,Kerrith Whyte right end for 2 yards (tackle by James Burgess),1.000,0.730
2,2:00,2,8,PIT 33,0,10,Mason Rudolph pass complete short right to Diontae Johnson for 9 yards,0.730,1.730
2,1:56,1,10,PIT 42,0,10,Mason Rudolph pass complete short right to Jaylen Samuels for 1 yard (tackle by Arthur Maulet and James Burgess),1.730,1.320
2,1:45,,,,,,Timeout #1 by Pittsburgh Steelers,,
2,1:45,2,9,PIT 43,0,10,Mason Rudolph pass complete short left to Jaylen Samuels for 27 yards (tackle by Neville Hewitt),1.320,3.580
2,1:36,1,10,NYJ 30,0,10,Mason Rudolph pass incomplete short left intended for JuJu Smith-Schuster,3.580,3.030
2,1:32,2,10,NYJ 30,0,10,Mason Rudolph sacked by Neville Hewitt for -9 yards,3.030,1.160
2,1:26,,,,,,Timeout #2 by Pittsburgh Steelers,,
2,1:26,3,19,NYJ 39,0,10,Mason Rudolph pass complete short right to James Washington for 8 yards (tackle by Arthur Maulet),1.160,1.320
2,1:22,4,11,NYJ 31,3,10,Chris Boswell 49 yard field goal good,1.320,3.000
2,1:18,,,PIT 35,3,10,"Chris Boswell kicks off 52 yards, returned by Ty Montgomery for 12 yards (tackle by Trey Edmunds). Penalty on Tarell Basham: Offensive Holding, 10 yards",0.000,-0.220
2,1:13,1,10,NYJ 15,3,10,Sam Darnold pass complete short right to Robby Anderson for 9 yards (tackle by Mark Barron),-0.220,0.620
2,0:53,2,1,NYJ 24,3,10,Sam Darnold pass complete short left to Vyncint Smith for 10 yards (tackle by Mike Hilton),0.620,1.200
2,0:44,1,10,NYJ 34,3,10,Sam Darnold pass complete short middle to Jamison Crowder for 15 yards (tackle by Mark Barron),1.200,2.190
2,0:36,,,,,,Timeout #1 by New York Jets,,
2,0:36,1,10,NYJ 49,3,10,"Sam Darnold sacked by T.J. Watt for -8 yards. Sam Darnold fumbles (forced by T.J. Watt), recovered by T.J. Watt at NYJ-41",2.190,-2.850
2,0:28,1,10,NYJ 41,3,10,Jaylen Samuels up the middle for 6 yards (tackle by Henry Anderson),2.850,3.120
2,0:21,,,,,,Timeout #3 by Pittsburgh Steelers,,
2,0:21,2,4,NYJ 35,3,10,Mason Rudolph pass complete short left to Jaylen Samuels for 1 yard (tackle by Blessuan Austin),3.120,2.540
2,0:14,3,3,NYJ 34,3,10,"Mason Rudolph pass incomplete deep right intended for James Washington. Penalty on Arthur Maulet: Illegal Contact, 5 yards (no play)",2.540,3.640
2,0:09,1,10,NYJ 29,9,10,"Mason Rudolph pass complete deep left to Diontae Johnson for 29 yards, touchdown",3.640,7.000
2,0:04,,,NYJ 15,10,10,Chris Boswell kicks extra point good,0.000,0.000
2,0:04,,,PIT 35,10,10,"Chris Boswell kicks off 52 yards, muffed catch by Braxton Berrios returned by Braxton Berrios for no gain",0.000,1.270
Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 35,10,10,"Sam Ficken kicks off 59 yards, returned by Kerrith Whyte for 24 yards (tackle by Harvey Langi and Brandon Copeland)",0.000,0.940
3,14:53,1,10,PIT 30,10,10,Kerrith Whyte left tackle for 2 yards (tackle by Neville Hewitt and Maurice Canady),0.940,0.660
3,14:18,2,8,PIT 32,10,10,Mason Rudolph pass complete short right to JuJu Smith-Schuster for 8 yards (tackle by Arthur Maulet),0.660,1.600
3,13:43,1,10,PIT 40,10,10,Jaylen Samuels left guard for no gain (tackle by Jordan Jenkins),1.600,1.050
3,13:06,2,10,PIT 40,10,10,Mason Rudolph pass complete short middle to Diontae Johnson for 5 yards (tackle by Maurice Canady),1.050,1.030
3,12:29,3,5,PIT 45,10,10,Mason Rudolph pass complete short right to Vance McDonald for -5 yards (tackle by Jamal Adams),1.030,-0.720
3,11:46,4,10,PIT 40,10,10,"Jordan Berry punts 41 yards, fair catch by Braxton Berrios at NYJ-19",-0.720,-0.150
3,11:39,1,10,NYJ 19,10,10,Sam Darnold pass complete short left to Jamison Crowder for 17 yards (tackle by Minkah Fitzpatrick),0.150,1.330
3,11:12,1,10,NYJ 36,10,10,Le'Veon Bell up the middle for 2 yards (tackle by Devin Bush and Terrell Edmunds),1.330,1.060
3,10:36,2,8,NYJ 38,10,10,Le'Veon Bell right guard for 5 yards (tackle by Bud Dupree and Javon Hargrave),1.060,1.030
3,10:00,3,3,NYJ 43,10,10,Sam Darnold up the middle for 4 yards (tackle by Mark Barron),1.030,2.060
3,9:19,1,10,NYJ 47,10,10,Le'Veon Bell left tackle for 2 yards (tackle by Tyson Alualu and T.J. Watt),2.060,1.790
3,8:43,2,8,NYJ 49,10,10,Sam Darnold pass complete short right to Trevon Wesco for 32 yards (tackle by Minkah Fitzpatrick),1.790,4.310
3,8:00,1,10,PIT 19,10,10,Le'Veon Bell right guard for 1 yard (tackle by Tyson Alualu and Daniel McCullers),4.310,3.880
3,7:23,2,9,PIT 18,10,10,Sam Darnold pass incomplete short right,3.880,3.140
3,7:14,3,9,PIT 18,10,10,Sam Darnold sacked by Bud Dupree for -1 yards,3.140,2.180
3,6:34,4,10,PIT 19,10,13,Sam Ficken 37 yard field goal good,2.180,3.000
3,6:30,,,NYJ 35,10,13,"Sam Ficken kicks off 63 yards, returned by Kerrith Whyte for 24 yards (tackle by Maurice Canady)",0.000,0.670
3,6:24,1,10,PIT 26,10,13,Mason Rudolph pass complete short right to James Washington for 2 yards (tackle by Neville Hewitt and Arthur Maulet),0.670,0.400
3,5:45,2,8,PIT 28,10,13,Benny Snell up the middle for 4 yards (tackle by Folorunso Fatukasi and Quinnen Williams),0.400,0.230
3,5:04,3,4,PIT 32,10,13,Mason Rudolph pass incomplete deep right intended for James Washington,0.230,-1.240
3,4:59,4,4,PIT 32,10,13,"Jordan Berry punts 49 yards, fair catch by Braxton Berrios at NYJ-19",-1.240,-0.150
3,4:52,1,10,NYJ 19,10,13,Le'Veon Bell right guard for 4 yards (tackle by Cameron Heyward and Javon Hargrave),0.150,0.210
3,4:17,2,6,NYJ 23,10,13,Le'Veon Bell up the middle for 2 yards (tackle by Mike Hilton and Javon Hargrave),0.210,-0.290
3,3:38,3,4,NYJ 25,10,13,Sam Darnold pass incomplete deep middle intended for Jamison Crowder (defended by Mark Barron),-0.290,-1.700
3,3:33,4,4,NYJ 25,10,13,"Lac Edwards punts 50 yards, returned by Diontae Johnson for 17 yards (tackle by Trevon Wesco)",-1.700,-1.730
3,3:19,1,10,PIT 42,10,13,Benny Snell right end for 6 yards (tackle by Marcus Maye),1.730,2.000
3,2:53,2,4,PIT 48,10,13,Mason Rudolph up the middle for -5 yards (tackle by Maurice Canady and Kyle Phillips),2.000,0.630
3,2:09,3,9,PIT 43,10,13,Mason Rudolph pass complete short left to JuJu Smith-Schuster for 14 yards (tackle by Maurice Canady and Neville Hewitt),0.630,2.720
3,1:28,1,10,NYJ 43,10,13,Kerrith Whyte up the middle for 3 yards (tackle by Jordan Jenkins and Nathan Shepherd),2.720,2.580
3,0:53,2,7,NYJ 40,10,13,Mason Rudolph pass incomplete deep right intended for James Washington,2.580,1.880
3,0:48,3,7,NYJ 40,10,13,Mason Rudolph pass incomplete short left intended for Jaylen Samuels,1.880,0.590
3,0:43,4,7,NYJ 40,10,13,"Jordan Berry punts 30 yards, fair catch by Braxton Berrios at NYJ-10",0.590,0.380
3,0:36,1,10,NYJ 10,10,13,Sam Darnold pass incomplete short left intended for Daniel Brown (defended by Mike Hilton),-0.380,-0.780
3,0:33,2,10,NYJ 10,10,13,Le'Veon Bell up the middle for 5 yards (tackle by Bud Dupree and Mark Barron),-0.780,-0.840
Quarter,Time,Down,ToGo,Location,PIT,NYJ,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,5,NYJ 15,10,13,Sam Darnold pass incomplete short middle intended for Robby Anderson,-0.840,-2.440
4,14:55,4,5,NYJ 15,10,13,"Penalty on Benny Snell: Neutral Zone Infraction, 5 yards (no play)",-2.440,0.280
4,14:55,1,10,NYJ 20,10,13,Le'Veon Bell right guard for 2 yards (tackle by Anthony Chickillo),0.280,0.000
4,14:23,2,8,NYJ 22,10,13,Le'Veon Bell right tackle for 2 yards (tackle by Tyson Alualu and Terrell Edmunds),0.000,-0.430
4,13:40,3,6,NYJ 24,10,13,Sam Darnold pass incomplete short right intended for Bilal Powell,-0.430,-1.770
4,13:36,4,6,NYJ 24,10,13,"Lac Edwards punts 49 yards, returned by Diontae Johnson for 12 yards (tackle by Frankie Luvu)",-1.770,-1.530
4,13:25,1,10,PIT 39,10,13,Kerrith Whyte left guard for 4 yards (tackle by Steve McLendon and Folorunso Fatukasi),1.530,1.530
4,12:48,2,6,PIT 43,10,13,Kerrith Whyte right tackle for 7 yards (tackle by Steve McLendon),1.530,2.260
4,12:10,1,10,PIT 50,10,13,Benny Snell right tackle for 3 yards (tackle by Brandon Copeland and Steve McLendon),2.260,2.120
4,11:28,2,7,NYJ 47,10,13,Devlin Hodges pass complete short right to Diontae Johnson for 15 yards (tackle by Marcus Maye),2.120,3.450
4,10:52,1,10,NYJ 32,10,13,Benny Snell up the middle for 3 yards (tackle by Folorunso Fatukasi and Arthur Maulet),3.450,3.310
4,10:13,2,7,NYJ 29,10,13,Devlin Hodges sacked by Quinnen Williams for -9 yards,3.310,1.420
4,9:28,3,16,NYJ 38,10,13,"B.J. Finney aborted snap, recovered by Devlin Hodges at NYJ-46 (tackle by Henry Anderson)",1.420,0.200
4,8:45,4,24,NYJ 46,10,13,"Jordan Berry punts 24 yards, fair catch by Braxton Berrios at NYJ-22",0.200,-0.410
4,8:38,1,10,NYJ 22,10,13,Sam Darnold pass complete short left to Vyncint Smith for 14 yards (tackle by Steven Nelson),0.410,1.330
4,7:57,1,10,NYJ 36,10,13,Sam Darnold pass complete short left to Jamison Crowder for 20 yards (tackle by Terrell Edmunds),1.330,2.650
4,7:16,1,10,PIT 44,10,13,Sam Darnold pass complete short left to Le'Veon Bell for 3 yards (tackle by Mark Barron),2.650,2.520
4,6:41,2,7,PIT 41,10,13,Le'Veon Bell right guard for 2 yards (tackle by Mike Hilton and Tyson Alualu),2.520,2.080
4,6:00,3,5,PIT 39,10,13,Le'Veon Bell up the middle for 7 yards (tackle by Mark Barron),2.080,3.450
4,5:19,1,10,PIT 32,10,13,"Sam Darnold aborted snap, recovered by Sam Darnold at PIT-35 and returned for -3 yards",3.450,2.500
4,4:38,2,13,PIT 35,10,13,Le'Veon Bell left tackle for no gain (tackle by Javon Hargrave),2.500,1.820
4,3:56,3,13,PIT 35,10,13,Le'Veon Bell right guard for 11 yards (tackle by Mike Hilton and Terrell Edmunds),1.820,1.990
4,3:15,4,2,PIT 24,10,16,Sam Ficken 42 yard field goal good,1.990,3.000
4,3:11,,,NYJ 35,10,16,"Sam Ficken kicks off 65 yards, touchback.",0.000,0.610
4,3:11,1,10,PIT 25,10,16,Jaylen Samuels left guard for 1 yard (tackle by Quinnen Williams and James Burgess),0.610,0.200
4,2:40,2,9,PIT 26,10,16,Devlin Hodges sacked by Kyle Phillips for -5 yards,0.200,-1.150
4,2:03,3,14,PIT 21,10,16,Devlin Hodges pass incomplete short left intended for Vance McDonald (defended by Brandon Copeland),-1.150,-1.960
4,1:59,4,14,PIT 21,10,16,"Jordan Berry punts 45 yards, fair catch by Braxton Berrios at NYJ-34",-1.960,-1.200
4,1:53,1,10,NYJ 34,10,16,Le'Veon Bell right guard for -2 yards (tackle by Jordan Dangerfield),1.200,0.390
4,1:48,,,,,,Timeout #1 by Pittsburgh Steelers,,
4,1:48,2,12,NYJ 32,10,16,Le'Veon Bell left guard for 3 yards (tackle by T.J. Watt and Cameron Heyward),0.390,0.100
4,1:44,,,,,,Timeout #2 by Pittsburgh Steelers,,
4,1:44,3,9,NYJ 35,10,16,Le'Veon Bell up the middle for -3 yards (tackle by Vince Williams and Bud Dupree),0.100,-1.240
4,1:39,,,,,,Timeout #3 by Pittsburgh Steelers,,
4,1:39,4,12,NYJ 32,10,16,Lac Edwards punts 28 yards downed by Thomas Hennessy,-1.240,-1.600
4,1:27,1,10,PIT 40,10,16,Devlin Hodges pass complete short left to Diontae Johnson for 7 yards (tackle by Brian Poole),1.600,2.000
4,1:07,2,3,PIT 47,10,16,Devlin Hodges pass complete short right to Deon Cain for 6 yards,2.000,2.460
4,1:04,1,10,NYJ 47,10,16,Devlin Hodges pass incomplete short right,2.460,1.910
4,0:58,2,10,NYJ 47,10,16,Devlin Hodges pass complete short left to Jaylen Samuels for 3 yards (tackle by Maurice Canady),1.910,1.620
4,0:51,3,7,NYJ 44,10,16,Devlin Hodges pass incomplete deep right intended for James Washington (defended by Marcus Maye),1.620,0.330
4,0:44,4,7,NYJ 44,10,16,"Devlin Hodges aborted snap, recovered by Devlin Hodges at NYJ-44 Devlin Hodges pass incomplete deep middle intended for JuJu Smith-Schuster",0.330,-1.860
4,0:39,1,10,NYJ 44,10,16,Sam Darnold kneels for -1 yards,1.860,1.180
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
