Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
2,7:18,3,9,NOR 27,3,17,Drew Brees pass complete short left to Pierre Thomas for 8 yards (tackle by James Laurinaitis),-0.430,-1.040
2,6:34,4,1,NOR 35,3,17,"Thomas Morstead punts 54 yards, returned by Justin Veltung for 7 yards (tackle by Roman Harper)",-1.040,-0.040
2,6:23,1,10,STL 18,3,17,Zac Stacy left guard for 2 yards (tackle by Parys Haralson),0.040,-0.130
2,5:47,2,8,STL 20,3,17,Zac Stacy left tackle for 3 yards (tackle by Brodrick Bunkley),-0.130,-0.130
2,5:39,2,8,STL 20,3,17,Timeout #1 by New Orleans Saints,-0.130,-0.530
2,5:39,3,5,STL 23,3,17,Kellen Clemens pass complete short middle to Chris Givens for 31 yards (tackle by Malcolm Jenkins),-0.530,2.520
2,4:53,1,10,NOR 46,3,17,Stedman Bailey left end for 6 yards (tackle by David Hawthorne),2.520,2.790
2,4:20,2,4,NOR 40,3,23,"Zac Stacy right end for 40 yards, touchdown",2.790,7.000
2,4:20,,,NOR 2,3,24,Greg Zuerlein kicks extra point good,0.000,0.000
2,4:20,,,STL 35,3,24,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
2,4:10,1,10,NOR 20,3,24,Drew Brees pass incomplete short left intended for Ben Watson,0.280,-0.270
2,4:04,2,10,NOR 20,3,24,Darren Sproles up the middle for 1 yard (tackle by Chris Long),-0.270,-0.820
2,2:52,3,9,NOR 21,3,24,Drew Brees pass complete short right to Jimmy Graham for 12 yards (tackle by Alec Ogletree),-0.820,1.140
2,2:46,1,10,NOR 33,3,24,Drew Brees pass complete short middle to Marques Colston for 11 yards (tackle by Rodney McLeod),1.140,1.860
2,2:12,1,10,NOR 44,3,24,"Drew Brees pass complete short right to Darren Sproles for 5 yards (tackle by Alec Ogletree). Penalty on Charles Brown: Offensive Holding, 10 yards (no play)",1.860,1.200
2,2:00,1,20,NOR 34,3,24,Drew Brees pass complete short right to Darren Sproles for 9 yards (tackle by Robert Quinn),1.200,1.180
2,1:35,2,11,NOR 43,3,24,Drew Brees pass complete short left to Kenny Stills for 9 yards (tackle by Janoris Jenkins),1.180,1.690
2,1:11,3,2,STL 48,3,24,Drew Brees up the middle for 7 yards (tackle by Darian Stewart),1.690,1.690
2,1:06,3,2,STL 48,3,24,Timeout #2 by New Orleans Saints,1.690,2.850
2,1:06,1,10,STL 41,3,24,Drew Brees pass complete short right to Lance Moore for 4 yards (tackle by Trumaine Johnson),2.850,2.850
2,1:02,2,6,STL 37,3,24,Drew Brees pass complete short middle to Marques Colston for 7 yards (tackle by Darian Stewart),2.850,3.580
2,0:48,1,10,STL 30,3,24,Drew Brees pass complete short right to Kenny Stills for 14 yards (tackle by Trumaine Johnson),3.580,4.510
2,0:42,1,10,STL 16,3,24,Darren Sproles right guard for 3 yards (tackle by Rodney McLeod and T.J. McDonald),4.510,4.390
2,0:22,2,7,STL 13,3,24,Drew Brees pass complete short left to Darren Sproles for 5 yards (tackle by James Laurinaitis),4.390,4.390
2,0:15,2,7,STL 13,3,24,Timeout #3 by New Orleans Saints,4.390,4.620
2,0:15,3,2,STL 8,3,24,"Drew Brees pass complete short left to Lance Moore for 8 yards. Penalty on Charles Brown: Illegal Use of Hands, 10 yards (no play)",4.620,2.940
2,0:10,3,12,STL 18,3,24,Drew Brees pass incomplete deep left intended for Marques Colston,2.940,2.250
2,0:06,4,12,STL 18,3,24,"Garrett Hartley 36 yard field goal no good, blocked by Michael Brockers",2.250,-0.670
2,0:02,1,10,STL 26,3,24,Kellen Clemens kneels for -1 yards,0.670,-0.010
Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,STL 35,3,24,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,15:00,1,10,NOR 20,3,24,Pierre Thomas right tackle for 7 yards (tackle by Alec Ogletree),0.280,0.680
3,14:32,2,3,NOR 27,3,24,Drew Brees pass complete short right to Jimmy Graham for 13 yards (tackle by Trumaine Johnson),0.680,1.600
3,13:55,1,10,NOR 40,3,24,Drew Brees pass complete short middle to Mark Ingram for 16 yards (tackle by Rodney McLeod),1.600,2.650
3,13:26,1,10,STL 44,3,24,Pierre Thomas right end for 1 yard (tackle by Matt Conrath),2.650,2.250
3,12:42,2,9,STL 43,3,24,"Darren Sproles right tackle for 8 yards (tackle by James Laurinaitis). Penalty on Kendall Langford: Defensive Offside, 5 yards (no play)",2.250,2.920
3,12:20,2,4,STL 38,3,24,Drew Brees pass complete short middle to Ben Watson for 8 yards (tackle by James Laurinaitis),2.920,3.580
3,11:48,1,10,STL 30,3,24,Pierre Thomas right end for -2 yards (tackle by James Laurinaitis),3.580,2.760
3,11:09,2,12,STL 32,3,24,Drew Brees pass complete short right to Pierre Thomas for -5 yards (tackle by Alec Ogletree),2.760,2.760
3,10:19,2,12,STL 32,3,24,Timeout #1 by New Orleans Saints,2.760,1.420
3,10:19,3,17,STL 37,3,24,"Drew Brees sacked by Robert Quinn for -8 yards. Drew Brees fumbles (forced by Robert Quinn), recovered by Robert Quinn at STL-45 and returned for 2 yards (tackle by Pierre Thomas)",1.420,-2.060
3,10:12,1,10,STL 47,3,24,Zac Stacy up the middle for 5 yards (tackle by David Hawthorne),2.060,2.190
3,9:33,2,5,NOR 48,3,24,Zac Stacy up the middle for 3 yards (tackle by David Hawthorne),2.190,1.880
3,8:53,3,2,NOR 45,3,24,Kellen Clemens pass incomplete short right intended for Stedman Bailey,1.880,0.270
3,8:46,4,2,NOR 45,3,24,"Johnny Hekker punts 34 yards, fair catch by Darren Sproles",0.270,0.370
3,8:39,1,10,NOR 11,3,24,"Drew Brees pass incomplete short right intended for Jimmy Graham. Penalty on Zach Strief: Offensive Holding, 6 yards (no play)",-0.370,-0.610
3,8:33,1,16,NOR 5,3,24,Drew Brees pass incomplete short right intended for Jimmy Graham (defended by Kendall Langford),-0.610,-1.220
3,8:30,2,16,NOR 5,3,24,Drew Brees pass incomplete short middle intended for Lance Moore (defended by James Laurinaitis),-1.220,-2.120
3,8:24,3,16,NOR 5,3,24,"Penalty on Zach Strief: False Start, 2 yards (no play)",-2.120,-2.360
3,8:24,3,18,NOR 3,3,24,Drew Brees pass incomplete short right intended for Darren Sproles,-2.360,-2.490
3,8:19,4,18,NOR 3,3,24,"Thomas Morstead punts 53 yards, out of bounds",-2.490,-1.860
3,8:12,1,10,STL 44,3,24,Zac Stacy left guard for -2 yards (tackle by Akiem Hicks),1.860,1.050
3,7:35,2,12,STL 42,3,24,Kellen Clemens pass incomplete short left intended for Zac Stacy (defended by Junior Galette),1.050,0.370
3,7:30,3,12,STL 42,3,24,Kellen Clemens pass complete deep right to Stedman Bailey for 20 yards (tackle by Keenan Lewis),0.370,3.050
3,6:47,1,10,NOR 38,3,24,Zac Stacy up the middle for 2 yards (tackle by Roman Harper),3.050,2.780
3,6:09,2,8,NOR 36,3,24,Zac Stacy right end for 6 yards (tackle by Kenny Vaccaro),2.780,2.870
3,5:34,3,2,NOR 30,3,24,Zac Stacy up the middle for 4 yards (tackle by Cameron Jordan),2.870,3.840
3,4:50,1,10,NOR 26,3,24,Benny Cunningham right tackle for no gain (tackle by Parys Haralson),3.840,3.300
3,4:11,2,10,NOR 26,3,24,Kellen Clemens pass complete short right to Lance Kendricks for 9 yards (tackle by Kenny Vaccaro),3.300,3.950
3,3:28,3,1,NOR 17,3,24,Zac Stacy up the middle for no gain (tackle by Kenny Vaccaro),3.950,2.460
3,2:46,4,1,NOR 17,3,27,Greg Zuerlein 35 yard field goal good,2.460,3.000
3,2:46,,,STL 35,3,27,"Greg Zuerlein kicks off 65 yards, touchback",0.000,-0.280
3,2:42,1,10,NOR 20,3,27,Darren Sproles right tackle for 2 yards (tackle by Eugene Sims),0.280,0.000
3,2:12,2,8,NOR 22,3,27,Drew Brees pass complete short left to Ben Watson for 4 yards (tackle by Jo-Lonn Dunbar),0.000,-0.160
3,1:35,3,4,NOR 26,3,27,Drew Brees pass complete short left to Pierre Thomas for 3 yards (tackle by T.J. McDonald),-0.160,-1.440
3,1:04,4,1,NOR 29,3,27,Pierre Thomas up the middle for 2 yards (tackle by Robert Quinn),-1.440,1.000
3,0:34,1,10,NOR 31,3,27,Drew Brees pass complete short right to Marques Colston for 12 yards (tackle by T.J. McDonald),1.000,1.800
,,,,,,,"NOR challenged the incomplete pass ruling, and the original play was overturned.",,
3,0:20,1,10,NOR 43,3,27,Drew Brees pass complete short left to Mark Ingram for 23 yards (tackle by William Hayes),1.800,3.310
Quarter,Time,Down,ToGo,Location,NOR,STL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,STL 34,3,27,Drew Brees pass complete short right to Darren Sproles for -1 yards (tackle by Rodney McLeod),3.310,2.640
4,14:24,2,11,STL 35,3,27,Drew Brees pass complete deep left to Marques Colston for 23 yards (tackle by Janoris Jenkins),2.640,4.780
4,13:39,1,10,STL 12,3,27,Pierre Thomas right tackle for 8 yards (tackle by Michael Brockers),4.780,5.600
4,12:59,2,2,STL 4,3,27,Drew Brees pass incomplete short right intended for Jed Collins (defended by Alec Ogletree),5.600,4.840
4,12:55,3,2,STL 4,3,27,Pierre Thomas right tackle for 3 yards (tackle by Jo-Lonn Dunbar),4.840,6.970
4,12:13,1,1,STL 1,3,27,Drew Brees pass incomplete short right intended for Bryce Harris,6.970,5.910
4,12:08,2,1,STL 1,3,27,Khiry Robinson right tackle for no gain (tackle by Jo-Lonn Dunbar),5.910,5.170
4,11:28,3,1,STL 1,9,27,"Drew Brees up the middle for 1 yard, touchdown",5.170,7.000
4,11:28,,,,9,27,"Two Point Attempt: Pierre Thomas right guard, conversion fails",0.000,-1.000
4,11:28,,,NOR 35,9,27,"Thomas Morstead kicks off 68 yards, returned by Isaiah Pead for 29 yards (tackle by Jed Collins)",0.000,-0.670
4,11:20,1,10,STL 26,9,27,Zac Stacy left tackle for -1 yards (tackle by Cameron Jordan),0.670,-0.010
4,10:44,2,11,STL 25,9,27,Kellen Clemens pass complete short left to Stedman Bailey for 6 yards (tackle by Corey White),-0.010,0.100
4,10:04,3,5,STL 31,9,27,Kellen Clemens pass complete short left to Zac Stacy for 10 yards (tackle by Curtis Lofton),0.100,1.660
4,9:16,1,10,STL 41,9,27,Zac Stacy right tackle for 5 yards (tackle by David Hawthorne),1.660,1.800
4,8:32,2,5,STL 46,9,27,Benny Cunningham left guard for no gain (tackle by Akiem Hicks),1.800,1.800
4,8:25,2,5,STL 46,9,27,Timeout #2 by New Orleans Saints,1.800,1.090
4,8:25,3,5,STL 46,9,27,Kellen Clemens pass incomplete short right intended for Stedman Bailey (defended by Isa Abdul-Quddus),1.090,-0.320
4,8:21,4,5,STL 46,9,27,"Johnny Hekker punts 34 yards, fair catch by Darren Sproles",-0.320,-0.280
4,8:14,1,10,NOR 20,9,27,Drew Brees pass complete short left to Darren Sproles for 6 yards (tackle by Darian Stewart),0.280,0.540
4,7:51,2,4,NOR 26,9,27,Drew Brees pass incomplete short left intended for Darren Sproles,0.540,-0.160
4,7:45,3,4,NOR 26,9,27,Drew Brees pass incomplete short middle intended for Marques Colston (defended by Darian Stewart),-0.160,-1.630
4,7:41,4,4,NOR 26,9,27,Drew Brees pass complete short middle to Marques Colston for 7 yards (tackle by Darian Stewart),-1.630,1.140
4,7:14,1,10,NOR 33,9,27,Drew Brees sacked by William Hayes for -6 yards,1.140,-0.220
4,6:51,2,16,NOR 27,9,27,Drew Brees pass complete short middle to Lance Moore for 15 yards (tackle by Darian Stewart),-0.220,1.090
4,6:28,3,1,NOR 42,9,27,Drew Brees pass incomplete short left intended for Pierre Thomas,1.090,-0.590
4,6:26,4,1,NOR 42,9,27,Drew Brees pass complete short right to Lance Moore for 3 yards (tackle by Trumaine Johnson),-0.590,1.930
4,6:02,1,10,NOR 45,9,27,Drew Brees pass incomplete deep middle intended for Marques Colston,1.930,1.380
4,5:57,2,10,NOR 45,9,27,Darren Sproles up the middle for 5 yards (tackle by Rodney McLeod),1.380,1.360
4,5:34,3,5,,9,27,Drew Brees pass complete short middle to Darren Sproles for 13 yards (tackle by Alec Ogletree),1.360,3.120
4,5:05,1,10,STL 37,9,27,Drew Brees pass complete short middle to Lance Moore for 14 yards (tackle by T.J. McDonald),3.120,4.040
4,4:42,1,10,STL 23,9,27,Drew Brees pass complete short left to Pierre Thomas for 5 yards (tackle by Janoris Jenkins),4.040,4.210
4,4:21,2,5,STL 18,9,27,Drew Brees pass complete short left to Marques Colston for 12 yards (tackle by Janoris Jenkins),4.210,5.830
4,3:55,1,6,STL 6,9,27,Drew Brees pass incomplete short left intended for Marques Colston (defended by Janoris Jenkins),5.830,4.950
4,3:50,2,6,STL 6,9,27,Drew Brees pass incomplete short left intended for Jimmy Graham (defended by Janoris Jenkins),4.950,4.040
4,3:45,3,6,STL 6,9,27,Darren Sproles up the middle for 1 yard (tackle by Kendall Langford),4.040,3.010
4,3:10,4,5,STL 5,15,27,"Drew Brees pass complete short right to Marques Colston for 5 yards, touchdown",3.010,7.000
4,3:10,,,STL 2,16,27,Garrett Hartley kicks extra point good,0.000,0.000
4,3:07,4,5,STL 5,16,27,Timeout #1 by St. Louis Rams,3.010,0.000
4,3:10,,,NOR 35,16,27,Garrett Hartley kicks onside 9 yards,0.000,1.860
4,3:04,1,10,NOR 44,16,27,Drew Brees pass complete deep left to Lance Moore for 30 yards (tackle by Janoris Jenkins),1.860,3.840
4,2:39,1,10,STL 26,16,27,Drew Brees pass complete short left to Lance Moore for 12 yards,3.840,4.650
4,2:35,1,10,STL 14,16,27,Drew Brees pass complete short right to Kenny Stills for 4 yards (tackle by Trumaine Johnson),4.650,4.710
4,2:13,2,6,STL 10,16,27,Drew Brees pass complete short middle to Darren Sproles for 2 yards (tackle by Alec Ogletree),4.710,4.280
4,2:00,3,4,STL 8,16,27,Drew Brees pass incomplete short right intended for Marques Colston (defended by Darian Stewart),4.280,2.980
4,1:54,4,4,STL 8,16,27,Garrett Hartley 26 yard field goal no good,2.980,-0.280
4,1:51,1,10,STL 20,16,27,Zac Stacy up the middle for 1 yard (tackle by Curtis Lofton),0.280,0.280
4,1:46,1,10,STL 20,16,27,Timeout #3 by New Orleans Saints,0.280,-0.130
4,1:46,2,9,STL 21,16,27,Zac Stacy left guard for 3 yards (tackle by Akiem Hicks),-0.130,-0.430
4,1:04,3,6,STL 24,16,27,Zac Stacy left guard for 1 yard (tackle by David Hawthorne),-0.430,-0.430
4,0:16,3,6,STL 24,16,27,Timeout #2 by St. Louis Rams,-0.430,-1.700
4,0:16,4,5,STL 25,16,27,"Johnny Hekker punts 45 yards, returned by Darren Sproles for 9 yards (tackle by Will Witherspoon). Penalty on Rod Sweeting: Defensive Offside, 5 yards, Penalty on Will Herring: Unnecessary Roughness (Declined) (no play)",-1.700,0.940
4,0:05,1,10,STL 30,16,27,Kellen Clemens kneels for -1 yards,0.940,0.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
