Quarter,Time,Tm,Detail,PIT,BAL
1.0,8:58,Ravens,Jamal Lewis 3 yard rush (Matt Stover kick),0,7
2.0,11:35,Ravens,Matt Stover 35 yard field goal,0,10
,0:18,Ravens,Matt Stover 27 yard field goal,0,13
3.0,11:59,Ravens,Jamal Lewis 1 yard rush (Matt Stover kick),0,20
4.0,13:04,Steelers,Antwaan Randle El 3 yard pass from Ben Roethlisberger (Jeff Reed kick),7,20
,8:29,Ravens,Matt Stover 34 yard field goal,7,23
,6:10,Steelers,Hines Ward 12 yard pass from Ben Roethlisberger (pass failed),13,23
,2:56,Ravens,Chris McAlister 51 yard interception return (Matt Stover kick),13,30
