#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:58,NOR 24,5,2:21,11,Punt
2,1,7:55,NOR 43,3,1:54,-15,Punt
3,1,4:50,NOR 30,13,6:14,41,Field Goal
4,2,11:54,NOR 25,5,2:21,22,Punt
5,2,7:38,TEN 48,3,1:05,-3,Punt
6,2,2:34,NOR 39,1,0:11,61,Touchdown
7,2,0:18,NOR 38,2,0:18,12,End of Half
8,3,15:00,NOR 39,2,1:00,61,Touchdown
9,3,11:08,NOR 30,9,4:00,70,Touchdown
10,3,4:25,NOR 48,5,3:07,52,Touchdown
11,4,12:31,NOR 9,3,1:49,-8,Punt
12,4,7:27,NOR 28,7,3:04,34,Downs
13,4,4:06,TEN 25,6,1:56,25,Touchdown
14,4,1:44,NOR 41,3,1:44,-3,End of Game
