Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Browns won the coin toss, Browns to receive the opening kickoff.",,
1,15:00,,,PIT 35,0,0,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
1,15:00,1,10,CLE 20,0,0,Edwin Baker right end for 5 yards (tackle by Cortez Allen),0.280,0.410
1,14:32,2,5,CLE 25,0,0,Jason Campbell pass complete short left to Josh Cooper for -2 yards (tackle by Jarvis Jones),0.410,-0.560
1,13:49,3,7,CLE 23,0,0,Jason Campbell pass incomplete short right intended for Chris Ogbonnaya,-0.560,-1.830
1,13:39,4,7,CLE 23,0,0,"Spencer Lanning punts 44 yards, returned by Antonio Brown for 5 yards (tackle by Johnson Bademosi)",-1.830,-1.470
1,13:29,1,10,PIT 38,0,0,Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders,1.470,0.920
1,13:26,2,10,PIT 38,0,0,Ben Roethlisberger pass complete short right to Heath Miller for 9 yards (tackle by Paul Kruger),0.920,1.420
1,12:59,3,1,PIT 47,0,0,Jonathan Dwyer up the middle for 6 yards (tackle by Leon McFadden and T.J. Ward),1.420,2.460
1,12:20,1,10,CLE 47,0,0,Le'Veon Bell left guard for 2 yards (tackle by Craig Robertson),2.460,2.180
1,11:35,2,8,CLE 45,0,0,Ben Roethlisberger pass complete short right to Antonio Brown for 24 yards (tackle by Tashaun Gipson),2.180,4.170
1,10:49,1,10,CLE 21,0,0,Ben Roethlisberger pass incomplete deep right intended for Emmanuel Sanders,4.170,3.630
1,10:44,2,10,CLE 21,0,0,Ben Roethlisberger pass incomplete deep right intended for Jerricho Cotchery,3.630,2.940
1,10:39,3,10,CLE 21,0,0,Ben Roethlisberger pass complete short middle to Jerricho Cotchery for 12 yards (tackle by D'Qwell Jackson),2.940,5.140
1,10:00,1,9,CLE 9,0,6,"Ben Roethlisberger pass complete short left to Jerricho Cotchery for 9 yards, touchdown",5.140,7.000
1,10:00,,,CLE 2,0,7,Shaun Suisham kicks extra point good,0.000,0.000
1,10:00,,,PIT 35,0,7,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
1,9:53,1,10,CLE 20,0,7,Jason Campbell pass complete short left to Chris Ogbonnaya for 9 yards (tackle by Jarvis Jones),0.280,0.950
1,9:16,2,1,CLE 29,0,7,Edwin Baker right tackle for 4 yards (tackle by Stevenson Sylvester and Cameron Heyward),0.950,1.140
1,8:40,1,10,CLE 33,0,7,Edwin Baker up the middle for 20 yards (tackle by Troy Polamalu),1.140,2.460
1,8:05,1,10,PIT 47,0,7,Edwin Baker right guard for 5 yards (tackle by Jarvis Jones),2.460,2.590
1,7:26,2,5,PIT 42,0,7,"Jason Campbell pass complete short left to Chris Ogbonnaya for 4 yards (tackle by Vince Williams). Penalty on Cortez Allen: Defensive Holding, 5 yards (no play)",2.590,3.120
1,6:57,1,10,PIT 37,0,7,Edwin Baker up the middle for -2 yards (tackle by Cameron Heyward),3.120,2.300
1,6:16,2,12,PIT 39,0,7,MarQueis Gray right guard for 4 yards (tackle by Vince Williams),2.300,2.150
1,5:37,3,8,PIT 35,0,7,Jason Campbell pass complete short left to Josh Cooper for 9 yards (tackle by William Gay),2.150,3.840
1,5:04,1,10,PIT 26,0,7,Jason Campbell pass incomplete short right intended for MarQueis Gray,3.840,3.300
1,4:57,2,10,PIT 26,0,7,Edwin Baker right end for 1 yard (tackle by Ryan Clark),3.300,2.740
1,4:12,3,9,PIT 25,0,7,"Jason Campbell sacked by Brett Keisel for -7 yards. Jason Campbell fumbles (forced by Brett Keisel), recovered by Chris Carter at PIT-23 (tackle by Alex Mack)",2.740,-0.480
1,4:05,1,10,PIT 23,0,7,Ben Roethlisberger pass complete short right to Will Johnson for 9 yards (tackle by T.J. Ward and D'Qwell Jackson),0.480,1.150
1,3:45,2,1,PIT 32,0,7,Ben Roethlisberger pass incomplete short middle intended for Jerricho Cotchery is intercepted by Craig Robertson at PIT-47 and returned for 12 yards (tackle by Jerricho Cotchery),1.150,-3.250
1,3:34,1,10,PIT 35,0,7,Edwin Baker right guard for no gain (tackle by Brett Keisel),3.250,2.700
1,2:58,2,10,PIT 35,0,7,Jason Campbell pass incomplete short left intended for Josh Gordon,2.700,2.010
1,2:54,3,10,PIT 35,0,7,Jason Campbell right tackle for 6 yards (tackle by Jarvis Jones),2.010,2.010
1,1:59,3,10,PIT 35,0,7,Timeout #1 by Cleveland Browns,2.010,1.560
1,1:59,4,4,PIT 29,0,7,Jason Campbell pass incomplete short right intended for Josh Cooper,1.560,-0.870
1,1:54,1,10,PIT 29,0,7,Le'Veon Bell left guard for 1 yard (tackle by Jabaal Sheard and Ishmaa'ily Kitchen),0.870,0.460
1,1:12,2,9,PIT 30,0,7,Le'Veon Bell left tackle for 7 yards (tackle by Tashaun Gipson and Leon McFadden),0.460,0.700
1,0:31,3,2,PIT 37,0,7,Ben Roethlisberger sacked by Billy Winn for -7 yards,0.700,-1.370
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,4,9,PIT 30,0,7,"Mat McBriar punts 43 yards, fair catch by Jordan Poyer",-1.370,-0.740
2,14:54,1,10,CLE 27,0,7,Edwin Baker up the middle for 4 yards (tackle by Steve McLendon),0.740,0.740
2,14:16,2,6,CLE 31,0,7,Edwin Baker left tackle for 4 yards (tackle by Jarvis Jones and Steve McLendon),0.740,0.560
2,13:36,3,2,CLE 35,0,7,Jason Campbell pass complete short right to Edwin Baker for no gain,0.560,-1.040
2,12:51,4,2,CLE 35,0,7,Spencer Lanning punts 39 yards (tackle by Darius Eubanks),-1.040,-1.140
2,12:39,1,10,PIT 33,0,7,Le'Veon Bell left guard for no gain (tackle by Buster Skrine and Jabaal Sheard),1.140,0.590
2,12:01,2,10,PIT 33,0,7,Le'Veon Bell right guard for 15 yards (tackle by D'Qwell Jackson and T.J. Ward),0.590,2.130
2,11:22,1,10,PIT 48,0,7,Le'Veon Bell right guard for 3 yards (tackle by Paul Kruger),2.130,1.990
2,10:45,2,7,CLE 49,0,7,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 9 yards (tackle by Leon McFadden),1.990,2.920
2,10:05,1,10,CLE 40,0,7,Le'Veon Bell up the middle for 5 yards (tackle by Ishmaa'ily Kitchen and Brian Sanford),2.920,3.050
2,9:18,2,5,CLE 35,0,7,Ben Roethlisberger pass incomplete short left intended for Antonio Brown (defended by Jabaal Sheard),3.050,2.340
2,9:15,3,5,CLE 35,0,7,Ben Roethlisberger pass complete short left to Antonio Brown for 5 yards,2.340,3.580
2,9:09,1,10,CLE 30,0,7,Le'Veon Bell up the middle for 7 yards (tackle by Craig Robertson and Ahtyba Rubin),3.580,3.980
2,8:25,2,3,CLE 23,0,7,Le'Veon Bell up the middle for 5 yards (tackle by Tashaun Gipson),3.980,4.370
2,7:46,1,10,CLE 18,0,7,Ben Roethlisberger pass complete short right to Antonio Brown for 7 yards (tackle by Jabaal Sheard and T.J. Ward),4.370,5.010
2,7:01,2,3,CLE 11,0,7,"Le'Veon Bell left guard for 6 yards (tackle by Jabaal Sheard and Craig Robertson). Penalty on Heath Miller: Offensive Holding, 10 yards (no play)",5.010,3.420
2,6:30,2,13,CLE 21,0,7,Ben Roethlisberger pass complete short middle to Jonathan Dwyer for 9 yards (tackle by D'Qwell Jackson and Craig Robertson),3.420,4.030
2,5:44,3,4,CLE 12,0,7,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 6 yards (tackle by Craig Robertson),4.030,5.830
2,5:11,1,6,CLE 6,0,7,Le'Veon Bell up the middle for 1 yard (tackle by Billy Winn and D'Qwell Jackson),5.830,5.150
2,4:29,2,5,CLE 5,0,13,"Le'Veon Bell right tackle for 5 yards, touchdown",5.150,7.000
2,4:29,,,CLE 2,0,14,Shaun Suisham kicks extra point good,0.000,0.000
2,4:29,,,PIT 35,0,14,"Shaun Suisham kicks off 57 yards, out of bounds",0.000,-1.600
2,4:22,1,10,CLE 40,0,14,Jason Campbell pass complete deep left to Jordan Cameron for 24 yards (tackle by Jarvis Jones),1.600,3.180
2,3:47,1,10,PIT 36,0,14,Jason Campbell pass complete short right to Josh Gordon for 11 yards,3.180,3.910
2,3:08,1,10,PIT 25,0,14,"Edwin Baker up the middle for 7 yards (tackle by Ryan Clark). Penalty on Joe Thomas: Offensive Holding, 10 yards (no play)",3.910,3.250
2,2:43,1,20,PIT 35,0,14,Jason Campbell pass complete short right to Edwin Baker for -1 yards (tackle by Lawrence Timmons),3.250,1.880
2,2:01,2,21,PIT 36,0,14,Jason Campbell pass incomplete short left intended for Josh Cooper,1.880,1.220
2,1:56,3,21,PIT 36,0,14,Jason Campbell pass complete short right to Jordan Cameron for 3 yards (tackle by Lawrence Timmons),1.220,1.220
2,1:10,3,21,PIT 36,0,14,Timeout #1 by Pittsburgh Steelers,1.220,1.150
2,1:10,4,18,PIT 33,0,14,"Spencer Lanning punts 33 yards, touchback",1.150,-0.280
2,1:03,1,10,PIT 20,0,14,Felix Jones up the middle for 11 yards (tackle by Paul Kruger and Tashaun Gipson),0.280,1.000
2,0:42,1,10,PIT 31,0,14,Ben Roethlisberger pass complete short right to Emmanuel Sanders for 17 yards (tackle by Leon McFadden),1.000,1.000
2,0:35,1,10,PIT 31,0,14,Timeout #2 by Pittsburgh Steelers,1.000,2.130
2,0:35,1,10,PIT 48,0,14,"Ben Roethlisberger up the middle for 3 yards (tackle by Paul Kruger). Ben Roethlisberger fumbles (forced by Paul Kruger), recovered by Ben Roethlisberger at CLE-49",2.130,1.990
2,0:12,2,7,CLE 49,0,14,Ben Roethlisberger pass incomplete deep left intended for Antonio Brown,1.990,1.290
2,0:06,3,7,CLE 49,0,14,Le'Veon Bell left guard for 4 yards (tackle by Billy Winn),1.290,0.270
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,0,14,"Billy Cundiff kicks off no gain, touchback",0.000,0.280
3,15:00,1,10,PIT 20,0,14,Ben Roethlisberger pass incomplete deep middle intended for Antonio Brown,0.280,-0.270
3,14:53,2,10,PIT 20,0,14,Le'Veon Bell right guard for 5 yards (tackle by Tashaun Gipson),-0.270,-0.300
3,14:13,3,5,PIT 25,0,14,Ben Roethlisberger pass complete short left to Jerricho Cotchery for 4 yards (tackle by Jordan Poyer),-0.300,-1.440
3,13:28,4,1,PIT 29,0,14,"Mat McBriar punts 42 yards, fair catch by Jordan Poyer",-1.440,-0.870
3,13:21,1,10,CLE 29,0,14,Edwin Baker right end for no gain (tackle by Stevenson Sylvester),0.870,0.330
3,13:00,2,10,CLE 29,0,14,Jason Campbell pass complete short left to Greg Little for 9 yards (tackle by Ike Taylor),0.330,0.830
3,12:24,3,1,CLE 38,0,14,Edwin Baker up the middle for 3 yards (tackle by Jarvis Jones and Troy Polamalu),0.830,1.660
3,11:50,1,10,CLE 41,0,14,Edwin Baker up the middle for 3 yards (tackle by Stevenson Sylvester),1.660,1.530
3,11:11,2,7,CLE 44,0,14,Jason Campbell pass complete deep left to Josh Cooper for 16 yards (tackle by Ryan Clark),1.530,2.920
3,10:34,1,10,PIT 40,0,14,Jason Campbell pass incomplete short right intended for Gary Barnidge,2.920,2.370
3,10:30,2,10,PIT 40,0,14,Edwin Baker right guard for 2 yards (tackle by Jarvis Jones and Steve McLendon),2.370,1.950
3,9:52,3,8,PIT 38,0,14,Jason Campbell pass complete short left to Josh Cooper for 5 yards (tackle by Troy Polamalu),1.950,1.190
3,9:09,4,3,PIT 33,0,14,Jason Campbell pass incomplete short middle intended for Greg Little,1.190,-1.140
3,9:03,1,10,PIT 33,0,14,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,1.140,0.590
3,8:56,2,10,PIT 33,0,14,Le'Veon Bell right guard for 5 yards (tackle by Ishmaa'ily Kitchen),0.590,0.560
3,8:17,3,5,PIT 38,0,14,Ben Roethlisberger pass complete short left to Antonio Brown for 7 yards (tackle by T.J. Ward),0.560,1.930
3,7:41,1,10,PIT 45,0,14,Le'Veon Bell up the middle for 9 yards (tackle by Barkevious Mingo),1.930,2.600
3,6:55,2,1,CLE 46,0,14,Ben Roethlisberger pass complete short right to Antonio Brown for 21 yards (tackle by Jordan Poyer and Julian Posey),2.600,3.910
3,6:08,1,10,CLE 25,0,14,Ben Roethlisberger pass complete short right to Antonio Brown for 2 yards (tackle by Craig Robertson),3.910,3.630
3,5:31,2,8,CLE 23,0,14,Ben Roethlisberger pass complete short middle to Heath Miller for 8 yards (tackle by D'Qwell Jackson),3.630,4.580
3,4:44,1,10,CLE 15,0,14,Ben Roethlisberger pass incomplete short right intended for Antonio Brown,4.580,3.950
3,4:39,2,10,CLE 15,0,14,Ben Roethlisberger pass incomplete short middle intended for Jerricho Cotchery,3.950,3.100
3,4:32,3,10,CLE 15,0,14,Ben Roethlisberger pass complete short left to Antonio Brown for 2 yards (tackle by Julian Posey and T.J. Ward),3.100,2.570
3,3:54,4,8,CLE 13,0,17,Shaun Suisham 30 yard field goal good,2.570,3.000
3,3:54,,,PIT 35,0,17,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
3,3:50,1,10,CLE 20,0,17,Jason Campbell pass incomplete short middle intended for Josh Gordon (defended by Jarvis Jones),0.280,-0.270
3,3:46,2,10,CLE 20,0,17,Edwin Baker up the middle for 14 yards (tackle by Ryan Clark and Lawrence Timmons),-0.270,1.200
3,3:04,1,10,CLE 34,0,17,Edwin Baker right tackle for no gain (tackle by Will Allen),1.200,0.660
3,2:20,2,10,CLE 34,0,17,Jason Campbell pass incomplete short right intended for Josh Cooper,0.660,-0.030
3,2:12,3,10,CLE 34,0,17,Jason Campbell pass complete deep left to Jordan Cameron for 21 yards (tackle by Cortez Allen),-0.030,-0.030
3,1:43,3,10,CLE 34,0,17,Timeout #1 by Cleveland Browns,-0.030,2.590
3,1:43,1,10,PIT 45,0,17,Edwin Baker up the middle for 2 yards (tackle by Lawrence Timmons and Evander Hood),2.590,2.310
3,1:08,2,8,PIT 43,0,17,Jason Campbell pass complete deep middle to Josh Gordon for 20 yards (tackle by Ike Taylor),2.310,4.040
3,0:25,1,10,PIT 23,0,17,Jason Campbell pass incomplete deep right intended for Jordan Cameron (defended by Cortez Allen),4.040,3.500
3,0:19,2,10,PIT 23,0,17,Jason Campbell pass complete short left to Josh Gordon for 9 yards (tackle by Ike Taylor),3.500,4.280
Quarter,Time,Down,ToGo,Location,CLE,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,1,PIT 14,0,17,Edwin Baker up the middle for no gain (tackle by Brett Keisel and Jarvis Jones),4.280,2.660
4,14:14,4,1,PIT 14,0,17,"Penalty on Jason Campbell: Delay of Game, 5 yards (no play)",2.660,2.210
4,14:14,4,6,PIT 19,0,17,Jason Campbell pass incomplete deep left intended for Josh Gordon (defended by Ike Taylor),2.210,-0.150
4,14:08,1,10,PIT 19,0,17,Ben Roethlisberger pass complete short left to Antonio Brown for 15 yards,0.150,1.200
4,13:38,1,10,PIT 34,0,17,Le'Veon Bell up the middle for 5 yards (tackle by Tashaun Gipson and Eric Martin),1.200,1.330
4,13:00,2,5,PIT 39,0,17,Le'Veon Bell right guard for 5 yards (tackle by Eric Martin),1.330,1.860
4,12:15,1,10,PIT 44,0,17,Ben Roethlisberger pass incomplete deep middle intended for Derek Moye is intercepted by Tashaun Gipson at CLE-14,1.860,0.280
4,12:07,1,10,CLE 14,0,17,Edwin Baker right tackle for 4 yards (tackle by Vince Williams),-0.280,-0.210
4,11:32,2,6,CLE 18,0,17,Jason Campbell pass incomplete deep right intended for Jordan Cameron,-0.210,-0.920
4,11:26,3,6,CLE 18,0,17,Jason Campbell sacked by Lawrence Timmons for -12 yards,-0.920,-2.490
4,10:44,4,18,CLE 6,0,17,"Spencer Lanning punts 40 yards, returned by Antonio Brown for 9 yards (tackle by Jordan Poyer). Penalty on Jordan Poyer: Face Mask (15 Yards), 15 yards",-2.490,-4.110
4,10:32,1,10,CLE 22,0,17,Jonathan Dwyer up the middle for 2 yards (tackle by Leon McFadden and Paul Kruger),4.110,3.830
4,9:52,2,8,CLE 20,0,17,Jonathan Dwyer up the middle for 2 yards (tackle by D'Qwell Jackson),3.830,3.400
4,9:15,3,6,CLE 18,0,17,Ben Roethlisberger pass complete short left to Antonio Brown for 4 yards (tackle by Jabaal Sheard and Armonty Bryant),3.400,2.630
4,8:31,4,2,CLE 14,0,20,Shaun Suisham 32 yard field goal good,2.630,3.000
4,8:31,,,PIT 35,0,20,"Shaun Suisham kicks off 65 yards, touchback",0.000,-0.280
4,8:26,1,10,CLE 20,0,20,Jason Campbell pass incomplete deep right intended for Greg Little,0.280,-0.270
4,8:17,2,10,CLE 20,0,20,Jason Campbell pass complete short left to Josh Gordon for 7 yards (tackle by William Gay and Lawrence Timmons),-0.270,-0.030
4,7:42,3,3,CLE 27,0,20,Jason Campbell pass incomplete short right intended for Brian Tyms (defended by Cortez Allen),-0.030,-1.570
4,7:37,4,3,CLE 27,0,20,"Spencer Lanning punts 36 yards, fair catch by Antonio Brown",-1.570,-1.400
4,7:31,1,10,PIT 37,0,20,Ben Roethlisberger pass incomplete deep right intended for Derek Moye (defended by Leon McFadden),1.400,0.860
4,7:26,2,10,PIT 37,0,20,Felix Jones right guard for no gain (tackle by Paul Kruger and Craig Robertson),0.860,0.170
4,6:41,3,10,PIT 37,0,20,Ben Roethlisberger left guard for 9 yards (tackle by Julian Posey),0.170,-0.320
4,5:55,4,1,PIT 46,0,20,"Mat McBriar punts 45 yards, returned by Jordan Poyer for 21 yards (tackle by Michael Palmer)",-0.320,-0.940
4,5:43,1,10,CLE 30,0,20,Jason Campbell sacked by Cameron Heyward for -7 yards. Penalty on Joe Thomas: Offensive Holding (Declined),0.940,-0.550
4,5:26,2,17,CLE 23,0,20,Jason Campbell pass complete short left to Jordan Cameron for 13 yards (tackle by Lawrence Timmons),-0.550,0.500
4,4:56,3,4,CLE 36,0,20,Jason Campbell pass complete short left to Josh Gordon for 6 yards (tackle by Ike Taylor),0.500,1.730
4,4:29,1,10,CLE 42,0,20,Jason Campbell pass incomplete deep right intended for Greg Little,1.730,1.190
4,4:23,2,10,CLE 42,0,20,Jason Campbell pass complete short left to Josh Cooper for 6 yards (tackle by William Gay),1.190,1.290
4,3:53,3,4,CLE 48,0,20,Jason Campbell pass complete short left to Josh Gordon for 9 yards (tackle by Will Allen),1.290,2.720
4,3:25,1,10,PIT 43,0,20,Jason Campbell pass complete short right to Jordan Cameron for 8 yards (tackle by Will Allen),2.720,3.260
4,3:00,2,2,PIT 35,0,20,Jason Campbell pass incomplete short left intended for Fozzy Whittaker,3.260,2.540
4,2:55,3,2,PIT 35,6,20,"Jason Campbell pass complete short left to Fozzy Whittaker for 35 yards, touchdown",2.540,7.000
4,2:55,,,PIT 2,7,20,Billy Cundiff kicks extra point good,0.000,0.000
4,2:55,,,CLE 35,7,20,"Billy Cundiff kicks onside 8 yards, recovered by Troy Polamalu",0.000,-2.720
4,2:45,1,10,CLE 43,7,20,Le'Veon Bell up the middle for 3 yards (tackle by Billy Winn and D'Qwell Jackson),2.720,2.580
4,2:00,2,7,CLE 40,7,20,Le'Veon Bell left guard for 2 yards (tackle by D'Qwell Jackson and T.J. Ward),2.580,2.580
4,1:49,2,7,CLE 40,7,20,Timeout #2 by Cleveland Browns,2.580,2.150
4,1:49,3,5,CLE 38,7,20,Le'Veon Bell left end for 1 yard (tackle by Barkevious Mingo and T.J. Ward),2.150,2.150
4,1:43,3,5,CLE 38,7,20,Timeout #3 by Cleveland Browns,2.150,0.790
4,1:43,4,4,CLE 37,7,20,"Mat McBriar punts 37 yards, touchback",0.790,-0.280
4,1:38,1,10,CLE 20,7,20,Jason Campbell pass complete short right to Fozzy Whittaker for 3 yards (tackle by Troy Polamalu),0.280,0.140
4,1:30,2,7,CLE 23,7,20,Jason Campbell pass complete deep middle to Josh Gordon for 20 yards (tackle by Ike Taylor),0.140,1.800
4,1:06,1,10,CLE 43,7,20,Jason Campbell pass incomplete short middle intended for Fozzy Whittaker (defended by Al Woods),1.800,1.250
4,1:03,2,10,CLE 43,7,20,Jason Campbell pass incomplete short middle intended for Fozzy Whittaker is intercepted by Lawrence Timmons at PIT-48 and returned for 3 yards (tackle by John Greco),1.250,-2.320
4,0:55,1,10,CLE 49,7,20,Ben Roethlisberger kneels for -1 yards,2.320,1.650
4,0:32,2,11,CLE 50,7,20,Ben Roethlisberger kneels for -2 yards,1.650,0.700
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
