Quarter,Time,Tm,Detail,CLE,PIT
1.0,9:53,Steelers,Jerricho Cotchery 9 yard pass from Ben Roethlisberger (Shaun Suisham kick),0,7
2.0,4:22,Steelers,Le'Veon Bell 5 yard rush (Shaun Suisham kick),0,14
3.0,3:50,Steelers,Shaun Suisham 30 yard field goal,0,17
4.0,8:26,Steelers,Shaun Suisham 32 yard field goal,0,20
,2:46,Browns,Fozzy Whittaker 35 yard pass from Jason Campbell (Billy Cundiff kick),7,20
