Quarter,Time,Down,ToGo,Location,ATL,MIN,Detail,EPB,EPA
2,12:30,2,3,ATL 3,10,0,Alexander Mattison up the middle for 2 yards (tackle by Edmond Robinson and Tyeler Davison),5.530,5.170
2,11:48,3,1,ATL 1,10,0,Kirk Cousins pass incomplete short right intended for Irv Smith (defended by Deion Jones),5.170,3.550
2,11:44,4,1,ATL 1,10,0,Mike Boone up the middle for -1 yards (tackle by Keanu Neal),3.550,0.380
2,11:41,1,10,ATL 2,10,0,Todd Gurley up the middle for 4 yards (tackle by Jalyn Holmes),-0.380,-0.490
2,11:01,2,6,ATL 6,10,0,Todd Gurley right guard for 9 yards (tackle by Eric Wilson and Jeff Gladney),-0.490,-0.220
2,10:23,1,10,ATL 15,10,0,Todd Gurley left end for -3 yards (tackle by Cameron Dantzler),-0.220,-1.000
2,9:49,2,13,ATL 12,10,0,"Matt Ryan pass complete short right to Todd Gurley for 3 yards (tackle by Jalyn Holmes). Penalty on Jeff Gladney: Lowering the Head to Initiate Contact, 15 yards",-1.000,0.940
2,9:13,1,10,ATL 30,10,0,Matt Ryan pass complete short left to Calvin Ridley for 18 yards (tackle by Anthony Harris),0.940,2.130
2,8:41,1,10,ATL 48,10,0,Matt Ryan up the middle for -4 yards (tackle by Shamar Stephen),2.130,1.040
2,7:59,2,14,ATL 44,10,0,Matt Ryan sacked by and Ifeadi Odenigbo for -3 yards and Jaleel Johnson for -3 yards,1.040,-0.030
2,7:15,3,17,ATL 41,10,0,Matt Ryan pass incomplete short middle,-0.030,-0.650
2,7:12,4,17,ATL 41,10,0,"Sterling Hofrichter punts 43 yards, fair catch by Chad Beebe at MIN-16",-0.650,0.140
2,7:06,1,10,MIN 16,10,0,Alexander Mattison left end for 16 yards (tackle by Deion Jones),-0.140,1.070
2,6:45,1,10,MIN 32,10,0,Kirk Cousins pass incomplete short right,1.070,0.530
2,6:37,2,10,MIN 32,10,0,Alexander Mattison right tackle for 1 yard (tackle by Foyesade Oluokun and Dante Fowler),0.530,-0.030
2,5:51,3,9,MIN 33,10,0,Kirk Cousins pass short left intended for Justin Jefferson is intercepted by AJ Terrell at MIN-40 and returned for no gain,-0.030,-2.920
2,5:46,1,10,MIN 40,10,0,Todd Gurley up the middle for 2 yards (tackle by Jaleel Johnson and Eric Kendricks),2.920,2.640
2,5:00,2,8,MIN 38,10,0,Matt Ryan pass complete short right to Calvin Ridley for 14 yards (tackle by Harrison Smith),2.640,3.970
2,4:19,,,,,,Timeout #1 by Atlanta Falcons,,
2,4:19,1,10,MIN 24,10,0,Matt Ryan pass complete short right to Calvin Ridley for 9 yards (tackle by Jeff Gladney),3.970,4.850
2,3:39,2,1,MIN 15,10,0,Todd Gurley right tackle for -2 yards (tackle by Yannick Ngakoue),4.850,3.750
2,3:01,3,3,MIN 17,10,0,Matt Ryan pass complete short middle to Julio Jones for 4 yards (tackle by Harrison Hand),3.750,4.710
2,2:16,1,10,MIN 13,10,0,Matt Ryan pass complete short left to Julio Jones for 5 yards,4.710,4.960
2,2:00,2,5,MIN 8,16,0,"Matt Ryan pass complete short right to Calvin Ridley for 8 yards, touchdown",4.960,7.000
2,1:54,,,MIN 15,17,0,Younghoe Koo kicks extra point good,0.000,0.000
2,1:54,,,ATL 35,17,0,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
2,1:54,1,10,MIN 25,17,0,Kirk Cousins pass complete short right to Adam Thielen for 14 yards (tackle by Kendall Sheffield),0.610,1.530
2,1:46,1,10,MIN 39,17,0,Kirk Cousins pass complete short right to Kyle Rudolph for 9 yards (tackle by Keanu Neal),1.530,2.200
2,1:40,2,1,MIN 48,17,0,Ameer Abdullah left tackle for 3 yards (tackle by Dante Fowler),2.200,2.320
2,1:20,1,10,ATL 49,17,0,"Kirk Cousins pass complete short middle to Ameer Abdullah for 3 yards (tackle by Keanu Neal). Penalty on Charles Harris: Defensive Offside, 5 yards (no play)",2.320,3.050
2,1:15,1,5,ATL 44,17,0,Kirk Cousins pass short middle (defended by Jacob Tuioti-Mariner) intended for Chad Beebe is intercepted by Foyesade Oluokun at ATL-38 and returned for 14 yards,3.050,-2.390
2,1:06,1,10,MIN 48,17,0,Matt Ryan pass complete short left to Brian Hill for 3 yards (tackle by Cameron Dantzler),2.390,2.250
2,1:02,2,7,MIN 45,17,0,Matt Ryan pass incomplete short right intended for Julio Jones (defended by Harrison Hand),2.250,1.550
2,0:57,3,7,MIN 45,17,0,Matt Ryan pass complete short middle to Russell Gage for 17 yards (tackle by Harrison Smith),1.550,3.710
2,0:40,1,10,MIN 28,17,0,Matt Ryan pass complete short left to Russell Gage for 4 yards (tackle by Cameron Dantzler),3.710,3.710
2,0:37,2,6,MIN 24,17,0,Matt Ryan pass complete short left to Brian Hill for 3 yards (tackle by Eric Kendricks),3.710,3.400
2,0:31,,,,,,Timeout #2 by Atlanta Falcons,,
2,0:31,3,3,MIN 21,17,0,Matt Ryan pass complete short middle to Ito Smith for 17 yards (tackle by Jeff Gladney),3.400,6.280
2,0:12,1,4,MIN 4,17,0,Matt Ryan pass incomplete short left intended for Julio Jones,6.280,5.340
2,0:09,2,4,MIN 4,17,0,Brian Hill up the middle for 2 yards (tackle by Eric Wilson and Jalyn Holmes),5.340,4.950
2,0:05,,,,,,Timeout #3 by Atlanta Falcons,,
2,0:05,3,2,MIN 2,20,0,Younghoe Koo 21 yard field goal good,4.950,3.000
2,0:01,,,ATL 35,20,0,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
2,0:01,1,10,MIN 25,20,0,Alexander Mattison right tackle for 3 yards (tackle by Allen Bailey and Charles Harris),0.610,0.470
Quarter,Time,Down,ToGo,Location,ATL,MIN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,MIN 35,20,0,"Dan Bailey kicks off 67 yards, returned by Brandon Powell for 19 yards (tackle by Hardy Nickerson). Brandon Powell fumbles (forced by Hardy Nickerson), recovered by Jacob Tuioti-Mariner at ATL-16",0.000,-0.140
3,14:54,1,10,ATL 16,20,0,Matt Ryan pass incomplete short middle intended for Olamide Zaccheaus (defended by Anthony Harris),-0.140,-0.660
3,14:49,2,10,ATL 16,20,0,Matt Ryan pass complete short left to Calvin Ridley for 7 yards (tackle by Cameron Dantzler),-0.660,-0.450
3,14:07,3,3,ATL 23,20,0,Matt Ryan pass complete deep right to Russell Gage for 27 yards (tackle by Jeff Gladney),-0.450,2.260
3,13:20,1,10,ATL 50,20,0,Matt Ryan pass incomplete short left intended for Calvin Ridley,2.260,1.710
3,13:14,2,10,ATL 50,20,0,Matt Ryan pass complete short right to Julio Jones for 7 yards (tackle by Harrison Hand),1.710,1.950
3,12:35,3,3,MIN 43,20,0,Matt Ryan pass complete short middle to Hayden Hurst for 6 yards (tackle by Jeff Gladney),1.950,3.120
3,12:12,1,10,MIN 37,20,0,"Matt Ryan pass complete short left to Brandon Powell for no gain (tackle by Cameron Dantzler). Penalty on Ifeadi Odenigbo: Defensive Holding, 5 yards (no play)",3.120,3.450
3,11:39,1,10,MIN 32,20,0,Todd Gurley right tackle for 4 yards (tackle by Jeff Gladney),3.450,3.440
3,10:59,2,6,MIN 28,20,0,Matt Ryan pass incomplete deep right,3.440,2.740
3,10:53,3,6,MIN 28,20,0,Matt Ryan pass incomplete short left intended for Christian Blake,2.740,1.610
3,10:50,4,6,MIN 28,23,0,Younghoe Koo 47 yard field goal good,1.610,3.000
3,10:45,,,ATL 35,23,0,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
3,10:45,1,10,MIN 25,23,0,Kirk Cousins pass complete deep right to Justin Jefferson for 35 yards (tackle by Kendall Sheffield),0.610,2.920
3,10:32,1,10,ATL 40,23,0,"Kirk Cousins pass complete short right to Kyle Rudolph for 9 yards (tackle by Mykal Walker). Penalty on Dante Fowler: Illegal Use of Hands, 5 yards (no play)",2.920,3.250
3,10:14,1,10,ATL 35,23,0,Alexander Mattison up the middle for -4 yards (tackle by Deion Jones and Steven Means),3.250,2.160
3,9:37,2,14,ATL 39,23,0,"Kirk Cousins pass complete short middle to Alexander Mattison for 4 yards (tackle by Mykal Walker). Penalty on Dakota Dozier: Offensive Holding, 10 yards (no play)",2.160,0.810
3,9:15,2,24,ATL 49,23,0,Kirk Cousins pass complete deep right to Justin Jefferson for 19 yards (tackle by Isaiah Oliver),0.810,2.680
3,8:38,3,5,ATL 30,23,0,Kirk Cousins pass complete short right to Justin Jefferson for 8 yards (tackle by Kendall Sheffield),2.680,4.110
3,8:08,1,10,ATL 22,23,0,Kirk Cousins pass incomplete deep left intended for Adam Thielen,4.110,3.560
3,8:01,2,10,ATL 22,23,0,Kirk Cousins pass complete short left to Mike Boone for 6 yards (tackle by Isaiah Oliver and Foyesade Oluokun),3.560,3.740
3,7:17,3,4,ATL 16,23,0,Kirk Cousins pass incomplete deep middle intended for Chad Beebe,3.740,2.450
3,7:12,4,4,ATL 16,23,0,Kirk Cousins pass complete short middle to Irv Smith for 5 yards (tackle by Deion Jones),2.450,4.840
3,6:32,1,10,ATL 11,23,6,"Kirk Cousins pass complete short middle to Justin Jefferson for 11 yards, touchdown",4.840,7.000
3,6:25,,,ATL 15,23,7,Dan Bailey kicks extra point good,0.000,0.000
3,6:25,,,MIN 35,23,7,"Dan Bailey kicks off 63 yards, returned by Brandon Powell for 29 yards (tackle by Todd Davis)",0.000,1.000
3,6:20,1,10,ATL 31,23,7,Brian Hill right guard for 4 yards (tackle by Eric Kendricks),1.000,1.000
3,5:41,2,6,ATL 35,23,7,Brian Hill right guard for 7 yards (tackle by Eric Kendricks),1.000,1.730
3,5:02,1,10,ATL 42,23,7,Ito Smith up the middle for 4 yards (tackle by Jaleel Johnson and Shamar Stephen),1.730,1.730
3,4:22,2,6,ATL 46,23,7,Matt Ryan pass complete short right to Julio Jones for 7 yards (tackle by Harrison Hand),1.730,2.460
3,3:44,1,10,MIN 47,23,7,Matt Ryan pass incomplete short right,2.460,1.910
3,3:40,2,10,MIN 47,23,7,Matt Ryan up the middle for 8 yards (tackle by Eric Kendricks),1.910,2.280
3,2:56,3,2,MIN 39,23,7,Todd Gurley up the middle for -1 yards (tackle by Shamar Stephen),2.280,0.590
3,2:14,4,3,MIN 40,29,7,"Matt Ryan pass complete short left to Julio Jones for 40 yards, touchdown, touchdown",0.590,7.000
3,2:01,,,MIN 15,30,7,Younghoe Koo kicks extra point good,0.000,0.000
3,2:01,,,ATL 35,30,7,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
3,2:01,1,10,MIN 25,30,7,Kirk Cousins sacked by Allen Bailey for -10 yards,0.610,-1.430
3,1:24,2,20,MIN 15,30,7,Kirk Cousins pass incomplete deep right intended for Alexander Mattison,-1.430,-2.350
3,1:19,3,20,MIN 15,30,7,Kirk Cousins pass complete short left to Justin Jefferson for 11 yards (tackle by Isaiah Oliver and Foyesade Oluokun),-2.350,-1.630
3,0:40,4,9,MIN 26,30,7,"Britton Colquitt punts 46 yards, returned by Brandon Powell for no gain (tackle by Harrison Hand)",-1.630,-0.810
3,0:32,1,10,ATL 28,30,7,Todd Gurley up the middle for 2 yards (tackle by Eric Kendricks and Armon Watts),0.810,0.530
Quarter,Time,Down,ToGo,Location,ATL,MIN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,8,ATL 30,30,7,Todd Gurley left end for 4 yards (tackle by Armon Watts),0.530,0.370
4,14:22,3,4,ATL 34,30,7,Matt Ryan pass complete short right to Todd Gurley for 14 yards (tackle by Eric Kendricks),0.370,2.130
4,13:38,1,10,ATL 48,30,7,Todd Gurley up the middle for 3 yards (tackle by Eric Kendricks),2.130,1.990
4,12:57,2,7,MIN 49,30,7,Todd Gurley right guard for 6 yards (tackle by Eric Kendricks),1.990,2.080
4,12:13,3,1,MIN 43,30,7,Todd Gurley left tackle for -2 yards (tackle by Anthony Harris and Cameron Dantzler),2.080,0.270
4,11:29,4,3,MIN 45,30,7,"Penalty on Jacob Tuioti-Mariner: False Start, 5 yards (no play)",0.270,-0.060
4,11:28,4,8,ATL 50,30,7,Sterling Hofrichter punts 25 yards downed by Jaeden Graham,-0.060,-0.610
4,11:19,1,10,MIN 25,30,7,Kirk Cousins pass incomplete short left intended for Adam Thielen,0.610,0.060
4,11:15,2,10,MIN 25,30,7,Alexander Mattison up the middle for 4 yards (tackle by Allen Bailey),0.060,-0.100
4,10:52,3,6,MIN 29,30,7,Kirk Cousins pass incomplete short middle intended for Chad Beebe (defended by Isaiah Oliver),-0.100,-1.440
4,10:50,4,6,MIN 29,30,7,"Britton Colquitt punts 50 yards, returned by Brandon Powell for 12 yards (tackle by Hardy Nickerson)",-1.440,-1.140
4,10:40,1,10,ATL 33,30,7,Matt Ryan pass complete deep left to Julio Jones for 31 yards (tackle by Cameron Dantzler),1.140,3.180
4,10:03,1,10,MIN 36,30,7,Brian Hill left tackle for no gain (tackle by Anthony Harris and Ifeadi Odenigbo),3.180,2.640
4,9:47,2,10,MIN 36,30,7,Matt Ryan pass complete short left to Hayden Hurst for 8 yards,2.640,3.010
4,9:14,3,2,MIN 28,30,7,Todd Gurley up the middle for 3 yards (tackle by Eric Kendricks),3.010,3.910
4,8:32,1,10,MIN 25,30,7,Matt Ryan pass incomplete short left intended for Olamide Zaccheaus,3.910,3.360
4,8:28,2,10,MIN 25,30,7,Matt Ryan pass complete short right to Christian Blake for 5 yards (tackle by Harrison Hand),3.360,3.340
4,7:51,3,5,MIN 20,30,7,Matt Ryan sacked by Ifeadi Odenigbo for -5 yards,3.340,1.800
4,7:12,4,10,MIN 25,33,7,Younghoe Koo 43 yard field goal good,1.800,3.000
4,7:07,,,ATL 35,33,7,"Younghoe Koo kicks off 65 yards, touchback.",0.000,0.610
4,7:07,1,10,MIN 25,33,7,Kirk Cousins pass complete short left to Justin Jefferson for 17 yards (tackle by Isaiah Oliver),0.610,1.730
4,6:40,1,10,MIN 42,33,7,"Kirk Cousins pass complete short left to Olabisi Johnson for 7 yards (tackle by Foyesade Oluokun). Penalty on Kendall Sheffield: Illegal Use of Hands, 5 yards (no play)",1.730,2.060
4,6:22,1,10,MIN 47,33,7,Kirk Cousins pass complete short left to Ameer Abdullah for 1 yard (tackle by Kendall Sheffield),2.060,1.650
4,5:50,2,9,MIN 48,33,7,Kirk Cousins pass complete short left to Irv Smith for 2 yards (tackle by Keanu Neal),1.650,1.220
4,5:27,3,7,MIN 50,33,7,Kirk Cousins pass complete deep right to Adam Thielen for 35 yards (tackle by AJ Terrell),1.220,4.580
4,5:00,1,10,ATL 15,33,7,Kirk Cousins pass complete short middle to Chad Beebe for 9 yards (tackle by Deion Jones and AJ Terrell),4.580,5.600
4,4:38,2,1,ATL 6,33,7,Kirk Cousins pass incomplete short middle intended for Kyle Rudolph (defended by Deion Jones),5.600,4.900
4,4:28,3,1,ATL 6,33,7,Ameer Abdullah up the middle for 4 yards (tackle by Foyesade Oluokun),4.900,6.740
4,4:02,1,2,ATL 2,33,13,"Kirk Cousins pass complete short middle to Adam Thielen for 2 yards, touchdown",6.740,7.000
4,3:58,,,ATL 2,33,15,"Two Point Attempt: Kirk Cousins pass complete to Irv Smith, conversion succeeds",1.000,1.000
4,3:58,,,MIN 35,33,15,"Dan Bailey kicks onside 9 yards, returned by Deion Jones for no gain",0.000,2.650
4,3:57,1,10,MIN 44,33,15,Brian Hill left end for 9 yards (tackle by Eric Wilson and Cameron Dantzler),2.650,3.330
4,3:11,2,1,MIN 35,33,15,Brian Hill up the middle for no gain (tackle by Todd Davis and Armon Watts),3.330,2.610
4,2:26,,,,,,Timeout #1 by Atlanta Falcons,,
4,2:26,3,1,MIN 35,33,15,Brian Hill left guard for no gain (tackle by Eric Kendricks),2.610,1.000
4,2:20,,,,,,Timeout #1 by Minnesota Vikings,,
4,2:20,4,1,MIN 35,39,15,"Matt Ryan pass complete short left to Hayden Hurst for 35 yards, touchdown",1.000,7.000
4,2:11,,,MIN 15,40,15,Younghoe Koo kicks extra point good,0.000,0.000
4,2:11,,,ATL 35,40,15,"Younghoe Koo kicks off 67 yards, returned by Ameer Abdullah for 22 yards (tackle by Keith Smith and Edmond Robinson)",0.000,0.280
4,2:04,1,10,MIN 20,40,15,Kirk Cousins pass complete deep left to Kyle Rudolph for 19 yards (tackle by Keanu Neal),0.280,1.530
4,1:58,1,10,MIN 39,40,15,Kirk Cousins pass complete short left to Irv Smith for 12 yards (tackle by Kendall Sheffield and Keanu Neal),1.530,2.320
4,1:35,1,10,ATL 49,40,21,"Kirk Cousins pass complete deep left to Justin Jefferson for 49 yards, touchdown, touchdown",2.320,7.000
4,1:26,,,ATL 2,40,23,"Two Point Attempt: Kirk Cousins pass complete to Justin Jefferson, conversion succeeds",1.000,1.000
4,1:26,,,MIN 35,40,23,"Dan Bailey kicks onside 14 yards, returned by AJ Terrell for no gain",0.000,2.320
4,1:25,1,10,MIN 49,40,23,Ito Smith left guard for 4 yards (tackle by Jalyn Holmes and Eric Wilson),2.320,2.320
4,0:16,2,6,MIN 45,40,23,Matt Ryan kneels for -1 yards,2.320,1.490
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
