Unnamed: 0_level_0,Unnamed: 1_level_0,Offense,Offense,Offense,Offense,Defense,Defense,Defense,Defense,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams,Special Teams
Tm,Total,Tot,Pass,Rush,TOvr,Tot,Pass,Rush,TOvr,Tot,KO,KR,P,PR,FG/XP
Falcons,19.0,20.17,34.01,-13.05,-3.45,-0.99,-5.63,4.64,12.51,0.84,-5.29,5.83,-0.09,-2.01,2.4
Vikings,-19.0,0.99,5.63,-4.64,-12.51,-20.17,-34.01,13.05,3.45,-0.84,-5.83,5.29,2.01,0.09,-2.4
