Quarter,Time,Tm,Detail,TAM,NOR
1.0,3:17,Buccaneers,"Safety,",2,0
2.0,10:02,Saints,Deuce McAllister 6 yard rush (run failed),2,6
,6:51,Buccaneers,Mike Alstott 44 yard pass from Brad Johnson (Martin Gramatica kick),9,6
3.0,12:56,Saints,Jake Reed 3 yard pass from Aaron Brooks (John Carney kick),9,13
,9:00,Saints,Joe Horn 14 yard pass from Aaron Brooks (John Carney kick),9,20
,5:04,Buccaneers,Martin Gramatica 51 yard field goal,12,20
4.0,9:47,Saints,John Carney 48 yard field goal,12,23
,2:49,Buccaneers,Keenan McCardell 2 yard pass from Brad Johnson (Keyshawn Johnson pass from Brad Johnson),20,23
