Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
1,6:46,1,10,TAM 38,0,0,"Michael Pittman right end for no gain (tackle by Sammy Knight and Fred Thomas). Penalty on Kenyatta Walker: Face Mask (15 Yards), 15 yards (no play)",1.470,0.480
1,6:20,1,25,TAM 23,0,0,Michael Pittman right guard for 1 yard (tackle by Norman Hand),0.480,-0.970
1,5:31,2,24,TAM 24,0,0,"Penalty on TAM: Delay of Game, 5 yards (no play)",-0.970,-1.710
1,5:08,2,29,TAM 19,0,0,Brad Johnson pass complete to Keenan McCardell for 14 yards (tackle by Sammy Knight),-1.710,-0.430
1,4:30,3,15,TAM 33,0,0,Brad Johnson pass incomplete intended for Keenan McCardell,-0.430,-1.180
1,4:24,4,15,TAM 33,0,0,"Tom Tupa punts 52 yards, returned by Michael Lewis for 11 yards (tackle by Casey Crawford). Penalty on Steve Gleason: Offensive Holding, 7 yards",-1.180,0.380
1,4:09,1,10,NOR 8,0,0,Aaron Brooks pass incomplete intended for Joe Horn,-0.380,-0.780
1,4:06,2,10,NOR 8,0,0,Deuce McAllister left tackle for 2 yards (tackle by Dexter Jackson and Chartric Darby),-0.780,-1.190
1,3:24,3,8,NOR 10,2,0,"Aaron Brooks sacked by Simeon Rice for -10 yards. Aaron Brooks fumbles (forced by Simeon Rice), safety",-1.190,-2.000
1,3:24,3,8,NOR 10,2,0,--,-1.190,0.000
1,3:24,,,NOR 20,2,0,"Toby Gowin kicks off 53 yards, returned by Karl Williams for 11 yards (tackle by J.J. Jones)",0.000,1.470
1,3:12,1,10,TAM 38,2,0,"Mike Alstott right tackle for 2 yards (tackle by Charlie Clemons and Darrin Smith). Penalty on Willie Whitehead: Defensive Offside, 5 yards (no play)",1.470,2.200
1,2:54,1,5,TAM 43,2,0,Brad Johnson pass complete to Mike Alstott for 3 yards (tackle by Darrin Smith),2.200,2.000
1,2:29,2,2,TAM 46,2,0,Mike Alstott right guard for 9 yards (tackle by Sedrick Hodge and Jay Bellamy),2.000,2.590
1,1:50,1,10,NOR 45,2,0,Brad Johnson pass complete to Michael Pittman for 4 yards (tackle by Charlie Clemons),2.590,2.580
1,1:08,2,6,NOR 41,2,0,Michael Pittman left end for -2 yards (tackle by Dale Carter and Fred Thomas),2.580,1.620
1,0:28,3,8,NOR 43,2,0,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Dale Carter),1.620,0.400
1,0:23,4,8,NOR 43,2,0,"Tom Tupa punts 43 yards, touchback",0.400,-0.280
1,0:14,1,10,NOR 20,2,0,Aaron Brooks pass incomplete intended for Joe Horn (defended by Warren Sapp),0.280,-0.270
1,0:10,2,10,NOR 20,2,0,Deuce McAllister right end for 4 yards (tackle by Shelton Quarles),-0.270,-0.430
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,6,NOR 24,2,0,Deuce McAllister right tackle for 9 yards (tackle by John Lynch),-0.430,1.140
2,14:26,1,10,NOR 33,2,0,Aaron Brooks pass complete to Donte' Stallworth for 9 yards (tackle by Brian Kelly),1.140,1.810
2,13:47,2,1,NOR 42,2,0,Deuce McAllister right guard for 10 yards (tackle by Dexter Jackson),1.810,2.390
2,13:08,1,10,TAM 48,2,0,Aaron Brooks pass complete to Joe Horn for 28 yards (tackle by Dexter Jackson),2.390,4.240
2,12:23,1,10,TAM 20,2,0,Deuce McAllister left guard for 2 yards (tackle by Ronde Barber),4.240,3.960
2,11:42,2,8,TAM 18,2,0,Aaron Brooks right end for 1 yard (tackle by Brian Kelly),3.960,3.360
2,10:55,2,8,TAM 18,,,Timeout #1 by New Orleans Saints,3.960,3.360
2,10:55,3,7,TAM 17,2,0,Aaron Brooks pass complete to Jake Reed for 11 yards (tackle by Dexter Jackson),3.360,5.830
2,10:09,1,6,TAM 6,2,6,"Deuce McAllister right end for 6 yards, touchdown",5.830,7.000
2,10:09,1,,TAM 6,2,6,"Two Point Attempt: Deuce McAllister left guard, conversion fails",1.000,-1.000
2,10:09,,,NOR 30,2,6,"Toby Gowin kicks off 64 yards, returned by Aaron Stecker for 14 yards (tackle by Michael Lewis). Penalty on Nate Webster: Illegal Block Above the Waist, 10 yards",0.000,-0.380
2,9:56,1,10,TAM 10,2,6,Brad Johnson pass complete to Keyshawn Johnson for 7 yards (tackle by Fred Thomas and Dale Carter),-0.380,-0.090
2,9:18,2,3,TAM 17,2,6,Brad Johnson pass complete to Keenan McCardell for 7 yards (tackle by Dale Carter),-0.090,0.540
2,8:56,1,10,TAM 24,2,6,Brad Johnson pass complete to Keenan McCardell for 6 yards (tackle by Fred Thomas),0.540,0.810
2,8:12,2,4,TAM 30,2,6,Mike Alstott left tackle for no gain (tackle by Kenny Smith and Sammy Knight),0.810,0.100
2,7:33,3,4,TAM 30,2,6,Brad Johnson pass complete to Keenan McCardell for 26 yards (tackle by Dale Carter and Sammy Knight),0.100,2.650
2,7:02,1,10,NOR 44,8,6,"Brad Johnson pass complete to Mike Alstott for 44 yards, touchdown",2.650,7.000
2,7:02,,,NOR 44,9,6,Martin Gramatica kicks extra point good,0.000,0.000
2,7:02,,,TAM 30,9,6,"Martin Gramatica kicks off 63 yards, returned by Michael Lewis for 21 yards (tackle by Jack Golden)",0.000,0.810
2,6:44,1,10,NOR 44,,,Timeout #2 by New Orleans Saints,2.650,-0.810
2,6:44,1,10,NOR 28,9,6,Deuce McAllister left tackle for -3 yards (tackle by Chartric Darby and Warren Sapp),0.810,-0.140
2,5:50,2,13,NOR 25,9,6,Aaron Brooks pass incomplete intended for Joe Horn,-0.140,-0.820
,,,,,,,"NOR challenged the ruling, and the play was upheld.",,
2,5:40,3,13,NOR 25,9,6,Aaron Brooks pass incomplete intended for Jake Reed,-0.820,-1.700
2,5:37,4,13,NOR 25,9,6,"Toby Gowin punts 35 yards, fair catch by Karl Williams",-1.700,-1.600
2,5:29,1,10,TAM 40,9,6,Brad Johnson pass incomplete intended for Keenan McCardell,1.600,1.050
2,5:23,2,10,TAM 40,9,6,"Brad Johnson pass complete to Keyshawn Johnson for 10 yards (tackle by Sedrick Hodge). Penalty on Grady Jackson: Roughing the Passer, 15 yards, Penalty on Charles Grant: Defensive Offside (Declined)",1.050,3.250
2,5:03,1,10,NOR 35,9,6,Mike Alstott right end for 3 yards (tackle by Darrin Smith and Sammy Knight),3.250,3.110
2,4:20,2,7,NOR 32,9,6,Brad Johnson pass complete to Jameel Cook for 13 yards (tackle by Sammy Knight),3.110,4.310
2,3:41,1,10,NOR 19,9,6,Mike Alstott left tackle for 2 yards (tackle by Charlie Clemons),4.310,4.030
2,3:41,2,8,NOR 17,9,6,"Penalty on Brad Johnson: False Start, 5 yards (no play)",4.030,3.360
2,2:44,2,13,NOR 22,9,6,Brad Johnson sacked by Grady Jackson for -2 yards,3.360,2.410
2,2:11,3,15,NOR 24,9,6,Brad Johnson pass incomplete. Penalty on Cosey Coleman: Ineligible Downfield Pass (Declined),2.410,1.870
2,2:04,4,15,NOR 24,9,6,Martin Gramatica 42 yard field goal no good,1.870,-1.140
2,1:59,1,10,NOR 33,9,6,Aaron Brooks pass incomplete intended for Jerome Pathon (defended by Dexter Jackson),1.140,0.590
2,1:52,1,10,NOR 33,,,Timeout #1 by Tampa Bay Buccaneers,1.140,0.590
2,1:52,2,10,NOR 33,9,6,Aaron Brooks pass incomplete intended for Donte' Stallworth,0.590,-0.100
2,1:46,3,10,NOR 33,9,6,Aaron Brooks pass complete to Deuce McAllister for 7 yards (tackle by Derrick Brooks),-0.100,-0.720
2,1:37,3,10,NOR 33,,,Timeout #2 by Tampa Bay Buccaneers,-0.100,-0.720
2,1:37,4,3,NOR 40,9,6,"Toby Gowin punts 43 yards, returned by Karl Williams for 4 yards (tackle by Roger Knight)",-0.720,-0.340
2,1:27,1,10,TAM 21,9,6,Michael Pittman left guard for 8 yards (tackle by Ken Irvin),0.340,0.880
2,1:04,2,2,TAM 29,9,6,Brad Johnson pass complete to Michael Pittman for no gain,0.880,0.170
2,0:19,3,2,TAM 29,9,6,Michael Pittman left guard for 1 yard (tackle by Darren Howard and Willie Whitehead),0.170,-1.370
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,9,6,"Martin Gramatica kicks off 65 yards, returned by Michael Lewis for 41 yards (tackle by Martin Gramatica)",0.000,1.990
3,14:52,1,10,NOR 46,9,6,Deuce McAllister left tackle for 3 yards (tackle by Warren Sapp),1.990,1.860
3,14:15,2,7,NOR 49,9,6,Aaron Brooks pass incomplete intended for Terrelle Smith,1.860,1.160
3,14:10,3,7,NOR 49,9,6,"Penalty on Spencer Folau: False Start, 5 yards (no play)",1.160,0.500
3,14:10,3,12,NOR 44,9,6,Aaron Brooks pass complete to Joe Horn for 52 yards (tackle by Ronde Barber),0.500,6.280
3,13:41,1,4,TAM 4,9,6,Deuce McAllister right guard for 1 yard (tackle by John Lynch),6.280,5.530
3,13:05,2,3,TAM 3,9,6,Aaron Brooks pass incomplete intended for Lamont Hall,5.530,4.720
3,13:00,3,3,TAM 3,9,12,"Aaron Brooks pass complete to Jake Reed for 3 yards, touchdown. Penalty on Brian Kelly: Illegal Use of Hands (Declined)",4.720,7.000
3,13:00,,,TAM 3,9,13,John Carney kicks extra point good,0.000,0.000
3,12:46,1,10,TAM 29,9,13,"Aaron Brooks sacked by Alshermond Singleton for -4 yards. Aaron Brooks fumbles (forced by Alshermond Singleton), recovered by Greg Spires at TAM-33 (tackle by Spencer Folau)",3.640,-1.200
3,12:39,1,10,TAM 34,9,13,Michael Pittman left tackle for 1 yard (tackle by Darren Howard and Charlie Clemons),1.200,0.790
3,12:01,2,9,TAM 35,9,13,"Brad Johnson sacked by Darren Howard for -8 yards. Brad Johnson fumbles (forced by Darren Howard), recovered by Brad Johnson at TAM-15",0.790,-3.230
3,11:23,3,29,TAM 15,9,13,Michael Pittman right end for 5 yards (tackle by Willie Whitehead),-3.230,-2.030
3,10:46,4,24,TAM 20,9,13,"Tom Tupa punts 56 yards, returned by Michael Lewis for 56 yards (tackle by Todd Yoder)",-2.030,-4.240
3,10:31,1,10,TAM 20,9,13,Deuce McAllister right guard for 1 yard (tackle by Warren Sapp),4.240,3.820
3,9:49,2,9,TAM 19,9,13,Deuce McAllister left tackle for 5 yards (tackle by Chartric Darby and Greg Spires),3.820,3.890
3,9:06,3,4,TAM 14,9,19,"Aaron Brooks pass complete to Joe Horn for 14 yards, touchdown",3.890,7.000
3,9:06,,,TAM 14,9,20,John Carney kicks extra point good,0.000,0.000
3,9:06,,,NOR 30,9,20,"Toby Gowin kicks off 67 yards, returned by Dwight Smith for 22 yards (tackle by Michael Lewis). Dwight Smith fumbles, recovered by Corey Ivy at TAM-28",0.000,0.810
3,8:49,1,10,TAM 28,9,20,Brad Johnson pass complete to Keenan McCardell for 13 yards (tackle by Ken Irvin),0.810,1.660
3,8:07,1,10,TAM 41,9,20,Brad Johnson pass complete to Keenan McCardell for 4 yards (tackle by Charlie Clemons),1.660,1.660
3,7:29,2,6,TAM 45,9,20,Brad Johnson pass complete to Ken Dilger for 11 yards (tackle by Sammy Knight and Fred Thomas),1.660,2.650
3,6:47,1,10,NOR 44,9,20,Brad Johnson pass complete to Keenan McCardell for 9 yards (tackle by Ken Irvin),2.650,3.330
3,6:03,2,1,NOR 35,9,20,Mike Alstott right tackle for 2 yards (tackle by Darrin Smith and Willie Whitehead),3.330,3.380
3,5:25,1,10,NOR 33,9,20,Brad Johnson pass incomplete intended for Jameel Cook,3.380,2.840
3,5:19,2,10,NOR 33,9,20,Brad Johnson pass incomplete intended for Keyshawn Johnson,2.840,2.150
3,5:16,3,10,NOR 33,9,20,Brad Johnson pass incomplete intended for Keenan McCardell,2.150,1.150
3,5:09,4,10,NOR 33,12,20,Martin Gramatica 51 yard field goal good,1.150,3.000
3,5:09,,,TAM 30,12,20,"Martin Gramatica kicks off 63 yards, returned by Michael Lewis for 9 yards (tackle by Jermaine Phillips)",0.000,-0.140
3,5:00,1,10,NOR 16,12,20,Aaron Brooks pass incomplete intended for Joe Horn,-0.140,-0.660
3,4:53,1,10,NOR 16,,,Timeout #1 by New Orleans Saints,-0.140,-0.660
3,4:53,2,10,NOR 16,12,20,Aaron Brooks pass incomplete intended for David Sloan,-0.660,-1.320
3,4:48,3,10,NOR 16,12,20,Aaron Brooks pass complete to Jake Reed for 29 yards (tackle by Shelton Quarles),-1.320,1.930
3,4:06,1,10,NOR 45,12,20,Deuce McAllister left guard for 9 yards (tackle by Alshermond Singleton and Derrick Brooks),1.930,2.600
3,3:32,2,1,TAM 46,12,20,Deuce McAllister left guard for 1 yard (tackle by Warren Sapp and Derrick Brooks),2.600,2.590
3,2:54,1,10,TAM 45,12,20,Aaron Brooks pass incomplete intended for Deuce McAllister,2.590,2.040
3,2:47,2,10,TAM 45,12,20,Deuce McAllister left guard for 2 yards (tackle by Shelton Quarles),2.040,1.620
3,2:09,3,8,TAM 43,12,20,Aaron Brooks pass incomplete intended for Joe Horn,1.620,0.400
3,2:04,4,8,TAM 43,12,20,"Toby Gowin punts 29 yards, fair catch by Karl Williams",0.400,0.280
3,1:57,1,10,TAM 14,12,20,Brad Johnson pass incomplete intended for Keyshawn Johnson,-0.280,-0.750
3,1:54,2,10,TAM 14,12,20,Mike Alstott right guard for 2 yards (tackle by Sedrick Hodge and Darren Howard),-0.750,-1.160
3,1:10,3,8,TAM 16,12,20,Brad Johnson pass complete to Joe Jurevicius for 7 yards (tackle by Ken Irvin),-1.160,-1.830
3,0:28,4,1,TAM 23,12,20,Tom Tupa punts 71 yards,-1.830,0.380
3,0:11,1,10,NOR 6,12,20,"Deuce McAllister right end for 11 yards (tackle by John Lynch). Penalty on Kyle Turley: Unsportsmanlike Conduct (Offsetting), Penalty on Simeon Rice: Unsportsmanlike Conduct (Offsetting)",-0.380,-0.060
Quarter,Time,Down,ToGo,Location,TAM,NOR,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NOR 17,12,20,Deuce McAllister right guard for 5 yards (tackle by Alshermond Singleton and Shelton Quarles),-0.060,0.210
4,14:26,2,5,NOR 22,12,20,Deuce McAllister right guard for 4 yards (tackle by Ellis Wyms),0.210,-0.120
4,13:49,3,1,NOR 26,12,20,Deuce McAllister left tackle for 1 yard (tackle by Ellis Wyms),-0.120,0.740
4,13:15,1,10,NOR 27,12,20,Deuce McAllister right end for -1 yards (tackle by Chartric Darby),0.740,0.060
4,12:33,2,11,NOR 26,12,20,Deuce McAllister right guard for 6 yards (tackle by Dexter Jackson and Simeon Rice),0.060,0.170
4,11:49,3,5,NOR 32,12,20,Aaron Brooks pass incomplete intended for James Fenderson,0.170,-1.240
4,11:44,4,5,NOR 32,12,20,"Toby Gowin punts 47 yards, returned by Karl Williams for 7 yards (tackle by Mel Mitchell)",-1.240,-0.810
4,11:31,1,10,TAM 28,12,20,Brad Johnson pass incomplete intended for Keyshawn Johnson is intercepted by Jay Bellamy at TAM-47 and returned for 14 yards,0.810,-3.380
4,11:22,1,10,TAM 33,12,20,Deuce McAllister right tackle for 2 yards (tackle by Warren Sapp),3.380,3.110
4,10:41,2,8,TAM 31,12,20,Deuce McAllister left tackle for 1 yard (tackle by Simeon Rice and Shelton Quarles),3.110,2.540
4,9:57,3,7,TAM 30,12,20,Aaron Brooks pass incomplete intended for Joe Horn,2.540,1.410
4,9:52,4,7,TAM 30,12,23,John Carney 48 yard field goal good,1.410,3.000
4,9:52,,,NOR 30,12,23,"Toby Gowin kicks off 69 yards, returned by Karl Williams for 15 yards (tackle by Keyuo Craver)",0.000,-0.140
4,9:42,1,10,TAM 16,12,23,Brad Johnson sacked by Kenny Smith for -5 yards,-0.140,-1.150
4,9:09,2,15,TAM 11,12,23,Brad Johnson pass complete to Michael Pittman for 16 yards (tackle by Fred Thomas),-1.150,0.740
4,8:31,1,10,TAM 27,12,23,Brad Johnson pass complete to Michael Pittman for no gain,0.740,0.200
4,7:49,2,10,TAM 27,12,23,Brad Johnson pass complete to Michael Pittman for 4 yards (tackle by Fred Thomas),0.200,0.040
4,7:20,3,6,TAM 31,12,23,Brad Johnson pass complete to Keyshawn Johnson for 14 yards (tackle by Keyuo Craver),0.040,1.930
4,6:52,1,10,TAM 45,12,23,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Darren Howard),1.930,1.380
4,6:46,2,10,TAM 45,12,23,Brad Johnson pass incomplete intended for Michael Pittman,1.380,0.700
4,6:40,2,10,TAM 45,,,Timeout #2 by Tampa Bay Buccaneers,1.380,0.700
4,6:40,3,10,TAM 45,12,23,Brad Johnson pass complete to Keenan McCardell for 6 yards (tackle by Ken Irvin). Penalty on Kenyatta Walker: Offensive Holding (Declined),0.700,0.000
4,6:20,4,4,NOR 49,12,23,Brad Johnson pass complete to Joe Jurevicius for 11 yards (tackle by Fred Thomas and Keyuo Craver),0.000,3.050
4,5:47,1,10,NOR 38,12,23,Michael Pittman left guard for 1 yard (tackle by Sedrick Hodge and Darrin Smith),3.050,2.640
4,5:09,2,9,NOR 37,12,23,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Charlie Clemons),2.640,1.950
4,5:04,3,9,NOR 37,12,23,Brad Johnson pass incomplete intended for Joe Jurevicius,1.950,0.790
4,4:59,4,9,NOR 37,12,23,Brad Johnson pass complete to Keyshawn Johnson for 16 yards (tackle by Ken Irvin),0.790,4.170
4,4:23,1,10,NOR 21,12,23,"Brad Johnson pass incomplete intended for Keyshawn Johnson. Penalty on Ken Irvin: Defensive Pass Interference, 20 yards (no play)",4.170,6.970
4,4:16,1,1,NOR 1,12,23,Mike Alstott left guard for no gain (tackle by Sedrick Hodge and Kenny Smith),6.970,5.910
4,3:43,2,1,NOR 1,12,23,Brad Johnson pass incomplete intended for Ken Dilger,5.910,5.170
4,3:36,3,1,NOR 1,12,23,Mike Alstott right guard for -1 yards (tackle by Sammy Knight and Steve Gleason),5.170,3.250
4,2:54,4,2,NOR 2,18,23,"Brad Johnson pass complete to Keenan McCardell for 2 yards, touchdown",3.250,7.000
4,2:54,4,,NOR 2,20,23,"Two Point Attempt: Brad Johnson pass complete to Keyshawn Johnson, conversion succeeds",1.000,1.000
4,2:54,,,TAM 25,20,23,"Martin Gramatica kicks off 69 yards, returned by Michael Lewis for 10 yards (tackle by Jermaine Phillips)",0.000,-0.140
4,2:42,1,10,NOR 16,20,23,Deuce McAllister right guard for 3 yards (tackle by John Lynch and Dexter Jackson),-0.140,-0.180
4,2:35,1,10,NOR 16,,,Timeout #3 by Tampa Bay Buccaneers,-0.140,-0.180
4,2:35,2,7,NOR 19,20,23,Deuce McAllister right tackle for -1 yards (tackle by Alshermond Singleton),-0.180,-1.070
4,2:00,3,8,NOR 18,20,23,Jake Delhomme pass complete to Joe Horn for 10 yards (tackle by Dexter Jackson),-1.070,0.810
4,1:17,1,10,NOR 28,20,23,Jake Delhomme kneels for -1 yards,0.810,0.130
4,0:39,2,11,NOR 27,20,23,Jake Delhomme kneels for -1 yards,0.130,-0.690
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
