#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,12:49,TAM 29,7,3:21,-1,Missed FG
2,1,7:54,NOR 16,3,1:08,3,Punt
3,1,4:09,NOR 8,3,0:52,-8,"Fumble, Safety"
4,1,0:14,NOR 20,10,5:12,80,Touchdown
5,2,6:51,NOR 28,3,1:22,-3,Punt
6,2,1:59,NOR 33,3,0:32,7,Punt
7,3,15:00,NOR 46,6,2:04,54,Touchdown
8,3,12:46,TAM 29,1,0:07,-4,Fumble
9,3,10:31,TAM 20,3,1:31,20,Touchdown
10,3,5:04,NOR 16,8,3:07,41,Punt
11,3,0:11,NOR 6,7,3:40,26,Punt
12,4,11:22,TAM 33,4,1:35,3,Field Goal
13,4,2:49,NOR 16,5,2:49,10,End of Game
