Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
2,0:34,1,10,TEN 19,20,17,Derrick Henry left tackle for 6 yards (tackle by Tremaine Edmunds),,
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TEN 35,20,17,"Randy Bullock kicks off 65 yards, returned by Isaiah McKenzie for 18 yards (tackle by Nick Westbrook-Ikhine)",,
3,14:55,1,10,BUF 18,20,17,Josh Allen pass complete short left to Devin Singletary for 1 yard (tackle by David Long and Jeffery Simmons),,
3,14:16,2,9,BUF 19,20,17,Josh Allen pass complete short left to Emmanuel Sanders for 5 yards (tackle by Rashaan Evans),,
3,13:38,3,4,BUF 24,20,17,Josh Allen pass complete short left to Stefon Diggs for 9 yards (tackle by Amani Hooker),,
3,13:12,1,10,BUF 33,20,17,Josh Allen pass complete short left to Dawson Knox for 11 yards (tackle by Chris Jackson),,
3,12:42,1,10,BUF 44,20,17,Josh Allen pass complete short middle to Cole Beasley for 18 yards (tackle by Bud Dupree),,
3,12:11,1,10,TEN 38,20,17,Devin Singletary up the middle for 4 yards (tackle by Naquan Jones),,
3,11:38,2,6,TEN 34,20,17,Josh Allen up the middle for no gain (tackle by Naquan Jones and Harold Landry),,
3,11:00,3,6,TEN 34,20,17,Josh Allen pass incomplete short right intended for Cole Beasley,,
3,10:54,4,6,TEN 34,23,17,Tyler Bass 52 yard field goal good,,
3,10:49,,,BUF 35,23,17,"Tyler Bass kicks off 63 yards, returned by Marcus Johnson for 21 yards (tackle by Jake Kumerow). Penalty on Jordan Poyer: Illegal Use of Hands / Offense, 10 yards (accepted)",,
3,10:44,1,10,TEN 33,23,17,Ryan Tannehill pass complete short middle to A.J. Brown for 8 yards (tackle by Jordan Poyer),,
3,10:00,2,2,TEN 41,23,17,Derrick Henry right guard for 3 yards (tackle by Levi Wallace),,
3,9:24,1,10,TEN 44,23,17,Ryan Tannehill pass incomplete short left intended for Geoff Swaim (defended by Jerry Hughes),,
3,9:18,2,10,TEN 44,23,17,Derrick Henry left guard for 19 yards (tackle by Micah Hyde),,
3,8:37,1,10,BUF 37,23,17,"Penalty on Derrick Henry: False Start, 5 yards (accepted) (no play)",,
3,8:20,1,15,BUF 42,23,17,"Penalty on Efe Obada: Neutral Zone Infraction, 5 yards (accepted) (no play)",,
3,8:06,1,10,BUF 37,23,17,Ryan Tannehill pass incomplete short right,,
3,8:00,2,10,BUF 37,23,17,Derrick Henry up the middle for no gain (tackle by Mario Addison),,
3,7:16,3,10,BUF 37,23,17,Ryan Tannehill pass complete short middle to A.J. Brown for 8 yards (tackle by Micah Hyde),,
3,6:29,4,2,BUF 29,23,17,Ryan Tannehill pass complete short right to A.J. Brown for 14 yards (tackle by Jordan Poyer),,
3,5:52,1,10,BUF 15,23,17,Derrick Henry up the middle for 4 yards (tackle by Harrison Phillips),,
3,5:14,2,6,BUF 11,23,17,Ryan Tannehill pass complete short left to Geoff Swaim for 8 yards (tackle by Matt Milano),,
3,4:33,1,3,BUF 3,23,17,Ryan Tannehill pass incomplete short right intended for A.J. Brown,,
3,4:28,2,3,BUF 3,23,23,"Derrick Henry left tackle for 3 yards, touchdown",,
3,4:23,,,BUF 15,23,24,Randy Bullock kicks extra point good,,
3,4:23,,,TEN 35,23,24,"Randy Bullock kicks off 65 yards, touchback.",,
3,4:23,1,10,BUF 25,23,24,Zack Moss up the middle for 4 yards (tackle by Elijah Molden),,
3,3:59,2,6,BUF 29,23,24,Zack Moss left guard for 5 yards (tackle by Olasunkanmi Adeniyi and Harold Landry),,
3,3:26,3,1,BUF 34,23,24,"Penalty on Dion Dawkins: False Start, 5 yards (accepted) (no play)",,
3,3:10,3,6,BUF 29,23,24,Josh Allen pass complete short right to Cole Beasley for 9 yards (tackle by David Long),,
3,2:40,1,10,BUF 38,23,24,Josh Allen pass complete short left to Emmanuel Sanders for 15 yards,,
3,2:24,1,10,TEN 47,23,24,Josh Allen pass incomplete deep left intended for Emmanuel Sanders (defended by Chris Jackson),,
3,2:19,2,10,TEN 47,23,24,Josh Allen pass complete short left to Dawson Knox for 3 yards (tackle by Chris Jackson and David Long),,
3,1:48,3,7,TEN 44,23,24,"Josh Allen pass incomplete deep right intended for Stefon Diggs. Penalty on Breon Borders: Defensive Pass Interference, 39 yards (accepted) (no play)",,
3,1:40,1,5,TEN 5,23,24,Josh Allen pass complete short left to Cole Beasley for 4 yards (tackle by Amani Hooker and Elijah Molden),,
3,1:11,2,1,TEN 1,23,24,Josh Allen up the middle for no gain (tackle by David Long and Rashaan Evans),,
3,0:32,3,1,TEN 1,29,24,"Josh Allen pass complete short right to Tommy Sweeney for 1 yard, touchdown",,
3,0:27,,,TEN 2,31,24,Two Point Attempt: Dawson Knox pass complete to to Josh Allen for no gain,,
3,0:27,,,BUF 35,31,24,"Tyler Bass kicks off 61 yards, returned by Marcus Johnson for 31 yards (tackle by Dane Jackson)",,
3,0:19,1,10,TEN 35,31,24,Ryan Tannehill pass complete short left to Derrick Henry for 4 yards (tackle by Harrison Phillips),,
Quarter,Time,Down,ToGo,Location,BUF,TEN,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,6,TEN 39,31,24,Derrick Henry left tackle for 1 yard (tackle by Efe Obada),,
4,14:18,3,5,TEN 40,31,24,Ryan Tannehill pass complete short middle to A.J. Brown for 13 yards (tackle by Jordan Poyer),,
4,13:44,1,10,BUF 47,31,24,Derrick Henry up the middle for 2 yards (tackle by Tremaine Edmunds),,
4,13:05,2,8,BUF 45,31,24,Ryan Tannehill pass complete short middle to A.J. Brown for 20 yards (tackle by Levi Wallace),,
4,12:20,1,10,BUF 25,31,24,Derrick Henry left guard for 3 yards (tackle by Ed Oliver),,
4,11:45,2,7,BUF 22,31,24,"Ryan Tannehill pass complete to Derrick Henry for no gain. Penalty on Rodger Saffold: Offensive Holding, 10 yards (accepted) (no play)",,
4,11:14,2,17,BUF 32,31,24,Ryan Tannehill pass complete short middle to A.J. Brown for 6 yards (tackle by Tremaine Edmunds and Taron Johnson),,
4,10:28,3,11,BUF 26,31,24,Ryan Tannehill pass complete short middle to Julio Jones for 6 yards (tackle by Tremaine Edmunds and Taron Johnson),,
4,9:50,4,5,BUF 20,31,27,Randy Bullock 38 yard field goal good,,
4,9:45,,,TEN 35,31,27,"Randy Bullock kicks off 65 yards, touchback.",,
4,9:45,1,10,BUF 25,31,27,Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by Chris Jackson),,
4,9:19,2,4,BUF 31,31,27,Josh Allen pass incomplete short right intended for Cole Beasley (defended by Bud Dupree),,
4,9:02,3,4,BUF 31,31,27,"Josh Allen pass complete short left to Stefon Diggs for 6 yards (tackle by Chris Jackson). Penalty on Chris Jackson: Defensive Pass Interference, 15 yards (declined)",,
4,8:57,1,10,BUF 37,31,27,Josh Allen sacked by Jeffery Simmons for -7 yards,,
4,8:25,2,17,BUF 30,31,27,Josh Allen pass incomplete deep middle intended for Emmanuel Sanders (defended by Breon Borders),,
4,8:14,3,17,BUF 30,31,27,Josh Allen pass incomplete deep right intended for Jake Kumerow,,
4,8:09,4,17,BUF 30,31,27,"Matt Haack punts 40 yards, fair catch by Chester Rogers at TEN-30",,
4,8:01,1,10,TEN 30,31,27,Derrick Henry up the middle for no gain (tackle by Taron Johnson and Star Lotulelei),,
4,7:25,2,10,TEN 30,31,27,Ryan Tannehill pass complete short right to Nick Westbrook-Ikhine for 14 yards (tackle by Taron Johnson),,
4,6:54,1,10,TEN 44,31,27,Ryan Tannehill pass complete deep right to A.J. Brown for 22 yards (tackle by Micah Hyde),,
4,6:09,1,10,BUF 34,31,27,Derrick Henry left end for -1 yards (tackle by Justin Zimmer and Tremaine Edmunds),,
4,5:21,2,11,BUF 35,31,27,Ryan Tannehill pass complete short middle to Nick Westbrook-Ikhine for 5 yards (tackle by Tremaine Edmunds),,
4,4:38,3,6,BUF 30,31,27,Ryan Tannehill pass complete short middle to Nick Westbrook-Ikhine for 8 yards (tackle by Tremaine Edmunds),,
4,4:00,1,10,BUF 22,31,27,Ryan Tannehill pass complete short right to Derrick Henry for 9 yards (tackle by Taron Johnson and Matt Milano),,
4,3:11,2,1,BUF 13,31,33,"Derrick Henry left tackle for 13 yards, touchdown",,
4,3:05,,,BUF 15,31,34,Randy Bullock kicks extra point good,,
4,3:05,,,TEN 35,31,34,"Randy Bullock kicks off 66 yards, returned by Isaiah McKenzie for 29 yards, touchdown. Penalty on Andre Smith: Offensive Holding, 10 yards (accepted)",,
4,2:54,1,10,BUF 18,31,34,Josh Allen pass complete deep right to Emmanuel Sanders for 31 yards (tackle by Breon Borders),,
4,2:29,1,10,BUF 49,31,34,Josh Allen pass complete short middle to Zack Moss for 12 yards (tackle by David Long and Amani Hooker),,
4,2:00,1,10,TEN 39,31,34,Josh Allen pass complete short middle to Cole Beasley for 7 yards (tackle by Amani Hooker),,
4,1:35,2,3,TEN 32,31,34,Josh Allen pass complete short right to Gabriel Davis for 20 yards (tackle by Kevin Byard and Elijah Molden),,
4,0:52,1,10,TEN 12,31,34,Zack Moss up the middle for 4 yards (tackle by David Long),,
4,0:44,,,,,,Timeout #1 by Buffalo Bills,,
4,0:44,2,6,TEN 8,31,34,Josh Allen pass incomplete short left intended for Emmanuel Sanders,,
4,0:38,3,6,TEN 8,31,34,Josh Allen scrambles left tackle for 5 yards (tackle by Amani Hooker),,
4,0:22,,,,,,Timeout #2 by Buffalo Bills,,
4,0:22,,,,,,Timeout #1 by Tennessee Titans,,
4,0:22,4,1,TEN 3,31,34,Josh Allen up the middle for no gain (tackle by Jeffery Simmons),,
4,0:21,1,10,TEN 3,31,34,Ryan Tannehill kneels for -1 yards,,
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
