0,1
Game Info,Game Info
Won Toss,Panthers (deferred)
Roof,outdoors
Surface,grass
Duration,3:10
Attendance,73464
Weather,"81 degrees, relative humidity 29%, wind 2 mph, wind chill 0"
Vegas Line,Carolina Panthers -3.0
Over/Under,33.0 (under)
