Quarter,Time,Tm,Detail,PIT,BAL
1.0,5:02,Ravens,Justin Tucker 23 yard field goal,0,3
,1:03,Steelers,James Conner 7 yard pass from Ben Roethlisberger (Chris Boswell kick),7,3
2.0,7:18,Steelers,Antonio Brown 6 yard pass from Ben Roethlisberger (Chris Boswell kick),14,3
,4:37,Ravens,Justin Tucker 23 yard field goal,14,6
3.0,6:46,Steelers,Ben Roethlisberger 1 yard rush (Chris Boswell kick failed),20,6
,2:56,Ravens,Alex Collins 1 yard rush (Justin Tucker kick),20,13
4.0,8:26,Steelers,Chris Boswell 29 yard field goal,23,13
,5:23,Ravens,Justin Tucker 37 yard field goal,23,16
