0,1
Game Info,Game Info
Won Toss,Steelers (deferred)
Roof,outdoors
Surface,grass
Duration,3:05
Attendance,70997
Weather,"55 degrees, wind 6 mph"
Vegas Line,Baltimore Ravens -1.5
Over/Under,46.5 (under)
