Quarter,Time,Tm,Detail,DAL,NYG
1.0,7:01,Giants,Odell Beckham Jr. 3 yard pass from Eli Manning (Josh Brown kick),0,7
,2:45,Cowboys,Dan Bailey 38 yard field goal,3,7
2.0,14:52,Giants,Odell Beckham Jr. 43 yard pass from Eli Manning (Josh Brown kick),3,14
,9:15,Cowboys,Jason Witten 4 yard pass from Tony Romo (Dan Bailey kick),10,14
,3:18,Giants,Andre Williams 3 yard rush (Josh Brown kick),10,21
3.0,6:35,Cowboys,Cole Beasley 45 yard pass from Tony Romo (Dan Bailey kick),17,21
,1:08,Cowboys,Dez Bryant 31 yard pass from Tony Romo (Dan Bailey kick),24,21
4.0,3:00,Giants,Adrien Robinson 1 yard pass from Eli Manning (Josh Brown kick),24,28
,1:01,Cowboys,Dez Bryant 13 yard pass from Tony Romo (Dan Bailey kick),31,28
