Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
,,,,,,,"CIN challenged the pass completion ruling, and the play was upheld.",,
2,4:56,1,10,CLE 34,17,0,Austin Davis pass incomplete deep middle intended for Brian Hartline is intercepted by Reggie Nelson at CIN-43 and returned for 31 yards,1.200,-3.840
2,4:42,1,10,CLE 26,17,0,"Andy Dalton pass incomplete short right intended for Marvin Jones. Penalty on Tramon Williams: Defensive Holding, 5 yards (no play)",3.840,4.170
2,4:35,1,10,CLE 21,17,0,Jeremy Hill right tackle for 5 yards (tackle by Tashaun Gipson and Randy Starks),4.170,4.370
2,4:35,2,5,CLE 16,17,0,"Penalty on Ryan Hewitt: False Start, 5 yards (no play)",4.370,4.370
2,3:31,2,5,CLE 16,17,0,Timeout #2 by Cincinnati Bengals,4.370,3.630
2,3:31,2,10,CLE 21,17,0,Andy Dalton pass incomplete short right intended for A.J. Green (defended by Nate Orchard),3.630,2.940
2,3:27,3,10,CLE 21,17,0,Andy Dalton pass incomplete short right intended for Rex Burkhead,2.940,2.060
2,3:24,4,10,CLE 21,20,0,Mike Nugent 40 yard field goal good,2.060,3.000
2,3:24,,,CIN 35,20,0,"Mike Nugent kicks off 72 yards, returned by Darius Jennings for 28 yards (tackle by Emmanuel Lamur)",0.000,-0.340
2,3:14,1,10,CLE 21,20,0,Isaiah Crowell right guard for 12 yards (tackle by Josh Shaw),0.340,1.140
2,2:46,1,10,CLE 33,20,0,Isaiah Crowell right tackle for 3 yards (tackle by Vontaze Burfict),1.140,1.000
2,2:00,2,7,CLE 36,20,0,Austin Davis pass complete short right to Gary Barnidge for 10 yards (tackle by Dre Kirkpatrick),1.000,1.990
2,1:36,1,10,CLE 46,20,0,Austin Davis pass incomplete short left intended for Darius Jennings,1.990,1.450
2,1:32,2,10,CLE 46,20,0,Austin Davis pass complete short middle to Duke Johnson for 6 yards (tackle by Vincent Rey),1.450,1.550
2,1:05,3,4,CIN 48,20,0,Austin Davis pass complete short left to Darius Jennings for 5 yards (tackle by Adam Jones),1.550,2.720
2,0:37,1,10,CIN 43,20,0,Austin Davis pass incomplete deep right intended for Brian Hartline,2.720,2.180
2,0:27,2,10,CIN 43,20,0,Austin Davis left tackle for 8 yards (tackle by Chris Carter),2.180,2.180
2,0:19,2,10,CIN 43,20,0,Timeout #2 by Cleveland Browns,2.180,2.540
2,0:19,3,2,CIN 35,20,0,Austin Davis pass complete short middle to Duke Johnson for 6 yards (tackle by Vincent Rey),2.540,2.540
2,0:03,3,2,CIN 35,20,0,Timeout #3 by Cleveland Browns,2.540,2.540
2,0:03,3,2,CIN 35,20,0,Timeout #3 by Cincinnati Bengals,2.540,3.640
2,0:03,1,10,CIN 29,20,3,Travis Coons 47 yard field goal good,3.640,3.000
Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CIN 35,20,3,"Mike Nugent kicks off 62 yards, returned by Darius Jennings for 21 yards (tackle by Paul Dawson)",0.000,0.540
3,14:56,1,10,CLE 24,20,3,Isaiah Crowell right tackle for 4 yards (tackle by Troy Hill and Vontaze Burfict),0.540,0.540
3,14:12,2,6,CLE 28,20,3,"Austin Davis pass complete short middle to Brian Hartline for 9 yards (tackle by Adam Jones). Penalty on Adam Jones: Horse Collar Tackle, 15 yards, Penalty on Adam Jones: Face Mask (15 Yards) (Declined)",0.540,2.390
3,13:40,1,10,CIN 48,20,3,Isaiah Crowell right guard for 23 yards (tackle by Carlos Dunlap),2.390,3.910
3,13:10,1,10,CIN 25,20,3,Isaiah Crowell left guard for -4 yards (tackle by Vontaze Burfict),3.910,2.820
3,12:41,2,14,CIN 29,20,3,Austin Davis sacked by Domata Peko for -10 yards,2.820,0.830
3,12:20,3,24,CIN 39,20,3,Austin Davis pass complete short middle to Duke Johnson for 10 yards (tackle by Dre Kirkpatrick),0.830,1.500
3,11:15,4,14,CIN 29,20,3,"Travis Coons 47 yard field goal no good, blocked by Carlos Dunlap",1.500,-1.470
3,11:12,1,10,CIN 38,20,3,Jeremy Hill right tackle for 1 yard (tackle by Danny Shelton),1.470,1.060
3,10:35,2,9,CIN 39,20,3,Andy Dalton pass complete short left to Marvin Jones for 14 yards (tackle by Craig Robertson),1.060,2.460
3,10:00,1,10,CLE 47,20,3,Andy Dalton pass complete short left to Ryan Hewitt for 7 yards (tackle by Craig Robertson),2.460,2.860
3,9:16,2,3,CLE 40,20,3,Jeremy Hill right guard for 17 yards (tackle by Tashaun Gipson),2.860,4.040
3,8:34,1,10,CLE 23,20,3,Andy Dalton left guard for 2 yards (tackle by Nate Orchard),4.040,3.770
3,8:01,2,8,CLE 21,20,3,Andy Dalton pass complete deep left to A.J. Green for 20 yards (tackle by Tramon Williams),3.770,6.970
3,7:55,1,1,CLE 1,26,3,"Jeremy Hill left guard for 1 yard, touchdown. Penalty on Christian Kirksey: Unsportsmanlike Conduct, 15 yards",6.970,7.000
3,7:55,,,CLE 1,27,3,Mike Nugent kicks extra point good,0.000,0.000
3,7:42,1,10,CLE 20,27,3,Austin Davis pass incomplete deep right intended for Brian Hartline,0.280,-0.270
3,7:33,2,10,CLE 20,27,3,Austin Davis sacked by Carlos Dunlap for -5 yards,-0.270,-1.860
3,6:53,3,15,CLE 15,27,3,Austin Davis pass complete deep right to Darius Jennings for 16 yards (tackle by Reggie Nelson),-1.860,1.000
3,6:12,1,10,CLE 31,27,3,Duke Johnson for -3 yards (tackle by A.J. Hawk),1.000,0.060
3,5:30,2,13,CLE 28,27,3,Austin Davis pass complete short right to Gary Barnidge for 11 yards (tackle by Vontaze Burfict),0.060,0.830
3,4:50,3,2,CLE 39,27,3,"Austin Davis pass incomplete. Penalty on Austin Davis: Intentional Grounding, 16 yards",0.830,-1.830
3,4:50,4,18,CLE 23,27,3,"Andy Lee punts 45 yards, returned by Brandon Tate for 6 yards (tackle by Christian Kirksey)",-1.830,-1.470
3,4:35,1,10,CIN 38,27,3,Jeremy Hill left guard for 13 yards (tackle by Christian Kirksey),1.470,2.320
3,3:57,1,10,CLE 49,27,3,Andy Dalton pass complete short right to A.J. Green for 6 yards (tackle by Donte Whitner),2.320,2.590
3,3:20,2,4,CLE 43,27,3,Jeremy Hill left guard for 2 yards (tackle by Christian Kirksey),2.590,2.150
3,2:40,3,2,CLE 41,27,3,Jeremy Hill left guard for 11 yards (tackle by Jordan Poyer),2.150,3.580
3,2:01,1,10,CLE 30,27,3,Giovani Bernard right guard for 8 yards (tackle by Jamie Meder),3.580,4.110
3,1:28,2,2,CLE 22,27,3,Giovani Bernard right guard for 1 yard (tackle by Christian Kirksey),4.110,3.530
3,0:46,3,1,CLE 21,33,3,"Andy Dalton pass complete deep right to Marvin Jones for 21 yards, touchdown",3.530,7.000
3,0:46,,,CLE 21,34,3,Mike Nugent kicks extra point good,0.000,0.000
3,0:46,,,CIN 35,34,3,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
3,0:42,1,10,CLE 20,34,3,Austin Davis pass complete short right to Darius Jennings for 5 yards (tackle by Paul Dawson and Shawn Williams),0.280,0.410
Quarter,Time,Down,ToGo,Location,CIN,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CLE 25,34,3,Austin Davis pass complete short left to Darius Jennings for 3 yards (tackle by Margus Hunt),0.410,0.100
4,14:15,3,2,CLE 28,34,3,Austin Davis right tackle for 4 yards (tackle by Vincent Rey),0.100,1.070
4,13:39,1,10,CLE 32,34,3,Duke Johnson for 5 yards (tackle by Rey Maualuga),1.070,1.200
4,13:03,2,5,CLE 37,34,3,Isaiah Crowell right guard for 5 yards (tackle by Michael Johnson),1.200,1.730
4,12:23,1,10,CLE 42,34,3,"Austin Davis pass incomplete short right intended for Isaiah Crowell (defended by Carlos Dunlap). Penalty on Cameron Erving: Offensive Holding, 10 yards (no play)",1.730,1.070
4,12:18,1,20,CLE 32,34,3,Austin Davis pass complete short middle to Brian Hartline for 17 yards (tackle by Vincent Rey),1.070,2.130
4,11:40,2,3,CLE 49,34,3,"Austin Davis for -8 yards (tackle by Carlos Dunlap). Austin Davis fumbles (forced by Carlos Dunlap), recovered by Rey Maualuga at CLE-33",2.130,-3.380
4,11:29,1,10,CLE 33,34,3,Jeremy Hill right guard for 3 yards (tackle by Xavier Cooper),3.380,3.240
4,10:53,2,7,CLE 30,34,3,Jeremy Hill left tackle for -4 yards (tackle by Tashaun Gipson),3.240,2.010
4,10:12,3,11,CLE 34,34,3,Andy Dalton pass complete short left to Giovani Bernard for 9 yards (tackle by Armonty Bryant),2.010,1.930
4,9:24,4,2,CLE 25,34,3,Andy Dalton pass complete short right to C.J. Uzomah for 4 yards (tackle by Donte Whitner),1.930,4.170
4,8:37,1,10,CLE 21,34,3,Jeremy Hill right guard for 13 yards (tackle by Karlos Dansby),4.170,5.370
4,7:52,1,8,CLE 8,34,3,Jeremy Hill left guard for 1 yard (tackle by Craig Robertson),5.370,4.760
4,7:16,2,7,CLE 7,34,3,Jeremy Hill right guard for 6 yards (tackle by Craig Robertson and Jamie Meder),4.760,5.170
4,6:34,3,1,CLE 1,34,3,Jeremy Hill right guard for -1 yards (tackle by Craig Robertson),5.170,3.250
4,5:47,4,2,CLE 2,37,3,Mike Nugent 20 yard field goal good,3.250,3.000
4,5:47,,,CIN 35,37,3,"Mike Nugent kicks off 65 yards, touchback",0.000,-0.280
4,5:45,1,10,CLE 20,37,3,Isaiah Crowell right guard for 7 yards (tackle by Wallace Gilberry),0.280,0.680
4,5:18,2,3,CLE 27,37,3,"Austin Davis pass incomplete. Penalty on Austin Davis: Intentional Grounding, 13 yards",0.680,-2.030
4,5:11,3,16,CLE 14,37,3,Austin Davis pass complete short left to Brian Hartline for 10 yards (tackle by Troy Hill),-2.030,-1.770
4,4:33,4,6,CLE 24,37,3,"Andy Lee punts 34 yards, out of bounds",-1.770,-1.730
4,4:27,1,10,CIN 42,37,3,Jeremy Hill left guard for 3 yards (tackle by Jamie Meder),1.730,1.590
4,3:48,2,7,CIN 45,37,3,Jeremy Hill left tackle for 3 yards (tackle by Danny Shelton and Jamie Meder),1.590,1.290
4,3:09,3,4,CIN 48,37,3,A.J. McCarron pass complete short left to Mario Alford for 15 yards (tackle by Pierre Desir),1.290,3.120
4,2:25,1,10,CLE 37,37,3,Jeremy Hill right guard for 2 yards (tackle by Craig Robertson),3.120,2.840
4,2:00,2,8,CLE 35,37,3,Rex Burkhead left tackle for 2 yards (tackle by Armonty Bryant),2.840,2.410
4,1:19,3,6,CLE 33,37,3,A.J. McCarron pass complete short right to Rex Burkhead for 4 yards (tackle by Barkevious Mingo),2.410,1.600
4,1:12,4,2,CLE 29,37,3,A.J. McCarron pass incomplete short right intended for Brandon Tate,1.600,-0.870
4,1:08,1,10,CLE 29,37,3,Austin Davis pass complete short middle to Brian Hartline for 12 yards (tackle by Troy Hill),0.870,1.660
4,0:43,1,10,CLE 41,37,3,Austin Davis pass complete short left to Isaiah Crowell for 2 yards (tackle by Paul Dawson),1.660,1.390
4,0:19,2,8,CLE 43,37,3,Austin Davis pass complete short right to E.J. Bibbs for 7 yards (tackle by Emmanuel Lamur),1.390,1.620
4,0:00,3,1,,37,3,Austin Davis pass incomplete short right intended for Darius Jennings,1.620,-0.060
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
