Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter,1st Quarter
,,,,,,,"Titans won the coin toss, Titans to receive the opening kickoff.",,
1,15:00,,,JAX 35,0,0,"Josh Scobee kicks off 61 yards, returned by Leon Washington for 12 yards (tackle by LaRoy Reynolds)",0.000,0.140
1,14:53,1,10,TEN 16,0,0,Charlie Whitehurst pass complete short left to Nate Washington for 9 yards (tackle by J.T. Thomas),-0.140,0.690
1,14:16,2,1,TEN 25,0,0,"Penalty on Chance Warmack: False Start, 5 yards (no play)",0.690,0.010
1,14:00,2,6,TEN 20,0,0,Bishop Sankey left end for 3 yards (tackle by Jonathan Cyprien),0.010,-0.450
1,13:24,3,3,TEN 23,0,0,Leon Washington up the middle for 11 yards (tackle by Telvin Smith),-0.450,1.200
1,12:46,1,10,TEN 34,0,0,Charlie Whitehurst pass complete deep left to Delanie Walker for 21 yards (tackle by Demetrius McCray),1.200,2.590
1,12:12,1,10,JAX 45,0,0,Bishop Sankey up the middle for 1 yard (tackle by Telvin Smith),2.590,2.180
1,11:31,2,9,JAX 44,0,0,Charlie Whitehurst pass complete short middle to Delanie Walker for 5 yards (tackle by J.T. Thomas),2.180,2.150
1,10:48,3,4,JAX 39,0,0,Charlie Whitehurst pass complete short middle to Kendall Wright for 14 yards (tackle by Jonathan Cyprien),2.150,3.910
1,10:11,1,10,JAX 25,0,0,Bishop Sankey up the middle for 4 yards (tackle by J.T. Thomas and Dwayne Gratz),3.910,3.900
1,9:31,2,6,JAX 21,0,0,Charlie Whitehurst pass complete short right to Chase Coffman for 14 yards (tackle by Demetrius McCray),3.900,5.600
1,8:52,1,7,JAX 7,0,0,Leon Washington up the middle for 2 yards (tackle by Jonathan Cyprien),5.600,5.150
1,8:10,2,5,JAX 5,0,0,Charlie Whitehurst sacked by Abry Jones for -3 yards,5.150,3.580
1,7:28,3,8,JAX 8,6,0,"Charlie Whitehurst pass complete short middle to Leon Washington for 8 yards, touchdown",3.580,7.000
1,7:28,,,JAX 2,7,0,Ryan Succop kicks extra point good,0.000,0.000
1,7:28,,,TEN 35,7,0,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
1,7:23,1,10,JAX 20,7,0,Toby Gerhart up the middle for 4 yards (tackle by George Wilson),0.280,0.270
1,6:52,2,6,JAX 24,7,0,Blake Bortles pass complete short left to Toby Gerhart for 7 yards (tackle by Jason McCourty),0.270,1.000
1,6:26,1,10,JAX 31,7,0,Blake Bortles pass incomplete short left intended for Cecil Shorts,1.000,0.460
1,6:22,2,10,JAX 31,7,0,Toby Gerhart right end for 3 yards (tackle by Derrick Morgan),0.460,0.170
1,5:42,3,7,JAX 34,7,0,Blake Bortles pass complete short right to Jordan Todman for -4 yards (tackle by George Wilson),0.170,-1.370
1,5:11,4,11,JAX 30,7,0,"Bryan Anger punts 46 yards, returned by Leon Washington for 10 yards (tackle by Will Ta'ufo'ou)",-1.370,-1.200
1,5:00,1,10,TEN 34,7,0,Charlie Whitehurst pass incomplete deep right intended for Delanie Walker,1.200,1.200
1,4:53,1,10,TEN 34,7,0,Timeout #1 by Tennessee Titans,1.200,0.660
1,4:53,2,10,TEN 34,7,0,Charlie Whitehurst pass incomplete short right intended for Derek Hagan (defended by Aaron Colvin),0.660,-0.030
1,4:50,3,10,TEN 34,7,0,Charlie Whitehurst pass complete short middle to Kendall Wright for 7 yards (tackle by Aaron Colvin),-0.030,-0.650
1,4:09,4,3,TEN 41,7,0,"Brett Kern punts 37 yards, out of bounds",-0.650,-0.410
1,4:00,1,10,JAX 22,7,0,Storm Johnson up the middle for 1 yard (tackle by Avery Williamson and Ropati Pitoitua),0.410,0.000
1,3:30,2,9,JAX 23,7,0,Blake Bortles pass incomplete short middle intended for Marqise Lee (defended by Sammie Lee Hill),0.000,-0.690
1,3:26,3,9,JAX 23,7,0,Blake Bortles pass complete short middle to Allen Hurns for 3 yards (tackle by Marqueston Huff),-0.690,-1.630
1,2:52,4,6,JAX 26,7,0,"Bryan Anger punts 61 yards, returned by Leon Washington for 10 yards (tackle by Tommie Campbell)",-1.630,-0.480
1,2:40,1,10,TEN 23,7,0,Shonn Greene right end for 11 yards (tackle by Josh Evans),0.480,1.200
1,1:57,1,10,TEN 34,7,0,Bishop Sankey up the middle for no gain (tackle by Telvin Smith),1.200,0.660
1,1:15,2,10,TEN 34,7,0,Charlie Whitehurst up the middle for 3 yards (tackle by Aaron Colvin),0.660,0.370
1,0:26,3,7,TEN 37,7,0,"Penalty on Charlie Whitehurst: Delay of Game, 5 yards (no play)",0.370,-0.300
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,12,TEN 32,7,0,Charlie Whitehurst sacked by Chris Smith for -5 yards,-0.300,-1.570
2,14:27,4,17,TEN 27,7,0,"Brett Kern punts 39 yards, returned by Ace Sanders for 4 yards (tackle by Beau Brinkley)",-1.570,-1.470
2,14:15,1,10,JAX 38,7,0,Blake Bortles pass complete short right to Marqise Lee for 4 yards (tackle by Coty Sensabaugh),1.470,1.460
2,13:47,2,6,JAX 42,7,0,"Blake Bortles sacked by Derrick Morgan for -6 yards. Blake Bortles fumbles (forced by Derrick Morgan), recovered by Toby Gerhart at JAX-40",1.460,0.500
2,13:05,3,8,JAX 40,7,0,Blake Bortles pass incomplete short right intended for Toby Gerhart,0.500,-0.720
2,13:01,4,8,JAX 40,7,0,"Bryan Anger punts 43 yards, returned by Leon Washington for 1 yard (tackle by Jeremiah George). Penalty on Marqueston Huff: Illegal Block Above the Waist, 9 yards",-0.720,0.380
2,12:50,1,10,TEN 9,7,0,Bishop Sankey left end for 2 yards (tackle by J.T. Thomas),-0.380,-0.630
2,12:13,2,8,TEN 11,7,0,Bishop Sankey up the middle for 4 yards (tackle by Sen'Derrick Marks),-0.630,-0.720
2,11:37,3,4,TEN 15,7,0,Charlie Whitehurst pass complete short right to Leon Washington for 25 yards (tackle by Chris Smith),-0.720,1.600
2,11:13,1,10,TEN 40,7,0,Bishop Sankey up the middle for 2 yards (tackle by Dwayne Gratz),1.600,1.320
2,10:32,2,8,TEN 42,7,0,Bishop Sankey up the middle for 3 yards (tackle by Ryan Davis and Tyson Alualu),1.320,1.030
2,9:49,3,5,TEN 45,7,0,Charlie Whitehurst pass incomplete short right intended for Kris Durham (defended by Dwayne Gratz),1.030,-0.390
2,9:38,4,5,TEN 45,7,0,"Brett Kern punts 40 yards, returned by Ace Sanders for 7 yards (tackle by Daimion Stafford)",-0.390,-0.410
2,9:27,1,10,JAX 22,7,0,Storm Johnson right end for no gain (tackle by Sammie Lee Hill),0.410,-0.130
2,8:48,2,10,JAX 22,7,0,Blake Bortles pass incomplete short right intended for Allen Hurns,-0.130,-0.820
2,8:42,3,10,JAX 22,7,0,Blake Bortles sacked by Sammie Lee Hill for 0 yards,-0.820,-1.900
2,8:06,4,10,JAX 22,7,0,"Bryan Anger punts 48 yards, fair catch by Leon Washington",-1.900,-0.940
2,7:58,1,10,TEN 30,7,0,Charlie Whitehurst pass complete deep middle to Delanie Walker for 20 yards (tackle by Josh Evans and J.T. Thomas),0.940,2.260
2,7:24,1,10,,7,0,Shonn Greene up the middle for 2 yards (tackle by Telvin Smith and J.T. Thomas),2.260,1.980
2,6:44,2,8,JAX 48,7,0,Shonn Greene up the middle for 5 yards (tackle by Telvin Smith),1.980,1.950
2,6:05,3,3,JAX 43,7,0,Charlie Whitehurst pass complete short left to Leon Washington for 6 yards (tackle by Jonathan Cyprien and Telvin Smith),1.950,3.120
2,5:23,1,10,JAX 37,7,0,Charlie Whitehurst sacked by Ryan Davis for -8 yards,3.120,1.490
2,4:41,2,18,JAX 45,7,0,Charlie Whitehurst pass incomplete short right intended for Derek Hagan (defended by Josh Evans),1.490,1.490
2,4:32,2,18,JAX 45,7,0,Timeout #2 by Tennessee Titans,1.490,0.830
2,4:32,3,18,JAX 45,7,0,Charlie Whitehurst pass complete short left to Kendall Wright for 13 yards (tackle by Telvin Smith),0.830,1.260
2,3:51,4,5,JAX 32,10,0,Ryan Succop 50 yard field goal good,1.260,3.000
2,3:51,,,TEN 35,10,0,"Ryan Succop kicks off 65 yards, touchback",0.000,-0.280
2,3:46,1,10,JAX 20,10,0,Blake Bortles pass incomplete deep right intended for Marcedes Lewis,0.280,-0.270
2,3:38,2,10,JAX 20,10,0,Toby Gerhart right end for 14 yards (tackle by George Wilson). Penalty on Quentin Groves: Defensive Offside (Declined),-0.270,1.200
2,3:22,1,10,JAX 34,10,0,Toby Gerhart up the middle for 9 yards (tackle by Coty Sensabaugh and DaQuan Jones),1.200,1.870
2,2:56,2,1,JAX 43,10,0,Toby Gerhart up the middle for 1 yard (tackle by George Wilson),1.870,1.860
2,2:21,1,10,JAX 44,10,0,"Blake Bortles pass complete short right to Marqise Lee for 18 yards (tackle by George Wilson). Penalty on George Wilson: Face Mask (15 Yards), 15 yards",1.860,4.040
2,2:05,1,10,TEN 23,10,0,"Blake Bortles pass incomplete deep right intended for Clay Harbor. Penalty on Clay Harbor: Offensive Pass Interference, 10 yards (no play)",4.040,3.380
