Quarter,Time,Tm,Detail,TAM,ATL
1.0,6:19,Buccaneers,Martin Gramatica 24 yard field goal,3,0
2.0,10:32,Falcons,Jay Feely 29 yard field goal,3,3
,9:02,Buccaneers,Michael Pittman 68 yard pass from Brad Johnson (Martin Gramatica kick),10,3
,1:55,Buccaneers,Warren Sapp 6 yard pass from Brad Johnson (Martin Gramatica kick),17,3
3.0,10:13,Falcons,Woodrow Dantzler 1 yard rush (Jay Feely kick),17,10
,4:20,Buccaneers,Mike Alstott 2 yard rush (Martin Gramatica kick),24,10
,1:39,Buccaneers,Mike Alstott 1 yard rush (Martin Gramatica kick),31,10
