#,Quarter,Time,LOS,Plays,Length,Net Yds,Result
1,1,13:12,ATL 20,3,2:15,1,Punt
2,1,6:19,ATL 28,3,2:13,5,Punt
3,1,2:33,TAM 45,5,2:46,11,Interception
4,2,12:56,TAM 49,4,2:24,38,Field Goal
5,2,9:02,ATL 29,7,2:25,45,Missed FG
6,2,4:59,ATL 20,1,0:08,0,Interception
7,2,1:55,ATL 28,4,1:07,37,Interception
8,3,15:00,ATL 32,3,1:56,-2,Punt
9,3,11:34,TAM 2,3,1:21,2,Touchdown
10,3,4:20,,0,0:08,0,Fumble
11,3,1:39,ATL 32,3,1:47,-4,Punt
12,4,12:19,ATL 22,4,2:27,4,Punt
13,4,6:10,ATL 17,5,1:59,36,Interception
14,4,2:00,ATL 32,9,2:00,24,End of Game
