Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
1,4:13,4,5,ATL 33,3,0,"Chris Mohr punts 39 yards, fair catch by Tim Wansley",-1.180,-0.810
1,4:06,1,10,TAM 28,3,0,Brad Johnson pass complete to Michael Pittman for 2 yards (tackle by Keith Brooking),0.810,0.530
1,3:34,2,8,TAM 30,3,0,Michael Pittman right tackle for 1 yard (tackle by Brady Smith),0.530,-0.030
1,2:52,3,7,TAM 31,3,0,Brad Johnson pass incomplete intended for Keenan McCardell,-0.030,-1.310
1,2:48,4,7,TAM 31,3,0,"Tom Tupa punts 56 yards, returned by Allen Rossum for 42 yards (tackle by John Howell)",-1.310,-2.590
1,2:33,1,10,TAM 45,3,0,Justin Griffith left tackle for 5 yards (tackle by John Lynch),2.590,2.720
1,2:00,2,5,TAM 40,3,0,Warrick Dunn left tackle for 4 yards (tackle by Ronde Barber),2.720,2.540
1,1:21,3,1,TAM 36,3,0,Warrick Dunn left tackle for 1 yard (tackle by John Lynch),2.540,3.250
1,0:34,1,10,TAM 35,3,0,Warrick Dunn up the middle for 1 yard (tackle by Derrick Brooks),3.250,2.840
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,9,TAM 34,3,0,Doug Johnson pass incomplete intended for Quentin McCord is intercepted by John Lynch at TAM-3,2.840,0.380
2,14:47,1,10,TAM 3,3,0,Michael Pittman right tackle for 3 yards (tackle by Sam Rogers),-0.380,-0.560
2,14:10,2,7,TAM 6,3,0,Michael Pittman up the middle for 4 yards (tackle by Chris Draft),-0.560,-0.600
2,13:28,3,3,TAM 10,3,0,"Brad Johnson pass complete to Keenan McCardell for 6 yards. Penalty on Roman Oben: Face Mask (15 Yards), 5 yards (no play)",-0.600,-1.190
2,13:06,3,8,TAM 5,3,0,Brad Johnson pass incomplete intended for Keyshawn Johnson (defended by Terrence Robinson),-1.190,-2.490
2,13:02,4,8,TAM 5,3,0,"Tom Tupa punts 44 yards, fair catch by Allen Rossum",-2.490,-2.320
2,12:56,1,10,TAM 49,3,0,"Doug Johnson pass incomplete intended for Peerless Price. Penalty on Ronde Barber: Defensive Pass Interference, 30 yards (no play)",2.320,4.310
2,12:48,1,10,TAM 19,3,0,T.J. Duckett up the middle for 3 yards (tackle by Warren Sapp),4.310,4.180
2,12:07,2,7,TAM 16,3,0,T.J. Duckett right tackle for 1 yard (tackle by Ellis Wyms),4.180,3.580
2,11:21,3,6,TAM 15,3,0,Doug Johnson pass complete to Jimmy Farris for 4 yards (tackle by Brian Kelly),3.580,2.820
2,10:36,4,2,TAM 11,3,3,Jay Feely 29 yard field goal good,2.820,3.000
2,,,,ATL 30,3,3,"Jay Feely kicks off 67 yards, returned by Aaron Stecker for 16 yards (tackle by Twan Russell)",0.000,0.150
2,10:27,1,10,TAM 19,3,3,"Brad Johnson pass incomplete intended for Keyshawn Johnson. Penalty on Chris Draft: Defensive Holding, 5 yards (no play)",0.150,0.540
2,10:21,1,10,TAM 24,3,3,Brad Johnson pass complete to Michael Pittman for 6 yards (tackle by Keith Brooking),0.540,0.810
2,9:55,2,4,TAM 30,3,3,Michael Pittman up the middle for 2 yards (tackle by Keith Brooking),0.810,0.370
2,9:13,3,2,TAM 32,9,3,"Brad Johnson pass complete to Michael Pittman for 68 yards, touchdown",0.370,7.000
2,,,,ATL 2,10,3,Martin Gramatica kicks extra point good,0.000,0.000
2,,,,TAM 30,10,3,"Martin Gramatica kicks off 65 yards, returned by Allen Rossum for 24 yards (tackle by Corey Ivy)",0.000,0.870
2,8:56,1,10,ATL 29,10,3,Justin Griffith left end for -4 yards (tackle by Warren Sapp),0.870,-0.210
2,8:15,2,14,ATL 25,10,3,Doug Johnson pass complete to Alge Crumpler for 21 yards (tackle by Dwight Smith),-0.210,1.990
2,7:39,1,10,ATL 46,10,3,"Doug Johnson pass complete to Alge Crumpler for 5 yards (tackle by Ellis Wyms). Penalty on Dwight Smith: Roughing the Passer, 15 yards",1.990,3.310
2,7:32,1,10,TAM 34,10,3,Doug Johnson pass complete to Peerless Price for 8 yards (tackle by Ellis Wyms),3.310,3.850
2,6:51,2,2,TAM 26,10,3,Doug Johnson pass incomplete intended for Brian Kozlowski,3.850,3.140
2,6:48,3,2,TAM 26,10,3,Doug Johnson pass incomplete intended for Alge Crumpler (defended by Dwight Smith),3.140,1.860
2,6:42,4,2,TAM 26,10,3,Jay Feely 44 yard field goal no good,1.860,-1.200
2,6:37,1,10,TAM 34,10,3,Brad Johnson pass complete to Keenan McCardell for 4 yards (tackle by Ray Buchanan),1.200,1.200
2,5:58,2,6,TAM 38,10,3,Michael Pittman up the middle for 4 yards (tackle by Keith Brooking),1.200,1.030
2,5:15,3,2,TAM 42,10,3,Brad Johnson pass incomplete intended for Ken Dilger,1.030,-0.590
2,5:08,4,2,TAM 42,10,3,"Tom Tupa punts 58 yards, touchback",-0.590,-0.280
2,4:59,1,10,ATL 20,10,3,Doug Johnson pass incomplete is intercepted by Dwight Smith at ATL-40 and returned for 3 yards (tackle by Alge Crumpler),0.280,-3.120
2,4:51,1,10,ATL 37,10,3,Brad Johnson pass incomplete intended for Mike Alstott,3.120,2.570
2,4:47,2,10,ATL 37,10,3,Brad Johnson pass complete to Michael Pittman for 2 yards (tackle by Chris Draft),2.570,2.150
2,4:06,3,8,ATL 35,10,3,Brad Johnson pass complete to Keyshawn Johnson for 15 yards (tackle by Tyrone Williams),2.150,4.240
2,3:29,1,10,ATL 20,10,3,Michael Pittman up the middle for 3 yards (tackle by Matt Stewart),4.240,4.120
2,2:47,2,7,ATL 17,10,3,Brad Johnson pass incomplete intended for Keenan McCardell,4.120,3.360
2,2:40,3,7,ATL 17,10,3,"Penalty on Kenyatta Walker: False Start, 5 yards (no play)",3.360,2.740
2,2:40,3,12,ATL 22,10,3,"Brad Johnson pass incomplete intended for Keenan McCardell. Penalty on Cory Hall: Defensive Holding, 5 yards (no play)",2.740,4.440
2,2:33,1,10,ATL 17,10,3,Michael Pittman up the middle for 11 yards (tackle by Cory Hall),4.440,5.830
2,2:00,1,6,ATL 6,16,3,"Brad Johnson pass complete to Warren Sapp for 6 yards, touchdown",5.830,7.000
2,,,,ATL 2,17,3,Martin Gramatica kicks extra point good,0.000,0.000
2,,,,TAM 30,17,3,"Martin Gramatica kicks off 63 yards, returned by Allen Rossum for 21 yards (tackle by Darian Barnes)",0.000,0.810
2,1:50,1,10,ATL 28,17,3,Doug Johnson pass complete to Peerless Price for 11 yards (tackle by Ronde Barber),0.810,1.530
2,1:27,1,10,ATL 39,17,3,Doug Johnson pass incomplete intended for Alge Crumpler (defended by Tim Wansley),1.530,0.990
2,1:20,2,10,ATL 39,17,3,Doug Johnson pass complete to Warrick Dunn for 11 yards (tackle by John Lynch),0.990,2.260
2,1:10,,,,17,3,Timeout #1 by Atlanta Falcons,0.000,2.260
2,1:10,1,10,ATL 50,17,3,"Doug Johnson sacked by Anthony McFarland for -10 yards. Penalty on Chartric Darby: Face Mask (15 Yards), 15 yards (no play)",2.260,3.250
2,0:58,1,10,TAM 35,17,3,Doug Johnson pass incomplete is intercepted by Dwight Smith at TAM-0,3.250,-0.280
2,0:48,1,10,TAM 20,17,3,Brad Johnson kneels for -2 yards,0.280,-0.630
2,0:41,,,,17,3,Timeout #2 by Atlanta Falcons,0.000,-0.630
2,0:41,2,12,TAM 18,17,3,Brad Johnson kneels for -1 yards,-0.630,-1.510
2,0:36,,,,17,3,Timeout #3 by Atlanta Falcons,0.000,-1.510
2,0:36,3,13,TAM 17,17,3,Brad Johnson kneels for -1 yards,-1.510,-2.390
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,TAM 30,17,3,"Martin Gramatica kicks off 54 yards, returned by Allen Rossum for 16 yards (tackle by Jack Golden)",0.000,1.070
3,14:55,1,10,ATL 32,17,3,Doug Johnson pass complete to Peerless Price for 5 yards (tackle by Ronde Barber),1.070,1.200
3,14:31,2,5,ATL 37,17,3,Woodrow Dantzler right end for -7 yards (tackle by Anthony McFarland),1.200,-0.430
3,13:50,3,12,ATL 30,17,3,Doug Johnson pass complete to Warrick Dunn for no gain,-0.430,-1.370
3,13:16,4,12,ATL 30,17,3,"Chris Mohr punts 52 yards, returned by Tim Wansley for 12 yards (tackle by Twan Russell)",-1.370,-0.940
3,13:04,1,10,TAM 30,17,3,Michael Pittman up the middle for 4 yards (tackle by Cory Hall),0.940,0.930
3,12:30,2,6,TAM 34,17,3,Michael Pittman left tackle for 6 yards (tackle by Tyrone Williams),0.930,1.600
3,11:47,1,10,TAM 40,17,3,"Thomas Jones for -1 yards (tackle by Gerald McBurrows). Thomas Jones fumbles (forced by Gerald McBurrows), recovered by Sam Rogers at TAM-39 and returned for 37 yards (tackle by Thomas Jones)",1.600,-6.740
,,,,,,,"TAM challenged the ruling, and the play was upheld.",,
3,11:34,1,2,TAM 2,17,3,Warrick Dunn up the middle for 1 yard (tackle by Anthony McFarland),6.740,5.910
3,11:00,2,1,TAM 1,17,3,Warrick Dunn up the middle for no gain (tackle by Greg Spires),5.910,5.170
3,10:18,3,1,TAM 1,17,9,"Woodrow Dantzler right end for 1 yard, touchdown",5.170,7.000
3,,,,TAM 2,17,10,Jay Feely kicks extra point good,0.000,0.000
3,,,,ATL 30,17,10,"Jay Feely kicks off 67 yards, returned by Aaron Stecker for 24 yards (tackle by Gerald McBurrows)",0.000,0.740
3,10:07,1,10,TAM 27,17,10,Brad Johnson pass complete to Michael Pittman for 3 yards (tackle by Keith Brooking),0.740,0.600
3,9:29,2,7,TAM 30,17,10,Brad Johnson pass complete to Keenan McCardell for 17 yards (tackle by Ray Buchanan),0.600,2.060
3,8:46,1,10,TAM 47,17,10,Michael Pittman up the middle for 3 yards (tackle by Chris Draft),2.060,1.920
3,8:02,2,7,ATL 50,17,10,Brad Johnson pass complete to Michael Pittman for 2 yards (tackle by Sam Rogers),1.920,1.490
3,7:27,3,5,ATL 48,17,10,Brad Johnson pass complete to Karl Williams for 14 yards (tackle by Gerald McBurrows),1.490,3.310
3,6:44,1,10,ATL 34,17,10,Mike Alstott right tackle for 3 yards (tackle by Matt Stewart),3.310,3.180
3,6:02,2,7,ATL 31,17,10,Brad Johnson pass complete to Keyshawn Johnson for 10 yards (tackle by Ray Buchanan),3.180,4.170
3,5:19,1,10,ATL 21,17,10,Michael Pittman right tackle for 16 yards (tackle by Keion Carpenter),4.170,6.060
3,5:04,1,5,ATL 5,17,10,Aaron Stecker right end for 3 yards (tackle by Keith Brooking),6.060,5.720
3,4:24,2,2,ATL 2,23,10,"Mike Alstott up the middle for 2 yards, touchdown",5.720,7.000
3,,,,ATL 2,24,10,Martin Gramatica kicks extra point good,0.000,0.000
3,,,,TAM 30,24,10,"Martin Gramatica kicks off 41 yards, returned by Brian Kozlowski for 11 yards (tackle by Darian Barnes). Brian Kozlowski fumbles (forced by Darian Barnes), recovered by John Howell at ATL-40",0.000,-2.920
3,4:12,1,10,ATL 40,24,10,Michael Pittman up the middle for 4 yards (tackle by Brady Smith),2.920,2.910
3,3:34,2,6,ATL 36,24,10,Michael Pittman left tackle for 5 yards (tackle by Matt Stewart),2.910,2.870
3,2:59,3,1,ATL 31,24,10,Mike Alstott up the middle for 1 yard (tackle by Matt Stewart),2.870,3.580
3,2:28,1,10,ATL 30,24,10,Mike Alstott up the middle for 29 yards (tackle by Ray Buchanan and Matt Stewart),3.580,6.970
3,1:42,1,1,ATL 1,30,10,"Mike Alstott up the middle for 1 yard, touchdown",6.970,7.000
3,,,,ATL 2,31,10,Martin Gramatica kicks extra point good,0.000,0.000
3,,,,TAM 30,31,10,"Martin Gramatica kicks off 60 yards, returned by Allen Rossum for 22 yards (tackle by Jermaine Phillips)",0.000,1.070
3,1:34,1,10,ATL 32,31,10,T.J. Duckett up the middle for 2 yards (tackle by Derrick Brooks),1.070,0.800
3,0:53,2,8,ATL 34,31,10,Doug Johnson pass complete to T.J. Duckett for 5 yards (tackle by Ryan Nece),0.800,0.760
3,0:06,3,3,ATL 39,31,10,Doug Johnson sacked by Simeon Rice for -11 yards,0.760,-1.500
Quarter,Time,Down,ToGo,Location,TAM,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,4,14,ATL 28,31,10,Chris Mohr punts 43 yards,-1.500,-1.070
4,14:52,1,10,TAM 32,31,10,Mike Alstott up the middle for 1 yard (tackle by Cory Hall),1.070,0.660
4,14:12,2,9,TAM 33,31,10,"Mike Alstott left tackle for 5 yards (tackle by Will Overstreet). Penalty on Will Heller: Offensive Holding, 10 yards",0.660,-0.010
4,13:51,2,14,TAM 28,31,10,Michael Pittman up the middle for no gain (tackle by Travis Hall),-0.010,-0.690
4,13:10,3,14,TAM 28,31,10,Michael Pittman up the middle for -1 yards (tackle by Ed Jasper),-0.690,-1.570
4,12:27,4,15,TAM 27,31,10,Tom Tupa punts 51 yards,-1.570,-0.410
4,12:19,1,10,ATL 22,31,10,Doug Johnson pass complete to Peerless Price for 11 yards (tackle by Ronde Barber),0.410,1.140
4,11:51,1,10,ATL 33,31,10,"Doug Johnson pass complete to Warrick Dunn for 11 yards. Penalty on Bob Whitfield: Offensive Holding, 10 yards (no play)",1.140,0.480
4,11:21,1,20,ATL 23,31,10,Doug Johnson pass complete to Alge Crumpler for 5 yards (tackle by Derrick Brooks),0.480,-0.080
4,10:48,2,15,ATL 28,31,10,Doug Johnson pass complete to Warrick Dunn for 7 yards (tackle by Ryan Nece),-0.080,0.170
4,10:10,3,8,ATL 35,31,10,Doug Johnson sacked by Nate Webster for -9 yards,0.170,-1.630
4,10:00,4,17,ATL 26,31,10,"Chris Mohr punts 40 yards, fair catch by Karl Williams",-1.630,-1.200
4,9:52,1,10,TAM 34,31,10,"Aaron Stecker right end for 6 yards (tackle by Sam Rogers). Penalty on Kenyatta Walker: Offensive Holding, 10 yards (no play)",1.200,0.540
4,9:30,1,20,TAM 24,31,10,"Aaron Stecker up the middle for no gain. Penalty on Jason Whittle: Face Mask (15 Yards), 12 yards (no play)",0.540,-1.020
4,9:25,1,32,TAM 12,31,10,Aaron Stecker up the middle for 2 yards (tackle by Travis Hall),-1.020,-2.190
4,8:21,2,30,TAM 14,31,10,"Aaron Stecker right end for 6 yards (tackle by Sam Rogers). Penalty on Chris Draft: Defensive Offside, 5 yards (no play)",-2.190,-1.430
4,7:58,2,25,TAM 19,31,10,Mike Alstott up the middle for 2 yards (tackle by Keith Brooking),-1.430,-1.750
4,7:11,3,23,TAM 21,31,10,Karl Williams left end for 2 yards (tackle by Brady Smith),-1.750,-1.830
4,6:25,4,21,TAM 23,31,10,Tom Tupa punts 60 yards,-1.830,0.060
4,6:10,1,10,ATL 17,31,10,Kurt Kittner pass incomplete intended for Quentin McCord,-0.060,-0.580
4,6:05,2,10,ATL 17,31,10,Woodrow Dantzler right end for 12 yards (tackle by Ryan Nece),-0.580,0.870
4,5:21,1,10,ATL 29,31,10,"Kurt Kittner pass incomplete intended for Peerless Price. Penalty on Brian Kelly: Defensive Pass Interference, 16 yards (no play)",0.870,1.930
4,5:17,1,10,ATL 45,31,10,Kurt Kittner pass complete to Brian Kozlowski for 3 yards,1.930,1.790
4,4:53,2,7,ATL 48,31,10,Justin Griffith up the middle for 5 yards (tackle by Ellis Wyms),1.790,1.750
4,4:18,3,2,TAM 47,31,10,Kurt Kittner pass incomplete intended for Peerless Price is intercepted by Ryan Nece at TAM-49 and returned for 2 yards (tackle by Todd Weiner),1.750,-2.320
4,4:11,1,10,ATL 49,31,10,Aaron Stecker left tackle for 3 yards (tackle by Will Overstreet),2.320,2.190
4,3:28,2,7,ATL 46,31,10,Shaun King sacked by Ellis Johnson for -8 yards,2.190,0.430
4,2:52,3,15,TAM 46,31,10,Aaron Stecker left tackle for 1 yard (tackle by Ellis Johnson),0.430,-0.260
4,2:10,4,14,TAM 47,31,10,"Tom Tupa punts 46 yards, returned by Allen Rossum for 25 yards (tackle by Dwight Smith)",-0.260,-1.070
4,2:00,1,10,ATL 32,31,10,Kurt Kittner pass incomplete intended for Alge Crumpler,1.070,0.530
4,1:54,2,10,ATL 32,31,10,Kurt Kittner pass incomplete intended for Peerless Price,0.530,-0.160
4,1:49,3,10,ATL 32,31,10,Kurt Kittner pass incomplete intended for Peerless Price,-0.160,-1.240
4,1:45,4,10,ATL 32,31,10,"Chris Mohr punts 41 yards, fair catch by Karl Williams. Penalty on Corey Ivy: Illegal Use of Hands (Declined), Penalty on Jack Golden: Running Into the Kicker, 5 yards (no play)",-1.240,-0.910
4,1:37,4,5,ATL 37,31,10,Kurt Kittner pass complete to Peerless Price for 6 yards (tackle by Tim Wansley),-0.910,1.800
4,1:10,,,,31,10,Timeout #1 by Atlanta Falcons,0.000,1.800
4,1:10,1,10,ATL 43,31,10,Kurt Kittner pass incomplete intended for Brian Kozlowski,1.800,1.250
4,1:07,2,10,ATL 43,31,10,Kurt Kittner pass incomplete intended for Quentin McCord,1.250,0.560
4,1:02,3,10,ATL 43,31,10,Kurt Kittner pass complete to Brian Kozlowski for 11 yards (tackle by Jack Golden),0.560,2.520
4,0:34,1,10,TAM 46,31,10,Kurt Kittner pass complete to T.J. Duckett for 8 yards (tackle by Ryan Nece),2.520,3.060
4,0:14,2,2,TAM 38,31,10,"Kurt Kittner pass incomplete intended for Peerless Price (defended by Corey Ivy). Penalty on Peerless Price: Offensive Pass Interference, 10 yards (no play)",3.060,1.710
4,0:08,2,12,TAM 48,31,10,Kurt Kittner pass complete to Peerless Price for 4 yards (tackle by Ryan Nece),1.710,1.550
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
