Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
AJ Dillon,GNB,20,76,1,6,35,1.8,41,2.1,1,20.0
Jordan Love,GNB,2,37,0,2,37,18.5,0,0.0,0,
Patrick Taylor,GNB,2,2,0,1,-1,-0.5,3,1.5,0,
Christian Watson,GNB,1,-5,0,0,-5,-5.0,0,0.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Josh Jacobs,LVR,20,69,1,3,38,1.9,31,1.6,0,
Jimmy Garoppolo,LVR,4,4,0,1,-2,-0.5,6,1.5,0,
DeAndre Carter,LVR,2,3,0,1,2,1.0,1,0.5,0,
Ameer Abdullah,LVR,1,4,0,0,3,3.0,1,1.0,0,
Jakobi Meyers,LVR,1,0,0,0,0,0.0,0,0.0,0,
Tre Tucker,LVR,1,16,0,1,11,11.0,5,5.0,0,
