Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
2,6:21,4,6,CHI 43,0,7,"Chris Mohr punts 29 yards, fair catch by Leon Johnson",0.400,0.280
2,6:14,1,10,CHI 14,0,7,Jim Miller pass complete to Marty Booker for 7 yards (tackle by Ashley Ambrose),-0.280,0.280
2,5:38,2,3,CHI 21,0,7,Anthony Thomas middle for 6 yards (tackle by Keith Brooking),0.280,0.740
2,5:02,1,10,CHI 27,0,7,Anthony Thomas middle for 4 yards (tackle by Henry Jones),0.740,0.740
2,4:24,2,6,CHI 31,0,7,Jim Miller pass complete to Stanley Pritchett for 7 yards (tackle by Ashley Ambrose and Keith Brooking),0.740,1.470
2,3:57,1,10,CHI 38,0,7,Anthony Thomas middle for 1 yard (tackle by Ellis Johnson and Chris Draft),1.470,1.060
2,3:21,2,9,CHI 39,0,7,Jim Miller pass complete to John Davis for 37 yards (tackle by Henry Jones),1.060,3.970
2,2:48,1,10,ATL 24,0,7,Jim Miller pass complete to Anthony Thomas for 19 yards (tackle by Johndale Carty),3.970,6.060
2,2:00,1,5,ATL 5,0,7,Jim Miller pass incomplete intended for Dez White (defended by Ashley Ambrose),6.060,5.150
2,1:55,2,5,ATL 5,0,7,Anthony Thomas middle for 2 yards (tackle by Ashley Ambrose),5.150,4.720
2,1:13,3,3,ATL 3,6,7,"Anthony Thomas middle for 3 yards, touchdown",4.720,7.000
2,1:13,,,ATL 3,7,7,Paul Edinger kicks extra point good,0.000,0.000
2,1:13,,,CHI 30,7,7,"Paul Edinger kicks off 63 yards, returned by Travis Jervey for 19 yards (tackle by Bryan Knight)",0.000,0.670
2,1:06,1,10,ATL 26,7,7,Michael Vick pass complete to Alge Crumpler for 12 yards (tackle by Mike Caldwell),0.670,1.470
2,0:51,1,10,ATL 26,,,Timeout #2 by Atlanta Falcons,0.670,1.470
2,0:51,1,10,ATL 38,7,7,Michael Vick pass complete to Brian Finneran for 5 yards (tackle by Brian Urlacher),1.470,1.600
2,0:33,2,5,ATL 43,7,7,"Michael Vick pass complete to Shawn Jefferson for 14 yards (tackle by Brian Urlacher). Penalty on Bryan Knight: Roughing the Passer, 15 yards",1.600,3.710
2,0:20,1,10,CHI 28,7,7,Michael Vick for 3 yards (tackle by Brian Urlacher),3.710,3.570
2,0:14,2,7,CHI 25,7,7,Michael Vick pass complete to Brian Finneran for 6 yards (tackle by Jerry Azumah),3.570,3.720
2,0:05,2,7,CHI 25,,,Timeout #3 by Atlanta Falcons,3.570,3.720
2,0:05,3,1,CHI 19,7,10,Jay Feely 37 yard field goal good,3.720,3.000
Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CHI 30,7,10,"Paul Edinger kicks off 64 yards, returned by Travis Jervey for 36 yards (tackle by Paul Edinger)",0.000,1.730
3,14:53,1,10,ATL 42,7,10,Michael Vick left end for 2 yards (tackle by Mike Brown),1.730,1.460
3,14:21,2,8,ATL 44,7,10,"Warrick Dunn left tackle for 1 yard (tackle by Mike Brown). Warrick Dunn fumbles (forced by Mike Brown), recovered by Mike Brown at ATL-45 and returned for 9 yards (tackle by Reggie Kelly)",1.460,-3.180
3,14:10,1,10,ATL 36,7,10,Anthony Thomas middle for 4 yards (tackle by Matt Stewart),3.180,3.180
3,13:36,2,6,ATL 32,7,10,Jim Miller pass incomplete intended for Marty Booker,3.180,2.480
3,13:29,3,6,ATL 32,7,10,Jim Miller pass incomplete intended for Marty Booker,2.480,1.250
3,13:26,4,6,ATL 32,7,10,Paul Edinger 50 yard field goal no good,1.250,-1.600
3,13:21,1,10,ATL 40,7,10,Michael Vick pass complete to Brian Finneran for 21 yards (tackle by Todd McMillon),1.600,2.980
3,12:43,1,10,CHI 39,7,10,"Warrick Dunn pass incomplete intended for Brian Finneran. Penalty on Keith McKenzie: Roughing the Passer, 15 yards (no play)",2.980,3.970
3,12:35,1,10,CHI 24,7,10,"Michael Vick middle for 3 yards (tackle by Alfonso Boone). Michael Vick fumbles (forced by Alfonso Boone), recovered by Brian Urlacher at CHI-21",3.970,-0.340
3,12:28,1,10,CHI 21,7,10,Jim Miller pass complete to Marty Booker for 11 yards (tackle by Juran Bolden),0.340,1.070
3,11:56,1,10,CHI 32,7,10,Anthony Thomas middle for 1 yard (tackle by Brady Smith),1.070,0.660
3,11:21,2,9,CHI 33,7,10,Jim Miller pass complete to Dez White for 4 yards (tackle by Ashley Ambrose),0.660,0.500
3,10:41,3,5,CHI 37,7,10,Jim Miller pass incomplete intended for Marty Booker,0.500,-0.910
3,10:35,4,5,CHI 37,7,10,"Brad Maynard punts 49 yards, returned by Kahlil Hill for 6 yards (tackle by Larry Whigham). Kahlil Hill fumbles (forced by Larry Whigham), recovered by Rabih Abdullah at ATL-16",-0.910,4.510
3,10:22,1,10,ATL 16,7,10,Leon Johnson middle for 2 yards (tackle by Ed Jasper),4.510,4.210
3,9:39,2,8,ATL 14,7,10,Jim Miller pass incomplete intended for Marty Booker,4.210,3.370
3,9:33,2,8,ATL 14,,,Timeout #1 by Chicago Bears,4.210,3.370
3,9:33,3,8,ATL 14,13,10,"Jim Miller pass complete to David Terrell for 14 yards, touchdown",3.370,7.000
3,9:33,,,ATL 14,14,10,Paul Edinger kicks extra point good,0.000,0.000
3,9:33,,,CHI 30,14,10,"Paul Edinger kicks off 60 yards, returned by Travis Jervey for 67 yards (tackle by Michael Green)",0.000,4.040
3,9:16,1,10,CHI 23,14,10,Warrick Dunn right end for 6 yards (tackle by Warrick Holdman and Brian Urlacher),4.040,4.380
3,8:36,2,4,CHI 17,14,10,Warrick Dunn left tackle for 2 yards (tackle by Michael Green),4.380,4.050
3,7:51,3,2,CHI 15,14,10,Michael Vick pass complete to Brian Finneran for 6 yards (tackle by Jerry Azumah and Reggie Austin),4.050,5.140
3,7:06,1,9,CHI 9,14,10,Warrick Dunn left tackle for no gain (tackle by Bryan Robinson),5.140,4.380
3,6:22,2,9,CHI 9,14,10,Michael Vick pass incomplete intended for Brian Finneran,4.380,3.360
3,6:17,3,9,CHI 9,14,10,Michael Vick pass incomplete intended for Warrick Dunn,3.360,2.830
3,6:13,4,9,CHI 9,14,13,Jay Feely 27 yard field goal good,2.830,3.000
3,6:13,,,ATL 30,14,13,"Jay Feely kicks off 68 yards, returned by Leon Johnson for 23 yards (tackle by Johndale Carty)",0.000,0.610
3,6:04,1,10,CHI 25,14,13,Anthony Thomas middle for 5 yards (tackle by John Thierry),0.610,0.740
3,5:22,2,5,CHI 30,14,13,Anthony Thomas middle for 3 yards (tackle by Patrick Kerney),0.740,0.430
3,4:36,3,2,CHI 33,14,13,Jim Miller pass complete to Marty Booker for 10 yards,0.430,1.800
3,4:10,1,10,CHI 43,14,13,Anthony Thomas right end for no gain (tackle by Fred Weary),1.800,1.250
3,3:28,2,10,CHI 43,14,13,Jim Miller pass complete to Marty Booker for 17 yards (tackle by Johndale Carty). Penalty on Ashley Ambrose: Illegal Contact (Declined),1.250,2.920
3,3:10,1,10,ATL 40,14,13,Dez White for 21 yards (tackle by Johndale Carty),2.920,4.310
3,2:38,1,10,ATL 19,14,13,Anthony Thomas middle for 3 yards (tackle by Keith Brooking),4.310,4.180
3,1:59,2,7,ATL 16,14,13,"Anthony Thomas right end for -5 yards (tackle by Matt Stewart). Anthony Thomas fumbles (forced by Matt Stewart), recovered by Chris Draft at ATL-21",4.180,-0.340
3,1:49,1,10,ATL 21,14,13,Michael Vick pass incomplete intended for Willie Jackson (defended by Alfonso Boone),0.340,-0.200
3,1:44,2,10,ATL 21,14,13,Warrick Dunn middle for 3 yards (tackle by Brian Urlacher),-0.200,-0.490
3,0:58,3,7,ATL 24,14,13,Michael Vick pass incomplete intended for Willie Jackson,-0.490,-1.770
3,0:48,4,7,ATL 24,14,13,Chris Mohr punts 51 yards,-1.770,-0.610
3,0:33,1,10,CHI 25,14,13,Anthony Thomas right tackle for 11 yards (tackle by Juran Bolden),0.610,1.330
Quarter,Time,Down,ToGo,Location,CHI,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,CHI 36,14,13,Anthony Thomas middle for 4 yards (tackle by John Holecek),1.330,1.330
4,14:27,2,6,CHI 40,14,13,Anthony Thomas middle for 9 yards (tackle by John Holecek),1.330,2.190
4,13:52,1,10,CHI 49,14,13,Anthony Thomas middle for 4 yards (tackle by John Thierry),2.190,2.190
4,13:15,2,6,ATL 47,14,13,Jim Miller pass incomplete intended for Dez White,2.190,1.490
4,13:08,2,6,ATL 47,,,Timeout #2 by Chicago Bears,2.190,1.490
4,13:08,3,6,ATL 47,14,13,Jim Miller pass complete to Fred Baxter for 7 yards (tackle by Ashley Ambrose),1.490,2.920
4,12:32,1,10,ATL 40,14,13,Anthony Thomas middle for 1 yard (tackle by Ellis Johnson),2.920,2.510
4,11:50,2,9,ATL 39,14,13,"Jim Miller for no gain. Jim Miller fumbles, recovered by Jim Miller at ATL-47",2.510,0.760
4,11:13,3,17,ATL 47,14,13,"Penalty on Fred Baxter: False Start, 5 yards (no play)",0.760,0.100
4,10:51,3,22,CHI 48,14,13,Jim Miller pass incomplete intended for Dez White,0.100,-0.190
4,10:43,4,22,CHI 48,14,13,"Brad Maynard punts 43 yards, fair catch by Kahlil Hill",-0.190,0.380
4,10:36,1,10,ATL 9,14,13,Warrick Dunn left end for 3 yards (tackle by Alfonso Boone),-0.380,-0.560
4,9:54,2,7,ATL 12,14,13,Michael Vick pass complete to Bob Christian for 9 yards (tackle by Keith McKenzie),-0.560,0.340
4,9:11,1,10,ATL 21,14,13,Michael Vick pass incomplete intended for Willie Jackson (defended by Mike Brown),0.340,-0.200
4,9:04,2,10,ATL 21,14,13,Michael Vick sacked by Brian Urlacher for -1 yards,-0.200,-1.020
4,8:33,3,11,ATL 20,14,13,Michael Vick sacked by Rosevelt Colvin for -4 yards,-1.020,-2.390
4,8:06,4,15,ATL 16,14,13,"Chris Mohr punts 59 yards, returned by Leon Johnson for 12 yards (tackle by Bob Christian). Penalty on Roosevelt Williams: Illegal Use of Hands, 10 yards",-2.390,0.320
4,7:52,1,10,CHI 13,14,13,Anthony Thomas middle for 2 yards (tackle by Ed Jasper),-0.320,-0.570
4,7:14,2,8,CHI 15,14,13,Jim Miller pass incomplete intended for Marcus Robinson (defended by Juran Bolden),-0.570,-1.180
4,7:10,3,8,CHI 15,14,13,Jim Miller pass complete to Anthony Thomas for 7 yards (tackle by Keith Brooking),-1.180,-1.900
4,6:21,4,1,CHI 22,14,13,"Brad Maynard punts 55 yards, returned by Kahlil Hill for 5 yards (tackle by Rabih Abdullah)",-1.900,-0.810
4,6:08,1,10,ATL 28,14,13,"Penalty on Alge Crumpler: False Start, 5 yards (no play)",0.810,0.480
4,6:08,1,15,ATL 23,14,13,Michael Vick pass complete to Warrick Dunn for 9 yards (tackle by Todd McMillon),0.480,0.800
4,5:39,2,6,ATL 32,14,13,"Michael Vick pass incomplete. Penalty on Brian Urlacher: Personal Foul, 14 yards (no play)",0.800,1.990
4,5:31,1,10,ATL 46,14,13,Michael Vick sacked by Rosevelt Colvin for -10 yards,1.990,0.100
4,4:44,1,10,ATL 46,,,Timeout #1 by Atlanta Falcons,1.990,0.100
4,4:43,2,20,ATL 36,14,13,Michael Vick pass incomplete intended for Willie Jackson,0.100,-0.560
,,,,,,,"CHI challenged the ruling, and the original play was overturned.",,
4,4:02,3,20,ATL 36,14,13,Michael Vick sacked by Brian Urlacher for -16 yards,-0.560,-2.030
4,3:40,4,36,ATL 20,14,13,"Chris Mohr punts 50 yards, returned by Leon Johnson for 11 yards (tackle by Bob Christian). Penalty on Leon Johnson: Unnecessary Roughness, 15 yards",-2.030,-0.670
4,3:30,1,10,CHI 26,14,13,Anthony Thomas for 2 yards,0.670,0.400
4,2:40,2,8,CHI 28,14,13,Anthony Thomas for 7 yards (tackle by Chris Draft),0.400,0.630
4,2:31,2,8,CHI 28,,,Timeout #2 by Atlanta Falcons,0.400,0.630
4,2:31,3,1,CHI 35,14,13,Anthony Thomas middle for no gain (tackle by Brady Smith),0.630,-1.040
4,2:19,3,1,CHI 35,,,Timeout #3 by Atlanta Falcons,0.630,-1.040
4,2:19,4,1,CHI 35,14,13,"Brad Maynard punts 37 yards, fair catch by Kahlil Hill",-1.040,-0.810
4,2:11,1,10,ATL 28,14,13,Michael Vick pass complete to Brian Finneran for 18 yards (tackle by Todd McMillon),0.810,1.990
4,2:00,1,10,ATL 46,14,13,Michael Vick middle for 17 yards (tackle by Mike Brown),1.990,3.120
4,1:38,1,10,CHI 37,14,13,Michael Vick pass complete to Alge Crumpler for 9 yards (tackle by Reggie Austin),3.120,3.790
4,1:32,2,1,CHI 28,14,13,Warrick Dunn right tackle for no gain (tackle by Rosevelt Colvin),3.790,3.070
4,1:10,3,1,CHI 28,14,13,Michael Vick middle for no gain (tackle by Brian Urlacher),3.070,1.720
4,1:01,3,1,CHI 28,,,Timeout #3 by Chicago Bears,3.070,1.720
4,1:01,4,1,CHI 28,14,13,Jay Feely 45 yard field goal no good,1.720,-1.270
4,0:56,1,10,CHI 35,14,13,"Jim Miller kneels for no gain. Penalty on ATL: Defensive 12 On-field, 5 yards (no play)",1.270,2.000
4,0:23,1,5,CHI 40,14,13,Jim Miller kneels for -1 yards,2.000,1.260
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
