Quarter,Time,Tm,Detail,TEN,JAX
1.0,6:49,Jaguars,Maurice Jones-Drew 21 yard rush (Josh Scobee kick),0,7
2.0,5:55,Jaguars,Josh Scobee 48 yard field goal,0,10
3.0,2:33,Jaguars,Josh Scobee 21 yard field goal,0,13
,2:18,Titans,Kenny Britt 80 yard pass from Matt Hasselbeck (Rob Bironas kick),7,13
4.0,12:22,Jaguars,Josh Scobee 45 yard field goal,7,16
,3:34,Titans,Kenny Britt 2 yard pass from Matt Hasselbeck (Rob Bironas kick),14,16
