Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
3,11:34,2,3,TEN 47,0,10,Luke McCown pass complete short left to Mike Thomas for 2 yards (tackle by Michael Griffin),2.400,1.950
3,10:58,3,1,TEN 45,0,10,"Luke McCown for no gain. Luke McCown fumbles, recovered by Will Witherspoon at TEN-44 (tackle by Uche Nwaneri)",1.950,-1.860
3,10:45,1,10,TEN 44,0,10,Matt Hasselbeck pass incomplete short middle intended for Marc Mariani (defended by D'Anthony Smith),1.860,1.320
3,10:41,2,10,TEN 44,0,10,Matt Hasselbeck pass incomplete short right intended for Craig Stevens,1.320,0.630
3,10:38,3,10,TEN 44,0,10,Matt Hasselbeck pass incomplete deep left intended for Nate Washington,0.630,-0.460
3,10:33,4,10,TEN 44,0,10,"Brett Kern punts 47 yards, returned by Cecil Shorts for 27 yards (tackle by Ken Amato)",-0.460,-1.330
3,10:20,1,10,JAX 36,0,10,"Deji Karim up the middle for 4 yards (tackle by Dave Ball). Penalty on Will Rackley: Offensive Holding, 10 yards (no play)",1.330,0.670
3,10:18,1,20,JAX 26,0,10,Luke McCown pass complete short left to Mike Thomas for 1 yard (tackle by Michael Griffin and Barrett Ruud),0.670,-0.430
3,9:14,2,19,JAX 27,0,10,Luke McCown pass complete short left to Deji Karim for 9 yards (tackle by Gerald McRath),-0.430,0.100
3,8:40,3,10,JAX 36,0,10,Luke McCown pass complete short left to Deji Karim for 12 yards (tackle by Chris Hope),0.100,2.130
3,8:10,,,,0,10,Timeout #1 by Tennessee Titans,0.000,2.130
3,8:10,1,10,JAX 48,0,10,"Montell Owens left end for 3 yards (tackle by Barrett Ruud). Penalty on Malcolm Sheppard: Defensive Offside (Declined), Penalty on Shaun Smith: Unnecessary Roughness, 15 yards",2.130,3.310
3,7:53,1,10,TEN 34,0,10,Montell Owens left end for 7 yards (tackle by Barrett Ruud),3.310,3.720
3,7:15,2,3,TEN 27,0,10,Montell Owens up the middle for 7 yards (tackle by Barrett Ruud),3.720,4.240
3,6:42,1,10,TEN 20,0,10,Maurice Jones-Drew left end for 6 yards (tackle by Barrett Ruud and Akeem Ayers),4.240,4.640
3,6:04,2,4,TEN 14,0,10,Maurice Jones-Drew up the middle for 3 yards (tackle by Shaun Smith),4.640,4.590
3,5:22,3,1,TEN 11,0,10,Maurice Jones-Drew right end for 6 yards (tackle by Michael Griffin),4.590,6.060
3,4:37,1,5,TEN 5,0,10,Maurice Jones-Drew up the middle for 4 yards (tackle by Michael Griffin),6.060,5.910
3,3:59,2,1,TEN 1,0,10,Maurice Jones-Drew up the middle for no gain (tackle by Barrett Ruud and Akeem Ayers),5.910,5.170
3,3:16,3,1,TEN 1,0,10,Maurice Jones-Drew right end for -2 yards (tackle by Barrett Ruud and Akeem Ayers),5.170,3.040
3,2:36,4,3,TEN 3,0,13,Josh Scobee 21 yard field goal good,3.040,3.000
3,,,,JAX 35,0,13,"Josh Scobee kicks off 74 yards, touchback",0.000,0.280
3,2:32,1,10,TEN 20,6,13,"Matt Hasselbeck pass complete short middle to Kenny Britt for 80 yards, touchdown",0.280,7.000
3,,,,JAX 2,7,13,Rob Bironas kicks extra point good,0.000,0.000
3,,,,TEN 35,7,13,"Rob Bironas kicks off 72 yards, returned by Deji Karim for 26 yards (tackle by Gerald McRath)",0.000,0.150
3,2:12,1,10,JAX 19,7,13,Deji Karim up the middle for 1 yard (tackle by Malcolm Sheppard),0.150,-0.200
3,1:31,2,9,JAX 20,7,13,Luke McCown pass complete short right to Mike Thomas for 12 yards (tackle by Chris Hope),-0.200,1.070
3,0:50,1,10,JAX 32,7,13,Deji Karim up the middle for 1 yard (tackle by Malcolm Sheppard),1.070,0.660
3,0:11,2,9,JAX 33,7,13,Luke McCown pass incomplete short middle intended for Jason Hill,0.660,-0.030
3,0:08,3,9,JAX 33,7,13,Luke McCown pass complete short middle to Jason Hill for 15 yards (tackle by Jason McCourty),-0.030,2.130
Quarter,Time,Down,ToGo,Location,TEN,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,JAX 48,7,13,Luke McCown pass incomplete short left intended for Greg Jones,2.130,1.580
4,14:54,2,10,JAX 48,7,13,Luke McCown pass complete short right to Deji Karim for 18 yards (tackle by Chris Hope),1.580,3.310
4,14:12,1,10,TEN 34,7,13,Deji Karim right end for 9 yards (tackle by Chris Hope and Akeem Ayers),3.310,3.990
4,13:49,2,1,TEN 25,7,13,Deji Karim up the middle for -1 yards (tackle by SenDerrick Marks),3.990,3.140
4,13:08,3,2,TEN 26,7,13,Luke McCown pass complete short left to Mike Thomas for -1 yards (tackle by Michael Griffin),3.140,1.770
4,12:28,4,3,TEN 27,7,16,Josh Scobee 45 yard field goal good,1.770,3.000
4,,,,JAX 35,7,16,"Josh Scobee kicks off 65 yards, touchback",0.000,0.280
4,12:22,1,10,TEN 20,7,16,Chris Johnson up the middle for 9 yards (tackle by Tyson Alualu),0.280,0.950
4,11:54,2,1,TEN 29,7,16,Matt Hasselbeck pass incomplete short middle intended for Chris Johnson (defended by Paul Posluszny),0.950,0.230
4,11:49,3,1,TEN 29,7,16,Chris Johnson left end for no gain (tackle by Clint Session),0.230,-1.440
4,11:07,4,1,TEN 29,7,16,Brett Kern punts 38 yards,-1.440,-1.140
4,11:00,1,10,JAX 33,7,16,Deji Karim right end for 7 yards (tackle by Michael Griffin),1.140,1.540
4,10:15,2,3,JAX 40,7,16,Deji Karim up the middle for no gain (tackle by Colin McCarthy),1.540,0.830
4,9:31,3,3,JAX 40,7,16,Luke McCown pass incomplete short left intended for Mike Thomas,0.830,-0.720
4,9:25,4,3,JAX 40,7,16,"Penalty on Matt Turk: Delay of Game, 5 yards (no play)",-0.720,-1.040
4,9:25,4,8,JAX 35,7,16,"Matt Turk punts 65 yards, touchback",-1.040,-0.280
4,9:16,1,10,TEN 20,7,16,Chris Johnson right end for 2 yards (tackle by William Middleton),0.280,0.000
4,8:49,2,8,TEN 22,7,16,Matt Hasselbeck pass complete short right to Chris Johnson for 3 yards (tackle by Rashean Mathis),0.000,-0.300
4,8:05,3,5,TEN 25,7,16,Matt Hasselbeck pass complete short left to Nate Washington for 7 yards (tackle by Drew Coleman),-0.300,1.070
4,7:25,1,10,TEN 32,7,16,Matt Hasselbeck pass complete deep left to Kenny Britt for 25 yards (tackle by Courtney Greene),1.070,2.720
4,6:39,1,10,JAX 43,7,16,Matt Hasselbeck pass complete short left to Chris Johnson for 11 yards (tackle by D'Anthony Smith),2.720,3.450
4,6:21,1,10,JAX 32,7,16,"Matt Hasselbeck pass incomplete deep right intended for Jared Cook. Penalty on David Stewart: Offensive Holding, 10 yards (no play)",3.450,2.790
4,6:13,1,20,JAX 42,7,16,Matt Hasselbeck pass complete short right to Nate Washington for 7 yards (tackle by Courtney Greene and Leger Douzable),2.790,2.500
4,5:42,,,,7,16,Timeout #1 by Jacksonville Jaguars,0.000,2.500
4,5:42,2,13,JAX 35,7,16,"Penalty on Rashean Mathis: Encroachment, 5 yards (no play)",2.500,3.170
4,5:42,2,8,JAX 30,7,16,Matt Hasselbeck pass incomplete short left intended for Kenny Britt (defended by Leger Douzable),3.170,2.480
4,5:37,3,8,JAX 30,7,16,"Matt Hasselbeck pass incomplete short right intended for Marc Mariani. Penalty on Jeremy Mincey: Defensive Offside (Declined), Penalty on Rashean Mathis: Defensive Pass Interference, 14 yards (no play)",2.480,4.510
4,5:30,1,10,JAX 16,7,16,Chris Johnson right end for 7 yards (tackle by Dawan Landry),4.510,5.160
4,5:08,2,3,JAX 9,7,16,Chris Johnson up the middle for 3 yards (tackle by Dawan Landry),5.160,5.830
4,4:35,1,6,JAX 6,7,16,Jamie Harper right tackle for no gain (tackle by Paul Posluszny and D'Anthony Smith),5.830,4.950
4,4:04,2,6,JAX 6,7,16,Jamie Harper up the middle for 4 yards (tackle by Tyson Alualu and Terrance Knighton),4.950,4.950
4,3:40,3,2,JAX 2,13,16,"Matt Hasselbeck pass complete short left to Kenny Britt for 2 yards, touchdown",4.950,7.000
,,,,,,,"Replay Assistant challenged the pass completion ruling, and the play was upheld.",,
4,,,,JAX 2,14,16,Rob Bironas kicks extra point good,0.000,0.000
4,,,,TEN 35,14,16,"Rob Bironas kicks off 65 yards, touchback",0.000,0.280
4,3:34,1,10,JAX 20,14,16,Maurice Jones-Drew up the middle for 2 yards (tackle by Shaun Smith),0.280,0.000
4,3:25,,,,14,16,Timeout #2 by Tennessee Titans,0.000,0.000
4,3:25,2,8,JAX 22,14,16,Luke McCown pass incomplete short right intended for Mike Thomas,0.000,-0.690
4,3:08,3,8,JAX 22,14,16,Luke McCown pass complete deep middle to Mike Thomas for 26 yards (tackle by Barrett Ruud),-0.690,2.130
4,2:16,1,10,JAX 48,14,16,Maurice Jones-Drew left end for 2 yards (tackle by Shaun Smith),2.130,1.850
4,2:16,,,,14,16,Timeout #3 by Tennessee Titans,0.000,1.850
4,2:16,2,8,,14,16,Maurice Jones-Drew up the middle for 3 yards (tackle by Will Witherspoon),1.850,1.550
4,2:00,3,5,TEN 47,14,16,Luke McCown pass incomplete short right intended for Brock Bolen,1.550,0.130
4,1:56,4,5,TEN 47,14,16,Matt Turk punts 44 yards,0.130,0.380
4,1:45,1,10,TEN 3,14,16,Matt Hasselbeck up the middle for 9 yards (tackle by Dawan Landry),-0.380,-0.120
4,1:24,2,1,TEN 12,14,16,Matt Hasselbeck pass complete short left to Nate Washington for 10 yards (tackle by Dawan Landry),-0.120,0.410
4,1:03,1,10,TEN 22,14,16,Matt Hasselbeck pass complete short left to Nate Washington for 6 yards (tackle by Drew Coleman),0.410,0.680
4,0:39,2,4,TEN 28,14,16,Matt Hasselbeck pass complete short right to Kenny Britt for 18 yards (tackle by Dwight Lowery),0.680,1.990
4,0:23,1,10,TEN 46,14,16,Matt Hasselbeck spiked the ball,1.990,1.450
4,0:23,2,10,TEN 46,14,16,Matt Hasselbeck pass incomplete deep left intended for Kenny Britt is intercepted by Dwight Lowery at JAX-20 and returned for -4 yards (tackle by Kenny Britt),1.450,0.140
4,0:16,1,10,JAX 16,14,16,Luke McCown kneels for -1 yards,-0.140,-0.780
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
