Quarter,Time,Down,ToGo,Location,BUF,IND,Detail,EPB,EPA
1,8:23,1,10,BUF 30,0,7,Ryan Fitzpatrick pass incomplete deep right intended for Dorin Dickerson,0.940,0.390
1,8:18,2,10,BUF 30,0,7,Ryan Fitzpatrick pass incomplete short middle intended for C.J. Spiller (defended by Martin Tevaseu),0.390,0.000
1,8:14,,,,0,7,Timeout #1 by Buffalo Bills,0.000,-0.300
1,8:14,3,10,BUF 30,0,7,Ryan Fitzpatrick pass complete short left to T.J. Graham for 24 yards (tackle by Darius Butler),-0.300,2.520
1,7:31,1,10,IND 46,0,7,C.J. Spiller up the middle for 3 yards (tackle by Fili Moala and Cory Redding),2.520,2.380
1,6:52,2,7,IND 43,0,7,C.J. Spiller up the middle for 23 yards (tackle by Antoine Bethea),2.380,4.240
1,6:27,1,10,IND 20,0,7,C.J. Spiller up the middle for -1 yards (tackle by Kavell Conner),4.240,3.560
1,5:41,2,11,IND 21,0,7,Ryan Fitzpatrick pass complete short left to T.J. Graham for no gain,3.560,2.870
1,4:59,3,11,IND 21,0,7,Ryan Fitzpatrick pass complete short middle to Steve Johnson for 6 yards (tackle by Jerry Hughes and Jerrell Freeman),2.870,2.490
1,4:33,4,5,IND 15,3,7,Rian Lindell 33 yard field goal good,2.490,3.000
1,4:28,,,BUF 35,3,7,"Rian Lindell kicks off 63 yards, returned by Joe Lefeged for 18 yards (tackle by Justin Rogers)",0.000,0.280
1,4:23,1,10,IND 20,3,7,Vick Ballard right tackle for no gain (tackle by Kyle Williams),0.280,-0.270
1,3:54,2,10,IND 20,3,7,Vick Ballard up the middle for 11 yards (tackle by Bryan Scott),-0.270,1.000
1,3:23,1,10,IND 31,3,7,Andrew Luck pass complete short right to Reggie Wayne for 7 yards (tackle by Bryan Scott),1.000,1.410
1,2:56,2,3,IND 38,3,7,Vick Ballard right tackle for 4 yards (tackle by Bryan Scott),1.410,1.730
1,2:17,1,10,IND 42,3,7,Vick Ballard left end for 9 yards (tackle by Shawne Merriman),1.730,2.400
1,1:36,2,1,BUF 49,3,7,Vick Ballard left tackle for 2 yards (tackle by Kelvin Sheppard),2.400,2.460
1,0:57,1,10,BUF 47,3,7,Andrew Luck pass incomplete deep left intended for Donnie Avery,2.460,1.910
1,0:52,2,10,BUF 47,3,7,Andrew Luck pass incomplete short left intended for Donnie Avery (defended by Mario Williams),1.910,1.220
1,0:48,3,10,BUF 47,3,7,Andrew Luck sacked by Mario Williams for -3 yards,1.220,-0.060
1,0:26,4,13,,3,7,Pat McAfee punts 49 yards,-0.060,0.380
1,0:17,1,10,BUF 1,3,7,Ryan Fitzpatrick up the middle for 2 yards (tackle by Jerrell Freeman and Lawrence Guy),-0.380,-0.630
Quarter,Time,Down,ToGo,Location,BUF,IND,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,2,8,BUF 3,3,7,Ryan Fitzpatrick pass complete short left to Donald Jones for 9 yards (tackle by Jerrell Freeman),-0.630,-0.350
2,14:22,1,10,BUF 12,3,7,Ryan Fitzpatrick pass incomplete deep left intended for Donald Jones,-0.350,-0.780
2,14:16,2,10,BUF 12,3,7,Ryan Fitzpatrick pass incomplete deep right intended for Steve Johnson,-0.780,-1.420
2,14:09,3,10,BUF 12,3,7,Fred Jackson right guard for 4 yards (tackle by Ricardo Mathews and Darius Butler),-1.420,-2.390
2,13:30,4,6,BUF 16,3,7,"Shawn Powell punts 55 yards, returned by T.Y. Hilton for 18 yards (tackle by Nigel Bradham)",-2.390,-2.060
,,,,,,,"Replay Assistant challenged the ruling, and the original play was overturned.",,
2,13:22,1,10,IND 47,3,7,Andrew Luck pass incomplete deep right intended for Reggie Wayne (defended by Stephon Gilmore),2.060,1.520
2,13:17,2,10,IND 47,3,7,Andrew Luck pass incomplete short middle intended for Reggie Wayne is intercepted by Justin Rogers at BUF-47 and returned for -1 yards (tackle by Reggie Wayne),1.520,-1.990
2,13:10,1,10,BUF 46,3,7,C.J. Spiller up the middle for 11 yards (tackle by Jerrell Freeman and Antoine Bethea),1.990,2.720
2,12:29,1,10,IND 43,3,7,C.J. Spiller left end for 13 yards (tackle by Jerrell Freeman),2.720,3.580
2,11:57,1,10,IND 30,3,7,C.J. Spiller up the middle for 3 yards (tackle by Darius Butler and Fili Moala),3.580,3.440
2,11:10,2,7,IND 27,3,7,Fred Jackson up the middle for -3 yards (tackle by Jerrell Freeman),3.440,2.340
2,10:23,3,10,IND 30,3,7,Ryan Fitzpatrick sacked by Robert Mathis for -4 yards,2.340,1.060
2,10:18,4,14,IND 34,3,7,"Shawn Powell punts 23 yards, fair catch by Tom Zbikowski",1.060,0.370
2,10:11,1,10,IND 11,3,7,Donald Brown right tackle for 3 yards (tackle by Jairus Byrd),-0.370,-0.530
2,9:32,2,7,IND 14,3,7,Andrew Luck pass complete short left to Donnie Avery for 4 yards (tackle by Stephon Gilmore),-0.530,-0.600
2,8:50,3,3,IND 18,3,7,Andrew Luck up the middle for 8 yards (tackle by Kyle Moore),-0.600,0.670
2,8:06,1,10,IND 26,3,7,Andrew Luck pass complete short right to Donald Brown for 23 yards (tackle by Da'Norris Searcy),0.670,2.190
2,7:36,1,10,IND 49,3,7,Andrew Luck pass complete short left to Dwayne Allen for 24 yards (tackle by Jairus Byrd),2.190,3.780
2,6:47,1,10,BUF 27,3,7,Andrew Luck pass incomplete deep left intended for Weslye Saunders,3.780,3.230
2,6:43,2,10,BUF 27,3,7,Donald Brown right guard for -1 yards (tackle by Jairus Byrd),3.230,2.410
2,6:05,3,11,BUF 28,3,7,Andrew Luck right end for 14 yards (tackle by Kyle Moore),2.410,4.650
2,5:28,1,10,BUF 14,3,7,Donald Brown left end for 4 yards (tackle by Nigel Bradham),4.650,4.710
2,4:56,2,6,BUF 10,3,7,Donald Brown left tackle for 3 yards (tackle by Leodis McKelvin),4.710,0.000
2,4:18,,,,3,7,Timeout #1 by Indianapolis Colts,0.000,4.500
2,4:18,3,3,BUF 7,3,7,Andrew Luck pass incomplete short left intended for Vick Ballard,4.500,2.990
2,4:13,4,3,BUF 7,3,10,Adam Vinatieri 25 yard field goal good,2.990,3.000
2,4:08,,,IND 35,3,10,"Pat McAfee kicks off 71 yards, touchback",0.000,0.280
2,4:08,1,10,BUF 20,3,10,Ryan Fitzpatrick pass complete deep right to Steve Johnson for 63 yards (tackle by Darius Butler and Tom Zbikowski),0.280,4.440
2,3:15,1,10,IND 17,3,10,Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson,4.440,3.850
2,3:11,2,10,IND 17,3,10,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson (defended by Darius Butler),3.850,3.070
2,3:05,3,10,IND 17,3,10,Ryan Fitzpatrick up the middle for 4 yards (tackle by Jerrell Freeman),3.070,2.590
2,2:21,4,6,IND 13,6,10,Rian Lindell 31 yard field goal good,2.590,3.000
2,2:16,,,BUF 35,6,10,"Rian Lindell kicks off 68 yards, returned by Joe Lefeged for 18 yards (tackle by Mana Silva). Penalty on Josh Gordy: Offensive Holding, 7 yards",0.000,-0.380
2,2:12,1,10,IND 8,6,10,Vick Ballard up the middle for no gain (tackle by Marcell Dareus),-0.380,-0.780
2,2:00,2,10,IND 8,6,10,Andrew Luck pass complete short middle to Dwayne Allen for 2 yards (tackle by Marcell Dareus),-0.780,0.000
2,1:52,,,,6,10,Timeout #2 by Buffalo Bills,0.000,-1.190
2,1:52,3,8,IND 10,6,10,Andrew Luck pass complete short left to Reggie Wayne for 10 yards (tackle by Justin Rogers),-1.190,0.280
2,1:47,1,10,IND 20,6,10,Andrew Luck pass complete deep middle to Donnie Avery for 17 yards (tackle by Leodis McKelvin),0.280,1.400
2,1:26,1,10,IND 37,6,10,Andrew Luck pass complete short right to Dwayne Allen for 10 yards (tackle by Bryan Scott),1.400,2.060
2,1:22,1,10,IND 47,6,10,Andrew Luck pass incomplete short left intended for Reggie Wayne,2.060,1.520
2,1:16,2,10,IND 47,6,10,Andrew Luck pass incomplete deep left intended for Donnie Avery,1.520,0.830
2,1:09,3,10,IND 47,6,10,Andrew Luck pass incomplete deep left intended for Donnie Avery,0.830,-0.260
2,1:05,4,10,IND 47,6,10,"Pat McAfee punts 45 yards, fair catch by Leodis McKelvin",-0.260,0.380
2,0:58,1,10,BUF 8,6,10,Ryan Fitzpatrick pass incomplete short right intended for Steve Johnson,-0.380,-0.780
2,0:53,2,10,BUF 8,6,10,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson,-0.780,-1.420
2,0:50,3,10,BUF 8,6,10,Fred Jackson up the middle for 4 yards (tackle by Antonio Johnson and Robert Mathis),-1.420,0.000
2,0:44,,,,6,10,Timeout #2 by Indianapolis Colts,0.000,-2.490
2,0:44,4,6,BUF 12,6,10,"Shawn Powell punts 50 yards, returned by T.Y. Hilton for 11 yards (tackle by Nigel Bradham)",-2.490,-2.190
2,0:32,1,10,IND 49,6,10,"Andrew Luck pass incomplete deep right intended for Reggie Wayne. Penalty on Justin Rogers: Defensive Pass Interference, 23 yards (no play)",2.190,3.710
2,0:28,1,10,BUF 28,6,10,Andrew Luck pass complete short left to Reggie Wayne for 25 yards (tackle by Jairus Byrd),3.710,0.000
2,0:16,,,,6,10,Timeout #3 by Indianapolis Colts,0.000,6.510
2,0:16,1,3,BUF 3,6,10,Andrew Luck pass incomplete short middle intended for Dwayne Allen (defended by Bryan Scott),6.510,5.530
2,0:12,2,3,BUF 3,6,10,Andrew Luck pass complete short right to Reggie Wayne for 2 yards (tackle by Stephon Gilmore),5.530,5.170
2,0:01,3,1,BUF 1,6,10,Andrew Luck spiked the ball,5.170,3.550
2,0:01,4,1,BUF 1,6,13,Adam Vinatieri 19 yard field goal good,3.550,3.000
Quarter,Time,Down,ToGo,Location,BUF,IND,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,IND 35,6,13,"Pat McAfee kicks off 65 yards, returned by Brad Smith for 32 yards (tackle by Moise Fokou)",0.000,1.070
3,14:54,1,10,BUF 32,6,13,"Ryan Fitzpatrick pass complete short middle to C.J. Spiller for no gain. Penalty on Antonio Johnson: Defensive Holding, 5 yards (no play)",1.070,1.400
3,14:33,1,10,BUF 37,6,13,C.J. Spiller up the middle for no gain (tackle by Cory Redding and Fili Moala),1.400,0.860
3,13:53,2,10,BUF 37,6,13,Ryan Fitzpatrick pass incomplete deep left intended for T.J. Graham,0.860,0.170
3,13:48,3,10,BUF 37,6,13,Ryan Fitzpatrick pass complete short right to Scott Chandler for 10 yards (tackle by Antoine Bethea),0.170,2.060
3,13:07,1,10,BUF 47,6,13,C.J. Spiller right tackle for 5 yards (tackle by Antoine Bethea),2.060,2.190
3,12:25,2,5,IND 48,6,13,Ryan Fitzpatrick pass incomplete deep middle intended for Scott Chandler (defended by Fili Moala),2.190,1.490
3,12:18,3,5,IND 48,6,13,Ryan Fitzpatrick pass incomplete short middle intended for Steve Johnson (defended by Moise Fokou),1.490,0.070
3,12:13,4,5,IND 48,6,13,"Shawn Powell punts 35 yards, fair catch by T.Y. Hilton",0.070,0.320
3,12:06,1,10,IND 13,6,13,Vick Ballard left end for 9 yards (tackle by Stephon Gilmore and George Wilson),-0.320,0.490
3,11:32,2,1,IND 22,6,13,Vick Ballard up the middle for 3 yards (tackle by Nick Barnett and Kelvin Sheppard),0.490,0.610
3,10:56,1,10,IND 25,6,13,Andrew Luck pass complete short right to Weslye Saunders for 4 yards (tackle by Nigel Bradham),0.610,0.600
3,10:20,2,6,IND 29,6,13,Andrew Luck pass incomplete short right intended for Donnie Avery,0.600,-0.100
3,10:14,3,6,IND 29,6,13,Andrew Luck pass complete short left to Reggie Wayne for 15 yards (tackle by George Wilson),-0.100,1.860
3,9:27,1,10,IND 44,6,13,Vick Ballard left end for -7 yards (tackle by Nick Barnett),1.860,0.370
3,8:44,2,17,IND 37,6,13,Andrew Luck pass complete short right to LaVon Brazill for 11 yards (tackle by George Wilson),0.370,1.160
3,8:04,3,6,IND 48,6,13,"Andrew Luck pass complete short middle to Donnie Avery for 10 yards (tackle by Stephon Gilmore). Donnie Avery fumbles (forced by Stephon Gilmore), recovered by Dwayne Allen at BUF-39",1.160,2.980
3,8:04,1,10,BUF 39,6,13,"Penalty on Kyle Moore: Neutral Zone Infraction, 5 yards (no play)",2.980,3.710
3,6:58,1,5,BUF 34,6,13,Vick Ballard left tackle for 9 yards (tackle by Nick Barnett),3.710,3.910
3,6:16,1,10,BUF 25,6,13,Andrew Luck pass incomplete short middle intended for Reggie Wayne (defended by Stephon Gilmore),3.910,3.360
3,6:09,2,10,BUF 25,6,13,Andrew Luck sacked by Marcell Dareus for -7 yards. Penalty on Samson Satele: Offensive Holding (Declined),3.360,1.750
3,5:41,3,17,BUF 32,6,13,Andrew Luck pass complete deep left to Reggie Wayne for 25 yards (tackle by Bryan Scott and Jairus Byrd),1.750,5.600
3,4:55,1,7,BUF 7,6,13,Andrew Luck pass incomplete short left intended for Reggie Wayne,5.600,4.760
3,4:49,2,7,BUF 7,6,13,Vick Ballard right end for -1 yards (tackle by Stephon Gilmore),4.760,3.580
3,4:08,3,8,BUF 8,6,19,"Andrew Luck pass complete short middle to T.Y. Hilton for 8 yards, touchdown",3.580,7.000
3,4:08,,,BUF 2,6,20,Adam Vinatieri kicks extra point good,0.000,0.000
3,4:02,,,IND 35,6,20,"Pat McAfee kicks off 74 yards, touchback",0.000,0.280
3,4:02,1,10,BUF 20,6,20,Ryan Fitzpatrick pass incomplete short left intended for Donald Jones,0.280,-0.270
3,3:57,2,10,BUF 20,6,20,Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson,-0.270,-0.960
3,3:53,3,10,BUF 20,6,20,Ryan Fitzpatrick pass complete short left to Fred Jackson for 8 yards (tackle by Jerrell Freeman),-0.960,-1.500
3,3:30,4,2,BUF 28,6,20,"Shawn Powell punts 57 yards, returned by T.Y. Hilton for 10 yards (tackle by George Wilson). Penalty on Cassius Vaughn: Offensive Holding, 10 yards",-1.500,0.350
3,3:17,1,10,IND 12,6,20,Donald Brown up the middle for 1 yard (tackle by Marcell Dareus),-0.350,-0.700
3,2:40,2,9,IND 13,6,20,Donald Brown left tackle for 4 yards (tackle by Jairus Byrd),-0.700,-0.840
3,1:57,3,5,IND 17,6,20,Andrew Luck sacked by Mario Williams for 0 yards,-0.840,-2.320
3,1:21,4,5,IND 17,6,20,"Pat McAfee punts 59 yards, returned by Leodis McKelvin for 22 yards (tackle by Jerry Hughes). Penalty on Ron Brooks: Illegal Block Above the Waist, 10 yards",-2.320,-0.410
3,1:06,1,10,BUF 22,6,20,C.J. Spiller up the middle for 41 yards (tackle by Antoine Bethea),0.410,3.120
3,0:37,1,10,IND 37,6,20,C.J. Spiller up the middle for 6 yards (tackle by Kavell Conner),3.120,3.380
Quarter,Time,Down,ToGo,Location,BUF,IND,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,4,IND 31,6,20,C.J. Spiller left end for 2 yards (tackle by Moise Fokou),3.380,2.940
4,14:15,3,2,IND 29,6,20,Ryan Fitzpatrick pass complete short left to Steve Johnson for 14 yards (tackle by Tom Zbikowski),2.940,4.580
4,13:33,1,10,IND 15,6,20,C.J. Spiller right end for 2 yards (tackle by Jerrell Freeman),4.580,4.280
4,13:02,2,8,IND 13,6,20,Ryan Fitzpatrick pass complete short middle to Donald Jones for 12 yards (tackle by Tom Zbikowski),4.280,6.970
4,12:17,1,1,IND 1,6,20,Fred Jackson up the middle for no gain (tackle by Fili Moala and Kavell Conner),6.970,5.910
4,11:37,2,1,IND 1,12,20,"Ryan Fitzpatrick pass complete short middle to Lee Smith for 1 yard, touchdown",5.910,7.000
4,11:37,,,IND 2,13,20,Rian Lindell kicks extra point good,0.000,0.000
4,11:30,,,BUF 35,13,20,"Rian Lindell kicks off 60 yards, returned by Joe Lefeged for 19 yards (tackle by Kelvin Sheppard)",0.000,0.540
4,11:23,1,10,IND 24,13,20,Andrew Luck up the middle for 1 yard (tackle by Marcell Dareus),0.540,0.130
4,10:44,2,9,IND 25,13,20,Andrew Luck pass complete short middle to T.Y. Hilton for 7 yards (tackle by Justin Rogers),0.130,0.370
4,10:04,3,2,IND 32,13,20,Andrew Luck sacked by Mario Williams for -5 yards,0.370,-1.570
4,9:52,4,7,IND 27,13,20,"Pat McAfee punts 54 yards, returned by Leodis McKelvin for 10 yards (tackle by Matt Overton). Penalty on IND: Offensive 12 On-field (Offsetting), Penalty on BUF: Defensive 12 On-field (Offsetting) (no play)",-1.570,-1.570
4,9:39,4,7,IND 27,13,20,"Pat McAfee punts 48 yards, out of bounds",-1.570,-0.610
4,9:31,1,10,BUF 25,13,20,Ryan Fitzpatrick pass complete short middle to Scott Chandler for 16 yards (tackle by Antoine Bethea),0.610,1.660
4,8:53,1,10,BUF 41,13,20,Ryan Fitzpatrick pass complete short right to Donald Jones for 2 yards (tackle by Josh Gordy),1.660,1.390
4,8:13,2,8,BUF 43,13,20,Ryan Fitzpatrick pass complete short left to Steve Johnson for 6 yards (tackle by Jerrell Freeman),1.390,1.490
4,7:33,3,2,BUF 49,13,20,Ryan Fitzpatrick pass complete short left to Steve Johnson for 8 yards (tackle by Cassius Vaughn),1.490,2.720
4,6:52,1,10,IND 43,13,20,Fred Jackson left tackle for 7 yards (tackle by Jerrell Freeman and Martin Tevaseu),2.720,3.120
4,6:11,2,3,IND 36,13,20,Fred Jackson right guard for 4 yards (tackle by Martin Tevaseu and Jerry Hughes),3.120,3.450
4,5:27,1,10,IND 32,13,20,Ryan Fitzpatrick pass complete short left to Donald Jones for -4 yards (tackle by Tom Zbikowski and Jerrell Freeman),3.450,2.360
4,4:43,2,14,IND 36,13,20,"Ryan Fitzpatrick pass incomplete short left intended for Steve Johnson is intercepted by Tom Zbikowski at IND-24 and returned for 20 yards (tackle by Steve Johnson). Tom Zbikowski fumbles (forced by Steve Johnson), recovered by Steve Johnson at BUF-47 (tackle by Tom Zbikowski)",2.360,2.060
4,4:31,1,10,BUF 47,13,20,Ryan Fitzpatrick for 6 yards,2.060,2.330
4,4:24,2,4,IND 47,13,20,Ryan Fitzpatrick pass complete short left to C.J. Spiller for -4 yards (tackle by Jerrell Freeman),2.330,1.090
4,3:37,3,8,BUF 49,13,20,Ryan Fitzpatrick pass incomplete short left intended for C.J. Spiller (defended by Cassius Vaughn),1.090,-0.130
4,3:32,4,8,BUF 49,13,20,Shawn Powell punts 46 yards,-0.130,0.380
4,3:22,1,10,IND 5,13,20,Andrew Luck pass incomplete short right intended for Reggie Wayne (defended by Nick Barnett),-0.380,-0.780
4,3:17,2,10,IND 5,13,20,Donald Brown left tackle for 11 yards (tackle by Nigel Bradham and Da'Norris Searcy),-0.780,-0.140
4,2:32,1,10,IND 16,13,20,Donald Brown up the middle for 1 yard (tackle by Nigel Bradham and Da'Norris Searcy),-0.140,0.000
4,2:27,,,,13,20,Timeout #1 by Buffalo Bills,0.000,-0.510
4,2:27,2,9,IND 17,13,20,Andrew Luck pass complete short middle to Reggie Wayne for 14 yards (tackle by Leodis McKelvin),-0.510,1.000
4,2:00,1,10,IND 31,13,20,Donald Brown left end for -1 yards (tackle by Justin Rogers and Da'Norris Searcy),1.000,0.000
4,1:55,,,,13,20,Timeout #2 by Buffalo Bills,0.000,0.320
4,1:55,2,11,IND 30,13,20,Donald Brown up the middle for 1 yard (tackle by Kyle Williams and Nigel Bradham),0.320,0.000
4,1:48,,,,13,20,Timeout #3 by Buffalo Bills,0.000,-0.230
4,1:48,3,10,IND 31,13,20,"Andrew Luck pass incomplete short left intended for Reggie Wayne (defended by Stephon Gilmore). Penalty on Stephon Gilmore: Defensive Pass Interference, 8 yards (no play)",-0.230,1.530
4,1:44,1,10,IND 39,13,20,Andrew Luck kneels for -1 yards,1.530,0.850
4,1:03,2,11,IND 38,13,20,Andrew Luck kneels for -1 yards,0.850,0.040
4,0:35,3,12,IND 37,13,20,Andrew Luck kneels for -1 yards,0.040,-0.980
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
