Unnamed: 0_level_0,Unnamed: 1_level_0,Off.,Off.,Def.,Def.,ST,ST
Player,Pos,Num,Pct,Num,Pct,Num,Pct
Winston Justice,T,73,100%,0,0%,4,14%
Mike McGlynn,G,73,100%,0,0%,4,14%
Joe Reitz,G,73,100%,0,0%,4,14%
Anthony Castonzo,T,73,100%,0,0%,4,14%
Andrew Luck,QB,73,100%,0,0%,0,0%
Samson Satele,C,73,100%,0,0%,0,0%
Donnie Avery,WR,71,97%,0,0%,0,0%
Dwayne Allen,TE,69,95%,0,0%,7,25%
Reggie Wayne,WR,64,88%,0,0%,0,0%
T.Y. Hilton,WR,39,53%,0,0%,6,21%
Vick Ballard,RB,38,52%,0,0%,0,0%
Weslye Saunders,TE,29,40%,0,0%,11,39%
Donald Brown,RB,27,37%,0,0%,0,0%
LaVon Brazill,WR,15,21%,0,0%,11,39%
Bradley Sowell,T,7,10%,0,0%,0,0%
Robert Hughes,RB,6,8%,0,0%,8,29%
Cassius Vaughn,CB,0,0%,60,100%,8,29%
Antoine Bethea,FS,0,0%,60,100%,5,18%
Darius Butler,CB,0,0%,58,97%,9,32%
Jerrell Freeman,LB,0,0%,58,97%,5,18%
Dwight Freeney,LB,0,0%,53,88%,5,18%
Tom Zbikowski,SS,0,0%,49,82%,10,36%
Robert Mathis,LB,0,0%,49,82%,5,18%
Fili Moala,DT,0,0%,42,70%,5,18%
Antonio Johnson,NT,0,0%,40,67%,7,25%
Josh Gordy,CB,0,0%,37,62%,15,54%
Cory Redding,DE,0,0%,29,48%,1,4%
Moise Fokou,LB,0,0%,24,40%,15,54%
Pat Angerer,LB,0,0%,18,30%,0,0%
Kavell Conner,LB,0,0%,17,28%,11,39%
Ricardo Mathews,DE,0,0%,17,28%,9,32%
Martin Tevaseu,NT,0,0%,15,25%,0,0%
Jerry Hughes,LB,0,0%,14,23%,20,71%
Lawrence Guy,DE,0,0%,10,17%,3,11%
Justin Hickman,LB,0,0%,7,12%,19,68%
Sergio Brown,SS,0,0%,2,3%,19,68%
Joe Lefeged,FS,0,0%,1,2%,18,64%
Delone Carter,RB,0,0%,0,0%,16,57%
Pat McAfee,P,0,0%,0,0%,14,50%
Matt Overton,LS,0,0%,0,0%,10,36%
A.Q. Shipley,C,0,0%,0,0%,8,29%
Jeff Linkenbach,T,0,0%,0,0%,4,14%
Adam Vinatieri,K,0,0%,0,0%,4,14%
Teddy Williams,DB,0,0%,0,0%,3,11%
