Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
1,0:39,1,10,DAL 40,3,0,Drew Bledsoe pass incomplete intended for Terry Glenn is intercepted by Curtis DeLoatch at NYG-27 and returned for 20 yards,1.600,-2.060
1,0:28,1,10,NYG 47,3,0,Eli Manning pass incomplete intended for Plaxico Burress (defended by Anthony Henry),2.060,1.520
1,0:23,2,10,NYG 47,3,0,Eli Manning pass complete to Plaxico Burress for 7 yards (tackle by Roy Williams),1.520,1.750
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,3,3,DAL 46,3,0,Eli Manning sacked by La'Roi Glover for -7 yards,1.750,-0.260
2,14:32,4,10,NYG 47,3,0,Jeff Feagles punts 36 yards,-0.260,0.060
2,14:25,1,10,DAL 17,3,0,Tyson Thompson left end for 5 yards (tackle by Gibril Wilson),-0.060,0.210
2,13:47,2,5,DAL 22,3,0,Tyson Thompson up the middle for 8 yards (tackle by Carlos Emmons),0.210,0.940
2,13:08,1,10,DAL 30,3,0,Drew Bledsoe sacked by Michael Strahan for -6 yards,0.940,-0.420
2,12:33,2,16,DAL 24,3,0,"Drew Bledsoe pass complete to Keyshawn Johnson for 16 yards (tackle by Gibril Wilson). Keyshawn Johnson fumbles (forced by Gibril Wilson), recovered by Nick Greisen at NYG-40 and returned for 28 yards (tackle by Al Johnson)",-0.420,-3.450
2,11:45,1,10,DAL 32,3,0,Eli Manning pass complete to Amani Toomer for 9 yards (tackle by Anthony Henry),3.450,4.120
2,11:39,2,1,DAL 23,3,0,Tiki Barber right end for 3 yards (tackle by Scott Fujita),4.120,4.240
2,11:03,1,10,DAL 20,3,0,Eli Manning pass complete to Tiki Barber for 5 yards (tackle by Terence Newman),4.240,4.450
2,10:21,2,5,DAL 15,3,0,Tiki Barber left end for 3 yards (tackle by Chris Canty),4.450,4.340
2,9:40,3,2,DAL 12,3,0,"Penalty on Plaxico Burress: False Start, 5 yards (no play)",4.340,3.360
2,9:15,3,7,DAL 17,3,0,Eli Manning sacked by Greg Ellis for -10 yards,3.360,1.670
2,8:47,4,17,DAL 27,6,0,Jay Feely 45 yard field goal good,1.670,3.000
2,,,,NYG 30,6,0,"Jay Feely kicks off 65 yards, returned by Tyson Thompson for 12 yards (tackle by Gibril Wilson)",0.000,-0.060
2,8:33,1,10,DAL 17,6,0,Anthony Thomas left tackle for 1 yard (tackle by Nick Greisen),-0.060,-0.420
2,7:54,2,9,DAL 18,6,0,Drew Bledsoe pass complete to Keyshawn Johnson for 6 yards,-0.420,-0.370
2,7:26,3,3,DAL 24,6,0,Drew Bledsoe pass complete to Keyshawn Johnson for 12 yards (tackle by Curtis DeLoatch),-0.370,1.330
2,6:44,1,10,DAL 36,6,0,Drew Bledsoe pass incomplete intended for Anthony Thomas,1.330,0.790
2,6:38,2,10,DAL 36,6,0,Drew Bledsoe pass complete to Jason Witten for 6 yards (tackle by Brent Alexander and Carlos Emmons),0.790,0.890
2,5:56,3,4,DAL 42,6,0,Anthony Thomas up the middle for 6 yards (tackle by Antonio Pierce),0.890,2.130
2,5:14,1,10,DAL 48,6,0,Anthony Thomas right end for 2 yards (tackle by Michael Strahan),2.130,1.850
2,4:34,2,8,NYG 50,6,0,Drew Bledsoe pass complete to Terry Glenn for 7 yards (tackle by Antonio Pierce),1.850,2.080
2,3:51,3,1,NYG 43,6,0,Drew Bledsoe pass complete to Terry Glenn for 10 yards (tackle by Gibril Wilson),2.080,3.380
2,3:20,1,10,NYG 33,6,0,Drew Bledsoe pass complete to Keyshawn Johnson for 9 yards (tackle by Curtis DeLoatch),3.380,4.050
2,3:01,2,1,NYG 24,6,0,Anthony Thomas up the middle for 5 yards (tackle by Carlos Emmons),4.050,4.310
2,2:22,1,10,NYG 19,6,0,Anthony Thomas left end for -1 yards (tackle by Nick Greisen),4.310,3.630
2,2:00,2,11,NYG 20,6,0,Drew Bledsoe pass complete to Patrick Crayton for 10 yards (tackle by Curtis DeLoatch),3.630,4.690
2,1:23,3,1,NYG 10,6,0,Anthony Thomas up the middle for 8 yards (tackle by Carlos Emmons),4.690,6.740
2,1:14,1,2,NYG 2,6,0,Anthony Thomas right tackle for no gain (tackle by Fred Robbins),6.740,5.720
2,0:45,2,2,NYG 2,6,6,"Drew Bledsoe pass complete to Jason Witten for 2 yards, touchdown",5.720,7.000
2,,,,NYG 2,6,7,Jose Cortez kicks extra point good,0.000,0.000
2,,,,DAL 30,6,7,"Jose Cortez kicks off 66 yards, muffed catch by Willie Ponder, ball out of bounds at NYG-7",0.000,-0.380
2,0:38,1,10,NYG 7,6,7,Tiki Barber left tackle for 1 yard (tackle by DeMarcus Ware),-0.380,-0.710
2,0:32,,,,6,7,Timeout #1 by Dallas Cowboys,0.000,-0.710
2,0:32,2,9,NYG 8,6,7,Eli Manning pass incomplete intended for Plaxico Burress,-0.710,-1.300
2,0:29,3,9,NYG 8,6,7,Eli Manning pass incomplete intended for Plaxico Burress,-1.300,-2.490
2,0:23,4,9,NYG 8,6,7,"Jeff Feagles punts 39 yards, returned by Patrick Crayton for 6 yards (tackle by James Butler)",-2.490,-2.850
2,0:13,1,10,NYG 41,6,7,Drew Bledsoe pass complete to Terry Glenn for 10 yards (tackle by Antonio Pierce),2.850,3.510
2,0:07,1,10,NYG 31,6,7,"Jose Cortez 49 yard field goal no good, blocked by Justin Tuck",3.510,1.470
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYG 30,6,7,"Jay Feely kicks off 69 yards, returned by Tyson Thompson for 18 yards (tackle by Reggie Torbor)",0.000,0.150
3,14:56,1,10,DAL 19,6,7,Drew Bledsoe pass complete to Jason Witten for 16 yards (tackle by Carlos Emmons),0.150,1.270
3,14:34,1,10,DAL 35,6,7,Anthony Thomas right tackle for 1 yard (tackle by Kenderick Allen),1.270,0.860
3,13:54,2,9,DAL 36,6,7,"Drew Bledsoe sacked by Osi Umenyiora for -8 yards. Drew Bledsoe fumbles (forced by Osi Umenyiora), recovered by Reggie Torbor at DAL-31",0.860,-3.510
3,13:48,1,10,DAL 31,6,7,Eli Manning pass complete to Jeremy Shockey for 14 yards (tackle by Terence Newman),3.510,4.440
3,13:08,1,10,DAL 17,6,7,Tiki Barber up the middle for 4 yards (tackle by Scott Shanle and Chris Canty),4.440,4.500
3,12:32,2,6,DAL 13,6,7,Eli Manning pass incomplete,4.500,3.680
3,12:27,3,6,DAL 13,6,7,Eli Manning pass incomplete intended for Plaxico Burress is intercepted by Anthony Henry at DAL-1 and returned for 43 yards,3.680,-1.860
3,12:14,1,10,DAL 44,6,7,Drew Bledsoe pass complete to Keyshawn Johnson for 7 yards (tackle by Will Allen),1.860,2.260
3,11:35,2,3,NYG 49,6,7,Tyson Thompson right end for no gain (tackle by William Joseph),2.260,1.550
3,10:58,3,3,NYG 49,6,7,Drew Bledsoe pass incomplete intended for Terry Glenn. Penalty on Flozell Adams: Illegal Formation (Declined),1.550,0.000
3,10:51,4,3,NYG 49,6,7,Mat McBriar punts 34 yards,0.000,0.220
3,10:40,1,10,NYG 15,6,7,Derrick Ward left end for 5 yards (tackle by Anthony Henry),-0.220,0.080
3,10:01,2,5,NYG 20,6,7,"Eli Manning pass incomplete intended for Jeremy Shockey. Penalty on Luke Petitgout: Tripping, 10 yards (no play)",0.080,-1.150
3,9:54,2,15,NYG 10,6,7,"Eli Manning pass complete to Plaxico Burress for 9 yards (tackle by Anthony Henry). Plaxico Burress fumbles (forced by Anthony Henry), recovered by Jason Ferguson at NYG-19",-1.150,-4.310
3,9:44,1,10,NYG 19,6,7,Anthony Thomas left tackle for 4 yards (tackle by Osi Umenyiora),4.310,4.350
3,9:11,2,6,NYG 15,6,7,"Drew Bledsoe pass complete to Jason Witten for 15 yards. Penalty on Al Johnson: Offensive Holding, 10 yards (no play)",4.350,2.950
3,9:06,2,16,NYG 25,6,7,Anthony Thomas left guard for no gain (tackle by William Joseph),2.950,2.280
3,8:30,3,16,NYG 25,6,7,"Penalty on Flozell Adams: False Start, 5 yards (no play)",2.280,1.620
3,8:11,3,21,NYG 30,6,7,Drew Bledsoe pass incomplete,1.620,1.410
3,8:05,4,21,NYG 30,6,7,Jose Cortez 48 yard field goal no good,1.410,-1.470
3,8:00,1,10,NYG 38,6,7,Tiki Barber right tackle for 3 yards (tackle by Alshermond Singleton),1.470,1.330
3,7:20,2,7,NYG 41,6,7,"Penalty on Kareem McKenzie: False Start, 5 yards (no play)",1.330,0.650
3,6:57,2,12,NYG 36,6,7,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Anthony Henry),0.650,-0.030
3,6:53,3,12,NYG 36,6,7,Eli Manning pass incomplete intended for Jeremy Shockey (defended by Roy Williams),-0.030,-0.980
3,6:47,4,12,NYG 36,6,7,"Jeff Feagles punts 46 yards, returned by Patrick Crayton for 1 yard. Penalty on Nate Jones: Illegal Block Above the , 9 yards",-0.980,0.380
3,6:32,1,10,DAL 10,6,7,Anthony Thomas up the middle for no gain (tackle by Justin Tuck),-0.380,-0.780
3,6:08,2,10,DAL 10,6,7,"Penalty on Marco Rivera: False Start, 5 yards (no play)",-0.780,-1.150
3,5:45,2,15,DAL 5,6,7,Drew Bledsoe pass complete to Keyshawn Johnson for 15 yards (tackle by Brent Alexander),-1.150,0.280
3,4:55,1,10,DAL 20,6,7,Anthony Thomas left tackle for 4 yards (tackle by Nick Greisen and William Joseph),0.280,0.270
3,4:12,2,6,DAL 24,6,7,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,0.270,-0.430
3,4:08,3,6,DAL 24,6,7,Drew Bledsoe pass complete to Marion Barber for 15 yards (tackle by Gibril Wilson),-0.430,1.530
3,3:22,1,10,DAL 39,6,7,Drew Bledsoe pass complete to Marion Barber for 6 yards (tackle by Nick Greisen),1.530,1.800
3,2:43,2,4,DAL 45,6,7,Marion Barber up the middle for 3 yards (tackle by Justin Tuck),1.800,1.490
3,2:01,3,1,DAL 48,6,7,Marion Barber up the middle for 1 yard (tackle by Michael Strahan),1.490,2.190
3,1:16,1,10,DAL 49,6,7,Marion Barber left end for 1 yard (tackle by Gibril Wilson),2.190,1.780
3,0:34,2,9,NYG 50,6,7,"Penalty on Jason Witten: False Start, 5 yards (no play)",1.780,1.110
3,0:10,2,14,DAL 45,6,7,Drew Bledsoe pass complete to Keyshawn Johnson for 24 yards (tackle by Gibril Wilson),1.110,3.510
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYG 31,6,7,Marion Barber left tackle for 11 yards (tackle by Gibril Wilson),3.510,4.240
4,14:37,1,10,NYG 20,6,7,Marion Barber up the middle for 4 yards (tackle by Antonio Pierce),4.240,4.280
4,13:56,2,6,NYG 16,6,7,Drew Bledsoe pass complete to Dan Campbell for 5 yards (tackle by Nick Greisen),4.280,4.590
4,13:24,3,1,NYG 11,6,7,Marion Barber up the middle for no gain (tackle by Nick Greisen),4.590,2.850
4,12:48,,,,6,7,Timeout #1 by Dallas Cowboys,0.000,2.850
4,12:48,4,1,NYG 11,6,10,Jose Cortez 29 yard field goal good,2.850,3.000
4,,,,DAL 30,6,10,"Jose Cortez kicks off 69 yards, returned by Willie Ponder for 21 yards (tackle by Roy Williams)",0.000,0.410
4,12:38,1,10,NYG 22,6,10,Tiki Barber up the middle for 3 yards (tackle by Bradie James),0.410,0.270
4,12:00,2,7,NYG 25,6,10,Eli Manning pass complete to Jeremy Shockey for 59 yards (tackle by Scott Fujita),0.270,4.510
4,11:10,1,10,DAL 16,6,10,"Penalty on Visanthe Shiancoe: False Start, 5 yards (no play)",4.510,4.170
4,10:50,1,15,DAL 21,6,10,Eli Manning sacked by DeMarcus Ware for -10 yards,4.170,1.930
4,10:13,2,25,DAL 31,6,10,Eli Manning up the middle for 10 yards (tackle by Bradie James),1.930,2.610
4,9:05,3,15,DAL 21,6,10,"Eli Manning sacked by La'Roi Glover for -9 yards. Eli Manning fumbles (forced by La'Roi Glover), recovered by Greg Ellis at DAL-30 and returned for 37 yards (tackle by Shaun O'Hara)",2.610,-3.380
4,9:03,1,10,NYG 33,6,10,Anthony Thomas right tackle for 2 yards (tackle by Michael Strahan),3.380,3.110
4,8:29,2,8,NYG 31,6,10,"Drew Bledsoe pass incomplete intended for Patrick Crayton. Penalty on Michael Strahan: Defensive Offside, 5 yards (no play)",3.110,3.780
4,8:25,2,3,NYG 26,6,10,Marion Barber left tackle for 8 yards (tackle by Gibril Wilson),3.780,4.370
4,7:42,1,10,NYG 18,6,10,Anthony Thomas up the middle for 4 yards (tackle by Kendrick Clancy),4.370,4.430
4,6:58,2,6,NYG 14,6,10,Anthony Thomas right tackle for no gain (tackle by Kendrick Clancy),4.430,3.630
4,6:12,3,6,NYG 14,6,10,Drew Bledsoe pass complete to Terry Glenn for 6 yards (tackle by Gibril Wilson),3.630,5.370
4,5:34,1,8,NYG 8,6,10,Anthony Thomas up the middle for -2 yards (tackle by Antonio Pierce),5.370,4.190
4,4:54,2,10,NYG 10,6,10,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,4.190,3.130
4,4:47,3,10,NYG 10,6,10,Drew Bledsoe pass incomplete intended for Marion Barber (defended by William Joseph),3.130,2.760
4,4:44,4,10,NYG 10,6,13,Jose Cortez 28 yard field goal good,2.760,3.000
4,,,,DAL 30,6,13,"Jose Cortez kicks off 70 yards, returned by Willie Ponder for 26 yards (tackle by Willie Pile)",0.000,0.670
4,4:34,1,10,NYG 26,6,13,Eli Manning pass complete to Jeremy Shockey for 18 yards (tackle by Bradie James),0.670,1.860
4,4:27,1,10,NYG 44,6,13,Tiki Barber up the middle for 8 yards (tackle by Roy Williams),1.860,2.400
4,4:05,2,2,DAL 48,6,13,Eli Manning pass incomplete intended for Plaxico Burress (defended by Anthony Henry),2.400,1.690
4,3:56,3,2,DAL 48,6,13,Tiki Barber right tackle for 5 yards (tackle by Willie Pile and Roy Williams),1.690,2.720
4,3:26,1,10,DAL 43,6,13,Eli Manning pass complete to Plaxico Burress for 2 yards (tackle by Anthony Henry),2.720,2.450
4,2:57,2,8,DAL 41,6,13,Eli Manning pass complete to Tim Carter for 15 yards (tackle by Aaron Glenn),2.450,3.840
4,2:32,1,10,DAL 26,6,13,Eli Manning pass incomplete,3.840,3.300
4,2:24,2,10,DAL 26,6,13,Eli Manning pass incomplete intended for Plaxico Burress,3.300,2.610
4,2:20,3,10,DAL 26,6,13,Eli Manning pass incomplete intended for Tim Carter (defended by Aaron Glenn),2.610,1.740
4,2:12,4,10,DAL 26,6,13,Eli Manning pass complete to Jeremy Shockey for 14 yards (tackle by Willie Pile),1.740,4.780
4,2:00,1,10,DAL 12,6,13,Tiki Barber up the middle for 9 yards (tackle by Roy Williams),4.780,5.790
4,1:26,2,1,DAL 3,6,13,"Brandon Jacobs up the middle for 2 yards (tackle by Roy Williams). Brandon Jacobs fumbles (forced by Roy Williams), recovered by Roy Williams at DAL-1",5.790,0.380
4,1:18,1,10,DAL 1,6,13,Anthony Thomas up the middle for no gain (tackle by Michael Strahan),-0.380,-0.780
4,1:14,,,,6,13,Timeout #1 by New York Giants,0.000,-0.780
4,1:14,2,10,DAL 1,6,13,Anthony Thomas left tackle for no gain (tackle by Nick Greisen),-0.780,-1.420
4,1:12,,,,6,13,Timeout #2 by New York Giants,0.000,-1.420
4,1:12,3,10,DAL 1,6,13,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,-1.420,-2.490
4,1:07,4,10,DAL 1,6,13,Mat McBriar punts 51 yards,-2.490,-2.130
4,0:52,1,10,NYG 48,6,13,Eli Manning pass complete to Plaxico Burress for 28 yards (tackle by Willie Pile),2.130,3.970
4,0:25,1,10,DAL 24,12,13,"Eli Manning pass complete to Jeremy Shockey for 24 yards, touchdown",3.970,7.000
4,,,,DAL 2,13,13,Jay Feely kicks extra point good,0.000,0.000
4,,,,NYG 30,13,13,"Jay Feely kicks off 70 yards, returned by Tyson Thompson for 21 yards (tackle by Justin Tuck)",0.000,0.340
4,0:14,1,10,DAL 21,13,13,Drew Bledsoe kneels for -1 yards,0.340,0.940
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,NYG,DAL,Detail,EPB,EPA
,,,,,,,"Cowboys won the coin toss, Cowboys to receive the overtime kickoff.",,
OT,15:00,1,10,NYG 30,13,13,"Jay Feely kicks off 70 yards, returned by Tyson Thompson for 23 yards (tackle by Shaun Williams)",0.940,0.480
OT,14:55,1,10,DAL 23,13,13,Drew Bledsoe pass complete to Patrick Crayton for 10 yards (tackle by Curtis DeLoatch),0.480,1.140
OT,14:29,1,10,DAL 33,13,13,Drew Bledsoe pass complete to Terry Glenn for 13 yards (tackle by Carlos Emmons),1.140,1.990
OT,13:57,1,10,DAL 46,13,13,Drew Bledsoe pass complete to Jason Witten for 26 yards,1.990,3.710
OT,13:31,1,10,NYG 28,13,13,Marion Barber left guard for 3 yards (tackle by Brent Alexander),3.710,3.570
OT,12:52,2,7,NYG 25,13,13,"Drew Bledsoe pass incomplete intended for Dan Campbell. Penalty on Antonio Pierce: Defensive Pass Interfere, 2 yards (no play)",3.570,4.040
OT,12:48,1,10,NYG 23,13,13,Marion Barber up the middle for 3 yards (tackle by William Joseph and Nick Greisen),4.040,3.900
OT,12:09,2,7,NYG 20,13,13,Marion Barber left end for -6 yards (tackle by Nick Greisen),3.900,2.410
OT,11:24,3,13,NYG 26,13,13,Drew Bledsoe pass incomplete intended for Keyshawn Johnson,2.410,1.740
OT,11:19,3,13,NYG 26,13,13,Timeout #1 by New York Giants,2.410,1.740
OT,11:19,4,13,NYG 26,13,16,Jose Cortez 45 yard field goal good,1.740,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
