Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
1,2:19,2,9,CLE 23,0,0,Jeff Garcia pass complete to Dennis Northcutt for 27 yards,0.000,2.260
1,1:57,1,10,CLE 50,0,0,Lee Suggs right tackle for 4 yards (tackle by Bryan Thomas),2.260,2.250
1,1:23,2,6,NYJ 46,0,0,Lee Suggs right tackle for 4 yards (tackle by Jason Ferguson and Jonathan Vilma),2.250,2.080
1,0:46,3,2,NYJ 42,0,0,Lee Suggs left end for no gain (tackle by Eric Barton and James Reed),2.080,0.460
1,0:11,4,2,NYJ 42,0,0,"Derrick Frost punts 42 yards, touchback",0.460,-0.280
1,0:03,1,10,NYJ 20,0,0,Curtis Martin left tackle for 19 yards (tackle by Robert Griffith),0.280,1.530
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,NYJ 39,0,0,Quincy Carter sacked by Gerard Warren for -5 yards,1.530,0.310
2,14:26,2,15,NYJ 34,0,0,Curtis Martin left guard for 6 yards (tackle by Alvin McKinley),0.310,0.430
2,13:43,3,9,NYJ 40,0,0,Quincy Carter sacked by Chris Crocker for -6 yards,0.430,-1.110
2,13:31,4,15,NYJ 34,0,0,"Toby Gowin punts 36 yards, returned by Dennis Northcutt for 13 yards (tackle by James Dearth)",-1.110,-1.800
2,13:20,1,10,CLE 43,0,0,"Jeff Garcia pass incomplete intended for Dennis Northcutt. Penalty on Shaun Ellis: Roughing the Passer, 15 yards (no play)",1.800,2.790
2,13:15,1,10,NYJ 42,0,0,William Green for 21 yards,2.790,4.170
2,12:46,1,10,NYJ 21,0,0,Jeff Garcia pass complete to Steve Heiden for 9 yards (tackle by Erik Coleman),4.170,5.160
2,12:22,2,1,NYJ 12,0,0,William Green left tackle for 2 yards (tackle by Eric Barton),5.160,4.910
2,11:46,1,10,NYJ 10,0,0,William Green left guard for 7 yards (tackle by Shaun Ellis and Erik Coleman),4.910,5.530
2,11:09,2,3,NYJ 3,0,6,"Jeff Garcia pass complete to Aaron Shea for 3 yards, touchdown",5.530,7.000
2,,,,NYJ 2,0,7,Phil Dawson kicks extra point good,0.000,0.000
2,,,,CLE 30,0,7,Phil Dawson kicks off 30 yards,0.000,1.600
2,11:04,1,10,NYJ 40,0,7,Curtis Martin left tackle for 2 yards,1.600,1.320
2,10:30,2,8,NYJ 42,0,7,Curtis Martin right tackle for 1 yard (tackle by Orpheus Roye),1.320,0.760
2,9:50,3,7,NYJ 43,0,7,"Penalty on Pete Kendall: False Start, 5 yards (no play)",0.760,0.100
2,9:32,3,12,NYJ 38,0,7,Quincy Carter pass incomplete intended for Justin McCareins,0.100,-0.850
2,9:25,4,12,NYJ 38,0,7,"Toby Gowin punts 51 yards, returned by Dennis Northcutt for 25 yards (tackle by Toby Gowin)",-0.850,-1.330
2,9:12,1,10,CLE 36,0,7,Dennis Northcutt right end for 1 yard (tackle by Reggie Tongue),1.330,0.930
2,8:48,2,9,CLE 37,0,7,William Green left guard for -3 yards (tackle by John Abraham and Eric Barton),0.930,-0.160
2,8:08,3,12,CLE 34,0,7,Jeff Garcia pass complete to Lee Suggs for 10 yards (tackle by Jonathan Vilma),-0.160,-0.460
2,7:34,4,2,CLE 44,0,7,Derrick Frost punts 41 yards,-0.460,0.220
2,7:24,1,10,NYJ 15,0,7,Curtis Martin left tackle for 3 yards (tackle by Warrick Holdman),-0.220,-0.280
2,6:44,2,7,NYJ 18,0,7,LaMont Jordan right guard for 6 yards (tackle by Alvin McKinley),-0.280,-0.270
2,6:04,3,1,NYJ 24,0,7,LaMont Jordan right guard for -3 yards (tackle by Ebenezer Ekuban and Warrick Holdman),-0.270,-1.960
2,5:31,4,4,NYJ 21,0,7,"Toby Gowin punts 34 yards, fair catch by Dennis Northcutt",-1.960,-1.930
2,5:22,1,10,CLE 45,0,7,Jeff Garcia pass complete to Dennis Northcutt for 13 yards (tackle by Reggie Tongue),1.930,2.790
2,4:46,1,10,NYJ 42,0,7,Lee Suggs left guard for 3 yards (tackle by Eric Barton),2.790,2.650
2,4:11,2,7,NYJ 39,0,7,Jeff Garcia pass complete to Steve Heiden for 10 yards (tackle by Oliver Celestin),2.650,3.640
2,3:29,,,,0,7,Timeout #1 by Cleveland Browns,0.000,3.640
2,3:29,1,10,NYJ 29,0,7,Jeff Garcia pass complete to Steve Heiden for no gain,3.640,3.100
2,2:51,2,10,NYJ 29,0,7,Jeff Garcia pass complete to Antonio Bryant for 5 yards (tackle by David Barrett),3.100,3.070
2,2:12,3,5,NYJ 24,0,7,Jeff Garcia pass incomplete intended for Steve Heiden,3.070,1.920
2,2:08,4,5,NYJ 24,0,7,Phil Dawson 42 yard field goal no good,1.920,-1.140
2,2:03,1,10,NYJ 33,0,7,LaMont Jordan right guard for no gain (tackle by Robert Griffith),1.140,0.590
2,1:59,2,10,NYJ 33,0,7,Quincy Carter pass complete to LaMont Jordan for 11 yards (tackle by Kevin Bentley),0.590,1.860
2,1:38,1,10,NYJ 44,0,7,"Quincy Carter pass complete to Santana Moss for 23 yards (tackle by Earl Little). Penalty on Kareem McKenzie: Offensive Holding, 10 yards (no play)",1.860,1.200
2,1:31,1,20,NYJ 34,0,7,LaMont Jordan left tackle for 5 yards,1.200,0.640
2,1:24,,,,0,7,Timeout #1 by New York Jets,0.000,0.640
2,1:24,2,15,NYJ 39,0,7,Quincy Carter pass incomplete intended for Wayne Chrebet (defended by Chris Crocker),0.640,-0.030
2,1:18,3,15,NYJ 39,0,7,Quincy Carter pass incomplete intended for Wayne Chrebet,-0.030,-0.780
2,1:10,4,15,NYJ 39,0,7,"Toby Gowin punts 51 yards, returned by Dennis Northcutt for 18 yards (tackle by Anthony Becht)",-0.780,-0.810
2,0:59,1,10,CLE 28,0,7,Lee Suggs left guard for 4 yards (tackle by Dewayne Robertson),0.810,0.800
2,0:53,,,,0,7,Timeout #2 by New York Jets,0.000,0.800
2,0:53,2,6,CLE 32,0,7,Lee Suggs right guard for 5 yards (tackle by Eric Barton),0.800,0.760
2,0:47,,,,0,7,Timeout #3 by New York Jets,0.000,0.760
2,0:47,3,1,CLE 37,0,7,Lee Suggs right guard for no gain (tackle by Dewayne Robertson),0.760,-0.910
2,0:12,,,,0,7,Timeout #2 by Cleveland Browns,0.000,-0.910
2,0:12,4,1,CLE 37,0,7,"Derrick Frost punts 50 yards, returned by Santana Moss for 16 yards (tackle by Chris Crocker)",-0.910,-0.870
2,0:01,1,10,NYJ 29,0,7,Quincy Carter kneels for -1 yards,0.870,0.190
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,NYJ 30,0,7,"Doug Brien kicks off 60 yards, returned by Richard Alston for 17 yards (tackle by B.J. Askew)",0.000,0.740
3,14:54,1,10,CLE 27,0,7,Kelly Holcomb pass incomplete intended for William Green,0.740,0.200
3,14:49,2,10,CLE 27,0,7,"Penalty on Ryan Tucker: False Start, 5 yards (no play)",0.200,-0.480
3,14:49,2,15,CLE 22,0,7,Kelly Holcomb pass incomplete intended for Aaron Shea,-0.480,-1.150
3,14:46,3,15,CLE 22,0,7,Kelly Holcomb pass incomplete (defended by Shaun Ellis),-1.150,-1.900
3,14:41,4,15,CLE 22,0,7,"Derrick Frost punts 50 yards, returned by Santana Moss for 1 yard (tackle by Mason Unck)",-1.900,-0.870
3,14:29,1,10,NYJ 29,0,7,Curtis Martin right guard for 3 yards (tackle by Warrick Holdman),0.870,0.730
3,13:54,2,7,NYJ 32,0,7,Quincy Carter pass complete to Santana Moss for 12 yards (tackle by Michael Lehan),0.730,1.860
3,13:20,1,10,NYJ 44,0,7,Curtis Martin for 8 yards (tackle by Chris Crocker),1.860,2.400
3,12:53,2,2,CLE 48,0,7,LaMont Jordan left guard for 4 yards (tackle by Kenard Lang),2.400,2.650
3,12:16,1,10,CLE 44,0,7,Quincy Carter pass complete to Justin McCareins for 14 yards (tackle by Anthony Henry),2.650,3.580
3,12:16,1,10,CLE 30,0,7,"Penalty on Orpheus Roye: Encroachment, 5 yards (no play)",3.580,4.310
3,11:15,1,5,CLE 25,0,7,Curtis Martin left guard for 3 yards (tackle by Orpheus Roye and Warrick Holdman),4.310,4.110
3,10:35,2,2,CLE 22,0,7,LaMont Jordan left tackle for -3 yards,4.110,3.010
3,9:50,3,5,CLE 25,0,7,Quincy Carter pass complete to Jerald Sowell for 2 yards (tackle by Michael Lehan),3.010,2.030
3,9:11,4,3,CLE 23,3,7,Doug Brien 41 yard field goal good,2.030,3.000
3,,,,NYJ 30,3,7,"Toby Gowin kicks off 65 yards, returned by Richard Alston for 52 yards (tackle by Roderick Bryant)",0.000,2.720
3,8:57,1,10,NYJ 43,3,7,Lee Suggs right guard for no gain (tackle by Jason Ferguson),2.720,2.180
3,8:22,2,10,NYJ 43,3,7,Lee Suggs left guard for 8 yards (tackle by Dewayne Robertson),2.180,2.540
3,7:26,3,2,NYJ 35,3,7,William Green right tackle for -2 yards (tackle by Reggie Tongue and John Abraham),2.540,0.790
3,6:51,4,4,NYJ 37,3,7,"Derrick Frost punts 37 yards, touchback",0.790,-0.280
3,6:43,1,10,NYJ 20,3,7,LaMont Jordan right tackle for 3 yards (tackle by Chris Crocker),0.280,0.140
3,6:09,2,7,NYJ 23,3,7,Quincy Carter pass incomplete intended for Anthony Becht (defended by Chaun Thompson),0.140,-0.560
3,6:02,3,7,NYJ 23,3,7,Quincy Carter pass incomplete intended for Santana Moss,-0.560,-1.830
3,5:56,4,7,NYJ 23,3,7,"Toby Gowin punts 30 yards, muffed catch by Dennis Northcutt, recovered by B.J. Askew and returned for no gain",-1.830,2.460
3,5:47,1,10,CLE 47,3,7,Quincy Carter sacked by Kenard Lang for -7 yards,2.460,0.970
3,5:14,2,17,NYJ 46,3,7,Quincy Carter pass complete to Justin McCareins for 11 yards (tackle by Anthony Henry),0.970,1.750
3,4:31,3,6,CLE 43,3,7,Quincy Carter pass incomplete intended for Santana Moss is intercepted by Earl Little at CLE-2 and returned for 28 yards (tackle by Brandon Moore),1.750,-0.940
3,4:14,1,10,CLE 30,3,7,"Kelly Holcomb pass incomplete intended for Antonio Bryant. Penalty on Steve Heiden: Illegal Shift (Offsetting), Penalty on Terrell Buckley: Defensive Holding (Offsetting) (no play)",0.940,0.940
3,4:03,1,10,CLE 30,3,7,Kelly Holcomb pass incomplete intended for Dennis Northcutt (defended by Erik Coleman),0.940,0.390
3,4:03,2,10,CLE 30,3,7,"Lee Suggs right tackle for no gain (tackle by Sam Cowart). Penalty on Antonio Bryant: Illegal Block Above the Waist, 10 yards, Penalty on Steve Heiden: Illegal Motion (Declined) (no play)",0.390,-0.960
3,3:39,2,20,CLE 20,3,7,Kelly Holcomb pass complete to Lee Suggs for 9 yards (tackle by Donnie Abraham),-0.960,-0.430
3,2:56,3,11,CLE 29,3,7,"Kelly Holcomb pass incomplete intended for Dennis Northcutt (defended by John Abraham). Penalty on John Abraham: Roughing the Passer, 15 yards (no play)",-0.430,1.860
3,2:51,1,10,CLE 44,3,7,Lee Suggs left guard for 5 yards (tackle by Jason Ferguson and Victor Hobson),1.860,1.990
3,2:20,2,5,CLE 49,3,7,Lee Suggs right guard for 5 yards (tackle by Jason Ferguson),1.990,2.520
3,1:44,1,10,NYJ 46,3,7,Lee Suggs left guard for 5 yards (tackle by Dewayne Robertson),2.520,2.650
3,1:21,2,5,NYJ 41,3,7,"Penalty on Paul Zukauskas: False Start, 5 yards (no play)",2.650,1.980
3,1:08,2,10,NYJ 46,3,7,Lee Suggs right tackle for 9 yards (tackle by Eric Barton),1.980,2.480
3,0:39,3,1,NYJ 37,3,7,Kelly Holcomb pass complete to Terrelle Smith for 3 yards (tackle by Jonathan Vilma),2.480,3.310
Quarter,Time,Down,ToGo,Location,NYJ,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,NYJ 34,3,7,Lee Suggs right guard for 2 yards (tackle by Erik Coleman),3.310,3.040
4,14:17,2,8,NYJ 32,3,7,Lee Suggs right guard for 6 yards (tackle by Jonathan Vilma and John Abraham),3.040,3.140
4,13:39,3,2,NYJ 26,3,7,Kelly Holcomb pass complete to Aaron Shea for 4 yards (tackle by John Abraham),3.140,4.110
4,13:02,1,10,NYJ 22,3,7,William Green right tackle for 4 yards (tackle by Jason Ferguson and Eric Barton),4.110,4.130
4,12:20,2,6,NYJ 18,3,7,Lee Suggs right tackle for 1 yard (tackle by Eric Barton),4.130,3.560
4,11:35,3,5,NYJ 17,3,7,Kelly Holcomb pass incomplete intended for Frisman Jackson,3.560,2.360
4,11:30,4,5,NYJ 17,3,7,Phil Dawson 34 yard field goal no good,2.360,-0.610
4,11:27,1,10,NYJ 25,3,7,Curtis Martin right tackle for 9 yards (tackle by Robert Griffith and Tyrone Rogers),0.610,1.280
4,10:52,2,1,NYJ 34,3,7,Curtis Martin left tackle for 4 yards (tackle by Robert Griffith and Michael Lehan),1.280,1.470
4,10:14,1,10,NYJ 38,3,7,LaMont Jordan left tackle for 6 yards (tackle by Warrick Holdman),1.470,1.730
4,9:33,2,4,NYJ 44,3,7,LaMont Jordan right guard for 9 yards (tackle by Chris Crocker and Chaun Thompson),1.730,2.460
4,8:59,1,10,CLE 47,3,7,LaMont Jordan left guard for 8 yards (tackle by Robert Griffith and Chaun Thompson),2.460,2.990
4,8:59,2,2,CLE 39,3,7,"Penalty on Kenard Lang: Defensive Offside, 5 yards (no play)",2.990,3.310
4,8:04,1,10,CLE 34,3,7,LaMont Jordan right guard for 6 yards (tackle by Alvin McKinley and Warrick Holdman),3.310,3.580
4,7:27,2,4,CLE 28,3,7,"Penalty on Justin McCareins: Illegal Formation, 5 yards (no play)",3.580,2.910
4,7:23,,,,3,7,Timeout #1 by New York Jets,0.000,2.910
4,7:23,2,9,CLE 33,3,7,LaMont Jordan left tackle for -2 yards (tackle by Robert Griffith and Alvin McKinley),2.910,1.950
4,6:39,3,11,CLE 35,3,7,Quincy Carter pass complete to Justin McCareins for 11 yards (tackle by Anthony Henry),1.950,3.970
4,6:04,1,10,CLE 24,3,7,Quincy Carter pass complete to Santana Moss for 13 yards,3.970,4.840
4,5:38,1,10,CLE 11,9,7,"Quincy Carter pass complete to Justin McCareins for 11 yards, touchdown",4.840,7.000
4,,,,CLE 2,10,7,Doug Brien kicks extra point good,0.000,0.000
4,,,,NYJ 30,10,7,"Toby Gowin kicks off 54 yards, returned by Richard Alston for 8 yards (tackle by Darrell McClover)",0.000,0.540
4,5:27,1,10,CLE 24,10,7,Kelly Holcomb pass complete to Antonio Bryant for 16 yards (tackle by Erik Coleman). Penalty on Erik Coleman: Illegal Use of Hands (Declined),0.540,1.600
4,5:09,1,10,CLE 40,10,7,Dennis Northcutt right tackle for 4 yards (tackle by John Abraham and Mark Brown),1.600,1.590
4,4:33,2,6,CLE 44,10,7,Kelly Holcomb pass incomplete intended for Terrelle Smith,1.590,0.890
4,4:29,3,6,CLE 44,10,7,Kelly Holcomb sacked by Erik Coleman for -3 yards,0.890,-0.650
4,4:05,4,9,CLE 41,10,7,Derrick Frost punts 44 yards,-0.650,-0.480
4,3:55,1,10,NYJ 23,10,7,LaMont Jordan left guard for 11 yards (tackle by Alvin McKinley),0.480,1.200
4,3:13,1,10,NYJ 34,10,7,LaMont Jordan left guard for -1 yards,1.200,0.520
4,3:08,,,,10,7,Timeout #1 by Cleveland Browns,0.000,0.520
4,3:08,2,11,NYJ 33,10,7,LaMont Jordan left tackle for 4 yards (tackle by Orpheus Roye),0.520,0.370
4,2:59,,,,10,7,Timeout #2 by Cleveland Browns,0.000,0.370
4,2:59,3,7,NYJ 37,10,7,LaMont Jordan left guard for 9 yards (tackle by Earl Little),0.370,1.990
4,2:22,1,10,NYJ 46,10,7,LaMont Jordan left guard for 9 yards (tackle by Chris Crocker),1.990,2.670
4,2:00,2,1,CLE 45,10,7,LaMont Jordan right guard for 2 yards,2.670,2.720
4,1:46,,,,10,7,Timeout #3 by Cleveland Browns,0.000,2.720
4,1:46,1,10,CLE 43,10,7,Quincy Carter kneels for no gain,2.720,2.180
4,1:07,2,10,CLE 43,10,7,Quincy Carter kneels for -2 yards,2.180,1.220
4,0:29,3,12,CLE 45,10,7,Quincy Carter kneels for -1 yards,1.220,0.200
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
