Quarter,Time,Tm,Detail,CAR,ATL
1.0,9:18,Panthers,Cam Newton 8 yard rush (Graham Gano kick),7,0
2.0,14:55,Falcons,Devonta Freeman 4 yard rush (Shayne Graham kick),7,7
3.0,5:26,Panthers,Graham Gano 33 yard field goal,10,7
,2:12,Falcons,Julio Jones 70 yard pass from Matt Ryan (Shayne Graham kick),10,14
4.0,7:59,Panthers,Graham Gano 47 yard field goal,13,14
,2:23,Falcons,Shayne Graham 37 yard field goal,13,17
,1:30,Falcons,Shayne Graham 54 yard field goal,13,20
