Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
2,10:45,1,10,ATL 32,7,7,"Penalty on Star Lotulelei: Encroachment, 5 yards (no play)",1.070,1.800
2,10:19,1,5,ATL 37,7,7,Matt Ryan pass incomplete,1.800,1.200
2,10:11,2,5,ATL 37,7,7,Matt Ryan sacked by Kawann Short for -7 yards,1.200,-0.430
2,9:36,3,12,ATL 30,7,7,"Matt Ryan pass complete short right to Julio Jones for 17 yards (tackle by Luke Kuechly). Penalty on Luke Kuechly: Horse Collar Tackle, 15 yards",-0.430,3.050
2,8:53,1,10,CAR 38,7,7,Devonta Freeman right end for -2 yards (tackle by Shaq Thompson),3.050,2.240
2,8:16,2,12,CAR 40,7,7,Matt Ryan pass incomplete short right intended for Justin Hardy,2.240,1.550
2,8:10,3,12,CAR 40,7,7,Matt Ryan pass incomplete short left intended for Julio Jones,1.550,0.590
2,8:05,4,12,CAR 40,7,7,"Matthew Bosher punts 25 yards, fair catch by Ted Ginn",0.590,0.220
2,7:57,1,10,CAR 15,7,7,Cameron Artis-Payne left guard for 3 yards (tackle by Tyson Jackson and Malliciah Goodman),-0.220,-0.280
2,7:23,2,7,CAR 18,7,7,Cameron Artis-Payne left end for 31 yards (tackle by Phillip Adams),-0.280,2.190
2,6:46,1,10,CAR 49,7,7,Cam Newton pass incomplete short middle intended for Devin Funchess (defended by Robert Alford),2.190,1.650
2,6:42,2,10,CAR 49,7,7,Cam Newton pass complete short left to Jerricho Cotchery for 11 yards (tackle by Robert Alford),1.650,2.920
2,5:57,1,10,ATL 40,7,7,"Penalty on Trai Turner: False Start, 5 yards (no play)",2.920,2.590
2,5:57,1,15,ATL 45,7,7,Cam Newton pass complete short right to Greg Olsen for 5 yards (tackle by Justin Durant),2.590,2.370
2,5:11,2,10,ATL 40,7,7,Cam Newton pass complete short left to Fozzy Whittaker for 2 yards (tackle by Nathan Stupar),2.370,1.950
2,4:24,3,8,ATL 38,7,7,Cam Newton middle for 8 yards (tackle by Justin Durant and Philip Wheeler),1.950,3.580
,,,,,,,"CAR challenged the first down ruling, and the original play was overturned.",,
2,3:24,1,10,ATL 30,7,7,Cameron Artis-Payne left tackle for 9 yards (tackle by Ricardo Allen),3.580,4.250
2,2:40,2,1,ATL 21,7,7,Cam Newton sacked by Jonathan Babineaux and Kroy Biermann for -16 yards,4.250,1.420
2,2:00,3,17,ATL 37,7,7,Cam Newton pass incomplete deep right intended for Corey Brown (defended by Phillip Adams),1.420,0.790
2,1:52,4,17,ATL 37,7,7,Penalty on Brad Nortman: Delay of Game (Declined),0.790,0.790
2,1:52,4,17,ATL 37,7,7,Brad Nortman punts 36 yards,0.790,0.380
2,1:42,1,10,ATL 1,7,7,Matt Ryan pass complete short right to Julio Jones for 10 yards (tackle by Josh Norman),-0.380,-0.370
2,1:03,1,10,ATL 11,7,7,Matt Ryan pass complete short middle to Jacob Tamme for 6 yards (tackle by Luke Kuechly),-0.370,-0.160
2,0:33,2,4,ATL 17,7,7,Devonta Freeman left tackle for 3 yards (tackle by Kawann Short),-0.160,-0.370
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CAR 35,7,7,"Graham Gano kicks off 65 yards, touchback",0.000,0.280
3,15:00,1,10,ATL 20,7,7,Devonta Freeman right guard for 2 yards (tackle by Kawann Short),0.280,0.000
3,14:22,2,8,ATL 22,7,7,Devonta Freeman right end for no gain (tackle by Thomas Davis),0.000,-0.690
3,13:40,3,8,ATL 22,7,7,Matt Ryan pass complete short left to Julio Jones for 25 yards (tackle by Charles Tillman),-0.690,2.060
3,12:48,1,10,ATL 47,7,7,Matt Ryan pass incomplete short middle intended for Julio Jones (defended by Josh Norman),2.060,1.520
3,12:42,2,10,ATL 47,7,7,Matt Ryan pass complete short middle to Roddy White for 16 yards (tackle by Charles Tillman),1.520,3.120
3,12:08,1,10,CAR 37,7,7,Devonta Freeman right guard for 2 yards (tackle by Kawann Short),3.120,2.840
3,11:27,2,8,CAR 35,7,7,Devonta Freeman right tackle for 11 yards (tackle by Kurt Coleman),2.840,3.970
3,10:43,1,10,CAR 24,7,7,Matt Ryan pass complete short right to Julio Jones for -4 yards (tackle by Josh Norman),3.970,2.890
3,10:01,2,14,CAR 28,7,7,Matt Ryan pass complete short left to Julio Jones for 6 yards (tackle by Luke Kuechly and Cortland Finnegan),2.890,3.010
3,9:14,3,8,CAR 22,7,7,Matt Ryan sacked by Kawann Short for -3 yards,3.010,1.800
3,8:27,4,11,CAR 25,7,7,Shayne Graham 43 yard field goal no good,1.800,-1.140
3,8:22,1,10,CAR 33,7,7,Jerricho Cotchery for 16 yards (tackle by Desmond Trufant),1.140,2.190
3,8:04,1,10,CAR 49,7,7,Cam Newton pass complete short left to Greg Olsen for 11 yards (tackle by Robert Alford),2.190,2.920
3,7:33,1,10,ATL 40,7,7,Mike Tolbert right tackle for 6 yards (tackle by Nathan Stupar),2.920,3.180
3,7:15,2,4,ATL 34,7,7,"Cam Newton for 18 yards (tackle by Robert Alford). Penalty on ATL: Defensive 12 On-field (Declined), Penalty on ATL: Defensive Offside (Declined)",3.180,4.510
3,7:01,1,10,ATL 16,7,7,Cam Newton middle for no gain (tackle by Vic Beasley),4.510,3.900
3,6:25,2,10,ATL 16,7,7,Cam Newton right end for 1 yard (tackle by Vic Beasley),3.900,3.900
3,5:38,2,10,ATL 16,7,7,Timeout #1 by Carolina Panthers,3.900,3.220
3,5:38,3,9,ATL 15,7,7,Cam Newton pass incomplete. Penalty on Mike Remmers: Offensive Holding (Declined),3.220,2.440
3,5:29,4,9,ATL 15,10,7,Graham Gano 33 yard field goal good,2.440,3.000
3,5:29,,,CAR 35,10,7,"Graham Gano kicks off 65 yards, touchback",0.000,-0.280
3,5:26,1,10,ATL 20,10,7,Devonta Freeman right guard for 1 yard (tackle by Dwan Edwards and Charles Johnson),0.280,-0.130
3,4:43,2,9,ATL 21,10,7,Matt Ryan pass complete short middle to Jacob Tamme for 12 yards (tackle by Cortland Finnegan and Kurt Coleman),-0.130,1.140
3,3:55,1,10,ATL 33,10,7,Matt Ryan left end for -4 yards (tackle by Charles Johnson),1.140,0.050
3,3:12,2,14,ATL 29,10,7,Matt Ryan pass complete short left to Devonta Freeman for 1 yard (tackle by Shaq Thompson),0.050,-0.490
3,2:25,3,13,ATL 30,10,13,"Matt Ryan pass complete deep left to Julio Jones for 70 yards, touchdown",-0.490,7.000
3,2:25,,,CAR 30,10,14,Shayne Graham kicks extra point good,0.000,0.000
3,2:25,,,ATL 35,10,14,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
3,2:12,1,10,CAR 20,10,14,Cam Newton pass complete short left to Fozzy Whittaker for 4 yards (tackle by Vic Beasley),0.280,0.270
3,1:35,2,6,CAR 24,10,14,Cam Newton pass complete short right to Jerricho Cotchery for 1 yard (tackle by Robert Alford),0.270,-0.300
3,0:50,3,5,CAR 25,10,14,Cam Newton left end for 6 yards (tackle by Philip Wheeler),-0.300,1.000
3,0:03,1,10,CAR 31,10,14,Cam Newton pass complete short middle to Jerricho Cotchery for 5 yards (tackle by Charles Godfrey),1.000,1.140
Quarter,Time,Down,ToGo,Location,CAR,ATL,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,5,CAR 36,10,14,Cameron Artis-Payne right end for 1 yard (tackle by Kroy Biermann and Justin Durant),1.140,0.560
4,14:18,3,4,CAR 37,10,14,Cam Newton pass incomplete short right intended for Corey Brown (defended by Robert Alford),0.560,-0.910
4,14:12,4,4,CAR 37,10,14,"Brad Nortman punts 63 yards, touchback. Penalty on Tony Moeaki: Offensive Holding, 10 yards",-0.910,0.380
4,14:01,1,10,ATL 10,10,14,Matt Ryan pass complete deep middle to Julio Jones for 30 yards (tackle by Roman Harper),-0.380,1.600
4,13:13,1,10,ATL 40,10,14,Devonta Freeman right end for 9 yards (tackle by Luke Kuechly and Shaq Thompson),1.600,2.270
4,12:35,2,1,ATL 49,10,14,Devonta Freeman right end for no gain (tackle by Thomas Davis),2.270,1.550
4,11:52,3,1,ATL 49,10,14,Devonta Freeman right guard for 14 yards (tackle by Roman Harper),1.550,3.120
4,11:10,1,10,CAR 37,10,14,Devonta Freeman left end for no gain (tackle by Shaq Thompson),3.120,2.570
4,10:31,2,10,CAR 37,10,14,Matt Ryan pass complete short left to Jacob Tamme for 5 yards (tackle by Shaq Thompson),2.570,2.540
4,9:48,3,5,CAR 32,10,14,"Penalty on Andy Levitre: False Start, 5 yards (no play)",2.540,1.880
4,9:36,3,10,CAR 37,10,14,"Matt Ryan for no gain. Matt Ryan fumbles, recovered by Josh Norman at ATL-48 and returned for 12 yards (tackle by Andy Levitre)",1.880,-3.180
4,9:27,1,10,ATL 36,10,14,Cam Newton pass complete short middle to Greg Olsen for 9 yards (tackle by Justin Durant and Nathan Stupar),3.180,3.850
4,8:46,2,1,ATL 27,10,14,Fozzy Whittaker left tackle for -2 yards (tackle by Ra'Shede Hageman),3.850,2.870
4,8:09,3,3,ATL 29,10,14,Cam Newton pass incomplete short right intended for Greg Olsen,2.870,1.580
4,8:04,4,3,ATL 29,13,14,Graham Gano 47 yard field goal good,1.580,3.000
4,8:04,,,CAR 35,13,14,"Graham Gano kicks off 73 yards, returned by Devin Hester for 29 yards (tackle by Tre Boston)",0.000,-0.340
4,7:54,1,10,ATL 21,13,14,Matt Ryan pass complete short middle to Roddy White for 15 yards (tackle by Charles Tillman),0.340,1.330
4,7:13,1,10,ATL 36,13,14,Matt Ryan pass complete short left to Devonta Freeman for 12 yards (tackle by Kurt Coleman),1.330,2.130
4,6:18,1,10,ATL 48,13,14,Devonta Freeman right end for 12 yards (tackle by Kurt Coleman),2.130,2.920
4,5:40,1,10,CAR 40,13,14,Terron Ward right tackle for -3 yards (tackle by Kawann Short),2.920,2.920
4,4:57,1,10,CAR 40,13,14,Timeout #1 by Atlanta Falcons,2.920,1.970
4,4:57,2,13,CAR 43,13,14,Matt Ryan pass complete short right to Devonta Freeman for 4 yards (tackle by Luke Kuechly),1.970,1.820
4,4:16,3,9,CAR 39,13,14,Matt Ryan pass complete short right to Roddy White for 17 yards (tackle by Kurt Coleman),1.820,4.110
4,3:27,1,10,CAR 22,13,14,Devonta Freeman left tackle for -4 yards (tackle by Luke Kuechly),4.110,3.020
4,2:41,2,14,CAR 26,13,14,Matt Ryan pass incomplete short left intended for Devonta Freeman,3.020,2.350
4,2:37,3,14,CAR 26,13,14,Matt Ryan pass complete short middle to Justin Hardy for 7 yards (tackle by Kurt Coleman),2.350,2.350
4,2:28,3,14,CAR 26,13,14,Timeout #2 by Carolina Panthers,2.350,2.180
4,2:28,4,7,CAR 19,13,17,Shayne Graham 37 yard field goal good,2.180,3.000
4,2:28,,,ATL 35,13,17,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,2:23,1,10,CAR 20,13,17,Cam Newton pass complete short left to Mike Tolbert for 12 yards (tackle by Justin Durant),0.280,1.070
4,2:16,1,10,CAR 32,13,17,Cam Newton pass complete short middle to Mike Tolbert for 5 yards (tackle by Philip Wheeler),1.070,1.200
4,2:00,2,5,CAR 37,13,17,Cam Newton pass incomplete short left intended for Jerricho Cotchery (defended by Phillip Adams),1.200,0.500
4,1:56,3,5,CAR 37,13,17,Cam Newton pass incomplete short middle intended for Ted Ginn (defended by Justin Durant),0.500,-0.910
4,1:53,4,5,CAR 37,13,17,Cam Newton pass incomplete short left intended for Greg Olsen,-0.910,-3.120
4,1:48,1,10,CAR 37,13,17,"Penalty on Michael Person: False Start, 5 yards (no play)",3.120,2.790
4,1:48,1,15,CAR 42,13,17,Devonta Freeman left tackle for 2 yards (tackle by Roman Harper),2.790,2.790
4,1:44,1,15,CAR 42,13,17,Timeout #3 by Carolina Panthers,2.790,2.170
4,1:44,2,13,CAR 40,13,17,Devonta Freeman left tackle for 3 yards (tackle by Thomas Davis and Roman Harper). Penalty on Levine Toilolo: Illegal Formation (Declined),2.170,1.880
4,1:40,3,10,CAR 37,13,17,Devonta Freeman right end for 1 yard (tackle by Kawann Short). Penalty on Michael Person: Offensive Holding (Declined),1.880,0.880
4,1:35,4,9,CAR 36,13,20,Shayne Graham 54 yard field goal good,0.880,3.000
4,1:35,,,ATL 35,13,20,"Matthew Bosher kicks off 65 yards, touchback",0.000,-0.280
4,1:30,1,10,CAR 20,13,20,Cam Newton pass complete deep right to Corey Brown for 19 yards (tackle by Nathan Stupar),0.280,1.530
4,1:08,1,10,CAR 39,13,20,"Cam Newton sacked by Vic Beasley for -10 yards. Cam Newton fumbles (forced by Vic Beasley), recovered by Adrian Clayborn at CAR-26 (tackle by Cam Newton)",1.530,-3.840
4,1:02,1,10,CAR 26,13,20,Matt Ryan kneels for -1 yards,3.840,3.160
4,0:33,2,11,CAR 27,13,20,Matt Ryan kneels for -1 yards,3.160,2.350
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
