Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Austin Ekeler,LAC,15,57,1,3,26,1.7,31,2.1,0,
Larry Rountree,LAC,8,27,0,1,17,2.1,10,1.3,0,
Justin Herbert,LAC,4,-1,0,1,-1,-0.3,0,0.0,0,
Justin Jackson,LAC,1,5,0,,3,3.0,2,2.0,0,
Gabe Nabers,LAC,1,2,0,1,1,1.0,1,1.0,0,
Player,Tm,Att,Yds,TD,1D,YBC,YBC/Att,YAC,YAC/Att,BrkTkl,Att/Br
Antonio Gibson,WAS,20,90,0,5,41,2.1,49,2.5,0,
Taylor Heinicke,WAS,3,17,0,1,14,4.7,3,1.0,0,
Jaret Patterson,WAS,2,9,0,,7,3.5,2,1.0,0,
Ryan Fitzpatrick,WAS,1,2,0,,2,2.0,0,0.0,0,
J.D. McKissic,WAS,1,8,0,,5,5.0,3,3.0,0,
