Quarter,Time,Down,ToGo,Location,MIA,CLE,Detail,EPB,EPA
2,4:13,1,10,CLE 44,6,0,Trent Richardson left guard for 5 yards (tackle by Cameron Wake and Dannell Ellerbe),1.860,1.990
2,3:50,2,5,CLE 49,6,0,Brandon Weeden pass complete short middle to Davone Bess for 10 yards (tackle by Philip Wheeler),1.990,2.850
2,3:15,1,10,MIA 41,6,0,Brandon Weeden pass incomplete short middle intended for Greg Little,2.850,2.310
2,3:10,2,10,MIA 41,6,0,"Trent Richardson right guard for -1 yards (tackle by Koa Misi). Penalty on Oniel Cousins: Offensive Holding, 10 yards (no play)",2.310,0.960
2,2:45,2,20,CLE 49,6,0,Brandon Weeden pass complete short left to Jordan Cameron for 16 yards (tackle by Reshad Jones),0.960,2.410
2,2:00,3,4,MIA 35,6,0,Brandon Weeden pass complete short left to Davone Bess for 8 yards (tackle by Philip Wheeler),2.410,3.780
2,1:18,1,10,MIA 27,6,0,"Penalty on Jordan Cameron: False Start, 5 yards (no play)",3.780,3.450
2,1:17,1,15,MIA 32,6,0,Brandon Weeden sacked by Cameron Wake and Randy Starks for -6 yards,3.450,3.450
2,1:11,1,15,MIA 32,6,0,Timeout #1 by Cleveland Browns,3.450,1.750
2,1:10,2,21,MIA 38,6,0,"Brandon Weeden pass complete short right to Davone Bess for 8 yards (tackle by Dimitri Patterson). Penalty on Dimitri Patterson: Face Mask (15 Yards), 15 yards",1.750,4.580
2,1:05,1,10,MIA 15,6,0,Brandon Weeden pass incomplete short middle intended for Jordan Cameron (defended by Paul Soliai),4.580,3.950
2,1:01,2,10,MIA 15,6,0,Brandon Weeden pass complete short left to Jordan Cameron for 11 yards (tackle by Koa Misi),3.950,3.950
2,0:50,2,10,MIA 15,6,0,Timeout #2 by Cleveland Browns,3.950,6.280
2,0:50,1,4,MIA 4,6,0,"Brandon Weeden pass incomplete short left intended for Jordan Cameron. Penalty on Dannell Ellerbe: Defensive Holding, 2 yards (no play)",6.280,6.280
2,0:44,1,4,MIA 4,6,0,Timeout #2 by Miami Dolphins,6.280,6.740
2,0:43,1,2,MIA 2,6,0,"Brandon Weeden pass complete short right to Davone Bess for 1 yard (tackle by Brent Grimes). Penalty on CLE: Illegal Formation, 5 yards (no play)",6.740,5.600
2,0:37,1,7,MIA 7,6,0,Brandon Weeden pass incomplete short right intended for Greg Little (defended by Paul Soliai),5.600,4.760
2,0:33,2,7,MIA 7,6,6,"Brandon Weeden pass complete short right to Jordan Cameron for 7 yards, touchdown",4.760,7.000
2,0:33,,,MIA 2,6,7,Billy Cundiff kicks extra point good,0.000,0.000
2,0:33,,,CLE 35,6,7,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
2,0:28,1,10,MIA 20,6,7,Ryan Tannehill kneels for -1 yards,0.280,-0.460
Quarter,Time,Down,ToGo,Location,MIA,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,CLE 35,6,7,"Billy Cundiff kicks off no gain, returned by Marcus Thigpen for 24 yards (tackle by Leon McFadden)",0.000,-0.060
3,14:56,1,10,MIA 17,6,7,Ryan Tannehill pass incomplete deep right intended for Mike Wallace (defended by Joe Haden),-0.060,-0.580
3,14:50,2,10,MIA 17,6,7,Ryan Tannehill sacked by Paul Kruger for -1 yards,-0.580,-1.410
3,14:11,3,11,MIA 16,6,7,Ryan Tannehill pass incomplete short left intended for Brian Hartline (defended by Desmond Bryant),-1.410,-2.390
3,14:04,4,11,MIA 16,6,7,"Brandon Fields punts 62 yards, out of bounds",-2.390,-0.410
3,13:54,1,10,CLE 22,6,7,Trent Richardson left tackle for 8 yards (tackle by Reshad Jones),0.410,0.950
3,13:16,2,2,CLE 30,6,7,Trent Richardson left tackle for -3 yards (tackle by Chris Clemons and Paul Soliai),0.950,-0.160
3,12:38,3,5,CLE 27,6,7,Brandon Weeden pass incomplete short right intended for Davone Bess,-0.160,-1.570
3,12:33,4,5,CLE 27,6,7,"Spencer Lanning punts 57 yards, muffed catch by Marcus Thigpen, recovered by Marcus Thigpen and returned for no gain. Penalty on Johnson Bademosi: Player Out of Bounds on Punt, 5 yards (no play)",-1.570,-1.900
3,12:23,4,10,CLE 22,6,7,"Spencer Lanning punts 52 yards, returned by Marcus Thigpen for 74 yards. Penalty on Nolan Carroll: Offensive Holding, 10 yards",-1.900,-0.340
3,12:05,1,10,MIA 21,6,7,"Lamar Miller right tackle for 6 yards (tackle by T.J. Ward). Penalty on Charles Clay: Offensive Holding, 10 yards, Penalty on Richie Incognito: Offensive Holding (Declined) (no play)",0.340,-0.720
3,11:50,1,20,MIA 11,6,7,Ryan Tannehill pass complete short left to Brian Hartline for 13 yards (tackle by Buster Skrine),-0.720,0.210
3,11:30,2,7,MIA 24,6,7,Ryan Tannehill pass complete short right to Mike Wallace for 15 yards (tackle by D'Qwell Jackson),0.210,1.530
3,10:46,1,10,MIA 39,6,7,Lamar Miller left tackle for -1 yards (tackle by Jabaal Sheard and D'Qwell Jackson),1.530,0.850
3,10:32,2,11,MIA 38,6,7,Ryan Tannehill pass incomplete deep right intended for Mike Wallace,0.850,0.170
3,10:26,3,11,MIA 38,6,7,Ryan Tannehill pass incomplete short left intended for Brian Hartline,0.170,-0.850
3,10:19,4,11,MIA 38,6,7,"Brandon Fields punts 43 yards, fair catch by Travis Benjamin",-0.850,-0.150
3,10:13,1,10,CLE 19,6,7,Trent Richardson right guard for no gain (tackle by Philip Wheeler),0.150,-0.390
3,9:33,2,10,CLE 19,6,7,Brandon Weeden sacked by Cameron Wake for -8 yards,-0.390,-2.360
3,9:08,3,18,CLE 11,6,7,Brandon Weeden pass incomplete short right intended for Chris Ogbonnaya,-2.360,-2.490
3,9:04,4,18,CLE 11,6,7,"Spencer Lanning punts 40 yards, fair catch by Marcus Thigpen",-2.490,-2.190
3,8:56,1,10,MIA 49,6,7,Daniel Thomas right guard for 1 yard (tackle by Ishmaa'ily Kitchen and John Hughes),2.190,1.780
3,8:19,2,9,,6,7,Ryan Tannehill pass incomplete deep left intended for Mike Wallace (defended by T.J. Ward),1.780,1.090
3,8:11,3,9,,6,7,Ryan Tannehill pass complete short middle to Brandon Gibson for 12 yards (tackle by Tashaun Gipson),1.090,3.050
3,7:32,1,10,CLE 38,6,7,Daniel Thomas left guard for 4 yards (tackle by Desmond Bryant and Paul Kruger),3.050,3.050
3,6:52,2,6,CLE 34,12,7,"Ryan Tannehill pass complete deep left to Brian Hartline for 34 yards, touchdown",3.050,7.000
3,6:52,,,CLE 2,13,7,Caleb Sturgis kicks extra point good,0.000,0.000
3,6:52,,,MIA 35,13,7,"Caleb Sturgis kicks off 65 yards, touchback",0.000,-0.280
3,6:46,1,10,CLE 20,13,7,Brandon Weeden pass complete deep left to Jordan Cameron for 21 yards (tackle by Reshad Jones),0.280,1.660
3,6:05,1,10,CLE 41,13,7,Brandon Weeden pass complete short left to Greg Little for -2 yards (tackle by Koa Misi and Dannell Ellerbe),1.660,0.850
3,5:28,2,12,CLE 39,13,7,Brandon Weeden pass complete short middle to Trent Richardson for 18 yards (tackle by Koa Misi),0.850,2.720
3,4:50,1,10,MIA 43,13,7,Trent Richardson right tackle for 2 yards (tackle by Chris Clemons),2.720,2.450
3,4:06,2,8,MIA 41,13,7,Brandon Weeden pass complete short left to Travis Benjamin for 20 yards (tackle by Nolan Carroll),2.450,4.170
3,3:25,1,10,MIA 21,13,7,Brandon Weeden pass incomplete short middle intended for Trent Richardson (defended by Philip Wheeler),4.170,3.630
3,3:18,2,10,MIA 21,13,7,Brandon Weeden pass incomplete short left intended for Chris Ogbonnaya,3.630,2.940
3,3:14,3,10,MIA 21,13,7,Brandon Weeden pass incomplete deep left intended for Jordan Cameron,2.940,2.060
3,3:05,4,10,MIA 21,13,10,Billy Cundiff 39 yard field goal good,2.060,3.000
3,3:05,,,CLE 35,13,10,"Billy Cundiff kicks off 65 yards, touchback",0.000,-0.280
3,3:02,1,10,MIA 20,13,10,Lamar Miller left tackle for -1 yards (tackle by Buster Skrine),0.280,-0.460
3,2:24,2,11,MIA 19,13,10,Ryan Tannehill pass complete short right to Charles Clay for 18 yards (tackle by T.J. Ward),-0.460,1.400
3,2:00,1,10,MIA 37,13,10,Ryan Tannehill pass incomplete short left intended for Brandon Gibson,1.400,0.860
3,1:57,2,10,MIA 37,13,10,"Ryan Tannehill pass complete short left to Brian Hartline for 12 yards (tackle by Buster Skrine). Penalty on Charles Clay: Illegal Motion, 5 yards (no play)",0.860,0.180
3,1:37,2,15,MIA 32,13,10,Ryan Tannehill pass incomplete,0.180,-0.490
3,1:30,3,15,MIA 32,13,10,Ryan Tannehill pass complete short left to Charles Clay for 4 yards (tackle by Craig Robertson),-0.490,-0.980
3,0:44,4,11,MIA 36,13,10,"Brandon Fields punts 47 yards, fair catch by Travis Benjamin",-0.980,0.060
3,0:37,1,10,CLE 17,13,10,Trent Richardson left guard for 7 yards (tackle by Reshad Jones),-0.060,0.480
Quarter,Time,Down,ToGo,Location,MIA,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,2,3,CLE 24,13,10,Brandon Weeden pass complete short left to Greg Little for 10 yards (tackle by Dannell Ellerbe),0.480,1.200
4,14:19,1,10,CLE 34,13,10,Brandon Weeden pass incomplete deep right intended for Travis Benjamin,1.200,0.660
4,14:13,2,10,CLE 34,13,10,"Penalty on Jared Odrick: Neutral Zone Infraction, 5 yards (no play)",0.660,1.330
4,14:13,2,5,CLE 39,13,10,Brandon Weeden pass complete short right to Gary Barnidge for 9 yards (tackle by Philip Wheeler),1.330,2.130
4,13:34,1,10,CLE 48,13,10,"Brandon Weeden sacked by Derrick Shelby for -9 yards. Brandon Weeden fumbles (forced by Derrick Shelby), recovered by Joe Thomas at CLE-39",2.130,2.130
4,12:46,1,10,CLE 48,13,10,Timeout #1 by Cleveland Browns,2.130,0.370
4,12:46,2,19,CLE 39,13,10,Brandon Weeden pass incomplete short left intended for Trent Richardson,0.370,-0.290
4,12:43,3,19,CLE 39,13,10,Brandon Weeden pass complete short right to Jordan Cameron for 10 yards (tackle by Dannell Ellerbe),-0.290,-0.130
4,12:02,4,9,CLE 49,13,10,"Spencer Lanning punts 36 yards, fair catch by Marcus Thigpen",-0.130,0.220
4,11:54,1,10,MIA 15,13,10,Ryan Tannehill pass complete short left to Brandon Gibson for 24 yards (tackle by Chris Owens),-0.220,1.530
4,11:36,1,10,MIA 39,13,10,Ryan Tannehill pass complete short left to Brian Hartline for 16 yards (tackle by Chris Owens),1.530,2.590
4,11:01,1,10,CLE 45,13,10,Daniel Thomas right guard for 1 yard (tackle by John Hughes),2.590,2.180
4,10:22,2,9,CLE 44,13,10,Ryan Tannehill pass incomplete short right intended for Mike Wallace,2.180,1.490
4,10:18,3,9,CLE 44,13,10,Ryan Tannehill pass complete short right to Brandon Gibson for 14 yards (tackle by Chris Owens),1.490,3.580
4,9:40,1,10,CLE 30,13,10,Ryan Tannehill pass complete short left to Brian Hartline for 7 yards (tackle by Tashaun Gipson),3.580,3.980
4,9:01,2,3,CLE 23,13,10,Daniel Thomas left guard for 1 yard (tackle by D'Qwell Jackson and Phil Taylor),3.980,3.400
4,8:22,3,2,CLE 22,13,10,Ryan Tannehill pass complete short right to Brandon Gibson for 6 yards (tackle by Buster Skrine),3.400,4.510
4,7:39,1,10,CLE 16,13,10,Ryan Tannehill pass complete short right to Brian Hartline for 11 yards (tackle by D'Qwell Jackson),4.510,6.060
4,6:55,1,5,CLE 5,13,10,"Ryan Tannehill pass incomplete short left intended for Brandon Gibson. Penalty on Buster Skrine: Defensive Pass Interference, 4 yards (no play)",6.060,6.970
4,6:51,1,1,CLE 1,19,10,"Daniel Thomas right guard for 1 yard, touchdown",6.970,7.000
4,6:51,,,CLE 2,20,10,Caleb Sturgis kicks extra point good,0.000,0.000
4,6:51,,,MIA 35,20,10,"Caleb Sturgis kicks off 73 yards, returned by Bobby Rainey for 33 yards (tackle by Rishard Matthews)",0.000,-0.610
4,6:44,1,10,CLE 25,20,10,Brandon Weeden pass incomplete short right intended for Trent Richardson,0.610,0.060
4,6:44,2,10,CLE 25,20,10,Brandon Weeden pass complete short left to Jordan Cameron for 2 yards (tackle by Dannell Ellerbe),0.060,-0.360
4,6:12,3,8,CLE 27,20,10,Brandon Weeden pass complete short right to Jordan Cameron for 6 yards (tackle by Dannell Ellerbe),-0.360,-0.360
4,5:37,3,8,CLE 27,20,10,Timeout #1 by Miami Dolphins,-0.360,-1.180
4,5:36,4,2,CLE 33,20,10,Brandon Weeden sacked by Cameron Wake for -8 yards,-1.180,-3.910
4,5:33,1,10,CLE 25,20,10,Daniel Thomas right guard for 1 yard (tackle by Joe Haden),3.910,3.500
4,4:52,2,9,CLE 24,20,10,Daniel Thomas left guard for 4 yards (tackle by D'Qwell Jackson),3.500,3.340
4,4:08,3,5,CLE 20,20,10,Lamar Miller right guard for 2 yards (tackle by Craig Robertson and D'Qwell Jackson),3.340,3.340
4,4:02,3,5,CLE 20,20,10,Timeout #2 by Cleveland Browns,3.340,2.350
4,4:02,4,3,CLE 18,23,10,Caleb Sturgis 36 yard field goal good,2.350,3.000
4,4:02,,,MIA 35,23,10,"Caleb Sturgis kicks off 73 yards, returned by Bobby Rainey for 22 yards (tackle by Don Jones)",0.000,0.280
4,3:56,1,10,CLE 14,23,10,Brandon Weeden pass complete deep left to Travis Benjamin for 20 yards (tackle by Jimmy Wilson),-0.280,1.200
4,3:31,1,10,CLE 34,23,10,Brandon Weeden pass incomplete deep left intended for Travis Benjamin,1.200,0.660
4,3:25,2,10,CLE 34,23,10,Brandon Weeden pass incomplete deep right intended for Greg Little,0.660,-0.030
4,3:20,3,10,CLE 34,23,10,Brandon Weeden pass incomplete short right intended for Davone Bess,-0.030,-1.110
4,3:15,4,10,CLE 34,23,10,Brandon Weeden pass complete short right to Jordan Cameron for 13 yards (tackle by Derrick Shelby),-1.110,2.060
4,2:50,1,10,CLE 47,23,10,Brandon Weeden pass incomplete short left intended for Davone Bess,2.060,1.520
4,2:46,2,10,CLE 47,23,10,Brandon Weeden pass incomplete short left intended for Davone Bess (defended by Jimmy Wilson),1.520,0.830
4,2:40,3,10,CLE 47,23,10,Brandon Weeden pass incomplete short right intended for Travis Benjamin (defended by Chris Clemons),0.830,-0.260
4,2:34,4,10,CLE 47,23,10,Brandon Weeden pass complete short left to Tori Gurley for 15 yards (tackle by Nolan Carroll),-0.260,3.050
4,2:34,1,10,MIA 38,23,10,"Brandon Weeden pass complete deep middle to Josh Cooper for 23 yards (tackle by Chris Clemons). Penalty on Randy Starks: Neutral Zone Infraction, 5 yards (no play)",3.050,3.780
4,2:28,1,5,MIA 33,23,10,Brandon Weeden pass complete deep right to Davone Bess for 17 yards,3.780,4.510
4,2:18,1,10,MIA 16,23,10,Brandon Weeden pass incomplete short left intended for Jordan Cameron,4.510,3.900
4,2:17,2,10,MIA 16,23,10,Brandon Weeden sacked by Randy Starks for -4 yards,3.900,2.740
4,2:00,3,14,MIA 20,23,10,"Penalty on Oniel Cousins: False Start, 5 yards (no play)",2.740,2.080
4,1:55,3,19,MIA 25,23,10,"Brandon Weeden sacked by Dion Jordan for -10 yards. Penalty on Dion Jordan: Face Mask (15 Yards), 15 yards",2.080,4.240
4,1:52,1,10,MIA 20,23,10,Brandon Weeden pass incomplete short right intended for Davone Bess,4.240,3.690
4,1:47,2,10,MIA 20,23,10,"Brandon Weeden pass complete deep right to Gary Barnidge for 20 yards. Penalty on Oniel Cousins: Offensive Holding, 10 yards (no play)",3.690,2.340
4,1:47,2,20,MIA 30,23,10,Brandon Weeden pass complete short middle to Trent Richardson for 12 yards (tackle by Koa Misi),2.340,2.340
4,1:31,2,20,MIA 30,23,10,Timeout #3 by Cleveland Browns,2.340,3.220
4,1:31,3,8,MIA 18,23,10,Brandon Weeden pass incomplete short right intended for Greg Little,3.220,2.250
4,1:23,4,8,MIA 18,23,10,Brandon Weeden pass incomplete short right intended for Tori Gurley,2.250,-0.150
4,1:13,1,10,MIA 19,23,10,Ryan Tannehill kneels for no gain,0.150,-0.390
4,0:37,2,10,MIA 19,23,10,Ryan Tannehill kneels for no gain,-0.390,-1.070
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
