Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
1,10:06,2,10,JAX 49,0,0,Fred Taylor up the middle for 11 yards (tackle by Sammy Davis and Donnie Edwards),1.650,2.920
1,9:26,1,10,SDG 40,0,0,Chris Fuamatu-Ma'afala up the middle for 8 yards (tackle by Kwamie Lassiter and Donnie Edwards),2.920,3.450
1,8:49,2,2,SDG 32,0,0,Chris Fuamatu-Ma'afala up the middle for 5 yards (tackle by Raylee Johnson),3.450,3.780
1,8:11,1,10,SDG 27,0,0,Byron Leftwich pass incomplete intended for Jimmy Smith,3.780,3.230
1,8:05,2,10,SDG 27,0,0,Byron Leftwich pass complete to Jimmy Smith for 12 yards (tackle by Sammy Davis),3.230,4.580
1,7:24,,,,0,0,Timeout #1 by Jacksonville Jaguars,0.000,4.580
1,7:23,1,10,SDG 15,0,0,Byron Leftwich pass incomplete intended for Fred Taylor,4.580,3.950
1,7:20,2,10,SDG 15,0,0,Fred Taylor left end for 9 yards (tackle by Kwamie Lassiter),3.950,4.900
1,6:50,3,1,SDG 6,0,0,Fred Taylor left guard for 5 yards (tackle by Quentin Jammer),4.900,6.970
1,6:32,1,1,SDG 1,0,0,Fred Taylor up the middle for no gain (tackle by Donnie Edwards and Quentin Jammer),6.970,5.910
1,5:48,2,1,SDG 1,0,6,"Fred Taylor up the middle for 1 yard, touchdown",5.910,7.000
1,,,,SDG 2,0,7,Seth Marler kicks extra point good,0.000,0.000
1,,,,JAX 30,0,7,"Seth Marler kicks off 75 yards, touchback",0.000,0.280
1,5:43,1,10,SDG 20,0,7,Drew Brees pass incomplete intended for David Boston,0.280,-0.270
1,5:38,2,10,SDG 20,0,7,LaDainian Tomlinson left end for 2 yards (tackle by Mike Peterson),-0.270,-0.690
1,4:57,3,8,SDG 22,0,7,Drew Brees pass complete to David Boston for 9 yards (tackle by James Trapp),-0.690,1.000
1,4:26,1,10,SDG 31,0,7,LaDainian Tomlinson left end for 6 yards (tackle by Jason Craft),1.000,1.270
1,3:57,2,4,SDG 37,0,7,Drew Brees pass incomplete intended for Eric Parker,1.270,0.560
1,3:51,3,4,SDG 37,0,7,Drew Brees pass complete to David Boston for 13 yards (tackle by Fernando Bryant),0.560,2.260
1,3:07,1,10,JAX 50,0,7,"LaDainian Tomlinson right end for 1 yard (tackle by Donovin Darius). Penalty on Bob Hallen: Offensive Holding, 10 yards (no play)",2.260,1.600
1,3:07,1,20,SDG 40,0,7,"Penalty on Bob Hallen: False Start, 5 yards (no play)",1.600,1.270
1,2:15,1,25,SDG 35,0,7,Drew Brees pass complete to LaDainian Tomlinson for 10 yards (tackle by Akin Ayodele),1.270,1.040
1,1:30,2,15,SDG 45,0,7,Drew Brees pass incomplete intended for Justin Peelle,1.040,0.370
1,1:24,3,15,SDG 45,0,7,Drew Brees pass incomplete intended for David Boston,0.370,-0.390
1,1:19,4,15,SDG 45,0,7,Darren Bennett punts 52 yards,-0.390,0.380
1,1:07,1,10,JAX 3,0,7,Byron Leftwich pass complete to Troy Edwards for 18 yards (tackle by Ben Leber),-0.380,0.340
1,0:23,1,10,JAX 21,0,7,Fred Taylor up the middle for 12 yards (tackle by Quentin Jammer),0.340,1.140
Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter,2nd Quarter
2,15:00,1,10,JAX 33,0,7,Byron Leftwich pass incomplete intended for Troy Edwards,1.140,0.590
2,14:56,2,10,JAX 33,0,7,Byron Leftwich pass complete to Jimmy Smith for 22 yards (tackle by Kwamie Lassiter),0.590,2.590
2,14:28,1,10,SDG 45,0,7,Fred Taylor left end for 11 yards (tackle by Kwamie Lassiter),2.590,3.310
2,13:57,1,10,SDG 34,0,7,Fred Taylor up the middle for no gain (tackle by Donnie Edwards),3.310,2.770
2,13:23,2,10,SDG 34,0,7,Fred Taylor right tackle for 2 yards (tackle by Ben Leber),2.770,2.350
2,12:41,3,8,SDG 32,0,7,LaBrandon Toefield up the middle for 6 yards (tackle by Terrence Kiel),2.350,1.860
2,12:01,4,2,SDG 26,0,7,Byron Leftwich sacked by Marcellus Wiley for -8 yards,1.860,-1.200
2,11:56,1,10,SDG 34,0,7,LaDainian Tomlinson up the middle for 1 yard (tackle by Tony Brackens and Rob Meier),1.200,0.790
2,11:22,2,9,SDG 35,0,7,Drew Brees pass complete to David Boston for 16 yards (tackle by Rashean Mathis),0.790,2.320
2,10:46,1,10,JAX 49,0,7,LaDainian Tomlinson up the middle for 3 yards (tackle by John Henderson and Mike Peterson),2.320,2.190
2,10:07,2,7,JAX 46,6,7,"Drew Brees pass complete to David Boston for 46 yards, touchdown",2.190,7.000
2,,,,JAX 2,7,7,Steve Christie kicks extra point good,0.000,0.000
2,,,,SDG 30,7,7,"Steve Christie kicks off 48 yards, returned by David Allen for 10 yards (tackle by Carlos Polk)",0.000,1.070
2,9:52,1,10,JAX 32,7,7,Fred Taylor up the middle for no gain (tackle by Jamal Williams),1.070,0.530
2,9:17,2,10,JAX 32,7,7,Byron Leftwich pass complete to Kyle Brady for 12 yards (tackle by Jerry Wilson),0.530,1.860
,,,,,,,"SDG challenged the ruling, and the play was upheld.",,
2,9:08,1,10,JAX 44,7,7,Byron Leftwich pass complete to Jimmy Smith for 12 yards (tackle by Quentin Jammer),1.860,2.650
2,8:29,1,10,SDG 44,7,7,Fred Taylor up the middle for 4 yards (tackle by Jamal Williams),2.650,2.650
2,7:53,2,6,SDG 40,7,7,Fred Taylor right end for 5 yards (tackle by Zeke Moreno),2.650,2.610
2,7:26,3,1,SDG 35,7,7,"Byron Leftwich for no gain. Byron Leftwich fumbles, recovered by Jason Fisk at SDG-35",2.610,-1.270
2,7:18,1,10,SDG 35,7,7,Drew Brees pass complete to David Boston for 13 yards (tackle by Fernando Bryant),1.270,2.130
2,6:42,1,10,SDG 48,7,7,LaDainian Tomlinson up the middle for 2 yards (tackle by T.J. Slaughter),2.130,1.850
2,6:05,2,8,JAX 50,7,7,Tim Dwight left end for 5 yards (tackle by Akin Ayodele),1.850,1.820
2,5:24,3,3,JAX 45,7,7,"Drew Brees pass incomplete intended for David Boston. Penalty on Fernando Bryant: Defensive Holding, 5 yards (no play)",1.820,2.920
2,5:21,1,10,JAX 40,7,7,"LaDainian Tomlinson up the middle for 1 yard (tackle by Akin Ayodele). Penalty on Kelvin Garmon: Offensive Holding, 10 yards (no play)",2.920,2.260
2,4:57,1,20,JAX 50,7,7,Drew Brees pass complete to David Boston for 6 yards (tackle by Jason Craft),2.260,1.830
2,4:18,2,14,JAX 44,7,7,Drew Brees pass complete to Lorenzo Neal for 2 yards (tackle by Lionel Barnes),1.830,1.420
2,3:26,3,12,JAX 42,7,7,Drew Brees pass incomplete intended for LaDainian Tomlinson,1.420,0.460
2,3:19,4,12,JAX 42,7,7,"Darren Bennett punts 31 yards, fair catch by Rashean Mathis",0.460,0.370
2,3:12,1,10,JAX 11,7,7,Byron Leftwich pass complete to Jimmy Smith for 36 yards,-0.370,2.060
2,2:51,1,10,JAX 47,7,7,Fred Taylor left tackle for 2 yards (tackle by Zeke Moreno),2.060,1.790
2,2:17,2,8,JAX 49,7,7,Byron Leftwich pass complete to Fred Taylor for 14 yards (tackle by Donnie Edwards),1.790,3.120
2,2:00,1,10,SDG 37,7,7,"Byron Leftwich pass complete to George Wrighster for 37 yards. Penalty on George Wrighster: Offensive Pass Interference, 10 yards (no play)",3.120,2.460
2,1:52,1,20,SDG 47,7,7,"Byron Leftwich pass complete to Fred Taylor for -3 yards (tackle by Zeke Moreno). Penalty on Vince Manuwai: Clipping, 15 yards (no play)",2.460,1.470
2,1:44,1,35,JAX 38,7,7,Byron Leftwich pass complete to Jimmy Smith for 24 yards (tackle by Jerry Wilson),1.470,2.440
2,1:18,,,,7,7,Timeout #2 by San Diego Chargers,0.000,2.440
2,1:18,2,11,SDG 38,7,7,"Byron Leftwich sacked by Raylee Johnson for -6 yards. Byron Leftwich fumbles (forced by Raylee Johnson), recovered by Brad Meester at SDG-44",2.440,0.960
2,0:53,3,17,SDG 44,7,7,Byron Leftwich pass complete to Marc Edwards for 9 yards (tackle by Donnie Edwards),0.960,0.970
2,0:04,,,,7,7,Timeout #2 by Jacksonville Jaguars,0.000,0.000
2,0:04,,,,7,7,Timeout #3 by San Diego Chargers,0.000,0.970
2,0:04,4,8,SDG 35,7,10,Seth Marler 53 yard field goal good,0.970,3.000
Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,JAX 30,7,10,"Seth Marler kicks off 65 yards, returned by Leon Johnson for 27 yards (tackle by Keith Mitchell)",0.000,1.070
3,14:54,1,10,SDG 32,7,10,"Drew Brees pass complete to Eric Parker for 11 yards (tackle by Jason Craft). Penalty on Donovin Darius: Face Mask (15 Yards), 15 yards",1.070,2.790
3,14:22,1,10,JAX 42,7,10,David Boston left end for 13 yards (tackle by Hugh Douglas),2.790,3.640
3,13:40,1,10,JAX 29,7,10,Drew Brees sacked by T.J. Slaughter for -1 yards,3.640,2.970
3,13:09,2,11,JAX 30,7,10,LaDainian Tomlinson right end for 12 yards (tackle by Donovin Darius),2.970,4.370
3,12:36,1,10,JAX 18,7,10,"Drew Brees pass complete to Antonio Gates for 8 yards (tackle by Tony Brackens). Antonio Gates fumbles (forced by Tony Brackens), recovered by Mike Peterson at JAX-10",4.370,0.380
3,12:23,1,10,JAX 10,7,10,Fred Taylor right tackle for 4 yards (tackle by Marcellus Wiley),-0.380,-0.460
3,11:47,2,6,JAX 14,7,10,Byron Leftwich pass incomplete intended for Jimmy Smith,-0.460,-0.950
3,11:44,3,6,JAX 14,7,10,Byron Leftwich pass complete to Jimmy Smith for 8 yards (tackle by Sammy Davis),-0.950,0.410
3,11:03,1,10,JAX 22,7,10,Byron Leftwich pass incomplete intended for Cortez Hankton,0.410,-0.130
3,10:59,2,10,JAX 22,7,10,Fred Taylor left end for -4 yards (tackle by Jason Fisk),-0.130,-1.490
3,10:15,3,14,JAX 18,7,10,Byron Leftwich pass complete to Matthew Hatchette for 45 yards (tackle by Sammy Davis),-1.490,3.120
3,9:30,1,10,SDG 37,7,10,Chris Fuamatu-Ma'afala up the middle for 11 yards (tackle by Zeke Moreno and Kwamie Lassiter),3.120,3.840
3,8:45,1,10,SDG 26,7,10,Chris Fuamatu-Ma'afala up the middle for 3 yards (tackle by Donnie Edwards),3.840,3.700
3,8:20,2,7,SDG 23,7,10,Byron Leftwich pass complete to Jimmy Smith for 13 yards (tackle by Vernon Fox),3.700,4.910
3,7:31,1,10,SDG 10,7,10,Fred Taylor up the middle for 2 yards (tackle by Raylee Johnson),4.910,4.570
3,6:51,2,8,SDG 8,7,10,"Byron Leftwich pass incomplete intended for George Wrighster. Penalty on Mike Pearson: Offensive Holding, 10 yards (no play)",4.570,3.150
3,6:46,2,18,SDG 18,7,16,"Byron Leftwich pass complete to Troy Edwards for 18 yards, touchdown",3.150,7.000
3,,,,SDG 2,7,17,"Seth Marler kicks extra point good. Penalty on Rob Meier: Offensive Holding, 10 yards (no play)",0.000,0.000
3,,,,SDG 2,7,17,Seth Marler kicks extra point good,0.000,0.000
3,,,,JAX 30,7,17,"Seth Marler kicks off 58 yards, returned by Leon Johnson for 16 yards (tackle by James Trapp). Penalty on Stephen Cooper: Offensive Holding, 10 yards",,
3,6:32,1,10,SDG 18,7,17,Drew Brees sacked by Lionel Barnes for -3 yards,0.040,-0.930
3,5:54,2,13,SDG 15,7,17,Drew Brees sacked by Marcus Stroud for -8 yards,-0.930,-2.710
3,5:54,3,21,SDG 7,7,17,"Penalty on Drew Brees: Delay of Game, 3 yards (no play)",-2.710,-3.060
3,4:48,3,24,SDG 4,7,17,Drew Brees pass incomplete intended for David Boston (defended by Jason Craft),-3.060,-2.490
3,4:41,4,24,SDG 4,7,17,"Darren Bennett punts 37 yards, returned by David Allen for 24 yards (tackle by Darren Bennett)",-2.490,-4.440
3,4:27,1,10,SDG 17,7,17,Fred Taylor up the middle for 1 yard (tackle by Jamal Williams),4.440,4.000
3,3:52,2,9,SDG 16,7,17,Fred Taylor up the middle for 4 yards (tackle by Donnie Edwards and Jason Fisk),4.000,3.880
3,3:09,3,5,SDG 12,7,17,Byron Leftwich pass complete to Troy Edwards for 3 yards (tackle by Sammy Davis),3.880,2.950
3,2:42,4,2,SDG 9,7,20,Seth Marler 27 yard field goal good,2.950,3.000
3,,,,JAX 30,7,20,"Seth Marler kicks off 64 yards, returned by Leon Johnson for 32 yards (tackle by James Trapp)",0.000,1.470
3,2:32,1,10,SDG 38,7,20,"Drew Brees pass complete to David Boston for -2 yards. David Boston fumbles, recovered by Rob Meier at SDG-36",1.470,-3.180
3,2:22,1,10,SDG 36,7,20,Fred Taylor up the middle for -1 yards (tackle by Donnie Edwards),3.180,2.500
3,2:22,2,11,SDG 37,7,20,Fred Taylor up the middle for 2 yards (tackle by Zeke Moreno),2.500,2.080
3,1:08,3,9,SDG 35,7,20,Byron Leftwich pass incomplete intended for Jimmy Smith,2.080,0.970
3,1:01,4,9,SDG 35,7,20,"Chris Hanson punts 35 yards, touchback",0.970,-0.280
3,0:53,1,10,SDG 20,7,20,LaDainian Tomlinson right end for 1 yard (tackle by Marcus Stroud),0.280,-0.130
3,0:17,2,9,SDG 21,7,20,Drew Brees pass incomplete intended for Tim Dwight,-0.130,-0.820
3,0:13,3,9,SDG 21,7,20,Drew Brees pass complete to David Boston for 9 yards (tackle by James Trapp),-0.820,0.940
Quarter,Time,Down,ToGo,Location,SDG,JAX,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SDG 30,7,20,"Penalty on David Boston: False Start, 5 yards (no play)",0.940,0.610
4,15:00,1,15,SDG 25,7,20,Drew Brees pass complete to LaDainian Tomlinson for -2 yards (tackle by Rob Meier),0.610,-0.550
4,14:12,2,17,SDG 23,7,20,Drew Brees pass complete to David Boston for 7 yards (tackle by Akin Ayodele),-0.550,-0.300
4,13:31,3,10,SDG 30,7,20,Drew Brees pass complete to LaDainian Tomlinson for 2 yards,-0.300,-1.240
4,13:16,4,8,SDG 32,7,20,"Darren Bennett punts 48 yards, returned by David Allen for -3 yards (tackle by David Binn). Penalty on SDG: Offensive 12 On-field, 5 yards (no play)",-1.240,-1.570
4,13:05,4,13,SDG 27,7,20,"Darren Bennett punts 44 yards, returned by David Allen for 10 yards (tackle by Kassim Osgood)",-1.570,-1.530
4,12:53,1,10,JAX 39,7,20,Fred Taylor right end for no gain (tackle by Donnie Edwards),1.530,0.990
4,12:10,2,10,JAX 39,7,20,LaBrandon Toefield up the middle for 1 yard (tackle by Marcellus Wiley),0.990,0.430
4,11:28,3,9,JAX 40,7,20,Byron Leftwich pass incomplete intended for Matthew Hatchette,0.430,-0.720
4,11:23,,,,7,20,Timeout #1 by Jacksonville Jaguars,0.000,-0.720
4,11:23,4,9,JAX 40,7,20,"Chris Hanson punts 58 yards, returned by Eric Parker for 23 yards (tackle by Joe Zelenka). Penalty on Drayton Florence: Illegal Block Above the Waist, 3 yards",-0.720,0.380
4,11:09,1,10,SDG 3,7,20,Drew Brees pass complete to Tim Dwight for 9 yards (tackle by T.J. Slaughter),-0.380,-0.120
4,10:38,2,1,SDG 12,7,20,LaDainian Tomlinson up the middle for 4 yards (tackle by Marcus Stroud),-0.120,-0.140
4,10:06,1,10,SDG 16,7,20,"Penalty on Damion McIntosh: False Start, 5 yards (no play)",-0.140,-0.540
4,9:46,1,15,SDG 11,7,20,Drew Brees pass complete to LaDainian Tomlinson for 20 yards (tackle by Rashean Mathis),-0.540,1.000
4,9:18,1,10,SDG 31,7,20,Drew Brees pass incomplete intended for Justin Peelle (defended by Hugh Douglas),1.000,0.460
4,9:12,2,10,SDG 31,7,20,Drew Brees pass complete to David Boston for 1 yard (tackle by T.J. Slaughter),0.460,-0.100
4,8:35,3,9,SDG 32,7,20,Drew Brees sacked by Tony Brackens for -7 yards,-0.100,-1.700
4,8:13,4,16,SDG 25,7,20,"Darren Bennett punts 42 yards, returned by David Allen for 19 yards (tackle by Darren Bennett). Penalty on Nick Sorensen: Illegal Block Above the Waist, 10 yards",-1.700,-0.740
4,7:59,1,10,JAX 27,7,20,Byron Leftwich sacked by Raylee Johnson for -9 yards,0.740,-1.120
4,7:24,2,19,JAX 18,7,20,Byron Leftwich pass complete to Marc Edwards for 5 yards (tackle by Ben Leber),-1.120,-1.020
4,6:34,3,14,JAX 23,7,20,Byron Leftwich pass complete to Marc Edwards for 12 yards (tackle by Zeke Moreno),-1.020,-1.040
4,6:22,,,,7,20,Timeout #1 by San Diego Chargers,0.000,-1.040
4,6:22,4,2,JAX 35,7,20,Chris Hanson punts 36 yards,-1.040,-0.870
4,6:10,1,10,SDG 29,7,20,Drew Brees pass complete to David Boston for 18 yards (tackle by James Trapp),0.870,2.060
4,5:34,1,10,SDG 47,7,20,Drew Brees pass complete to David Boston for 12 yards,2.060,2.850
4,5:06,1,10,JAX 41,7,20,Drew Brees up the middle for 13 yards (tackle by Paul Spicer),2.850,3.710
4,4:31,1,10,JAX 28,7,20,"Penalty on Cory Raymer: False Start, 5 yards (no play)",3.710,3.380
4,4:29,1,15,JAX 33,7,20,Drew Brees pass incomplete intended for David Boston,3.380,2.490
4,4:26,2,15,JAX 33,13,20,"Drew Brees pass complete to Eric Parker for 33 yards, touchdown",2.490,7.000
4,,,,JAX 2,14,20,Steve Christie kicks extra point good,0.000,0.000
4,,,,SDG 30,14,20,"Steve Christie kicks off 55 yards, returned by David Allen for 12 yards (tackle by Carlos Polk)",0.000,0.740
4,4:15,1,10,JAX 27,14,20,Fred Taylor up the middle for 3 yards (tackle by Marcellus Wiley),0.740,0.600
4,3:30,2,7,JAX 30,14,20,Fred Taylor up the middle for 4 yards (tackle by Kwamie Lassiter),0.600,0.430
4,3:22,,,,14,20,Timeout #2 by San Diego Chargers,0.000,0.430
4,3:22,3,3,JAX 34,14,20,Byron Leftwich pass complete to Fred Taylor for 3 yards (tackle by Sammy Davis),0.430,1.400
4,2:42,1,10,JAX 37,14,20,Chris Fuamatu-Ma'afala up the middle for 2 yards (tackle by Kwamie Lassiter),1.400,1.130
4,2:36,,,,14,20,Timeout #3 by San Diego Chargers,0.000,1.130
4,2:36,2,8,JAX 39,14,20,Chris Fuamatu-Ma'afala right tackle for 1 yard (tackle by Kwamie Lassiter),1.130,0.560
4,2:00,3,7,JAX 40,14,26,"Byron Leftwich pass complete to Fred Taylor for 60 yards, touchdown",0.560,7.000
4,,,,SDG 2,14,27,Seth Marler kicks extra point good,0.000,0.000
4,,,,JAX 30,14,27,"Seth Marler kicks off 47 yards, returned by Jesse Chatman for 8 yards (tackle by Jimmy Redmond)",,
4,1:42,1,10,SDG 31,14,27,Drew Brees pass incomplete intended for David Boston,1.000,0.460
4,1:36,2,10,SDG 31,14,27,Drew Brees pass complete to David Boston for 20 yards (tackle by T.J. Slaughter),0.460,2.320
4,1:18,1,10,JAX 49,14,27,Drew Brees spiked the ball,2.320,1.780
4,1:18,2,10,JAX 49,14,27,Drew Brees pass incomplete intended for Tim Dwight,1.780,1.090
4,1:12,3,10,JAX 49,14,27,Drew Brees pass complete to Tim Dwight for 22 yards (tackle by Rashean Mathis),1.090,3.780
4,0:55,1,10,JAX 27,14,27,Drew Brees spiked the ball,3.780,3.230
4,0:55,2,10,JAX 27,14,27,Drew Brees pass incomplete intended for David Boston,3.230,2.540
4,0:48,3,10,JAX 27,14,27,"Drew Brees pass incomplete intended for Tim Dwight is intercepted by Rashean Mathis at JAX-10. Penalty on Donovin Darius: Roughing the Passer, 14 yards (no play)",2.540,4.710
4,0:41,1,10,JAX 13,14,27,Drew Brees pass incomplete intended for Tim Dwight (defended by James Trapp),4.710,4.050
4,0:36,2,10,JAX 13,14,27,Drew Brees pass incomplete intended for Kassim Osgood (defended by Rashean Mathis),4.050,3.120
4,0:30,3,10,JAX 13,20,27,"Drew Brees pass complete to David Boston for 13 yards, touchdown",3.120,7.000
4,,,,JAX 2,21,27,Steve Christie kicks extra point good,0.000,0.000
4,,,,SDG 30,21,27,"Steve Christie kicks onside 5 yards, recovered by Nick Sorensen",0.000,3.250
4,0:20,1,10,SDG 35,21,27,Byron Leftwich for -1 yards,3.250,2.570
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
