0,1
Game Info,Game Info
Won Toss,Jaguars
Roof,outdoors
Surface,grass
Duration,3:16
Attendance,48954
Weather,"84 degrees, relative humidity 47%, wind 5 mph, wind chill 0"
Vegas Line,Jacksonville Jaguars -3.0
Over/Under,42.5 (over)
