Quarter,Time,Down,ToGo,Location,NOR,PIT,Detail,EPB,EPA
2,12:14,3,10,NOR 32,0,6,Drew Brees pass complete short middle to Pierre Thomas for 3 yards (tackle by Lawrence Timmons),-0.160,-1.040
2,11:37,4,7,NOR 35,0,6,"Thomas Morstead punts 52 yards, returned by Antonio Brown for 13 yards (tackle by Marcus Ball)",-1.040,-0.670
2,11:25,1,10,PIT 26,0,6,Ben Roethlisberger pass complete short right to Heath Miller for 2 yards (tackle by Curtis Lofton and Pierre Warren),0.670,0.400
2,10:43,2,8,PIT 28,0,6,Le'Veon Bell up the middle for 4 yards (tackle by John Jenkins),0.400,0.230
2,10:03,3,4,PIT 32,0,6,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,0.230,-1.240
2,9:58,4,4,PIT 32,0,6,Brad Wing punts 47 yards,-1.240,-0.340
2,9:47,1,10,NOR 21,0,6,Pierre Thomas left guard for 1 yard (tackle by James Harrison and Jason Worilds),0.340,-0.070
2,9:17,2,9,NOR 22,0,6,Drew Brees pass complete short right to Kenny Stills for 10 yards (tackle by William Gay),-0.070,1.070
2,8:37,1,10,NOR 32,0,6,Drew Brees pass incomplete,1.070,0.530
2,8:30,2,10,NOR 32,0,6,Drew Brees pass complete short left to Marques Colston for 8 yards (tackle by Antwon Blake),0.530,0.890
2,7:53,3,2,NOR 40,0,6,Pierre Thomas left end for 13 yards (tackle by Michael Mitchell),0.890,2.460
2,7:14,1,10,PIT 47,0,6,Mark Ingram left guard for 20 yards (tackle by Michael Mitchell),2.460,3.780
2,6:49,1,10,PIT 27,0,6,Mark Ingram up the middle for 12 yards (tackle by Michael Mitchell and Sean Spence),3.780,4.580
2,6:11,1,10,PIT 15,6,6,"Drew Brees pass complete short left to Ben Watson for 15 yards, touchdown",4.580,7.000
2,6:11,,,PIT 2,7,6,Shayne Graham kicks extra point good,0.000,0.000
2,6:11,,,NOR 35,7,6,"Thomas Morstead kicks off 63 yards, returned by Markus Wheaton for 41 yards (tackle by Kasim Edebali)",0.000,-1.800
2,5:56,1,10,PIT 43,7,6,Le'Veon Bell up the middle for 2 yards (tackle by John Jenkins and Cameron Jordan),1.800,1.520
2,5:16,2,8,PIT 45,7,6,Ben Roethlisberger pass complete short right to Heath Miller for 13 yards (tackle by Patrick Robinson),1.520,2.790
2,4:31,1,10,NOR 42,7,6,Ben Roethlisberger pass incomplete deep left intended for Darrius Heyward-Bey is intercepted by Kenny Vaccaro at NOR--4,2.790,-0.280
2,4:22,1,10,NOR 20,7,6,Mark Ingram right guard for 5 yards (tackle by Cam Thomas),0.280,0.410
2,3:50,2,5,NOR 25,7,6,Drew Brees pass incomplete short right intended for Pierre Thomas,0.410,-0.300
2,3:45,3,5,NOR 25,7,6,Drew Brees pass complete short right to Nick Toon for 6 yards (tackle by William Gay and Troy Polamalu),-0.300,1.000
2,3:25,1,10,NOR 31,7,6,Mark Ingram right guard for 2 yards (tackle by Brett Keisel and James Harrison),1.000,0.730
2,2:49,2,8,NOR 33,7,6,Mark Ingram left guard for 2 yards (tackle by James Harrison and Brett Keisel),0.730,0.300
2,2:05,3,6,NOR 35,7,6,Drew Brees pass complete deep middle to Kenny Stills for 44 yards (tackle by William Gay),0.300,4.170
2,1:57,1,10,PIT 21,7,6,Mark Ingram right guard for 9 yards (tackle by Will Allen),4.170,5.160
2,1:20,2,1,PIT 12,7,6,Mark Ingram up the middle for 8 yards (tackle by Lawrence Timmons),5.160,6.280
2,0:41,1,4,PIT 4,13,6,"Drew Brees pass complete short right to Erik Lorig for 4 yards, touchdown",6.280,7.000
2,0:41,,,PIT 2,14,6,Shayne Graham kicks extra point good,0.000,0.000
2,0:41,,,NOR 35,14,6,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
2,0:36,1,10,PIT 20,14,6,Ben Roethlisberger pass complete short middle to Heath Miller for 23 yards (tackle by Kenny Vaccaro and Pierre Warren),0.280,0.280
2,0:30,1,10,PIT 20,14,6,Timeout #1 by Pittsburgh Steelers,0.280,1.800
2,0:30,1,10,PIT 43,14,6,Ben Roethlisberger pass incomplete deep right intended for Markus Wheaton,1.800,1.250
2,0:24,2,10,PIT 43,14,6,Ben Roethlisberger pass complete deep left to Antonio Brown for 21 yards (tackle by Patrick Robinson),1.250,3.180
2,0:18,1,10,NOR 36,14,6,Ben Roethlisberger pass incomplete deep middle intended for Heath Miller,3.180,2.640
2,0:14,2,10,NOR 36,14,6,Ben Roethlisberger pass incomplete deep right intended for Antonio Brown,2.640,1.950
2,0:09,3,10,NOR 36,14,6,Ben Roethlisberger pass incomplete short right intended for Heath Miller,1.950,1.950
2,0:05,3,10,NOR 36,14,6,Timeout #1 by New Orleans Saints,1.950,0.880
2,0:05,4,10,NOR 36,14,6,Shaun Suisham 54 yard field goal no good,0.880,1.800
Quarter,Time,Down,ToGo,Location,NOR,PIT,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,PIT 35,14,6,"Shaun Suisham kicks off 70 yards, returned by Travaris Cadet for 30 yards (tackle by Will Johnson)",0.000,-0.610
3,14:54,1,10,NOR 25,14,6,Mark Ingram left tackle for 2 yards (tackle by James Harrison and Cameron Heyward),0.610,0.330
3,14:21,2,8,NOR 27,14,6,Drew Brees pass complete short right to Marques Colston for 5 yards (tackle by Sean Spence),0.330,0.330
3,13:43,2,8,NOR 27,14,6,Timeout #1 by Pittsburgh Steelers,0.330,0.300
3,13:43,3,3,NOR 32,14,6,Drew Brees pass incomplete short middle intended for Pierre Thomas (defended by Cameron Heyward),0.300,-1.240
3,13:38,4,3,NOR 32,14,6,"Thomas Morstead punts 48 yards, returned by Antonio Brown for 2 yards (tackle by Brian Dixon)",-1.240,-0.410
3,13:26,1,10,PIT 22,14,6,Le'Veon Bell right guard for 2 yards (tackle by David Hawthorne and Cameron Jordan),0.410,0.140
3,12:52,2,8,PIT 24,14,6,Ben Roethlisberger pass complete short middle to Heath Miller for 11 yards (tackle by Curtis Lofton),0.140,1.270
3,12:14,1,10,PIT 35,14,6,Ben Roethlisberger pass incomplete short middle intended for Markus Wheaton is intercepted by Cameron Jordan at PIT-21 and returned for 6 yards,1.270,-4.580
3,12:08,1,10,PIT 15,14,6,Mark Ingram left tackle for 4 yards (tackle by Cameron Heyward and Michael Mitchell),4.580,4.640
3,11:34,2,6,PIT 11,20,6,"Drew Brees pass complete short right to Nick Toon for 11 yards, touchdown",4.640,7.000
,,,,,,,"Replay Assistant challenged the runner broke the plane ruling, and the play was upheld.",,
3,11:34,,,PIT 2,21,6,Shayne Graham kicks extra point good,0.000,0.000
3,11:34,,,NOR 35,21,6,"Thomas Morstead kicks off 68 yards, returned by Markus Wheaton for 20 yards (tackle by Moise Fokou)",0.000,0.060
3,11:21,1,10,PIT 17,21,6,Le'Veon Bell left tackle for 3 yards (tackle by David Hawthorne),-0.060,-0.060
3,10:48,2,7,PIT 20,21,6,Ben Roethlisberger pass complete short right to Le'Veon Bell for 15 yards (tackle by Curtis Lofton),-0.060,1.270
3,10:01,1,10,PIT 35,21,6,Ben Roethlisberger pass complete short middle to Heath Miller for 9 yards (tackle by Corey White and Curtis Lofton),1.270,1.940
3,9:23,2,1,PIT 44,21,6,Dri Archer up the middle for no gain (tackle by David Hawthorne and Curtis Lofton),1.940,1.940
3,8:40,2,1,PIT 44,21,6,Timeout #1 by New Orleans Saints,1.940,1.220
3,8:40,3,1,PIT 44,21,6,Le'Veon Bell up the middle for 1 yard (tackle by David Hawthorne),1.220,1.930
3,7:44,1,10,PIT 45,21,6,Le'Veon Bell right tackle for 5 yards (tackle by Curtis Lofton and Cameron Jordan),1.930,2.060
3,7:08,2,5,,21,6,Ben Roethlisberger up the middle for 8 yards (tackle by Curtis Lofton),2.060,2.790
3,6:26,1,10,NOR 42,21,6,Ben Roethlisberger pass incomplete short left intended for Heath Miller,2.790,2.240
3,6:22,2,10,NOR 42,21,6,Ben Roethlisberger pass complete short middle to Heath Miller for 12 yards (tackle by Kenny Vaccaro),2.240,3.580
3,5:42,1,10,NOR 30,21,6,Ben Roethlisberger pass complete short right to Le'Veon Bell for 13 yards (tackle by David Hawthorne),3.580,4.440
3,5:09,1,10,NOR 17,21,6,Ben Roethlisberger pass incomplete deep right intended for Heath Miller,4.440,3.850
3,5:03,2,10,NOR 17,21,6,Ben Roethlisberger pass complete short right to Antonio Brown for 16 yards (tackle by Pierre Warren). Penalty on Keenan Lewis: Illegal Use of Hands (Declined),3.850,6.970
3,5:03,1,1,NOR 1,21,6,Penalty on NOR: Defensive 12 On-field (no play),6.970,6.970
3,4:28,1,1,NOR 1,21,12,"Le'Veon Bell left end for 1 yard, touchdown",6.970,7.000
3,4:28,,,NOR 2,21,13,Shaun Suisham kicks extra point good,0.000,0.000
3,4:28,,,PIT 35,21,13,"Shaun Suisham kicks off 67 yards, returned by Travaris Cadet for 23 yards (tackle by Antwon Blake). Penalty on Marcus Ball: Offensive Holding, 10 yards",0.000,0.370
3,4:18,1,10,NOR 11,21,13,Drew Brees pass complete short right to Mark Ingram for -1 yards (tackle by Jason Worilds and Ike Taylor),-0.370,-0.850
3,3:40,2,11,NOR 10,21,13,Drew Brees pass complete deep left to Kenny Stills for 21 yards (tackle by William Gay),-0.850,1.000
3,3:14,1,10,NOR 31,21,13,Mark Ingram up the middle for no gain (tackle by Cameron Heyward),1.000,0.460
3,2:40,2,10,NOR 31,21,13,Drew Brees pass complete short right to Mark Ingram for no gain,0.460,-0.230
3,2:00,3,10,NOR 31,27,13,"Drew Brees pass complete deep right to Kenny Stills for 69 yards, touchdown",-0.230,7.000
3,2:00,,,PIT 2,28,13,Shayne Graham kicks extra point good,0.000,0.000
3,2:00,,,NOR 35,28,13,"Thomas Morstead kicks off 65 yards, returned by Markus Wheaton for 26 yards (tackle by Marcus Ball)",0.000,-0.670
3,1:41,1,10,PIT 26,28,13,Ben Roethlisberger pass complete short left to Le'Veon Bell for 48 yards (tackle by Pierre Warren),0.670,3.840
3,1:11,1,10,NOR 26,28,13,Ben Roethlisberger pass incomplete deep middle intended for Martavis Bryant,3.840,3.300
3,1:04,2,10,NOR 26,28,13,Le'Veon Bell left guard for 1 yard (tackle by Cameron Jordan and John Jenkins),3.300,2.740
3,0:20,3,9,NOR 25,28,13,"Penalty on Ramon Foster: False Start, 5 yards (no play)",2.740,2.080
Quarter,Time,Down,ToGo,Location,NOR,PIT,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,3,14,NOR 30,28,13,Ben Roethlisberger pass incomplete short left intended for Le'Veon Bell,2.080,1.410
4,14:57,4,14,NOR 30,28,16,Shaun Suisham 47 yard field goal good,1.410,3.000
4,14:57,,,PIT 35,28,16,"Shaun Suisham kicks off 67 yards, returned by Travaris Cadet for 22 yards (tackle by Will Allen)",0.000,-0.280
4,14:46,1,10,NOR 20,28,16,Mark Ingram left guard for 3 yards (tackle by Jason Worilds),0.280,0.140
4,14:09,2,7,NOR 23,28,16,Drew Brees pass complete deep left to Josh Hill for 17 yards,0.140,1.600
4,13:36,1,10,NOR 40,28,16,Drew Brees sacked by Jason Worilds for -7 yards,1.600,0.110
4,12:50,2,17,NOR 33,28,16,Drew Brees pass complete deep right to Kenny Stills for 18 yards,0.110,2.320
,,,,,,,"NOR challenged the incomplete pass ruling, and the original play was overturned.",,
4,12:27,1,10,PIT 49,28,16,Mark Ingram right tackle for no gain (tackle by Cam Thomas),2.320,1.780
4,11:51,2,10,PIT 49,28,16,Pierre Thomas left tackle for 7 yards (tackle by Vince Williams and Michael Mitchell),1.780,2.020
4,11:10,3,3,PIT 42,28,16,"Drew Brees sacked by Vince Williams for -10 yards. Penalty on Antwon Blake: Defensive Holding, 5 yards (no play)",2.020,3.120
4,10:57,1,10,PIT 37,28,16,Drew Brees pass incomplete short right intended for Marques Colston,3.120,2.570
4,10:52,2,10,PIT 37,28,16,"Mark Ingram up the middle for 31 yards (tackle by Michael Mitchell). Penalty on Cam Thomas: Unnecessary Roughness, 3 yards",2.570,2.570
4,10:29,2,10,PIT 37,28,16,Timeout #2 by New Orleans Saints,2.570,6.510
4,10:28,1,3,PIT 3,34,16,"Drew Brees pass complete short left to Marques Colston for 3 yards, touchdown",6.510,7.000
4,10:28,,,PIT 2,35,16,Shayne Graham kicks extra point good,0.000,0.000
4,10:28,,,NOR 35,35,16,"Thomas Morstead kicks off 65 yards, touchback",0.000,-0.280
4,10:25,1,10,PIT 20,35,16,Ben Roethlisberger pass incomplete short left intended for Antonio Brown,0.280,-0.270
4,10:22,2,10,PIT 20,35,16,"Ben Roethlisberger pass complete short middle to Heath Miller for 7 yards (tackle by Curtis Lofton). Penalty on Curtis Lofton: Defensive Holding, 5 yards (no play)",-0.270,0.610
4,10:05,1,10,PIT 25,35,16,Ben Roethlisberger pass complete short middle to Antonio Brown for 11 yards (tackle by Curtis Lofton),0.610,1.330
4,9:39,1,10,PIT 36,35,16,Ben Roethlisberger pass complete short left to Markus Wheaton for 10 yards (tackle by Curtis Lofton),1.330,1.990
4,9:10,1,10,PIT 46,35,16,Ben Roethlisberger pass incomplete short middle intended for Heath Miller,1.990,1.450
4,9:02,2,10,PIT 46,35,16,Ben Roethlisberger pass complete short right to Le'Veon Bell for no gain,1.450,0.760
4,8:18,3,10,PIT 46,35,16,Ben Roethlisberger pass incomplete deep middle intended for Lance Moore,0.760,-0.320
4,8:13,4,10,PIT 46,35,16,Ben Roethlisberger pass complete short middle to Markus Wheaton for 9 yards (tackle by David Hawthorne),-0.320,-1.930
,,,,,,,"NOR challenged the first down ruling, and the original play was overturned.",,
4,7:57,1,10,NOR 45,35,16,Mark Ingram left guard for -4 yards (tackle by Cameron Heyward),1.930,0.840
4,7:18,2,14,NOR 41,35,16,"Penalty on Josh Hill: False Start, 5 yards (no play)",0.840,0.170
4,6:58,2,19,NOR 36,35,16,Mark Ingram right guard for 3 yards (tackle by Troy Polamalu and Jason Worilds),0.170,0.170
4,6:53,2,19,NOR 36,35,16,Timeout #2 by Pittsburgh Steelers,0.170,-0.100
4,6:53,3,16,NOR 39,35,16,Mark Ingram right tackle for 6 yards (tackle by Troy Polamalu),-0.100,-0.390
4,6:53,4,10,NOR 45,35,16,"Penalty on NOR: Delay of Game, 5 yards (no play)",-0.390,-0.720
4,6:07,4,15,NOR 40,35,16,Thomas Morstead punts 55 yards,-0.720,0.380
4,5:54,1,10,PIT 5,35,16,Ben Roethlisberger pass complete short right to Markus Wheaton for 16 yards (tackle by Corey White),-0.380,0.340
4,5:23,1,10,PIT 21,35,16,Ben Roethlisberger pass complete short left to Heath Miller for 6 yards (tackle by Corey White),0.340,0.610
4,5:01,2,4,PIT 27,35,16,Ben Roethlisberger pass complete short left to Le'Veon Bell for 6 yards (tackle by David Hawthorne),0.610,1.140
4,4:57,1,10,PIT 33,35,16,Ben Roethlisberger pass incomplete short right intended for Heath Miller (defended by Cameron Jordan),1.140,0.590
4,4:53,2,10,PIT 33,35,16,"Ben Roethlisberger pass complete short middle to Heath Miller for 17 yards (tackle by David Hawthorne). Penalty on Kelvin Beachum: Offensive Holding, 10 yards (no play)",0.590,-0.760
4,4:46,2,20,PIT 23,35,16,Ben Roethlisberger sacked by Cameron Jordan for 0 yards,-0.760,-1.420
4,4:09,3,20,PIT 23,35,16,"Ben Roethlisberger pass complete short right to Markus Wheaton for 11 yards (tackle by Keenan Lewis). Penalty on Corey White: Face Mask (15 Yards), 15 yards",-1.420,2.190
4,4:01,1,10,PIT 49,35,16,Ben Roethlisberger pass complete short left to Heath Miller for 6 yards (tackle by Corey White),2.190,2.460
4,3:54,2,4,NOR 45,35,16,Ben Roethlisberger pass complete short right to Lance Moore for 9 yards (tackle by Curtis Lofton),2.460,3.180
4,3:35,1,10,NOR 36,35,16,Ben Roethlisberger pass complete short left to Antonio Brown for 13 yards (tackle by Ramon Humber),3.180,4.040
4,3:14,1,10,NOR 23,35,16,Ben Roethlisberger pass complete short right to Markus Wheaton for 15 yards (tackle by Keenan Lewis),4.040,5.370
4,2:50,1,8,NOR 8,35,16,"Ben Roethlisberger pass incomplete short left intended for Antonio Brown (defended by Patrick Robinson). Penalty on Keenan Lewis: Illegal Use of Hands, 4 yards (no play)",5.370,6.280
4,2:45,1,4,NOR 4,35,16,Ben Roethlisberger pass incomplete short right intended for Lance Moore,6.280,5.340
4,2:41,2,4,NOR 4,35,16,Ben Roethlisberger pass incomplete short left intended for Lance Moore (defended by Patrick Robinson),5.340,4.490
4,2:37,3,4,NOR 4,35,22,"Ben Roethlisberger pass complete short middle to Antonio Brown for 4 yards, touchdown",4.490,7.000
4,2:37,,,,35,24,"Two Point Attempt: Ben Roethlisberger pass complete to Antonio Brown, conversion succeeds",0.000,1.000
4,2:37,,,PIT 35,35,24,Shaun Suisham kicks onside 20 yards,0.000,-1.930
4,2:34,1,10,NOR 45,35,24,Mark Ingram right end for -3 yards (tackle by Jason Worilds),1.930,1.930
4,2:27,1,10,NOR 45,35,24,Timeout #3 by Pittsburgh Steelers,1.930,0.980
4,2:27,2,13,NOR 42,35,24,Mark Ingram left guard for 1 yard (tackle by James Harrison),0.980,0.430
4,2:00,3,12,NOR 43,35,24,Mark Ingram up the middle for 6 yards (tackle by Stephon Tuitt and Jason Worilds),0.430,0.430
4,1:12,3,12,NOR 43,35,24,Timeout #3 by New Orleans Saints,0.430,-0.130
4,1:12,4,6,NOR 49,35,24,Thomas Morstead punts 49 yards,-0.130,0.380
4,1:02,1,10,PIT 2,35,24,"Ben Roethlisberger pass complete short right to Le'Veon Bell for 30 yards (tackle by Kenny Vaccaro). Penalty on Kenny Vaccaro: Unnecessary Roughness, 15 yards",-0.380,2.060
4,0:52,1,10,PIT 47,35,24,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 14 yards (tackle by Kasim Edebali),2.060,2.980
4,0:31,1,10,NOR 39,35,24,Ben Roethlisberger pass complete short middle to Le'Veon Bell for 33 yards (tackle by Corey White),2.980,5.830
4,0:07,1,6,NOR 6,35,24,Ben Roethlisberger spiked the ball,5.830,4.950
4,0:07,2,6,NOR 6,35,24,"Ben Roethlisberger pass incomplete short right intended for Martavis Bryant (defended by Pierre Warren). Penalty on Kenny Vaccaro: Roughing the Passer, 3 yards (no play)",4.950,6.510
4,0:04,1,3,NOR 3,35,30,"Ben Roethlisberger pass complete short middle to Antonio Brown for 3 yards, touchdown",6.510,7.000
4,0:04,,,,35,32,"Two Point Attempt: Ben Roethlisberger pass complete to Lance Moore, conversion succeeds",0.000,1.000
End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation,End of Regulation
