Quarter,Time,Down,ToGo,Location,SEA,CLE,Detail,EPB,EPA
2,10:20,2,9,SEA 46,7,6,"Penalty on Will Heller: False Start, 5 yards (no play)",1.520,0.840
2,10:05,2,14,SEA 41,7,6,Matt Hasselbeck pass complete short left to Maurice Morris for 31 yards (tackle by Brodney Pool),0.840,3.710
2,9:31,1,10,CLE 28,7,6,Shaun Alexander left guard for 11 yards (tackle by Sean Jones),3.710,4.440
2,9:31,1,10,CLE 17,7,6,Matt Hasselbeck pass complete short left to D.J. Hackett for 6 yards (tackle by Daven Holly),4.440,4.890
2,8:34,2,4,CLE 11,7,6,Shaun Alexander left guard for 5 yards (tackle by Ethan Kelley),4.890,5.830
2,7:58,1,6,CLE 6,7,6,"Matt Hasselbeck pass incomplete short left intended for D.J. Hackett. Penalty on Leigh Bodden: Defensive Pass Interference, 4 yards (no play)",5.830,6.740
2,7:54,1,2,CLE 2,7,6,Shaun Alexander right guard for -3 yards (tackle by Andra Davis),6.740,5.150
2,7:07,,,,7,6,Timeout #1 by Seattle Seahawks,0.000,5.150
2,7:07,2,5,CLE 5,7,6,Shaun Alexander right end for -1 yards (tackle by Shaun Smith),5.150,4.040
2,6:27,3,6,CLE 6,13,6,"Matt Hasselbeck pass complete short left to D.J. Hackett for 6 yards, touchdown",4.040,7.000
2,,,,CLE 2,14,6,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,14,6,"Josh Brown kicks off 68 yards, returned by Josh Cribbs for 27 yards (tackle by Niko Koutouvides)",0.000,0.870
2,6:15,1,10,CLE 29,14,6,Derek Anderson pass complete short left to Kellen Winslow Jr. for 11 yards (tackle by Lofa Tatupu),0.870,1.600
2,5:42,1,10,CLE 40,14,6,Jamal Lewis left tackle for -4 yards (tackle by Brandon Mebane),1.600,0.510
2,5:02,2,14,CLE 36,14,6,Derek Anderson pass complete short left to Braylon Edwards for 9 yards (tackle by Brian Russell),0.510,1.030
2,4:15,,,,14,6,Timeout #1 by Cleveland Browns,0.000,0.000
2,4:15,,,,14,6,Timeout #2 by Seattle Seahawks,0.000,1.030
2,4:15,3,5,CLE 45,14,6,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr.,1.030,-0.390
2,4:12,4,5,CLE 45,20,6,"Dave Zastudil punts 49 yards, returned by Nate Burleson for 94 yards, touchdown",-0.390,-7.000
2,,,,CLE 2,21,6,Josh Brown kicks extra point good,0.000,0.000
2,,,,SEA 30,21,6,"Josh Brown kicks off 62 yards, returned by Josh Cribbs for 20 yards (tackle by Lance Laury)",0.000,0.810
2,3:43,1,10,CLE 28,21,6,Derek Anderson pass complete short left to Joe Jurevicius for 19 yards (tackle by Kelly Jennings),0.810,2.060
2,3:10,1,10,CLE 47,21,6,Derek Anderson pass incomplete deep middle intended for Braylon Edwards,2.060,1.520
2,3:05,2,10,CLE 47,21,6,Derek Anderson pass incomplete deep right intended for Tim Carter,1.520,0.830
2,3:05,3,10,CLE 47,21,6,Derek Anderson pass incomplete short left intended for Braylon Edwards,0.830,-0.260
2,2:54,4,10,CLE 47,21,6,Dave Zastudil punts 35 yards,-0.260,-0.040
2,2:42,1,10,SEA 18,21,6,Matt Hasselbeck pass incomplete deep left intended for D.J. Hackett,0.040,-0.490
2,2:36,2,10,SEA 18,21,6,Shaun Alexander left guard for 2 yards (tackle by Robaire Smith),-0.490,-0.910
2,2:00,3,8,SEA 20,21,6,Matt Hasselbeck pass complete short middle to Bobby Engram for 5 yards (tackle by Daven Holly),-0.910,-1.700
2,1:51,,,,21,6,Timeout #2 by Cleveland Browns,0.000,-1.700
2,1:51,4,3,SEA 25,21,6,Ryan Plackemeier punts 31 yards,-1.700,-1.860
2,1:45,1,10,CLE 44,21,6,Derek Anderson pass complete short left to Kellen Winslow Jr. for 11 yards (tackle by Marcus Trufant),1.860,2.590
2,1:39,1,10,SEA 45,21,6,"Derek Anderson pass incomplete deep middle intended for Kellen Winslow Jr.. Penalty on Lofa Tatupu: Illegal Contact, 5 yards (no play)",2.590,2.920
2,1:34,1,10,SEA 40,21,6,Derek Anderson pass complete short right to Joe Jurevicius for 8 yards (tackle by Jordan Babineaux),2.920,3.450
2,1:09,2,2,SEA 32,21,6,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 9 yards (tackle by Jordan Babineaux),3.450,4.040
2,0:45,1,10,SEA 23,21,6,Derek Anderson pass incomplete deep left intended for Braylon Edwards,4.040,3.500
2,0:41,2,10,SEA 23,21,6,Derek Anderson pass complete deep right to Joe Jurevicius for 21 yards (tackle by Deon Grant),3.500,6.740
2,0:32,,,,21,6,Timeout #3 by Cleveland Browns,0.000,6.740
2,0:32,1,2,SEA 2,21,6,Derek Anderson pass incomplete short right intended for Braylon Edwards,6.740,5.720
2,0:29,2,2,SEA 2,21,6,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr. (defended by Michael Green),5.720,4.950
2,0:26,3,2,SEA 2,21,6,Derek Anderson pass incomplete short right intended for Braylon Edwards,4.950,3.250
2,0:23,4,2,SEA 2,21,9,Phil Dawson 19 yard field goal good,3.250,3.000
2,,,,CLE 30,21,9,"Phil Dawson kicks off 49 yards, returned by Josh Wilson for 6 yards (tackle by Brandon McDonald)",0.000,0.740
2,0:17,1,10,SEA 27,21,9,Matt Hasselbeck kneels for -1 yards,0.740,0.060
Quarter,Time,Down,ToGo,Location,SEA,CLE,Detail,EPB,EPA
3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter,3rd Quarter
3,15:00,,,SEA 30,21,9,"Josh Brown kicks off 65 yards, returned by Josh Cribbs for 26 yards (tackle by Niko Koutouvides)",0.000,1.000
3,14:54,1,10,CLE 31,21,9,Jamal Lewis right guard for 1 yard (tackle by Julian Peterson and Lofa Tatupu),1.000,0.600
3,14:16,2,9,CLE 32,21,9,Derek Anderson pass complete short right to Jamal Lewis for 16 yards (tackle by Julian Peterson),0.600,2.130
3,13:32,1,10,CLE 48,21,9,Jamal Lewis left guard for 5 yards (tackle by Deon Grant),2.130,2.260
3,12:52,2,5,SEA 47,21,9,Derek Anderson pass incomplete short right intended for Joe Jurevicius (defended by Kelly Jennings),2.260,1.550
3,12:52,3,5,SEA 47,21,9,Derek Anderson pass complete short right to Kellen Winslow Jr. for 12 yards,1.550,3.250
3,12:18,1,10,SEA 35,21,9,Jamal Lewis right guard for 2 yards (tackle by LeRoy Hill),3.250,2.970
3,11:38,2,8,SEA 33,21,9,Derek Anderson pass complete deep left to Braylon Edwards for 19 yards (tackle by Brian Russell),2.970,4.650
3,10:52,1,10,SEA 14,21,9,Derek Anderson pass complete short right to Lawrence Vickers for 7 yards (tackle by Marcus Trufant),4.650,5.280
3,10:13,2,3,SEA 7,21,9,Jamal Lewis right tackle for 1 yard (tackle by LeRoy Hill),5.280,4.730
3,9:30,3,2,SEA 6,21,9,"Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.. Penalty on Brian Russell: Defensive Pass Interference, 5 yards (no play)",4.730,6.970
3,9:27,1,1,SEA 1,21,9,Jamal Lewis right guard for no gain (tackle by LeRoy Hill),6.970,5.910
3,9:00,2,1,SEA 1,21,15,"Jamal Lewis left guard for 1 yard, touchdown",5.910,7.000
3,,,,SEA 2,21,16,Phil Dawson kicks extra point good,0.000,0.000
3,,,,CLE 30,21,16,Phil Dawson kicks off 59 yards,0.000,1.600
3,8:57,1,10,SEA 40,21,16,Matt Hasselbeck pass complete short right to Nate Burleson for 12 yards (tackle by Eric Wright),1.600,2.390
3,8:26,1,10,CLE 48,21,16,Shaun Alexander left guard for 6 yards (tackle by Antwan Peek),2.390,2.660
3,8:26,2,4,CLE 42,21,16,Matt Hasselbeck pass complete short right to Bobby Engram for 6 yards (tackle by Eric Wright),2.660,3.180
3,7:23,1,10,CLE 36,21,16,Maurice Morris left guard for 3 yards (tackle by Robaire Smith),3.180,3.040
3,6:49,2,7,CLE 33,21,16,Matt Hasselbeck pass incomplete deep right intended for Bobby Engram,3.040,2.350
3,6:45,3,7,CLE 33,21,16,Matt Hasselbeck pass complete short left to D.J. Hackett for 12 yards (tackle by Leigh Bodden),2.350,4.170
3,6:04,1,10,CLE 21,21,16,Matt Hasselbeck pass incomplete deep right intended for Bobby Engram,4.170,3.630
3,5:59,2,10,CLE 21,21,16,Shaun Alexander right guard for no gain (tackle by Orpheus Roye and Sean Jones),3.630,2.940
3,5:15,,,,21,16,Timeout #1 by Seattle Seahawks,0.000,2.940
3,5:15,3,10,CLE 21,21,16,Matt Hasselbeck pass incomplete deep right intended for D.J. Hackett,2.940,2.060
3,5:10,4,10,CLE 21,24,16,Josh Brown 39 yard field goal good,2.060,3.000
3,,,,SEA 30,24,16,"Josh Brown kicks off 69 yards, returned by Josh Cribbs for 34 yards (tackle by Bennie Joppru)",0.000,1.270
3,4:58,1,10,CLE 35,24,16,Derek Anderson pass incomplete short left intended for Jamal Lewis,1.270,0.720
3,4:52,2,10,CLE 35,24,16,Jamal Lewis right tackle for 5 yards (tackle by LeRoy Hill),0.720,0.700
3,4:11,3,5,CLE 40,24,16,Derek Anderson pass incomplete short right intended for Kellen Winslow Jr. (defended by LeRoy Hill),0.700,-0.720
3,4:05,4,5,CLE 40,24,16,"Dave Zastudil punts 39 yards, returned by Nate Burleson for 1 yard (tackle by Chaun Thompson)",-0.720,-0.410
3,3:54,1,10,SEA 22,24,16,Matt Hasselbeck pass incomplete deep middle intended for Bobby Engram (defended by Brodney Pool),0.410,-0.130
3,3:48,2,10,SEA 22,24,16,Maurice Morris right tackle for 9 yards (tackle by Ethan Kelley),-0.130,0.370
3,3:04,3,1,SEA 31,24,16,Matt Hasselbeck pass incomplete short right intended for Bobby Engram,0.370,-1.310
3,3:01,4,1,SEA 31,24,16,"Ryan Plackemeier punts 41 yards, returned by Josh Cribbs for 18 yards (tackle by Michael Green)",-1.310,-1.990
3,2:48,1,10,CLE 46,24,16,Jamal Lewis right end for 2 yards (tackle by Lofa Tatupu),1.990,1.720
3,2:08,2,8,CLE 48,24,16,Derek Anderson pass incomplete short left intended for Kellen Winslow Jr.,1.720,1.030
3,2:03,3,8,CLE 48,24,16,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 14 yards (tackle by Jordan Babineaux),1.030,3.050
3,1:22,1,10,SEA 38,24,16,Jamal Lewis left guard for 3 yards (tackle by Darryl Tapp and Craig Terrill),3.050,2.910
3,0:38,2,7,SEA 35,24,16,Derek Anderson right end for 11 yards (tackle by Julian Peterson),2.910,3.970
Quarter,Time,Down,ToGo,Location,SEA,CLE,Detail,EPB,EPA
4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter,4th Quarter
4,15:00,1,10,SEA 24,24,16,Derek Anderson pass incomplete deep left intended for Kellen Winslow Jr.,3.970,3.430
4,14:54,2,10,SEA 24,24,16,Jamal Lewis left guard for 1 yard (tackle by Rocky Bernard),3.430,2.870
4,14:14,3,9,SEA 23,24,16,Derek Anderson pass complete short left to Braylon Edwards for 8 yards (tackle by Marcus Trufant),2.870,2.590
4,13:29,4,1,SEA 15,24,16,Derek Anderson pass complete short right to Kellen Winslow Jr. for 13 yards (tackle by Brian Russell),2.590,6.740
4,12:48,1,2,SEA 2,24,22,"Jamal Lewis right guard for 2 yards, touchdown",6.740,7.000
4,,,,,24,22,"Two Point Attempt: Derek Anderson pass incomplete intended for Braylon Edwards, conversion fails",1.000,-1.000
4,,,,CLE 30,,,"Phil Dawson kicks off 70 yards, returned by Nate Burleson for 27 yards (tackle by Darnell Dinkins)",,
4,12:36,1,10,SEA 27,24,22,Matt Hasselbeck pass complete short left to Maurice Morris for 12 yards (tackle by Kamerion Wimbley),0.740,1.530
4,12:09,1,10,SEA 39,24,22,Matt Hasselbeck pass complete short right to Bobby Engram for 10 yards (tackle by Brodney Pool),1.530,2.190
4,11:44,1,10,SEA 49,24,22,Matt Hasselbeck pass complete short left to Shaun Alexander for 1 yard (tackle by Sean Jones),2.190,1.780
4,11:01,2,9,,24,22,Matt Hasselbeck pass complete short right to D.J. Hackett for 15 yards,1.780,3.250
4,10:27,1,10,CLE 35,24,22,"Matt Hasselbeck pass complete short middle to Ben Obomanu for 25 yards (tackle by Eric Wright). Penalty on SEA: Illegal Formation, 5 yards (no play)",3.250,2.920
4,9:56,1,15,CLE 40,24,22,Matt Hasselbeck pass complete deep right to Bobby Engram for 26 yards,2.920,4.650
4,9:27,1,10,CLE 14,24,22,Shaun Alexander left guard for 2 yards (tackle by Leon Williams),4.650,4.330
4,8:50,2,8,CLE 12,24,22,Matt Hasselbeck pass complete short middle to Leonard Weaver for 4 yards (tackle by Leon Williams),4.330,4.280
4,8:50,,,,24,22,Timeout #2 by Seattle Seahawks,0.000,4.280
4,8:03,3,4,CLE 8,24,22,Matt Hasselbeck pass incomplete short right intended for Bobby Engram (defended by Eric Wright),4.280,2.980
4,7:58,4,4,CLE 8,27,22,Josh Brown 26 yard field goal good,2.980,3.000
4,,,,SEA 30,27,22,"Josh Brown kicks off 65 yards, returned by Josh Cribbs for 30 yards (tackle by Kevin Bentley). Penalty on Darnell Dinkins: Offensive Holding, 10 yards",0.000,-0.370
4,7:49,1,10,CLE 11,27,22,Derek Anderson pass complete short right to Kellen Winslow Jr. for 3 yards (tackle by Kelly Jennings),-0.370,-0.530
4,7:24,2,7,CLE 14,27,22,Derek Anderson pass complete short right to Steve Heiden for 6 yards (tackle by Lofa Tatupu),-0.530,-0.370
4,6:41,3,1,CLE 20,27,22,Jason Wright right tackle for 2 yards (tackle by Darryl Tapp),-0.370,0.410
4,6:14,1,10,CLE 22,27,22,"Derek Anderson pass incomplete deep left intended for Kellen Winslow Jr.. Penalty on Lennie Friedman: Offensive Holding, 10 yards (no play)",0.410,-0.660
4,6:05,1,20,CLE 12,27,22,Derek Anderson pass complete short right to Joe Jurevicius for 21 yards (tackle by Lofa Tatupu),-0.660,1.140
4,5:35,1,10,CLE 33,27,22,Derek Anderson pass complete short right to Jamal Lewis for 7 yards (tackle by Kevin Bentley),1.140,1.540
4,4:50,2,3,CLE 40,27,22,Derek Anderson pass incomplete short middle intended for Tim Carter (defended by Darryl Tapp),1.540,0.830
4,4:46,3,3,CLE 40,27,22,Derek Anderson pass complete short middle to Kellen Winslow Jr. for 6 yards (tackle by Deon Grant),0.830,1.990
4,4:09,1,10,CLE 46,27,22,Jamal Lewis right guard for 4 yards (tackle by Lofa Tatupu),1.990,1.990
4,3:26,2,6,,27,22,Derek Anderson pass complete short middle to Jason Wright for 13 yards (tackle by Lofa Tatupu),1.990,3.120
4,2:42,1,10,SEA 37,27,22,Derek Anderson pass complete short right to Kellen Winslow Jr. for 22 yards,3.120,4.580
4,2:35,,,,27,22,Timeout #1 by Cleveland Browns,0.000,4.580
4,2:35,1,10,SEA 15,27,22,Derek Anderson pass incomplete short left intended for Braylon Edwards,4.580,3.950
4,2:31,2,10,SEA 15,27,22,Derek Anderson pass incomplete short middle intended for Kellen Winslow Jr.,3.950,3.100
4,2:27,3,10,SEA 15,27,22,Derek Anderson pass complete short right to Kellen Winslow Jr. for 14 yards (tackle by Deon Grant),3.100,6.970
,,,,,,,"CLE challenged the runner was in bounds ruling, and the play was upheld.",,
4,2:21,1,1,SEA 1,27,28,"Jamal Lewis left guard for 1 yard, touchdown",6.970,7.000
4,,,,,27,30,"Two Point Attempt: Derek Anderson pass complete to Joe Jurevicius, conversion succeeds",1.000,1.000
4,,,,CLE 30,27,30,"Phil Dawson kicks off 69 yards, returned by Nate Burleson for 13 yards (tackle by Josh Cribbs). Penalty on Josh Cribbs: Personal Foul, 15 yards",0.000,0.870
4,2:07,1,10,SEA 29,27,30,Matt Hasselbeck left tackle for 11 yards (tackle by Kamerion Wimbley). Penalty on Antwan Peek: Defensive Offside (Declined),0.870,1.600
4,2:00,1,10,SEA 40,27,30,Matt Hasselbeck pass incomplete short right intended for Nate Burleson,1.600,1.050
4,1:54,2,10,SEA 40,27,30,Matt Hasselbeck pass complete short left to Bobby Engram for 4 yards (tackle by Daven Holly),1.050,0.890
4,1:49,3,6,SEA 44,27,30,Matt Hasselbeck pass complete short left to Bobby Engram for 6 yards (tackle by Daven Holly),0.890,2.260
4,1:28,1,10,,27,30,Matt Hasselbeck pass incomplete short right intended for Will Heller (defended by Leon Williams),2.260,1.710
4,1:21,2,10,,27,30,Matt Hasselbeck pass complete deep right to D.J. Hackett for 15 yards,1.710,3.250
4,0:57,1,10,CLE 35,27,30,Matt Hasselbeck pass complete short right to D.J. Hackett for 4 yards (tackle by Eric Wright),3.250,3.240
4,0:54,2,6,CLE 31,27,30,Maurice Morris left guard for 4 yards (tackle by Leigh Bodden),3.240,3.070
4,0:32,3,2,CLE 27,27,30,Maurice Morris right tackle for 12 yards (tackle by Sean Jones),3.070,4.580
4,0:24,,,,27,30,Timeout #3 by Seattle Seahawks,0.000,4.580
4,0:24,1,10,CLE 15,27,30,Matt Hasselbeck pass incomplete short right intended for Nate Burleson,4.580,3.950
4,0:18,2,10,CLE 15,27,30,Maurice Morris right end for 11 yards (tackle by Brodney Pool),3.950,6.280
4,0:14,1,4,CLE 4,27,30,Matt Hasselbeck spiked the ball,6.280,5.340
4,0:02,,,,27,30,Timeout #3 by Cleveland Browns,0.000,5.340
4,0:02,2,4,CLE 4,30,30,Josh Brown 22 yard field goal good,5.340,3.000
Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime,Overtime
Quarter,Time,Down,ToGo,Location,SEA,CLE,Detail,EPB,EPA
,,,,,,,"Seahawks won the coin toss, Seahawks to receive the overtime kickoff.",,
OT,,,,CLE 30,,,"Phil Dawson kicks off 61 yards, returned by Nate Burleson for 21 yards (tackle by Mike Adams)",,
OT,14:54,1,10,SEA 30,30,30,Matt Hasselbeck pass complete deep right to Bobby Engram for 17 yards,0.940,2.060
OT,14:23,1,10,SEA 47,30,30,Matt Hasselbeck pass complete short left to Bobby Engram for 2 yards (tackle by Leigh Bodden),2.060,1.790
OT,13:41,2,8,SEA 49,30,30,Matt Hasselbeck pass incomplete short right intended for Nate Burleson,1.790,1.090
OT,13:33,3,8,SEA 49,30,30,Matt Hasselbeck up the middle for 7 yards (tackle by Willie McGinest),1.090,0.330
,,,,,,,"Replay Assistant challenged the first down ruling, and the original play was overturned.",,
OT,12:49,4,1,CLE 44,30,30,Maurice Morris left guard for no gain (tackle by Sean Jones and Andra Davis),0.330,-1.860
,,,,,,,"Replay Assistant challenged the first down ruling, and the play was upheld.",,
OT,12:45,1,10,CLE 44,30,30,Derek Anderson pass complete short left to Lawrence Vickers for 1 yard (tackle by Kelly Jennings),1.860,1.450
OT,12:04,2,9,CLE 45,30,30,Derek Anderson pass complete short left to Jamal Lewis for 34 yards (tackle by Brian Russell),1.450,4.170
OT,11:34,,,,30,30,Timeout #1 by Seattle Seahawks,0.000,4.170
OT,11:34,1,10,SEA 21,30,30,Jason Wright left guard for 1 yard (tackle by Craig Terrill),4.170,3.760
OT,10:50,2,9,SEA 20,30,30,Derek Anderson right end for 10 yards (tackle by Marcus Trufant),3.760,4.910
OT,10:03,1,10,SEA 10,30,30,Jason Wright left guard for 3 yards (tackle by Julian Peterson),4.910,4.760
OT,9:22,2,7,SEA 7,30,33,Phil Dawson 25 yard field goal good. Penalty on SEA: Defensive 12 On-field (Declined),4.760,3.000
End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime,End of Overtime
